Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
101, 96.172204, 100.857699, 99.658775, 96.172204
201, 181.957557, 199.948606, 195.069065, 181.957557
301, 259.492971, 298.089177, 289.213971, 259.492971
401, 329.171162, 393.479018, 378.756347, 329.171162
501, 383.409219, 492.264020, 460.393677, 383.409219
601, 449.197030, 576.945962, 548.480512, 449.197030
701, 483.883841, 658.595472, 615.383987, 483.883841
801, 528.486921, 761.093142, 681.602565, 528.486921
901, 570.879779, 876.029229, 739.209174, 570.879779
1001, 614.264766, 974.492561, 818.725441, 614.264766
1101, 638.690798, 1051.563221, 885.662773, 638.690798
1201, 697.203212, 1107.744215, 994.105913, 697.203212
1301, 718.022168, 1158.444564, 989.895861, 718.022168
1401, 762.802153, 1205.997922, 1136.261833, 762.802153
1501, 763.439133, 1265.380351, 1125.480798, 763.439133
1601, 815.032504, 1321.888616, 1229.712681, 815.032504
1701, 762.288722, 1388.457943, 1203.897904, 762.288722
1801, 784.806605, 1458.846304, 1330.962618, 784.806605
1901, 853.033818, 1510.910559, 1352.350664, 853.033818
2001, 883.844670, 1584.194014, 1272.545470, 883.844670
2101, 828.040184, 1649.582860, 1390.378295, 828.040184
2201, 874.865841, 1730.146061, 1565.392547, 874.865841
2301, 940.632657, 1790.537699, 1534.848704, 940.632657
2401, 893.821835, 1869.129119, 1495.992278, 893.821835
2501, 1008.091316, 1959.830860, 1476.270591, 1008.091316
2601, 936.291667, 2002.508329, 1718.647495, 936.291667
2701, 1013.760097, 2093.461124, 1919.115442, 1013.760097
2801, 1023.930028, 2164.093989, 1733.906328, 1023.930028
2901, 864.276759, 2230.900792, 1899.710594, 864.276759
3001, 979.590644, 2301.190469, 1966.837500, 979.590644
3101, 1180.405279, 2327.409577, 1967.117410, 1180.405279
3201, 1123.892695, 2400.694912, 2076.672552, 1123.892695
3301, 984.530239, 2507.630842, 2183.165773, 984.530239
3401, 951.192266, 2577.722314, 2042.601606, 951.192266
3501, 1102.761295, 2581.905784, 1914.465287, 1102.761295
3601, 1005.873470, 2623.137172, 1700.437125, 1005.873470
3701, 1102.381798, 2696.634420, 2557.382277, 1102.381798
3801, 913.205265, 2804.163795, 2325.926782, 913.205265
3901, 1165.822573, 2905.798928, 1891.589077, 1165.822573
4001, 885.196446, 2942.949243, 1641.039201, 885.196446
4101, 1086.356268, 2945.731540, 2165.517736, 1086.356268
4201, 1180.509984, 2999.943011, 1832.321503, 1180.509984
4301, 1156.618881, 3051.886760, 2509.712922, 1156.618881
4401, 910.920986, 3172.027553, 2013.028316, 910.920986
4501, 1130.984280, 3239.520677, 2628.130299, 1130.984280
4601, 1037.031269, 3297.330207, 1940.705039, 1037.031269
4701, 1265.993275, 3327.505183, 2530.013422, 1265.993275
4801, 981.482217, 3424.263794, 1895.571828, 981.482217
4901, 918.534441, 3497.363451, 2299.171006, 918.534441
5001, 1018.919514, 3614.927738, 1916.438143, 1018.919514
5101, 1186.714374, 3675.993270, 2166.463186, 1186.714374
5201, 1099.657754, 3730.115359, 2691.493081, 1099.657754
5301, 904.264270, 3840.685910, 1770.570361, 904.264270
5401, 1025.449118, 3890.710262, 2180.308478, 1025.449118
5501, 1180.038969, 3901.861593, 3164.535628, 1180.038969
5601, 1244.496752, 3966.106470, 2235.928016, 1244.496752
5701, 1031.604885, 3970.496317, 2025.129350, 1031.604885
5801, 975.673308, 3993.894466, 2750.216863, 975.673308
5901, 1020.884605, 4118.819104, 2145.715212, 1020.884605
6001, 1171.125076, 4170.111388, 2383.810164, 1171.125076
6101, 1180.982592, 4249.058360, 2539.937913, 1180.982592
6201, 1528.125622, 4342.433184, 3089.500862, 1528.125622
6301, 1284.128770, 4541.016677, 2132.936420, 1284.128770
6401, 1426.824918, 4651.237442, 2116.633996, 1426.824918
6501, 1073.844980, 4775.994108, 2282.005188, 1073.844980
6601, 857.669442, 4877.329733, 3029.698257, 857.669442
6701, 629.358925, 5068.832229, 2061.741439, 629.358925
6801, 961.244686, 5088.496984, 2017.317593, 961.244686
6901, 1476.794055, 5059.024779, 2264.323285, 1476.794055
7001, 1525.092986, 5031.616307, 2700.786127, 1525.092986
7101, 1343.132652, 5024.729597, 3380.570047, 1343.132652
7201, 796.938207, 5131.060860, 2317.231512, 796.938207
7301, 706.174761, 5121.301299, 2203.603683, 706.174761
7401, 970.056635, 5124.983277, 2290.627207, 970.056636
7501, 1071.523455, 5144.534095, 2453.227498, 1071.523455
7601, 1303.905328, 5158.703053, 2909.176432, 1303.905328
7701, 1161.841373, 5311.855848, 2258.465685, 1161.841373
7801, 1255.634819, 5347.832991, 2419.267942, 1255.634819
7901, 1061.130304, 5388.560712, 2562.829345, 1061.130304
8001, 1036.456006, 5433.211717, 2861.213824, 1036.456006
8101, 1345.702948, 5496.044714, 3200.697716, 1345.702948
8201, 1353.927986, 5557.278744, 3491.332530, 1353.927986
8301, 1592.511027, 5640.526882, 4077.389933, 1592.511027
8401, 1246.193840, 5861.295773, 2660.027966, 1246.193840
8501, 1299.767677, 5945.558150, 2281.854694, 1299.767677
8601, 1255.241836, 6029.992908, 2182.293740, 1255.241836
8701, 1319.732171, 6115.080707, 2042.262306, 1319.732171
8801, 1352.935672, 6216.169518, 2137.983610, 1352.935672
8901, 1456.303256, 6300.013542, 2444.987759, 1456.303256
9001, 1645.936293, 6370.649030, 3205.542913, 1645.936293
9101, 890.259567, 6612.445978, 2633.324394, 890.259567
9201, 862.889950, 6597.267746, 2800.553678, 862.889950
9301, 828.183798, 6591.402153, 2748.011938, 828.183798
9401, 796.413981, 6605.177926, 2601.981553, 796.413981
9501, 1005.848430, 6622.274725, 2473.014946, 1005.848430
9601, 1299.554217, 6651.821793, 2368.053374, 1299.554217
9701, 1289.876029, 6714.390864, 2222.596980, 1289.876029
9801, 1381.001356, 6776.123098, 2381.846981, 1381.001356
9901, 1551.876579, 6820.353398, 2847.120724, 1551.876579
10001, 985.746514, 7103.142347, 2144.312940, 985.746514
10101, 868.319790, 7117.650542, 2233.110241, 868.319790
10201, 835.322456, 7131.087367, 2151.121081, 835.322456
10301, 970.898762, 7132.536753, 2230.551080, 970.898762
10401, 1102.364510, 7122.228748, 2390.496441, 1102.364510
10501, 1058.916079, 7107.276163, 2502.409904, 1058.916079
10601, 997.141881, 7090.107905, 2453.662006, 997.141881
10701, 1099.623844, 7089.808082, 2500.829667, 1099.623844
10801, 1273.424112, 7103.515991, 2702.427299, 1273.424112
10901, 1313.791992, 7116.837352, 3120.268850, 1313.791992
11001, 1409.749589, 7145.180828, 3742.796825, 1409.749589
11101, 1924.568563, 7204.774747, 4402.946893, 1924.568563
11201, 1059.954603, 7479.464195, 3167.908253, 1059.954603
11301, 807.640501, 7491.911824, 3158.955506, 807.640501
11401, 798.461858, 7507.427832, 3217.780469, 798.461858
11501, 870.000728, 7526.827335, 3359.461148, 870.000728
11601, 872.312063, 7554.759436, 3453.201660, 872.312063
11701, 910.370338, 7593.127815, 3365.697605, 910.370339
11801, 757.535765, 7628.937254, 3307.430920, 757.535765
11901, 757.379562, 7658.864029, 3294.817645, 757.379562
12001, 819.050184, 7695.566237, 3357.989701, 819.050184
12101, 953.265702, 7746.071325, 3434.061812, 953.265702
12201, 1021.914574, 7796.243179, 3399.230649, 1021.914574
12301, 1258.359574, 7845.207024, 3475.111280, 1258.359574
12401, 1564.404026, 7906.370708, 3771.669951, 1564.404026
12501, 1225.236740, 8313.083676, 3107.241409, 1225.236740
12601, 1450.964354, 8354.202760, 3163.048515, 1450.964354
12701, 1660.950196, 8417.814486, 3233.223511, 1660.950196
12801, 1559.785357, 8477.501619, 3209.483255, 1559.785357
12901, 1534.236421, 8529.170186, 3234.523961, 1534.236421
13001, 1325.760656, 8586.355131, 3099.724405, 1325.760656
13101, 1070.130198, 8647.450179, 3109.182722, 1070.130198
13201, 868.565746, 8700.391153, 3164.171315, 868.565746
13301, 852.938736, 8749.442285, 3113.103137, 852.938736
13401, 853.250283, 8791.778831, 3079.955449, 853.250283
13501, 870.976599, 8812.445371, 2959.385919, 870.976599
13601, 799.752509, 8788.912452, 2914.809613, 799.752509
13701, 843.863947, 8741.996846, 2818.249324, 843.863947
13801, 933.079694, 8692.960045, 2879.681760, 933.079694
13901, 1025.325362, 8648.774033, 2968.996993, 1025.325362
14001, 1136.279059, 8605.249471, 3065.670140, 1136.279059
14101, 1127.247838, 8571.193505, 3197.618112, 1127.247838
14201, 1204.856825, 8546.747308, 3405.428275, 1204.856825
14301, 885.392688, 8904.616698, 2720.340495, 885.392688
14401, 868.376722, 8838.839973, 2592.312448, 868.376722
14501, 936.006399, 8777.100608, 2443.345501, 936.006398
14601, 944.602149, 8721.078350, 2206.401288, 944.602149
14701, 881.640577, 8674.117155, 2073.252471, 881.640577
14801, 890.795859, 8651.214630, 2017.195479, 890.795859
14901, 821.586256, 8632.765272, 2002.729571, 821.586256
15001, 822.826352, 8611.952932, 2119.443217, 822.826352
15101, 978.768625, 8595.859634, 2292.697574, 978.768625
15201, 1231.745292, 8587.107342, 2418.856875, 1231.745292
15301, 1507.872848, 8585.994772, 2439.677364, 1507.872848
15401, 1601.899280, 8589.948433, 2495.573578, 1601.899280
15501, 1589.243369, 8604.546112, 2557.416866, 1589.243369
15601, 1505.610954, 8628.279813, 2630.604465, 1505.610954
15701, 1417.110444, 8654.442191, 2799.290969, 1417.110444
15801, 1258.930454, 8678.383491, 2929.511529, 1258.930454
15901, 1151.601063, 8704.051594, 3084.860424, 1151.601063
16001, 1122.411529, 8740.147865, 3208.250147, 1122.411529
16101, 1187.873447, 8791.847415, 3493.498399, 1187.873447
16201, 1104.589780, 8845.837323, 3531.562011, 1104.589780
16301, 993.518977, 8893.268109, 3603.628748, 993.518977
16401, 930.254801, 8938.300711, 3700.730104, 930.254801
16501, 1022.214852, 8992.029926, 3983.681130, 1022.214852
16601, 1223.438883, 9067.622907, 4162.854613, 1223.438883
16701, 894.615050, 9536.696504, 3694.204907, 894.615050
16801, 983.977946, 9602.282429, 3210.637169, 983.977946
16901, 991.531861, 9668.388136, 2591.416511, 991.531861
17001, 975.146938, 9736.432607, 2138.594741, 975.146938
17101, 1001.255626, 9807.625420, 1862.280771, 1001.255626
17201, 949.925610, 9880.814491, 1716.104348, 949.925610
17301, 921.116334, 9957.872136, 1605.529180, 921.116334
17401, 932.841624, 10036.170856, 1580.674595, 932.841624
17501, 1034.248507, 10117.662499, 1518.310253, 1034.248507
17601, 958.025206, 10194.077652, 1457.100080, 958.025206
17701, 788.969656, 10275.808378, 1457.430415, 788.969656
17801, 777.416101, 10362.136186, 1468.880651, 777.416101
17901, 803.264522, 10445.717747, 1545.093297, 803.264522
18001, 804.190371, 10528.280386, 1742.209924, 804.190371
18101, 800.473517, 10614.281400, 2018.071125, 800.473517
18201, 795.508745, 10704.140113, 2179.750842, 795.508745
18301, 826.009055, 10801.848344, 2305.549466, 826.009055
18401, 835.974733, 10904.054474, 2398.502292, 835.974733
18501, 826.075530, 11009.357872, 2495.353213, 826.075530
18601, 870.242185, 11122.006718, 2536.837349, 870.242185
18701, 920.031668, 11238.458082, 2596.515112, 920.031668
18801, 964.555229, 11352.068918, 2633.095076, 964.555229
18901, 1094.612287, 11457.117749, 2621.712283, 1094.612287
19001, 1236.340047, 11553.839394, 2687.455657, 1236.340047
19101, 1347.337239, 11651.378494, 2815.907016, 1347.337239
19201, 1437.200085, 11757.706319, 2921.222289, 1437.200085
19301, 1522.524627, 11879.705190, 3045.307213, 1522.524627
19401, 1512.775626, 12003.075360, 3152.487014, 1512.775626
19501, 1465.930758, 12120.857490, 3290.051216, 1465.930758
19601, 1440.883791, 12229.803334, 3474.383545, 1440.883791
19701, 1400.253080, 12329.791016, 3684.641505, 1400.253080
19801, 1387.817383, 12418.121816, 3991.380343, 1387.817383
19901, 1423.259287, 12512.413965, 4381.949819, 1423.259287
20001, 1334.269273, 13503.417216, 3895.368148, 1334.269273
20101, 1405.591036, 13599.482396, 4175.236299, 1405.591036
20201, 1541.081857, 13687.946795, 4330.929449, 1541.081857
20301, 1629.072424, 13769.798632, 4395.615926, 1629.072424
20401, 1747.060714, 13846.233601, 4409.187819, 1747.060714
20501, 1885.075156, 13906.141089, 4411.339245, 1885.075156
20601, 1967.752270, 13950.221188, 4569.548336, 1967.752270
20701, 1964.410793, 13984.040917, 4705.605968, 1964.410793
20801, 1978.455477, 14011.356536, 4862.717321, 1978.455476
20901, 2044.482539, 14038.287018, 4942.946036, 2044.482539
21001, 2011.088712, 14066.403787, 5065.748798, 2011.088712
21101, 1926.585998, 14092.728278, 4987.509641, 1926.585998
