N, Var_U, Var_CV, Var_P, Var_R
100000, 1.815394, 0.000036, 0.007882, 0.000298
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.935901, 0.994885, 0.992648, 0.935901
102, 0.880298, 0.989526, 0.985409, 0.880298
153, 0.830724, 0.984061, 0.977988, 0.830724
204, 0.787323, 0.978360, 0.970613, 0.787323
255, 0.747925, 0.973208, 0.964209, 0.747925
306, 0.713847, 0.968319, 0.957910, 0.713847
357, 0.681808, 0.963253, 0.951533, 0.681808
408, 0.650064, 0.957856, 0.945209, 0.650064
459, 0.620392, 0.952269, 0.938515, 0.620392
510, 0.591859, 0.946501, 0.931852, 0.591859
561, 0.566512, 0.940613, 0.925599, 0.566512
612, 0.543773, 0.934975, 0.919946, 0.543773
663, 0.520685, 0.929753, 0.914140, 0.520685
714, 0.494621, 0.924439, 0.908229, 0.494621
765, 0.468275, 0.918977, 0.902259, 0.468275
816, 0.441818, 0.913366, 0.896153, 0.441818
867, 0.420555, 0.907579, 0.890390, 0.420555
918, 0.403954, 0.901746, 0.884709, 0.403954
969, 0.388872, 0.895875, 0.879476, 0.388872
1020, 0.376379, 0.889815, 0.874682, 0.376379
1071, 0.364839, 0.883682, 0.869782, 0.364839
1122, 0.349927, 0.877489, 0.864845, 0.349927
1173, 0.334024, 0.871177, 0.860409, 0.334024
1224, 0.323259, 0.864693, 0.856014, 0.323259
1275, 0.317304, 0.858054, 0.851836, 0.317304
1326, 0.311896, 0.851247, 0.847602, 0.311896
1377, 0.303194, 0.844334, 0.843336, 0.303194
1428, 0.291657, 0.837254, 0.839072, 0.291657
1479, 0.278703, 0.830049, 0.834250, 0.278703
1530, 0.262486, 0.822745, 0.829465, 0.262486
1581, 0.252035, 0.815385, 0.824855, 0.252035
1632, 0.242775, 0.808016, 0.820471, 0.242775
1683, 0.237464, 0.800651, 0.816350, 0.237464
1734, 0.233228, 0.793267, 0.812126, 0.233228
1785, 0.230150, 0.785862, 0.808105, 0.230150
1836, 0.222500, 0.778393, 0.804375, 0.222500
1887, 0.212550, 0.770847, 0.800886, 0.212550
1938, 0.204210, 0.763210, 0.797746, 0.204210
1989, 0.194329, 0.755473, 0.794622, 0.194329
2040, 0.184617, 0.747640, 0.791657, 0.184617
2091, 0.179765, 0.739715, 0.788492, 0.179765
2142, 0.175915, 0.731703, 0.785194, 0.175915
2193, 0.171844, 0.723600, 0.781687, 0.171844
2244, 0.167653, 0.715380, 0.778449, 0.167653
2295, 0.161635, 0.707032, 0.775717, 0.161635
2346, 0.155443, 0.698546, 0.772972, 0.155443
2397, 0.149448, 0.689964, 0.770126, 0.149448
2448, 0.142873, 0.681395, 0.767013, 0.142873
2499, 0.136755, 0.673034, 0.764078, 0.136755
2550, 0.123218, 0.664932, 0.760902, 0.123218
2601, 0.105693, 0.657009, 0.757556, 0.105693
2652, 0.091691, 0.649123, 0.754357, 0.091691
2703, 0.077743, 0.641202, 0.751376, 0.077743
2754, 0.062599, 0.633224, 0.748155, 0.062599
2805, 0.046267, 0.625212, 0.744831, 0.046267
2856, 0.032237, 0.617180, 0.741907, 0.032237
2907, 0.018870, 0.609152, 0.738753, 0.018870
2958, 0.005705, 0.601196, 0.735520, 0.005705
3009, -0.004894, 0.593222, 0.732373, -0.004894
3060, -0.012749, 0.585186, 0.728940, -0.012749
3111, -0.019228, 0.577119, 0.725820, -0.019228
3162, -0.023482, 0.569167, 0.722996, -0.023482
3213, -0.030422, 0.561464, 0.720130, -0.030422
3264, -0.038267, 0.553987, 0.717219, -0.038267
3315, -0.045238, 0.546670, 0.714363, -0.045238
3366, -0.048746, 0.539403, 0.711280, -0.048746
3417, -0.048560, 0.532162, 0.707895, -0.048560
3468, -0.047883, 0.525039, 0.704560, -0.047883
3519, -0.046204, 0.518070, 0.700871, -0.046204
3570, -0.044110, 0.511316, 0.697243, -0.044110
3621, -0.043157, 0.504688, 0.693852, -0.043157
3672, -0.042764, 0.498155, 0.690523, -0.042764
3723, -0.037930, 0.491925, 0.687180, -0.037930
3774, -0.031448, 0.486160, 0.683713, -0.031448
3825, -0.025803, 0.480777, 0.680067, -0.025803
3876, -0.022450, 0.475682, 0.676772, -0.022450
3927, -0.020535, 0.470919, 0.673866, -0.020535
3978, -0.015929, 0.466410, 0.670956, -0.015929
4029, -0.011260, 0.462097, 0.668101, -0.011260
4080, -0.007129, 0.457978, 0.665322, -0.007129
4131, -0.002143, 0.453902, 0.662607, -0.002143
4182, 0.005353, 0.449812, 0.659713, 0.005353
4233, 0.013885, 0.445674, 0.656535, 0.013885
4284, 0.019284, 0.441409, 0.653467, 0.019284
4335, 0.025720, 0.437039, 0.650102, 0.025720
4386, 0.034276, 0.432594, 0.646801, 0.034276
4437, 0.042921, 0.428068, 0.643638, 0.042921
4488, 0.049944, 0.423499, 0.640600, 0.049944
4539, 0.055020, 0.418945, 0.637664, 0.055020
4590, 0.058452, 0.414383, 0.634493, 0.058452
4641, 0.061943, 0.409816, 0.631357, 0.061943
4692, 0.069757, 0.405337, 0.628416, 0.069757
4743, 0.074584, 0.401137, 0.625645, 0.074584
4794, 0.077520, 0.397532, 0.622935, 0.077520
4845, 0.082075, 0.394433, 0.620187, 0.082075
4896, 0.085155, 0.391719, 0.617843, 0.085155
4947, 0.085960, 0.389447, 0.615651, 0.085960
4998, 0.087791, 0.387519, 0.613268, 0.087791
5049, 0.091437, 0.385879, 0.610961, 0.091437
5100, 0.095807, 0.384391, 0.609009, 0.095807
5151, 0.098811, 0.383008, 0.606842, 0.098811
5202, 0.101645, 0.381719, 0.604218, 0.101645
5253, 0.102581, 0.380487, 0.601156, 0.102581
5304, 0.099587, 0.379252, 0.597580, 0.099587
5355, 0.092361, 0.378058, 0.593552, 0.092361
5406, 0.086533, 0.376948, 0.589645, 0.086533
5457, 0.080126, 0.375913, 0.585247, 0.080126
5508, 0.073215, 0.374892, 0.580759, 0.073215
5559, 0.067903, 0.373796, 0.576211, 0.067903
5610, 0.061716, 0.372599, 0.571434, 0.061716
5661, 0.057762, 0.371351, 0.566579, 0.057762
5712, 0.052670, 0.370095, 0.562147, 0.052670
5763, 0.048797, 0.368828, 0.557765, 0.048797
5814, 0.048647, 0.367660, 0.553717, 0.048647
5865, 0.051204, 0.366709, 0.550190, 0.051204
5916, 0.054676, 0.365884, 0.546636, 0.054676
5967, 0.059298, 0.365071, 0.543286, 0.059298
6018, 0.064137, 0.364277, 0.540038, 0.064137
6069, 0.067032, 0.363490, 0.536820, 0.067032
6120, 0.071551, 0.362741, 0.533907, 0.071551
6171, 0.075417, 0.362115, 0.531510, 0.075417
6222, 0.077995, 0.361648, 0.528661, 0.077995
