Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
11, 10.943544, 11.000490, 10.990831, 10.943544
21, 20.793069, 21.001633, 20.966215, 20.793069
31, 30.546269, 31.002764, 30.926442, 30.546269
41, 40.234796, 40.997983, 40.861596, 40.234796
51, 49.815899, 51.005404, 50.800974, 49.815899
61, 59.305658, 60.999226, 60.703935, 59.305658
71, 68.761234, 71.001374, 70.601455, 68.761234
81, 78.082878, 81.002223, 80.470931, 78.082878
91, 87.221047, 91.010051, 90.379782, 87.221047
101, 96.625413, 100.971623, 100.138895, 96.625413
111, 105.542118, 111.011058, 110.092086, 105.542118
121, 114.449780, 120.989575, 119.820796, 114.449780
131, 123.667932, 130.984664, 129.629849, 123.667932
141, 132.252197, 140.956511, 139.335764, 132.252197
151, 141.141576, 150.944278, 149.213227, 141.141576
161, 149.699775, 160.926725, 158.872551, 149.699775
171, 158.006318, 171.010154, 168.732595, 158.006318
181, 166.838308, 180.942526, 178.383524, 166.838308
191, 175.265670, 190.909132, 188.221257, 175.265670
201, 183.521092, 200.857401, 197.866779, 183.521092
211, 192.110727, 210.924930, 207.620983, 192.110727
221, 200.131642, 220.821038, 217.153282, 200.131642
231, 208.000073, 230.934236, 226.957816, 208.000073
241, 216.532148, 240.967734, 236.762988, 216.532148
251, 223.852143, 250.817812, 245.916926, 223.852143
261, 233.367195, 260.695495, 255.594953, 233.367195
271, 239.739636, 270.595665, 264.813994, 239.739636
281, 249.022115, 280.868725, 275.031869, 249.022115
291, 255.193078, 290.705348, 284.359288, 255.193078
301, 263.178909, 300.469386, 293.868128, 263.178909
311, 272.288151, 310.529515, 303.446748, 272.288151
321, 280.234512, 320.480585, 313.100185, 280.234512
331, 287.407437, 330.192173, 321.918171, 287.407437
341, 294.622711, 340.221304, 330.755707, 294.622711
351, 301.894397, 350.510849, 342.084048, 301.894397
361, 309.357250, 359.937413, 350.080683, 309.357250
371, 317.551520, 370.282280, 360.281397, 317.551520
381, 322.495993, 380.172298, 369.721296, 322.495993
391, 332.487686, 390.361457, 380.263518, 332.487686
401, 337.959303, 400.139706, 387.837677, 337.959303
411, 340.994903, 410.075787, 397.025081, 340.994903
421, 352.807922, 420.255103, 406.718543, 352.807922
431, 357.535426, 429.787753, 414.736063, 357.535426
441, 365.159753, 440.424672, 426.467987, 365.159753
451, 371.900636, 450.507835, 434.641330, 371.900636
461, 377.973110, 460.603489, 445.970803, 377.973110
471, 383.586284, 469.973760, 453.437100, 383.586284
481, 395.150680, 480.727067, 463.499980, 395.150680
491, 402.716642, 490.339792, 473.477755, 402.716642
501, 397.107140, 500.404648, 480.641473, 397.107140
511, 411.035401, 510.212108, 490.876067, 411.035401
521, 418.082604, 520.635828, 501.591003, 418.082604
531, 420.422139, 529.590503, 507.909678, 420.422139
541, 430.864878, 540.404680, 518.737416, 430.864878
551, 444.191341, 549.678928, 526.749094, 444.191341
561, 438.927000, 559.492836, 535.845471, 438.927000
571, 454.464506, 568.778335, 543.666577, 454.464506
581, 460.110058, 578.640277, 554.281774, 460.110058
591, 458.012189, 588.683632, 562.048714, 458.012189
601, 466.304086, 598.509208, 572.442175, 466.304086
611, 469.231729, 609.314210, 581.509565, 469.231729
621, 477.696916, 617.866460, 589.167083, 477.696916
631, 485.833441, 628.629299, 600.902243, 485.833441
641, 477.389266, 637.799104, 606.469890, 477.389266
651, 494.636352, 648.324967, 617.573506, 494.636352
661, 502.179376, 657.163877, 626.869898, 502.179376
671, 507.660691, 666.888703, 632.716490, 507.660691
681, 510.190442, 678.174334, 648.459569, 510.190442
691, 507.388610, 687.325874, 653.320491, 507.388610
701, 531.889728, 697.629346, 663.865380, 531.889728
711, 528.399033, 707.769532, 670.443864, 528.399033
721, 548.829239, 717.436741, 681.839199, 548.829239
731, 546.046823, 727.646360, 691.803880, 546.046823
741, 534.460168, 738.338273, 698.909813, 534.460168
751, 551.363754, 746.139145, 702.656157, 551.363754
761, 556.495708, 755.632048, 716.264916, 556.495708
771, 551.893932, 766.293611, 725.106598, 551.893932
781, 564.020836, 774.566669, 733.306455, 564.020836
791, 589.343743, 785.753353, 739.915657, 589.343743
801, 569.018945, 796.327235, 750.049903, 569.018945
811, 579.759937, 804.177283, 756.721277, 579.759937
821, 587.608718, 816.035691, 769.238147, 587.608718
831, 578.926934, 824.960330, 778.958462, 578.926934
841, 612.863008, 836.829401, 789.975045, 612.863008
851, 591.728031, 845.080812, 800.375387, 591.728031
861, 597.335926, 853.556331, 798.920643, 597.335926
871, 591.216555, 865.959656, 815.681298, 591.216555
881, 583.648439, 874.968533, 820.598286, 583.648439
891, 611.380454, 883.952956, 827.053227, 611.380454
901, 604.538504, 896.221507, 839.829736, 604.538504
911, 634.350684, 904.439551, 843.245949, 634.350684
921, 614.179373, 913.500171, 857.468972, 614.179373
931, 643.165841, 922.737743, 862.588168, 643.165841
941, 644.506264, 931.744021, 875.791923, 644.506264
951, 679.078028, 941.165868, 880.858441, 679.078028
961, 625.634416, 950.725579, 884.971820, 625.634416
971, 661.131358, 963.870051, 897.781210, 661.131358
981, 649.430814, 973.067146, 907.370052, 649.430814
991, 653.722742, 983.056140, 916.547153, 653.722742
1001, 667.802110, 993.125950, 922.478120, 667.802110
1011, 663.676069, 1002.725763, 932.195234, 663.676069
1021, 706.669424, 1012.611641, 940.429397, 706.669424
1031, 696.210542, 1022.983802, 954.165400, 696.210542
1041, 694.804074, 1028.533291, 955.913372, 694.804074
1051, 722.159597, 1038.166325, 976.106516, 722.159597
1061, 682.327014, 1048.261841, 972.923952, 682.327014
1071, 674.002240, 1058.811954, 984.661353, 674.002240
1081, 714.846694, 1069.486808, 982.457839, 714.846694
1091, 680.541207, 1080.364815, 993.098352, 680.541207
1101, 728.284437, 1090.442106, 1006.080374, 728.284437
1111, 719.460781, 1095.712142, 1015.601070, 719.460781
1121, 709.444424, 1107.095632, 1015.741736, 709.444424
1131, 743.298849, 1118.087482, 1031.947966, 743.298849
1141, 714.735517, 1128.766309, 1037.375090, 714.735517
1151, 722.223344, 1139.332609, 1049.683902, 722.223344
1161, 766.567466, 1144.564709, 1046.900514, 766.567466
1171, 716.736178, 1155.893160, 1067.505785, 716.736178
1181, 756.053148, 1167.294346, 1076.735327, 756.053148
1191, 744.993637, 1178.538890, 1090.294174, 744.993637
1201, 759.760856, 1183.340588, 1082.374221, 759.760856
1211, 726.080645, 1195.466767, 1104.492779, 726.080645
