Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
11, 10.947269, 11.000812, 10.957850, 10.947269
21, 20.808038, 21.002076, 20.844393, 20.808038
31, 30.587184, 31.001568, 30.662827, 30.587184
41, 40.267433, 40.987199, 40.397473, 40.267433
51, 49.875531, 50.994550, 50.083396, 49.875531
61, 59.425422, 60.966661, 59.679194, 59.425422
71, 68.835955, 70.951404, 69.188480, 68.835955
81, 78.244974, 80.935212, 78.710319, 78.244974
91, 87.619064, 90.926631, 88.137881, 87.619064
101, 96.721679, 100.833523, 97.388118, 96.721679
111, 105.946883, 110.838018, 106.629803, 105.946883
121, 114.988056, 120.739720, 115.877468, 114.988056
131, 124.019162, 130.636526, 124.976382, 124.019162
141, 133.071971, 140.634039, 133.915503, 133.071971
151, 141.844410, 150.421270, 142.909142, 141.844410
161, 150.799749, 160.295609, 152.071019, 150.799749
171, 159.038379, 170.592433, 160.597075, 159.038379
181, 168.218413, 180.244716, 169.683247, 168.218413
191, 176.222043, 189.903802, 177.994310, 176.222043
201, 184.958077, 199.700930, 186.601377, 184.958077
211, 194.182832, 209.888119, 195.950161, 194.182832
221, 201.650132, 219.819626, 203.975806, 201.650132
231, 209.658406, 229.929300, 212.170574, 209.658406
241, 217.907346, 239.504005, 220.366910, 217.907346
251, 226.475930, 248.734122, 228.762586, 226.475930
261, 234.886925, 257.892922, 238.026946, 234.886925
271, 242.903313, 267.288800, 245.217871, 242.903313
281, 250.178008, 277.707460, 253.392174, 250.178008
291, 260.612099, 287.322751, 262.962145, 260.612099
301, 266.267657, 296.682599, 269.255338, 266.267657
311, 274.433703, 306.729613, 277.545664, 274.433703
321, 283.043902, 316.789636, 286.498178, 283.043902
331, 288.916019, 326.839311, 293.733068, 288.916019
341, 297.610833, 337.348584, 299.636112, 297.610833
351, 304.563403, 348.014129, 307.697872, 304.563403
361, 312.745877, 356.224944, 316.582614, 312.745877
371, 321.737125, 366.028578, 325.679396, 321.737125
381, 326.456082, 374.815759, 329.981103, 326.456082
391, 336.310067, 383.944174, 341.133754, 336.310067
401, 340.386005, 392.056237, 344.395517, 340.386005
411, 347.795920, 400.564446, 351.506659, 347.795920
421, 354.290121, 409.564473, 358.877487, 354.290121
431, 363.323749, 417.164028, 368.056359, 363.323749
441, 368.846766, 427.108268, 373.965846, 368.846766
451, 377.526748, 435.779977, 381.024827, 377.526748
