N, Var_U, Var_CV, Var_P, Var_R
100000, 0.216520, 0.000016, 0.000010, 0.000036
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.938009, 0.993268, 0.942081, 0.938009
102, 0.879570, 0.986131, 0.883427, 0.879570
153, 0.820868, 0.978167, 0.824426, 0.820868
204, 0.766408, 0.969765, 0.769760, 0.766408
255, 0.714883, 0.961106, 0.718379, 0.714883
306, 0.665959, 0.952639, 0.668909, 0.665959
357, 0.619195, 0.944729, 0.622628, 0.619195
408, 0.573043, 0.937185, 0.576999, 0.573043
459, 0.528334, 0.929616, 0.532405, 0.528334
510, 0.486339, 0.921881, 0.489444, 0.486339
561, 0.449181, 0.914022, 0.451193, 0.449181
612, 0.411221, 0.906104, 0.411987, 0.411221
663, 0.371738, 0.898588, 0.371464, 0.371738
714, 0.331513, 0.891738, 0.331385, 0.331513
765, 0.293484, 0.885672, 0.293805, 0.293484
816, 0.256829, 0.880919, 0.257090, 0.256829
867, 0.223158, 0.876406, 0.223463, 0.223158
918, 0.190288, 0.871860, 0.190649, 0.190288
969, 0.158187, 0.867245, 0.158907, 0.158187
1020, 0.126950, 0.862472, 0.127111, 0.126950
1071, 0.093893, 0.857756, 0.093780, 0.093893
1122, 0.059990, 0.852928, 0.059811, 0.059990
1173, 0.027171, 0.847899, 0.026647, 0.027171
1224, -0.005552, 0.842627, -0.006644, -0.005552
1275, -0.037260, 0.837144, -0.038839, -0.037260
1326, -0.067506, 0.831481, -0.069672, -0.067506
1377, -0.096093, 0.825679, -0.098947, -0.096093
1428, -0.122107, 0.819733, -0.125163, -0.122107
1479, -0.144957, 0.813794, -0.147342, -0.144957
1530, -0.163384, 0.808045, -0.165978, -0.163384
1581, -0.179859, 0.802500, -0.183145, -0.179859
1632, -0.194224, 0.797147, -0.197416, -0.194224
1683, -0.207192, 0.791974, -0.211484, -0.207192
1734, -0.218773, 0.786900, -0.223715, -0.218773
1785, -0.228164, 0.781913, -0.232691, -0.228164
1836, -0.233306, 0.776982, -0.237882, -0.233306
1887, -0.235844, 0.772047, -0.239664, -0.235844
1938, -0.238157, 0.767097, -0.242166, -0.238157
1989, -0.239080, 0.762129, -0.242710, -0.239080
2040, -0.236194, 0.757147, -0.239545, -0.236194
2091, -0.234546, 0.752115, -0.237512, -0.234546
2142, -0.230125, 0.747035, -0.232952, -0.230125
2193, -0.222717, 0.741927, -0.225908, -0.222717
2244, -0.214324, 0.736787, -0.218591, -0.214324
2295, -0.205846, 0.731588, -0.210674, -0.205846
2346, -0.196265, 0.726299, -0.200936, -0.196265
2397, -0.184852, 0.720871, -0.189259, -0.184852
2448, -0.171819, 0.715300, -0.175973, -0.171819
2499, -0.163113, 0.709689, -0.166603, -0.163113
2550, -0.157215, 0.704057, -0.160600, -0.157215
2601, -0.149524, 0.698633, -0.152662, -0.149524
2652, -0.141409, 0.693426, -0.143888, -0.141409
2703, -0.130028, 0.688213, -0.132916, -0.130028
2754, -0.119555, 0.683017, -0.122388, -0.119555
2805, -0.106458, 0.677872, -0.108477, -0.106458
2856, -0.091878, 0.672773, -0.093516, -0.091878
2907, -0.074498, 0.667704, -0.076045, -0.074498
2958, -0.057358, 0.662536, -0.058813, -0.057358
3009, -0.040502, 0.657312, -0.042414, -0.040502
3060, -0.023647, 0.652084, -0.025180, -0.023647
3111, -0.007596, 0.646912, -0.009515, -0.007596
3162, 0.005030, 0.641717, 0.003034, 0.005030
3213, 0.018201, 0.636520, 0.016147, 0.018201
3264, 0.028610, 0.631333, 0.026523, 0.028610
3315, 0.036286, 0.626154, 0.033382, 0.036286
3366, 0.038708, 0.620989, 0.036483, 0.038708
3417, 0.040391, 0.615840, 0.038255, 0.040391
3468, 0.043183, 0.610697, 0.041063, 0.043183
3519, 0.044164, 0.605566, 0.042033, 0.044164
3570, 0.040964, 0.600415, 0.039243, 0.040964
3621, 0.038985, 0.595245, 0.037211, 0.038985
3672, 0.038269, 0.590062, 0.036300, 0.038269
3723, 0.037648, 0.584957, 0.036135, 0.037648
3774, 0.038999, 0.579921, 0.038063, 0.038999
3825, 0.041673, 0.574946, 0.041004, 0.041673
3876, 0.047916, 0.569953, 0.047769, 0.047916
3927, 0.053810, 0.564970, 0.054124, 0.053810
3978, 0.057823, 0.560040, 0.058065, 0.057823
4029, 0.054659, 0.555148, 0.055263, 0.054659
4080, 0.049360, 0.550274, 0.049842, 0.049360
4131, 0.042472, 0.545409, 0.043506, 0.042472
4182, 0.034272, 0.540559, 0.035309, 0.034272
4233, 0.024888, 0.535672, 0.026386, 0.024888
4284, 0.015120, 0.530716, 0.017709, 0.015120
4335, 0.007203, 0.525718, 0.009360, 0.007203
4386, -0.001733, 0.520752, 0.000807, -0.001733
4437, -0.009709, 0.515837, -0.007109, -0.009709
4488, -0.018487, 0.510950, -0.015965, -0.018487
4539, -0.026217, 0.506095, -0.024519, -0.026217
4590, -0.033014, 0.501276, -0.031969, -0.033014
4641, -0.040835, 0.496478, -0.040804, -0.040835
4692, -0.047612, 0.491646, -0.047903, -0.047612
4743, -0.055314, 0.486795, -0.055199, -0.055314
4794, -0.061910, 0.481889, -0.062234, -0.061910
4845, -0.065341, 0.476943, -0.065973, -0.065341
4896, -0.065619, 0.471971, -0.065532, -0.065619
4947, -0.061052, 0.466989, -0.060732, -0.061052
