N, Var_U, Var_CV, Var_P, Var_R
100000, 1.591419, 0.000024, 0.005700, 0.000262
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.920809, 0.992654, 0.991340, 0.920809
102, 0.848238, 0.984493, 0.982892, 0.848238
153, 0.781398, 0.975992, 0.974762, 0.781398
204, 0.720166, 0.966651, 0.966238, 0.720166
255, 0.660809, 0.956646, 0.957282, 0.660809
306, 0.604789, 0.946233, 0.947783, 0.604789
357, 0.549022, 0.935499, 0.938384, 0.549022
408, 0.497271, 0.924374, 0.929227, 0.497271
459, 0.445363, 0.912952, 0.920546, 0.445363
510, 0.395354, 0.901562, 0.912390, 0.395354
561, 0.350479, 0.890181, 0.904633, 0.350479
612, 0.312496, 0.879016, 0.896876, 0.312496
663, 0.275479, 0.868231, 0.889577, 0.275479
714, 0.236961, 0.857475, 0.882106, 0.236961
765, 0.203828, 0.846813, 0.874591, 0.203828
816, 0.171719, 0.836191, 0.867067, 0.171719
867, 0.140779, 0.825537, 0.859498, 0.140779
918, 0.110517, 0.815056, 0.851829, 0.110517
969, 0.081421, 0.804906, 0.843775, 0.081421
1020, 0.058542, 0.794977, 0.835974, 0.058542
1071, 0.040287, 0.785464, 0.828736, 0.040287
1122, 0.018142, 0.776178, 0.821375, 0.018142
1173, 0.001913, 0.767021, 0.814373, 0.001913
1224, -0.010116, 0.758070, 0.807574, -0.010116
1275, -0.018998, 0.749202, 0.800957, -0.018998
1326, -0.025041, 0.740366, 0.794523, -0.025041
1377, -0.029305, 0.731720, 0.788015, -0.029305
1428, -0.033359, 0.723423, 0.781451, -0.033359
1479, -0.035641, 0.715207, 0.775108, -0.035641
1530, -0.037319, 0.706917, 0.768958, -0.037319
1581, -0.035968, 0.698454, 0.763425, -0.035968
1632, -0.032065, 0.689739, 0.757859, -0.032065
1683, -0.031435, 0.680752, 0.751596, -0.031435
1734, -0.032700, 0.671517, 0.745880, -0.032700
1785, -0.035115, 0.662166, 0.740809, -0.035115
1836, -0.033096, 0.652628, 0.736026, -0.033096
1887, -0.031574, 0.642897, 0.731046, -0.031574
1938, -0.031695, 0.633074, 0.726346, -0.031695
1989, -0.028752, 0.623114, 0.721864, -0.028752
2040, -0.025976, 0.612965, 0.716903, -0.025976
2091, -0.025294, 0.602650, 0.711903, -0.025294
2142, -0.022784, 0.592205, 0.706839, -0.022784
2193, -0.022017, 0.581649, 0.701624, -0.022017
2244, -0.022724, 0.571033, 0.696735, -0.022724
2295, -0.023261, 0.560461, 0.691803, -0.023261
2346, -0.021220, 0.550061, 0.686780, -0.021220
2397, -0.020248, 0.539744, 0.682187, -0.020248
2448, -0.019202, 0.529446, 0.677721, -0.019202
2499, -0.022224, 0.519210, 0.673162, -0.022224
2550, -0.025484, 0.509084, 0.669081, -0.025484
2601, -0.028402, 0.499076, 0.664514, -0.028402
2652, -0.033545, 0.489296, 0.659830, -0.033545
2703, -0.039990, 0.479695, 0.655010, -0.039990
2754, -0.046863, 0.470363, 0.649734, -0.046863
2805, -0.050363, 0.461477, 0.644324, -0.050363
2856, -0.056940, 0.453113, 0.638903, -0.056940
2907, -0.061879, 0.445386, 0.633430, -0.061879
2958, -0.065153, 0.438507, 0.627995, -0.065153
3009, -0.072030, 0.432459, 0.622762, -0.072030
3060, -0.077269, 0.427261, 0.618139, -0.077269
3111, -0.083309, 0.422879, 0.613246, -0.083309
3162, -0.083800, 0.419724, 0.608772, -0.083800
3213, -0.082502, 0.418177, 0.604330, -0.082502
3264, -0.083718, 0.417728, 0.599627, -0.083718
3315, -0.085066, 0.417783, 0.595335, -0.085066
3366, -0.091194, 0.418117, 0.591166, -0.091194
3417, -0.100522, 0.418611, 0.586238, -0.100522
3468, -0.106832, 0.419174, 0.581025, -0.106832
3519, -0.111813, 0.419830, 0.575397, -0.111813
