N, Var_U, Var_CV, Var_P, Var_R
100000, 1.227464, 0.000242, 0.000064, 0.000202
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.941152, 0.995279, 0.947375, 0.941152
102, 0.890171, 0.990511, 0.898581, 0.890171
153, 0.842575, 0.986004, 0.850595, 0.842575
204, 0.797560, 0.981414, 0.804593, 0.797560
255, 0.752894, 0.976748, 0.761002, 0.752894
306, 0.706502, 0.971994, 0.716556, 0.706502
357, 0.664240, 0.967026, 0.673137, 0.664240
408, 0.623202, 0.961855, 0.631260, 0.623202
459, 0.584164, 0.956478, 0.591769, 0.584164
510, 0.547657, 0.950888, 0.555839, 0.547657
561, 0.513277, 0.945147, 0.521710, 0.513277
612, 0.485524, 0.939375, 0.491703, 0.485524
663, 0.459322, 0.933574, 0.463507, 0.459322
714, 0.437772, 0.927823, 0.441462, 0.437772
765, 0.422404, 0.922188, 0.425874, 0.422404
816, 0.408138, 0.916778, 0.410256, 0.408138
867, 0.394820, 0.911564, 0.395257, 0.394820
918, 0.383983, 0.906692, 0.384167, 0.383983
969, 0.373050, 0.902156, 0.375032, 0.373050
1020, 0.361665, 0.897808, 0.365957, 0.361665
1071, 0.350003, 0.893555, 0.355401, 0.350003
1122, 0.335771, 0.889419, 0.341406, 0.335771
1173, 0.316891, 0.885679, 0.323034, 0.316891
1224, 0.293008, 0.882104, 0.300716, 0.293008
1275, 0.267758, 0.878484, 0.275700, 0.267758
1326, 0.247086, 0.874916, 0.253666, 0.247086
1377, 0.225314, 0.871559, 0.232559, 0.225314
1428, 0.204457, 0.868603, 0.211746, 0.204457
1479, 0.188436, 0.866366, 0.194952, 0.188436
1530, 0.173081, 0.864531, 0.179401, 0.173081
1581, 0.158786, 0.862861, 0.163268, 0.158786
1632, 0.146885, 0.861340, 0.149749, 0.146885
1683, 0.137401, 0.859984, 0.137931, 0.137401
1734, 0.125721, 0.858537, 0.124091, 0.125721
1785, 0.113865, 0.856968, 0.109913, 0.113865
1836, 0.102495, 0.855316, 0.096366, 0.102495
1887, 0.090839, 0.853744, 0.085072, 0.090839
1938, 0.082110, 0.852366, 0.076767, 0.082110
1989, 0.076594, 0.851125, 0.070120, 0.076594
2040, 0.071047, 0.850033, 0.064019, 0.071047
2091, 0.065777, 0.849038, 0.059021, 0.065777
2142, 0.056851, 0.848117, 0.051227, 0.056851
2193, 0.047837, 0.847200, 0.043288, 0.047837
2244, 0.038128, 0.846208, 0.034691, 0.038128
2295, 0.029798, 0.845148, 0.026691, 0.029798
2346, 0.021103, 0.844051, 0.016567, 0.021103
2397, 0.011089, 0.842963, 0.005168, 0.011089
2448, 0.002751, 0.841806, -0.004946, 0.002751
2499, -0.005555, 0.840562, -0.013058, -0.005555
2550, -0.011493, 0.839253, -0.017666, -0.011493
2601, -0.015354, 0.837919, -0.020140, -0.015354
2652, -0.018443, 0.836536, -0.022982, -0.018443
2703, -0.023074, 0.835075, -0.026805, -0.023074
2754, -0.025566, 0.833531, -0.029467, -0.025566
2805, -0.026097, 0.831917, -0.032195, -0.026097
