N, Var_U, Var_CV, Var_P, Var_R
100000, 1.480338, 0.000005, 0.002861, 0.000243
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.916062, 0.973226, 0.981526, 0.916062
102, 0.844918, 0.944305, 0.963417, 0.844918
153, 0.777694, 0.912071, 0.945341, 0.777694
204, 0.712712, 0.880198, 0.927523, 0.712712
255, 0.653582, 0.851611, 0.909741, 0.653582
306, 0.600098, 0.825923, 0.892466, 0.600098
357, 0.553917, 0.804786, 0.876540, 0.553917
408, 0.518169, 0.788304, 0.861083, 0.518169
459, 0.485492, 0.775350, 0.845680, 0.485492
510, 0.457507, 0.761835, 0.830824, 0.457507
561, 0.428941, 0.747568, 0.816082, 0.428941
612, 0.402639, 0.731490, 0.802176, 0.402639
663, 0.377432, 0.713403, 0.788519, 0.377432
714, 0.357037, 0.694392, 0.774113, 0.357037
765, 0.336987, 0.673873, 0.759481, 0.336987
816, 0.311673, 0.653950, 0.745314, 0.311673
867, 0.285991, 0.636258, 0.731642, 0.285991
918, 0.263968, 0.619522, 0.718214, 0.263968
969, 0.244350, 0.608986, 0.705551, 0.244350
1020, 0.227523, 0.602761, 0.693971, 0.227523
1071, 0.216614, 0.599294, 0.683175, 0.216614
1122, 0.208552, 0.597176, 0.672837, 0.208552
1173, 0.203111, 0.596545, 0.661681, 0.203111
1224, 0.196175, 0.597956, 0.649803, 0.196175
1275, 0.185955, 0.600697, 0.637433, 0.185955
1326, 0.179232, 0.603716, 0.625881, 0.179232
1377, 0.170381, 0.605595, 0.614399, 0.170381
1428, 0.163802, 0.606273, 0.602887, 0.163802
1479, 0.154338, 0.606088, 0.591095, 0.154338
1530, 0.139160, 0.605566, 0.579529, 0.139160
1581, 0.127938, 0.604616, 0.566849, 0.127938
1632, 0.117651, 0.603062, 0.552771, 0.117651
1683, 0.111190, 0.600960, 0.538517, 0.111190
1734, 0.108056, 0.598331, 0.524875, 0.108056
1785, 0.108171, 0.595068, 0.512170, 0.108171
1836, 0.105374, 0.590652, 0.500118, 0.105374
1887, 0.104696, 0.584831, 0.488101, 0.104696
1938, 0.099776, 0.577363, 0.476326, 0.099776
1989, 0.091759, 0.568473, 0.464793, 0.091759
2040, 0.081183, 0.558954, 0.454441, 0.081183
2091, 0.073101, 0.549831, 0.445018, 0.073101
2142, 0.062597, 0.543308, 0.436271, 0.062597
2193, 0.052191, 0.538153, 0.426874, 0.052191
2244, 0.043892, 0.533299, 0.417492, 0.043892
2295, 0.039928, 0.529626, 0.408116, 0.039928
2346, 0.037175, 0.527317, 0.398899, 0.037175
2397, 0.031392, 0.525828, 0.388889, 0.031392
2448, 0.026454, 0.524656, 0.379117, 0.026454
2499, 0.023079, 0.523568, 0.370267, 0.023079
2550, 0.025493, 0.521948, 0.362361, 0.025493
2601, 0.024850, 0.519574, 0.355882, 0.024850
2652, 0.026869, 0.516434, 0.349161, 0.026869
2703, 0.029371, 0.513032, 0.343126, 0.029371
2754, 0.023545, 0.509893, 0.337737, 0.023545
