Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
11, 10.968515, 11.000893, 10.991114, 10.968515
21, 20.885242, 21.003142, 20.967717, 20.885242
31, 30.749789, 31.005852, 30.933622, 30.749789
41, 40.546568, 40.998905, 40.954977, 40.546568
51, 50.329532, 51.014348, 50.821983, 50.329532
61, 60.010296, 61.006224, 60.834406, 60.010296
71, 69.705296, 71.012057, 70.749834, 69.705296
81, 79.305818, 81.020968, 80.627389, 79.305818
91, 88.889894, 91.047412, 90.385653, 88.889894
101, 98.410720, 100.988556, 100.675297, 98.410720
111, 107.863429, 111.069141, 110.100427, 107.863429
121, 117.421763, 121.021349, 120.267161, 117.421763
131, 126.479209, 131.010400, 130.214229, 126.479209
141, 136.012441, 140.980798, 140.227287, 136.012441
151, 145.316086, 150.984067, 150.079245, 145.316086
161, 154.606574, 160.951773, 160.134141, 154.606574
171, 164.041482, 171.114777, 169.011850, 164.041482
181, 173.188735, 181.036130, 179.286534, 173.188735
191, 181.869671, 191.063837, 188.960870, 181.869671
201, 191.223646, 201.045764, 198.812758, 191.223646
211, 200.088513, 211.195357, 207.560716, 200.088513
221, 208.947668, 221.020509, 218.502551, 208.947668
231, 218.440967, 231.199636, 226.995990, 218.440967
241, 227.899138, 241.229842, 236.512784, 227.899138
251, 236.292866, 250.959181, 247.926938, 236.292866
261, 244.442003, 260.796485, 258.659987, 244.442003
271, 253.311919, 270.667735, 268.965179, 253.311919
281, 261.990216, 281.223223, 275.147563, 261.990216
291, 272.677848, 291.053631, 285.763972, 272.677848
301, 279.830053, 300.758769, 297.442005, 279.830053
311, 288.238394, 310.991676, 305.553842, 288.238394
321, 297.533208, 320.951377, 315.385431, 297.533208
331, 304.898666, 330.546814, 327.373804, 304.898666
341, 314.249503, 340.578727, 336.262369, 314.249503
351, 323.672983, 351.199620, 341.729980, 323.672983
361, 332.000846, 360.216964, 357.574831, 332.000846
371, 339.817368, 370.786694, 363.254797, 339.817368
381, 349.192218, 380.614996, 373.575023, 349.192218
391, 358.231059, 390.994713, 380.702310, 358.231059
401, 364.670694, 400.620866, 393.360575, 364.670694
411, 373.721567, 410.415219, 403.773708, 373.721567
421, 383.709595, 420.682299, 411.195082, 383.709595
431, 390.601837, 429.993001, 425.861330, 390.601837
441, 399.475648, 440.946886, 428.148146, 399.475648
451, 408.502099, 451.099471, 437.427610, 408.502099
461, 414.994994, 461.178322, 445.575252, 414.994994
471, 425.637326, 470.132837, 461.512942, 425.637326
481, 431.655812, 481.162653, 464.206584, 431.655812
491, 438.048411, 490.831133, 475.622665, 438.048411
501, 450.949566, 500.451384, 486.280357, 450.949566
511, 458.719639, 510.691011, 494.473985, 458.719639
521, 466.338223, 521.215186, 500.769659, 466.338223
531, 470.624902, 529.852591, 518.213240, 470.624902
541, 480.954266, 540.911649, 520.608494, 480.954266
551, 490.106084, 550.132303, 535.512231, 490.106084
561, 495.401694, 559.585336, 549.252213, 495.401694
571, 501.809657, 569.276252, 559.707202, 501.809657
581, 512.173618, 579.321428, 570.239792, 512.173618
591, 518.879856, 589.200079, 578.427613, 518.879856
601, 531.568870, 599.414565, 584.259130, 531.568870
611, 538.927661, 610.657572, 588.592489, 538.927661
621, 537.417130, 618.769832, 610.256695, 537.417130
631, 552.997398, 629.724780, 610.170888, 552.997398
641, 559.912154, 638.144649, 630.294210, 559.912154
651, 567.194001, 650.578209, 626.439844, 567.194001
661, 574.943585, 658.957957, 642.716620, 574.943585
671, 580.442162, 667.259432, 658.795354, 580.442162
681, 590.767653, 680.424667, 649.211215, 590.767653
691, 596.117308, 690.609726, 662.063523, 596.117308
701, 602.256423, 700.252539, 671.967767, 602.256423
711, 615.209799, 709.063083, 681.758649, 615.209799
721, 621.203628, 718.637440, 688.872027, 621.203628
731, 634.837978, 729.361002, 696.705724, 634.837978
741, 633.758751, 740.527067, 700.422192, 633.758751
751, 646.606287, 746.524605, 732.648330, 646.606287
761, 652.569432, 756.992269, 733.427866, 652.569432
771, 658.756848, 768.365128, 735.264991, 658.756848
781, 661.934517, 775.504565, 764.434654, 661.934517
791, 667.331730, 788.030601, 760.222223, 667.331730
801, 682.011074, 800.107528, 756.938651, 682.011074
811, 688.128797, 805.889484, 784.043079, 688.128797
