N, Var_U, Var_CV, Var_P, Var_R
4743, 0.013888, 0.098262, -0.008767, 0.013888
4794, 0.008676, 0.095911, -0.013771, 0.008676
4845, 0.000557, 0.093333, -0.020708, 0.000557
4896, -0.008477, 0.090550, -0.030021, -0.008477
4947, -0.015571, 0.087533, -0.038225, -0.015571
4998, -0.019835, 0.084240, -0.044378, -0.019835
5049, -0.027847, 0.080769, -0.053416, -0.027847
5100, -0.032216, 0.077054, -0.057959, -0.032216
5151, -0.034177, 0.072970, -0.059240, -0.034177
5202, -0.032623, 0.068458, -0.058263, -0.032623
5253, -0.031480, 0.063478, -0.057034, -0.031480
5304, -0.034544, 0.058006, -0.057332, -0.034544
5355, -0.039135, 0.052117, -0.057084, -0.039135
5406, -0.039252, 0.045778, -0.055008, -0.039252
5457, -0.039966, 0.039018, -0.055342, -0.039966
5508, -0.044006, 0.031957, -0.059015, -0.044006
5559, -0.049079, 0.024572, -0.063042, -0.049079
5610, -0.049089, 0.016928, -0.063214, -0.049089
5661, -0.049387, 0.009012, -0.062797, -0.049387
5712, -0.045629, 0.000731, -0.059447, -0.045629
5763, -0.044222, -0.007928, -0.058682, -0.044222
5814, -0.040670, -0.016902, -0.054036, -0.040670
5865, -0.033230, -0.025826, -0.046789, -0.033230
5916, -0.029420, -0.034651, -0.042356, -0.029420
5967, -0.026116, -0.043147, -0.037832, -0.026116
6018, -0.021135, -0.051149, -0.031793, -0.021135
6069, -0.016942, -0.058688, -0.025985, -0.016942
6120, -0.012243, -0.065760, -0.019439, -0.012243
6171, -0.010064, -0.072450, -0.017198, -0.010064
6222, -0.008023, -0.078945, -0.014022, -0.008023
6273, -0.005950, -0.085189, -0.010765, -0.005950
6324, -0.006963, -0.090947, -0.009026, -0.006963
6375, -0.012700, -0.096414, -0.011933, -0.012700
6426, -0.014091, -0.101602, -0.010623, -0.014091
6477, -0.020544, -0.106437, -0.013206, -0.020544
6528, -0.025244, -0.110803, -0.014508, -0.025244
6579, -0.027569, -0.114763, -0.016195, -0.027569
6630, -0.024353, -0.118347, -0.012980, -0.024353
6681, -0.019332, -0.121660, -0.009188, -0.019332
6732, -0.016881, -0.124860, -0.006052, -0.016881
6783, -0.013202, -0.128039, -0.001976, -0.013202
6834, -0.003057, -0.131184, 0.007678, -0.003057
6885, 0.007128, -0.134265, 0.018466, 0.007128
6936, 0.017616, -0.137206, 0.029842, 0.017616
6987, 0.025365, -0.140024, 0.040005, 0.025365
7038, 0.029722, -0.142790, 0.046538, 0.029722
7089, 0.036860, -0.145515, 0.054056, 0.036860
7140, 0.043819, -0.148145, 0.061916, 0.043819
7191, 0.047056, -0.150502, 0.065793, 0.047056
7242, 0.047868, -0.152603, 0.065890, 0.047868
7293, 0.049780, -0.154480, 0.066266, 0.049780
7344, 0.050183, -0.156175, 0.064954, 0.050183
7395, 0.049597, -0.157772, 0.064169, 0.049597
7446, 0.048452, -0.159260, 0.063292, 0.048452
7497, 0.052194, -0.160657, 0.064048, 0.052194
7548, 0.055474, -0.161971, 0.063379, 0.055474
7599, 0.056058, -0.163251, 0.060942, 0.056058
7650, 0.052822, -0.164502, 0.057087, 0.052822
7701, 0.054397, -0.165732, 0.057216, 0.054397
7752, 0.053425, -0.166933, 0.056191, 0.053425
7803, 0.051054, -0.168093, 0.052622, 0.051054
7854, 0.046299, -0.169198, 0.048397, 0.046299
7905, 0.043677, -0.170240, 0.046562, 0.043677
7956, 0.040395, -0.171202, 0.043932, 0.040395
8007, 0.039144, -0.172083, 0.042099, 0.039144
8058, 0.035465, -0.172885, 0.038343, 0.035465
8109, 0.033043, -0.173595, 0.036555, 0.033043
8160, 0.027813, -0.174195, 0.033546, 0.027813
8211, 0.023949, -0.174669, 0.030088, 0.023949
8262, 0.018247, -0.175014, 0.025259, 0.018247
8313, 0.008451, -0.175186, 0.016834, 0.008451
8364, -0.003989, -0.175169, 0.004661, -0.003989
8415, -0.012626, -0.174998, -0.005442, -0.012626
8466, -0.022849, -0.174671, -0.013807, -0.022849
8517, -0.031223, -0.174171, -0.019467, -0.031223
8568, -0.035043, -0.173486, -0.022224, -0.035043
8619, -0.034148, -0.172570, -0.021273, -0.034148
8670, -0.031909, -0.171523, -0.017843, -0.031909
8721, -0.027286, -0.170387, -0.012302, -0.027286
8772, -0.026005, -0.169123, -0.010476, -0.026005
8823, -0.030365, -0.167805, -0.014368, -0.030365
8874, -0.035290, -0.166479, -0.020047, -0.035290
8925, -0.036173, -0.165151, -0.023032, -0.036173
8976, -0.035820, -0.163842, -0.023449, -0.035820
9027, -0.038508, -0.162581, -0.025600, -0.038508
9078, -0.041529, -0.161360, -0.027810, -0.041529
9129, -0.046863, -0.160162, -0.032788, -0.046863
9180, -0.052443, -0.158976, -0.037390, -0.052443
9231, -0.059993, -0.157795, -0.044287, -0.059993
9282, -0.068784, -0.156620, -0.053472, -0.068784
9333, -0.080932, -0.155495, -0.067653, -0.080932
9384, -0.093299, -0.154418, -0.081974, -0.093299
9435, -0.105672, -0.153457, -0.095199, -0.105672
9486, -0.117895, -0.152637, -0.109662, -0.117895
9537, -0.127797, -0.151894, -0.122412, -0.127797
9588, -0.133140, -0.151270, -0.130547, -0.133140
9639, -0.138391, -0.150805, -0.137151, -0.138391
9690, -0.142390, -0.150484, -0.142905, -0.142390
9741, -0.147616, -0.150342, -0.147944, -0.147616
9792, -0.152963, -0.150453, -0.153652, -0.152963
9843, -0.156239, -0.150851, -0.158026, -0.156239
9894, -0.159843, -0.151541, -0.163343, -0.159843
9945, -0.160259, -0.152501, -0.164794, -0.160259
9996, -0.159511, -0.153693, -0.163649, -0.159511
10047, -0.159848, -0.155038, -0.163227, -0.159848
10098, -0.164004, -0.156488, -0.166907, -0.164004
10149, -0.167334, -0.157893, -0.167317, -0.167334
10200, -0.165648, -0.159110, -0.163953, -0.165648
10251, -0.164703, -0.160151, -0.161243, -0.164703
10302, -0.165481, -0.161085, -0.161431, -0.165481
10353, -0.169190, -0.161923, -0.163761, -0.169190
10404, -0.168469, -0.162632, -0.163032, -0.168469
10455, -0.167174, -0.162969, -0.163177, -0.167174
10506, -0.163637, -0.162830, -0.160989, -0.163637
10557, -0.157382, -0.162143, -0.158994, -0.157382
10608, -0.150169, -0.160893, -0.155368, -0.150169
10659, -0.141264, -0.159250, -0.150871, -0.141264
10710, -0.130853, -0.157103, -0.144525, -0.130853
10761, -0.119297, -0.154500, -0.135739, -0.119297
10812, -0.111383, -0.151428, -0.127157, -0.111383
10863, -0.105695, -0.148047, -0.121265, -0.105695
10914, -0.104035, -0.144475, -0.120260, -0.104035
10965, -0.103688, -0.140726, -0.121361, -0.103688
11016, -0.103666, -0.136816, -0.122873, -0.103666
11067, -0.103900, -0.132838, -0.124756, -0.103900
11118, -0.107352, -0.128795, -0.128187, -0.107352
11169, -0.114141, -0.124621, -0.133482, -0.114141
11220, -0.119179, -0.120246, -0.135216, -0.119179
11271, -0.119064, -0.115777, -0.132177, -0.119064
11322, -0.120951, -0.111238, -0.131701, -0.120951
11373, -0.127297, -0.106615, -0.133935, -0.127297
11424, -0.129153, -0.101841, -0.132788, -0.129153
11475, -0.130349, -0.096938, -0.132962, -0.130349
11526, -0.128564, -0.091917, -0.130332, -0.128564
11577, -0.129015, -0.086789, -0.129654, -0.129015
11628, -0.130634, -0.081589, -0.129953, -0.130634
11679, -0.130064, -0.076358, -0.129024, -0.130064
11730, -0.128984, -0.071018, -0.126475, -0.128984
11781, -0.129921, -0.065540, -0.125489, -0.129921
11832, -0.130835, -0.059954, -0.125220, -0.130835
11883, -0.131202, -0.054289, -0.125560, -0.131202
11934, -0.132606, -0.048567, -0.128512, -0.132606
11985, -0.135391, -0.042793, -0.131717, -0.135391
12036, -0.137518, -0.037006, -0.134253, -0.137518
12087, -0.140376, -0.031255, -0.136607, -0.140376
12138, -0.144772, -0.025587, -0.137370, -0.144772
12189, -0.153050, -0.020009, -0.140761, -0.153050
12240, -0.156549, -0.014412, -0.142019, -0.156549
12291, -0.158948, -0.008604, -0.142506, -0.158948
12342, -0.161805, -0.002481, -0.142593, -0.161805
12393, -0.163786, 0.003864, -0.143900, -0.163786
12444, -0.166213, 0.010341, -0.147420, -0.166213
12495, -0.171921, 0.016813, -0.152842, -0.171921
12546, -0.175801, 0.023210, -0.156449, -0.175801
12597, -0.180371, 0.029447, -0.159802, -0.180371
12648, -0.186433, 0.035528, -0.163646, -0.186433
12699, -0.189921, 0.041460, -0.168871, -0.189921
12750, -0.192330, 0.047295, -0.173182, -0.192330
12801, -0.193411, 0.053086, -0.178674, -0.193411
12852, -0.198025, 0.059024, -0.184938, -0.198025
12903, -0.201741, 0.065071, -0.190198, -0.201741
12954, -0.202650, 0.070975, -0.192522, -0.202650
13005, -0.205522, 0.076560, -0.194744, -0.205522
13056, -0.211045, 0.081788, -0.198885, -0.211045
13107, -0.211744, 0.086681, -0.199698, -0.211744
13158, -0.215353, 0.091282, -0.201313, -0.215353
13209, -0.220318, 0.095606, -0.203541, -0.220318
13260, -0.218616, 0.099581, -0.200828, -0.218616
13311, -0.210506, 0.103261, -0.192791, -0.210506
13362, -0.200506, 0.106545, -0.183267, -0.200506
13413, -0.191426, 0.109500, -0.174002, -0.191426
13464, -0.187583, 0.112076, -0.168508, -0.187583
13515, -0.179546, 0.114173, -0.160843, -0.179546
13566, -0.171569, 0.115757, -0.152324, -0.171569
13617, -0.162619, 0.116816, -0.142056, -0.162619
13668, -0.154274, 0.117368, -0.134063, -0.154274
13719, -0.145335, 0.117555, -0.126616, -0.145335
13770, -0.139518, 0.117468, -0.120933, -0.139518
13821, -0.133900, 0.116996, -0.117571, -0.133900
13872, -0.128878, 0.116118, -0.113942, -0.128878
13923, -0.122012, 0.114850, -0.108010, -0.122012
13974, -0.116244, 0.113181, -0.103321, -0.116244
14025, -0.107696, 0.111202, -0.096282, -0.107696
14076, -0.102239, 0.108972, -0.092803, -0.102239
14127, -0.093365, 0.106534, -0.086922, -0.093365
14178, -0.085486, 0.104057, -0.079724, -0.085486
14229, -0.075294, 0.101466, -0.073475, -0.075294
14280, -0.066019, 0.098806, -0.067922, -0.066019
14331, -0.057250, 0.096398, -0.061524, -0.057250
14382, -0.043894, 0.094468, -0.051335, -0.043894
14433, -0.029579, 0.092938, -0.040778, -0.029579
14484, -0.017153, 0.091719, -0.032768, -0.017153
14535, -0.008458, 0.090851, -0.025970, -0.008458
14586, 0.001032, 0.090503, -0.014589, 0.001032
14637, 0.011551, 0.090517, -0.002673, 0.011551
14688, 0.021114, 0.090785, 0.005810, 0.021114
14739, 0.028745, 0.091045, 0.013920, 0.028745
14790, 0.036792, 0.091257, 0.021973, 0.036792
14841, 0.045450, 0.091488, 0.030992, 0.045450
14892, 0.054306, 0.091705, 0.038785, 0.054306
14943, 0.064927, 0.091836, 0.049447, 0.064927
14994, 0.073666, 0.091775, 0.060937, 0.073666
15045, 0.081154, 0.091444, 0.070526, 0.081154
15096, 0.087074, 0.090869, 0.076641, 0.087074
15147, 0.091723, 0.090135, 0.081813, 0.091723
15198, 0.095503, 0.089384, 0.087601, 0.095503
15249, 0.094144, 0.088548, 0.088795, 0.094144
15300, 0.092466, 0.087602, 0.087606, 0.092466
15351, 0.090971, 0.086426, 0.086755, 0.090971
15402, 0.088282, 0.084907, 0.083771, 0.088282
15453, 0.083354, 0.082990, 0.076341, 0.083354
15504, 0.073985, 0.080745, 0.066178, 0.073985
15555, 0.065468, 0.078258, 0.056097, 0.065468
15606, 0.056741, 0.075642, 0.046848, 0.056741
15657, 0.050994, 0.072919, 0.042295, 0.050994
15708, 0.049815, 0.070115, 0.041599, 0.049815
15759, 0.051022, 0.067282, 0.042939, 0.051022
15810, 0.047892, 0.064308, 0.040008, 0.047892
15861, 0.045040, 0.061167, 0.035590, 0.045040
15912, 0.043413, 0.057784, 0.032906, 0.043413
15963, 0.040462, 0.054107, 0.030172, 0.040462
16014, 0.038863, 0.050139, 0.027383, 0.038863
16065, 0.038075, 0.046015, 0.025470, 0.038075
16116, 0.034246, 0.041863, 0.021229, 0.034246
16167, 0.028573, 0.037894, 0.015763, 0.028573
16218, 0.024497, 0.034175, 0.011423, 0.024497
16269, 0.021530, 0.030726, 0.006915, 0.021530
16320, 0.013106, 0.027522, -0.001512, 0.013106
16371, 0.000547, 0.024420, -0.011000, 0.000547
16422, -0.009725, 0.021550, -0.018513, -0.009725
16473, -0.015919, 0.018937, -0.023291, -0.015919
16524, -0.020236, 0.016633, -0.027092, -0.020236
16575, -0.025861, 0.014833, -0.029543, -0.025861
16626, -0.029608, 0.013588, -0.030370, -0.029608
16677, -0.033339, 0.012770, -0.029708, -0.033339
16728, -0.034301, 0.012271, -0.029320, -0.034301
16779, -0.038372, 0.011950, -0.031191, -0.038372
16830, -0.042812, 0.011739, -0.033812, -0.042812
16881, -0.047412, 0.011550, -0.037864, -0.047412
16932, -0.049550, 0.011382, -0.039112, -0.049550
16983, -0.051509, 0.011238, -0.040097, -0.051509
17034, -0.050980, 0.011118, -0.039295, -0.050980
17085, -0.051170, 0.011097, -0.039090, -0.051170
17136, -0.050272, 0.011194, -0.036588, -0.050272
17187, -0.044676, 0.011435, -0.031909, -0.044676
17238, -0.040064, 0.011763, -0.027062, -0.040064
17289, -0.035892, 0.012145, -0.022951, -0.035892
17340, -0.037719, 0.012547, -0.023379, -0.037719
17391, -0.037241, 0.012914, -0.021585, -0.037241
17442, -0.033259, 0.013251, -0.017463, -0.033259
17493, -0.029841, 0.013589, -0.012615, -0.029841
17544, -0.023983, 0.013938, -0.007118, -0.023983
17595, -0.020333, 0.014299, -0.005656, -0.020333
17646, -0.016660, 0.014718, -0.005000, -0.016660
17697, -0.009816, 0.015155, -0.003268, -0.009816
17748, -0.003797, 0.015626, -0.001593, -0.003797
17799, 0.000452, 0.016124, -0.000931, 0.000452
17850, 0.006447, 0.016643, 0.002535, 0.006447
17901, 0.014909, 0.017190, 0.008919, 0.014909
17952, 0.024904, 0.017786, 0.018728, 0.024904
18003, 0.038554, 0.018428, 0.031277, 0.038554
18054, 0.046994, 0.019136, 0.039514, 0.046994
18105, 0.054804, 0.019886, 0.046895, 0.054804
18156, 0.064275, 0.020653, 0.055950, 0.064275
18207, 0.069455, 0.021424, 0.062393, 0.069455
18258, 0.071116, 0.022184, 0.066551, 0.071116
18309, 0.073249, 0.022943, 0.069746, 0.073249
18360, 0.073946, 0.023708, 0.072958, 0.073946
18411, 0.072462, 0.024458, 0.072629, 0.072462
18462, 0.068222, 0.025194, 0.071390, 0.068222
18513, 0.065104, 0.025906, 0.071154, 0.065104
18564, 0.063609, 0.026599, 0.069963, 0.063609
18615, 0.066106, 0.027273, 0.071061, 0.066106
18666, 0.066943, 0.027924, 0.071443, 0.066943
18717, 0.067029, 0.028524, 0.070182, 0.067029
18768, 0.067691, 0.029064, 0.068157, 0.067691
18819, 0.070858, 0.029551, 0.067855, 0.070858
18870, 0.072853, 0.030071, 0.066991, 0.072853
18921, 0.071484, 0.030594, 0.064963, 0.071484
18972, 0.071372, 0.031098, 0.062867, 0.071372
19023, 0.071054, 0.031526, 0.060681, 0.071054
19074, 0.062132, 0.031853, 0.053769, 0.062132
19125, 0.049536, 0.032093, 0.043401, 0.049536
19176, 0.036644, 0.032243, 0.031565, 0.036644
19227, 0.027906, 0.032282, 0.022486, 0.027906
19278, 0.019781, 0.032196, 0.014644, 0.019781
19329, 0.012850, 0.031962, 0.006283, 0.012850
19380, 0.004063, 0.031554, -0.003329, 0.004063
19431, -0.004703, 0.030974, -0.014190, -0.004703
19482, -0.012560, 0.030226, -0.023972, -0.012560
19533, -0.016869, 0.029312, -0.030619, -0.016869
19584, -0.021236, 0.028257, -0.034875, -0.021236
19635, -0.024826, 0.027083, -0.036648, -0.024826
19686, -0.030156, 0.025788, -0.039068, -0.030156
19737, -0.034097, 0.024364, -0.042900, -0.034097
19788, -0.037961, 0.022809, -0.047384, -0.037961
19839, -0.043109, 0.021129, -0.052377, -0.043109
19890, -0.046310, 0.019351, -0.057569, -0.046310
19941, -0.049022, 0.017532, -0.062079, -0.049022
19992, -0.049719, 0.015705, -0.064130, -0.049719
20043, -0.050214, 0.013937, -0.061939, -0.050214
20094, -0.055031, 0.012265, -0.062375, -0.055031
20145, -0.059164, 0.010681, -0.061385, -0.059164
20196, -0.060412, 0.009211, -0.060393, -0.060412
20247, -0.057525, 0.007858, -0.058554, -0.057525
20298, -0.055688, 0.006516, -0.057549, -0.055688
20349, -0.056278, 0.005135, -0.058270, -0.056278
20400, -0.061179, 0.003802, -0.061901, -0.061179
20451, -0.063083, 0.002569, -0.064527, -0.063083
20502, -0.062119, 0.001565, -0.063463, -0.062119
20553, -0.058679, 0.000789, -0.059832, -0.058679
20604, -0.057122, 0.000254, -0.057572, -0.057122
20655, -0.059394, -0.000175, -0.057993, -0.059394
20706, -0.059634, -0.000581, -0.057905, -0.059634
20757, -0.061228, -0.000986, -0.058438, -0.061228
20808, -0.061301, -0.001401, -0.057934, -0.061301
20859, -0.056756, -0.001793, -0.053289, -0.056756
20910, -0.044802, -0.002150, -0.043687, -0.044802
20961, -0.034466, -0.002514, -0.035827, -0.034466
21012, -0.021795, -0.002892, -0.026584, -0.021795
21063, -0.007120, -0.003284, -0.014805, -0.007120
21114, 0.006462, -0.003675, -0.003281, 0.006462
21165, 0.014522, -0.004069, 0.004729, 0.014522
21216, 0.022148, -0.004496, 0.011056, 0.022148
21267, 0.032064, -0.004962, 0.019098, 0.032064
21318, 0.047377, -0.005475, 0.032503, 0.047377
21369, 0.062357, -0.006039, 0.047185, 0.062357
21420, 0.069847, -0.006654, 0.055563, 0.069847
21471, 0.079788, -0.007327, 0.066229, 0.079788
21522, 0.088239, -0.008056, 0.074570, 0.088239
21573, 0.090419, -0.008827, 0.077421, 0.090419
21624, 0.092363, -0.009617, 0.079315, 0.092363
21675, 0.091600, -0.010417, 0.081131, 0.091600
21726, 0.094346, -0.011210, 0.085821, 0.094346
21777, 0.095184, -0.011970, 0.087509, 0.095184
21828, 0.094336, -0.012704, 0.088974, 0.094336
21879, 0.089140, -0.013421, 0.087361, 0.089140
21930, 0.084482, -0.014113, 0.085314, 0.084482
21981, 0.077346, -0.014725, 0.077465, 0.077346
22032, 0.068304, -0.015253, 0.068183, 0.068304
22083, 0.059991, -0.015674, 0.061000, 0.059991
22134, 0.051787, -0.015942, 0.054417, 0.051787
22185, 0.044063, -0.016067, 0.048207, 0.044063
22236, 0.033573, -0.016094, 0.040629, 0.033573
22287, 0.028055, -0.016039, 0.035198, 0.028055
22338, 0.025989, -0.015919, 0.031856, 0.025989
22389, 0.022999, -0.015711, 0.028139, 0.022999
22440, 0.016943, -0.015455, 0.020630, 0.016943
22491, 0.013022, -0.015165, 0.015253, 0.013022
22542, 0.009416, -0.014834, 0.011715, 0.009416
22593, 0.006418, -0.014468, 0.008223, 0.006418
22644, 0.003720, -0.014073, 0.005981, 0.003720
22695, 0.005911, -0.013658, 0.007407, 0.005911
22746, 0.008104, -0.013214, 0.010307, 0.008104
22797, 0.005358, -0.012735, 0.009607, 0.005358
22848, -0.002080, -0.012219, 0.003183, -0.002080
22899, -0.009350, -0.011665, -0.003828, -0.009350
22950, -0.015846, -0.011071, -0.008167, -0.015846
23001, -0.021775, -0.010447, -0.013378, -0.021775
23052, -0.033093, -0.009793, -0.023720, -0.033093
23103, -0.044378, -0.009107, -0.033852, -0.044378
23154, -0.054283, -0.008400, -0.044042, -0.054283
23205, -0.065753, -0.007677, -0.057042, -0.065753
23256, -0.076197, -0.006932, -0.068804, -0.076197
23307, -0.085625, -0.006158, -0.078433, -0.085625
23358, -0.091399, -0.005331, -0.083972, -0.091399
23409, -0.094676, -0.004443, -0.089308, -0.094676
23460, -0.096776, -0.003490, -0.093702, -0.096776
23511, -0.098925, -0.002474, -0.098229, -0.098925
23562, -0.098022, -0.001395, -0.102072, -0.098022
23613, -0.098634, -0.000249, -0.107303, -0.098634
23664, -0.103696, 0.000971, -0.116040, -0.103696
23715, -0.109040, 0.002284, -0.125390, -0.109040
23766, -0.116245, 0.003688, -0.134004, -0.116245
23817, -0.124392, 0.005192, -0.141651, -0.124392
23868, -0.131946, 0.006793, -0.148117, -0.131946
23919, -0.136799, 0.008496, -0.152167, -0.136799
23970, -0.140342, 0.010294, -0.156158, -0.140342
24021, -0.143218, 0.012182, -0.158562, -0.143218
24072, -0.145088, 0.014160, -0.160207, -0.145088
24123, -0.144064, 0.016229, -0.161061, -0.144064
24174, -0.139611, 0.018386, -0.159013, -0.139611
24225, -0.135649, 0.020634, -0.156829, -0.135649
24276, -0.133568, 0.022990, -0.155300, -0.133568
24327, -0.134196, 0.025465, -0.155812, -0.134196
24378, -0.136489, 0.028061, -0.156056, -0.136489
24429, -0.136776, 0.030761, -0.154874, -0.136776
24480, -0.135023, 0.033532, -0.153661, -0.135023
24531, -0.134288, 0.036343, -0.155811, -0.134288
24582, -0.136925, 0.039182, -0.160294, -0.136925
24633, -0.137278, 0.042034, -0.164463, -0.137278
24684, -0.140146, 0.044888, -0.169899, -0.140146
24735, -0.143852, 0.047746, -0.174357, -0.143852
24786, -0.146522, 0.050620, -0.177592, -0.146522
24837, -0.145780, 0.053504, -0.176148, -0.145780
24888, -0.145938, 0.056431, -0.174028, -0.145938
24939, -0.146368, 0.059380, -0.171569, -0.146368
24990, -0.145083, 0.062334, -0.166984, -0.145083
25041, -0.139800, 0.065283, -0.159807, -0.139800
25092, -0.134107, 0.068225, -0.151910, -0.134107
25143, -0.127262, 0.071157, -0.143955, -0.127262
25194, -0.118961, 0.074065, -0.134315, -0.118961
25245, -0.104311, 0.076929, -0.120614, -0.104311
25296, -0.089105, 0.079735, -0.106548, -0.089105
25347, -0.079989, 0.082492, -0.095739, -0.079989
25398, -0.070971, 0.085191, -0.083650, -0.070971
25449, -0.062167, 0.087838, -0.070678, -0.062167
25500, -0.050643, 0.090406, -0.058053, -0.050643
25551, -0.041237, 0.092926, -0.047505, -0.041237
25602, -0.032294, 0.095381, -0.038260, -0.032294
25653, -0.023101, 0.097756, -0.029339, -0.023101
25704, -0.012265, 0.100024, -0.020304, -0.012265
25755, -0.005083, 0.102222, -0.014674, -0.005083
25806, 0.001819, 0.104342, -0.007541, 0.001819
25857, 0.008311, 0.106386, -0.000610, 0.008311
25908, 0.014533, 0.108349, 0.007600, 0.014533
25959, 0.020708, 0.110240, 0.016946, 0.020708
26010, 0.025573, 0.112039, 0.027226, 0.025573
26061, 0.032823, 0.113732, 0.038880, 0.032823
26112, 0.040460, 0.115303, 0.049316, 0.040460
26163, 0.046223, 0.116788, 0.055858, 0.046223
26214, 0.052909, 0.118272, 0.059925, 0.052909
26265, 0.055407, 0.119756, 0.060739, 0.055407
