N, Var_U, Var_CV, Var_P, Var_R
100000, 9.075603, 0.001813, 0.003397, 0.001492
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.978276, 0.996588, 0.988298, 0.978276
102, 0.959233, 0.993131, 0.977066, 0.959233
153, 0.940320, 0.989675, 0.965889, 0.940320
204, 0.922120, 0.986047, 0.954557, 0.922120
255, 0.905578, 0.982401, 0.944026, 0.905578
306, 0.890221, 0.978901, 0.933653, 0.890221
357, 0.876209, 0.975382, 0.923628, 0.876209
408, 0.863431, 0.971773, 0.913963, 0.863431
459, 0.851077, 0.968116, 0.904153, 0.851077
510, 0.839592, 0.964464, 0.894439, 0.839592
561, 0.827538, 0.960755, 0.884594, 0.827538
612, 0.815561, 0.956934, 0.874192, 0.815561
663, 0.803771, 0.953033, 0.864059, 0.803771
714, 0.792768, 0.949166, 0.854417, 0.792768
765, 0.782333, 0.945335, 0.844765, 0.782333
816, 0.770180, 0.941681, 0.834497, 0.770180
867, 0.757265, 0.938351, 0.824325, 0.757265
918, 0.745081, 0.935259, 0.814596, 0.745081
969, 0.733370, 0.932354, 0.805597, 0.733370
1020, 0.722282, 0.929603, 0.797322, 0.722282
1071, 0.712426, 0.926967, 0.789340, 0.712426
1122, 0.704218, 0.924530, 0.781488, 0.704218
1173, 0.696643, 0.922216, 0.773415, 0.696643
1224, 0.688990, 0.919901, 0.765272, 0.688990
1275, 0.680598, 0.917573, 0.757031, 0.680598
1326, 0.671375, 0.915198, 0.748171, 0.671375
1377, 0.661864, 0.912744, 0.739621, 0.661864
1428, 0.652686, 0.910230, 0.732160, 0.652686
1479, 0.643590, 0.907692, 0.724610, 0.643590
1530, 0.635161, 0.905109, 0.717522, 0.635161
1581, 0.628286, 0.902454, 0.710599, 0.628286
1632, 0.621880, 0.899731, 0.703176, 0.621880
1683, 0.615427, 0.896936, 0.695277, 0.615427
1734, 0.609297, 0.894064, 0.688323, 0.609297
1785, 0.603198, 0.891122, 0.681397, 0.603198
1836, 0.597444, 0.888124, 0.674602, 0.597444
1887, 0.592536, 0.885063, 0.668522, 0.592536
1938, 0.587460, 0.881933, 0.661922, 0.587460
1989, 0.582369, 0.878739, 0.655494, 0.582369
