Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
11, 10.964876, 11.001072, 10.993618, 10.964876
21, 20.871390, 21.003805, 20.977107, 20.871390
31, 30.720143, 31.007200, 30.949397, 30.720143
41, 40.511116, 40.999161, 40.899081, 40.511116
51, 50.253667, 51.017989, 50.863541, 50.253667
61, 59.916177, 61.008713, 60.787989, 59.916177
71, 69.528169, 71.016507, 70.722262, 69.528169
81, 79.096709, 81.027821, 80.640069, 79.096709
91, 88.687250, 91.061858, 90.579932, 88.687250
101, 98.029189, 100.993207, 100.403272, 98.029189
111, 107.618837, 111.087587, 110.375003, 107.618837
121, 116.840265, 121.034611, 120.207891, 116.840265
131, 126.074422, 131.024408, 130.061817, 126.074422
141, 135.416669, 140.996137, 139.838158, 135.416669
151, 144.500652, 151.002175, 149.703298, 144.500652
161, 153.692183, 160.963189, 159.521887, 153.692183
171, 162.574627, 171.149990, 169.419012, 162.574627
181, 171.815146, 181.061727, 179.185919, 171.815146
191, 181.254697, 191.092899, 189.133332, 181.254697
201, 189.647564, 201.070083, 198.843103, 189.647564
211, 199.019075, 211.256190, 208.806021, 199.019075
221, 207.436469, 221.066436, 218.246295, 207.436469
231, 216.968545, 231.291682, 228.352450, 216.968545
241, 225.235209, 241.323008, 238.161781, 225.235209
251, 233.951433, 250.993667, 247.508900, 233.951433
261, 243.281788, 260.800111, 257.016212, 243.281788
271, 251.445844, 270.687899, 266.594482, 251.445844
281, 260.265805, 281.323381, 277.066399, 260.265805
291, 268.509845, 291.169946, 286.235874, 268.509845
301, 277.100585, 300.807101, 295.938835, 277.100585
311, 286.044587, 311.086377, 305.533038, 286.044587
321, 295.359289, 321.069405, 315.432165, 295.359289
331, 302.750482, 330.586390, 324.472610, 302.750482
341, 309.763953, 340.680022, 334.686811, 309.763953
351, 319.608687, 351.445807, 344.341872, 319.608687
361, 326.965353, 360.242027, 353.649540, 326.965353
371, 335.786235, 370.975034, 363.650981, 335.786235
381, 344.608023, 380.797100, 373.012669, 344.608023
391, 351.968855, 391.143745, 383.331704, 351.968855
401, 360.341354, 400.630854, 391.583575, 360.341354
411, 367.422092, 410.516211, 401.778047, 367.422092
421, 378.389775, 420.720711, 411.286898, 378.389775
431, 385.287884, 429.896844, 419.400856, 385.287884
441, 393.371771, 441.285137, 430.431456, 393.371771
451, 399.865608, 451.178829, 440.588519, 399.865608
461, 411.250904, 461.625709, 450.398167, 411.250904
471, 416.790555, 470.163783, 458.084108, 416.790555
481, 428.104731, 481.682241, 469.485908, 428.104731
491, 433.917798, 490.938553, 478.036633, 433.917798
501, 436.892750, 500.842913, 486.925757, 436.892750
511, 449.384452, 510.842143, 496.835354, 449.384452
521, 453.928374, 521.520071, 507.024700, 453.928374
531, 462.118150, 529.868237, 514.525453, 462.118150
541, 472.354864, 541.057930, 525.043373, 472.354864
551, 478.881396, 550.252254, 533.592120, 478.881396
561, 482.794883, 559.094521, 543.995031, 482.794883
571, 493.192529, 568.587003, 552.002894, 493.192529
581, 500.393527, 578.676412, 561.658189, 500.393527
591, 508.806593, 588.490652, 570.505938, 508.806593
601, 513.326785, 599.071084, 580.448247, 513.326785
611, 520.175228, 610.335096, 591.531415, 520.175228
621, 534.139184, 617.517266, 596.804773, 534.139184
631, 532.020291, 628.859732, 607.329883, 532.020291
641, 540.713822, 637.365050, 616.568695, 540.713822
651, 554.389007, 649.647539, 627.051685, 554.389007
661, 563.449929, 657.619252, 634.128073, 563.449929
671, 570.157924, 666.330832, 641.834713, 570.157924
681, 582.895642, 680.322725, 654.824857, 582.895642
691, 581.776146, 689.671040, 665.100290, 581.776146
701, 588.765074, 698.988785, 674.201761, 588.765074
711, 600.765383, 708.898522, 680.468760, 600.765383
721, 595.857322, 719.531872, 691.984274, 595.857322
731, 611.974132, 730.160856, 701.219418, 611.974132
741, 613.567753, 740.695808, 714.011315, 613.567753
751, 631.534211, 745.682320, 714.694976, 631.534211
761, 639.381463, 756.917464, 728.089053, 639.381463
771, 644.182309, 768.811574, 735.730110, 644.182309
781, 657.208301, 774.589098, 743.108376, 657.208301
791, 656.796120, 786.703921, 757.168353, 656.796120
801, 663.470515, 799.211785, 768.352507, 663.470515
811, 662.900223, 805.745664, 769.494415, 662.900223
821, 672.127573, 819.511816, 782.300667, 672.127573
831, 679.369505, 826.439278, 795.744661, 679.369505
841, 704.074468, 840.229152, 803.366742, 704.074468
851, 697.165884, 847.388876, 808.793517, 697.165884
861, 683.970326, 854.640830, 814.622930, 683.970326
871, 701.916044, 869.118432, 830.679985, 701.916044
881, 696.412256, 876.767052, 836.074608, 696.412256
891, 725.728750, 884.385856, 845.682950, 725.728750
901, 734.042654, 899.782380, 858.816729, 734.042654
911, 738.925792, 907.372871, 863.697917, 738.925792
921, 737.445910, 915.536827, 870.286041, 737.445910
931, 745.163222, 924.020451, 882.663238, 745.163222
941, 768.915656, 932.470819, 884.538646, 768.915656
951, 754.041822, 941.560842, 898.324447, 754.041822
961, 771.697958, 951.003033, 901.408011, 771.697958
971, 768.603170, 969.635831, 924.628345, 768.603170
981, 787.175243, 978.823134, 929.961200, 787.175243
991, 788.026923, 988.375144, 934.861030, 788.026923
1001, 788.610768, 998.489359, 945.154351, 788.610768
1011, 808.143301, 1008.834738, 963.383061, 808.143301
1021, 791.174478, 1019.319469, 967.190919, 791.174478
1031, 815.744337, 1029.858166, 976.290871, 815.744337
1041, 805.974144, 1029.800452, 967.737753, 805.974144
1051, 817.622577, 1040.259777, 981.857919, 817.622577
1061, 826.465313, 1050.336584, 996.126014, 826.465313
1071, 828.911199, 1060.118882, 1004.150855, 828.911199
1081, 843.863741, 1070.639107, 1010.061867, 843.863741
1091, 836.053108, 1081.968440, 1016.242117, 836.053108
1101, 872.113660, 1093.815475, 1036.738938, 872.113660
1111, 843.977236, 1093.867235, 1037.264708, 843.977236
1121, 866.232489, 1105.910454, 1040.110450, 866.232489
1131, 879.221439, 1117.863279, 1058.630919, 879.221439
1141, 899.455797, 1130.400248, 1068.823971, 899.455797
1151, 879.688368, 1143.181078, 1078.911885, 879.688368
1161, 882.095133, 1142.467827, 1083.764421, 882.095133
1171, 918.234903, 1154.605651, 1088.532518, 918.234903
1181, 922.728550, 1167.352065, 1096.821826, 922.728550
1191, 905.960693, 1180.956088, 1113.683106, 905.960693
1201, 889.693909, 1181.290617, 1117.418096, 889.693909
1211, 934.264480, 1196.498536, 1126.609264, 934.264480
1221, 903.738869, 1212.272408, 1144.724964, 903.738869
1231, 948.875411, 1213.546438, 1143.429546, 948.875411
1241, 940.612111, 1229.378858, 1141.739644, 940.612111
1251, 962.636755, 1245.075178, 1171.784961, 962.636755
1261, 919.231391, 1245.340277, 1162.749735, 919.231391
1271, 960.196874, 1261.502570, 1189.874514, 960.196874
1281, 949.939238, 1261.537403, 1182.817395, 949.939238
1291, 951.225252, 1276.878840, 1202.474386, 951.225252
1301, 960.666013, 1291.637037, 1205.843122, 960.666013
1311, 1004.829633, 1289.471626, 1199.496286, 1004.829633
1321, 941.135372, 1305.046489, 1218.453732, 941.135372
1331, 1007.507363, 1303.671893, 1235.243110, 1007.507363
1341, 1003.863005, 1320.746790, 1236.700019, 1003.863005
1351, 996.159981, 1320.587587, 1239.220567, 996.159981
1361, 1004.857193, 1338.960935, 1257.023275, 1004.857193
1371, 1005.324314, 1357.883647, 1268.602571, 1005.324314
1381, 999.087289, 1358.370586, 1276.802603, 999.087289
1391, 1011.385671, 1377.858444, 1281.363013, 1011.385671
1401, 1003.502539, 1377.360800, 1290.482822, 1003.502539
1411, 1020.717370, 1396.361050, 1294.992521, 1020.717370
1421, 1033.595490, 1395.622962, 1306.556797, 1033.595490
1431, 1048.080232, 1414.662302, 1316.977680, 1048.080232
