Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
11, 10.948764, 11.000649, 10.957159, 10.948764
21, 20.810296, 21.002154, 20.838143, 20.810296
31, 30.598332, 31.003623, 30.656808, 30.598332
41, 40.307809, 40.997086, 40.399278, 40.307809
51, 49.999543, 51.006138, 50.125655, 49.999543
61, 59.515859, 60.998691, 59.663273, 59.515859
71, 68.989223, 71.002559, 69.192851, 68.989223
81, 78.412996, 80.999136, 78.675109, 78.412996
91, 87.712949, 91.010036, 87.986593, 87.712949
101, 97.058647, 100.960362, 97.410597, 97.058647
111, 106.362465, 111.024690, 106.739745, 106.362465
121, 115.536002, 120.994266, 115.969326, 115.536002
131, 124.608018, 130.983763, 125.090471, 124.608018
141, 133.634086, 140.962489, 134.052017, 133.634086
151, 142.756975, 150.939746, 143.425261, 142.756975
161, 151.276913, 160.900936, 151.895919, 151.276913
171, 160.472529, 170.987378, 161.106279, 160.472529
181, 169.239148, 180.907057, 169.852190, 169.239148
191, 177.439596, 190.895222, 178.187012, 177.439596
201, 186.205780, 200.846787, 186.921594, 186.205780
211, 195.248265, 210.950036, 195.984952, 195.248265
221, 203.388476, 220.822639, 204.300147, 203.388476
231, 212.491842, 230.902088, 213.396845, 212.491842
241, 220.957463, 240.907148, 221.890495, 220.957463
251, 229.035287, 250.658160, 230.121293, 229.035287
261, 237.742925, 260.545489, 238.646190, 237.742925
271, 245.476067, 270.450468, 246.406309, 245.476067
281, 252.829540, 280.860088, 253.835985, 252.829540
291, 262.872066, 290.692935, 263.991432, 262.872066
301, 271.273171, 300.442400, 272.216718, 271.273171
311, 278.349875, 310.511563, 279.465457, 278.349875
321, 283.591791, 320.450327, 284.754840, 283.591791
331, 295.510313, 330.145572, 296.291010, 295.510313
341, 302.280975, 340.323494, 303.396007, 302.280975
351, 307.384085, 350.839157, 308.350230, 307.384085
361, 318.478290, 360.037967, 319.629247, 318.478290
371, 323.784428, 370.384068, 325.073824, 323.784428
381, 332.144444, 380.203547, 333.545414, 332.144444
391, 338.842717, 390.468411, 339.829265, 338.842717
401, 346.567897, 400.021237, 348.048404, 346.567897
411, 354.786411, 409.850011, 356.281480, 354.786411
421, 361.946552, 420.021746, 363.370217, 361.946552
431, 371.743182, 429.436306, 372.900068, 371.743182
441, 378.547989, 440.228062, 379.653334, 378.547989
451, 379.503290, 450.188318, 380.835895, 379.503290
461, 389.498010, 460.518576, 390.861958, 389.498010
471, 399.282354, 469.618229, 401.013759, 399.282354
481, 403.834538, 480.371241, 405.185496, 403.834538
491, 410.462305, 489.800775, 411.885157, 410.462305
501, 419.622177, 499.371455, 420.854644, 419.622177
511, 423.413786, 509.671351, 425.022766, 423.413786
521, 435.008690, 519.960660, 437.121213, 435.008690
531, 441.642596, 528.942958, 442.955441, 441.642596
541, 441.457844, 539.908909, 443.033722, 441.457844
551, 451.182012, 549.121930, 452.859476, 451.182012
561, 467.939843, 558.714832, 469.617853, 467.939843
571, 470.366670, 568.470765, 471.865226, 470.366670
581, 476.424124, 578.627041, 477.356540, 476.424124
