N, Var_U, Var_CV, Var_P, Var_R
100000, 2.172934, 0.000587, 0.000129, 0.000357
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.950152, 0.994898, 0.955539, 0.950152
102, 0.904800, 0.989585, 0.913563, 0.904800
153, 0.864252, 0.983928, 0.875314, 0.864252
204, 0.827949, 0.978121, 0.840562, 0.827949
255, 0.795361, 0.972145, 0.809184, 0.795361
306, 0.764843, 0.965929, 0.780205, 0.764843
357, 0.737788, 0.959486, 0.755076, 0.737788
408, 0.714243, 0.952802, 0.732125, 0.714243
459, 0.691040, 0.946173, 0.707979, 0.691040
510, 0.667472, 0.939839, 0.684621, 0.667472
561, 0.643051, 0.934095, 0.660277, 0.643051
612, 0.618579, 0.928644, 0.635590, 0.618579
663, 0.596519, 0.923213, 0.614327, 0.596519
714, 0.573963, 0.917680, 0.592684, 0.573963
765, 0.547489, 0.911996, 0.567239, 0.547489
816, 0.522205, 0.906460, 0.542628, 0.522205
867, 0.502241, 0.901134, 0.524258, 0.502241
918, 0.484826, 0.896158, 0.508337, 0.484826
969, 0.468396, 0.891636, 0.492285, 0.468396
1020, 0.453426, 0.887403, 0.476145, 0.453426
1071, 0.436085, 0.883178, 0.457759, 0.436085
1122, 0.423389, 0.878862, 0.442712, 0.423389
1173, 0.409517, 0.874388, 0.427915, 0.409517
1224, 0.396402, 0.869706, 0.413789, 0.396402
1275, 0.384074, 0.864860, 0.400160, 0.384074
1326, 0.370861, 0.860144, 0.386830, 0.370861
1377, 0.359203, 0.855607, 0.375522, 0.359203
1428, 0.349812, 0.851004, 0.364253, 0.349812
1479, 0.340514, 0.846252, 0.353282, 0.340514
1530, 0.331005, 0.841406, 0.343065, 0.331005
1581, 0.317823, 0.836444, 0.330394, 0.317823
1632, 0.304579, 0.831404, 0.317339, 0.304579
1683, 0.292612, 0.826329, 0.306354, 0.292612
1734, 0.281136, 0.821322, 0.293994, 0.281136
1785, 0.266525, 0.816353, 0.279957, 0.266525
1836, 0.253582, 0.811393, 0.266674, 0.253582
1887, 0.240547, 0.806431, 0.253447, 0.240547
1938, 0.229443, 0.801430, 0.242369, 0.229443
1989, 0.219761, 0.796442, 0.232091, 0.219761
2040, 0.210416, 0.791567, 0.222389, 0.210416
2091, 0.201688, 0.786837, 0.213640, 0.201688
2142, 0.192295, 0.782275, 0.204627, 0.192295
2193, 0.185613, 0.777778, 0.199105, 0.185613
2244, 0.178864, 0.773269, 0.193813, 0.178864
2295, 0.173931, 0.768757, 0.188709, 0.173931
2346, 0.168652, 0.764269, 0.183615, 0.168652
2397, 0.163235, 0.759818, 0.178983, 0.163235
2448, 0.156770, 0.755386, 0.172387, 0.156770
2499, 0.149708, 0.750927, 0.164790, 0.149708
2550, 0.141705, 0.746444, 0.157258, 0.141705
2601, 0.135268, 0.741924, 0.150689, 0.135268
2652, 0.128753, 0.737374, 0.144015, 0.128753
2703, 0.120522, 0.732806, 0.135364, 0.120522
2754, 0.113240, 0.728205, 0.126570, 0.113240
2805, 0.105480, 0.723542, 0.117541, 0.105480
2856, 0.102293, 0.718818, 0.113515, 0.102293
2907, 0.098712, 0.714037, 0.107743, 0.098712
2958, 0.095490, 0.709203, 0.101447, 0.095490
3009, 0.088659, 0.704301, 0.093364, 0.088659
3060, 0.082307, 0.699312, 0.086795, 0.082307
3111, 0.078145, 0.694231, 0.080341, 0.078145
3162, 0.074040, 0.689041, 0.074284, 0.074040
3213, 0.070762, 0.683761, 0.070317, 0.070762
3264, 0.066619, 0.678401, 0.067177, 0.066619
3315, 0.062876, 0.672945, 0.065404, 0.062876
3366, 0.061632, 0.667401, 0.066194, 0.061632
3417, 0.058167, 0.661770, 0.064717, 0.058167
3468, 0.051815, 0.656094, 0.060313, 0.051815
3519, 0.045688, 0.650401, 0.056006, 0.045688
3570, 0.039892, 0.644664, 0.051329, 0.039892
3621, 0.036723, 0.638917, 0.047593, 0.036723
3672, 0.033382, 0.633141, 0.043188, 0.033382
3723, 0.027925, 0.627313, 0.037043, 0.027925
3774, 0.023644, 0.621403, 0.032745, 0.023644
3825, 0.020808, 0.615360, 0.028628, 0.020808
3876, 0.018396, 0.609144, 0.024649, 0.018396
3927, 0.016072, 0.602766, 0.021643, 0.016072
3978, 0.011347, 0.596261, 0.018360, 0.011347
4029, 0.007134, 0.589669, 0.015234, 0.007134
4080, 0.006432, 0.582979, 0.014384, 0.006432
4131, 0.005447, 0.576191, 0.012882, 0.005447
4182, 0.005246, 0.569311, 0.011767, 0.005246
4233, 0.007517, 0.562412, 0.013294, 0.007517
4284, 0.008216, 0.555577, 0.014956, 0.008216
4335, 0.010245, 0.548809, 0.016864, 0.010245
4386, 0.011687, 0.542048, 0.018132, 0.011687
4437, 0.011162, 0.535314, 0.017478, 0.011162
4488, 0.008939, 0.528651, 0.015667, 0.008939
4539, 0.006193, 0.522064, 0.013575, 0.006193
4590, 0.003064, 0.515490, 0.011335, 0.003064
4641, 0.000635, 0.508903, 0.009928, 0.000635
4692, -0.001579, 0.502322, 0.009929, -0.001579
4743, -0.003220, 0.495774, 0.011392, -0.003220
4794, -0.005550, 0.489457, 0.011700, -0.005550
4845, -0.007066, 0.483405, 0.011214, -0.007066
4896, -0.006927, 0.477603, 0.011242, -0.006927
4947, -0.002942, 0.471998, 0.014629, -0.002942
4998, -0.000351, 0.466639, 0.016944, -0.000351
5049, 0.001608, 0.461456, 0.018373, 0.001608
5100, 0.004810, 0.456430, 0.020509, 0.004810
5151, 0.007921, 0.451576, 0.021868, 0.007921
5202, 0.009792, 0.446814, 0.022606, 0.009792
5253, 0.011124, 0.442141, 0.024523, 0.011124
5304, 0.013982, 0.437541, 0.027614, 0.013982
5355, 0.018262, 0.433019, 0.032564, 0.018262
5406, 0.018692, 0.428570, 0.035392, 0.018692
5457, 0.018978, 0.424162, 0.037557, 0.018978
5508, 0.017232, 0.419813, 0.036697, 0.017232
5559, 0.015255, 0.415481, 0.035050, 0.015255
5610, 0.016205, 0.411147, 0.035880, 0.016205
5661, 0.022148, 0.406870, 0.040927, 0.022148
5712, 0.029214, 0.402684, 0.046344, 0.029214
5763, 0.034795, 0.398637, 0.050233, 0.034795
5814, 0.040415, 0.394795, 0.054994, 0.040415
5865, 0.049084, 0.391134, 0.061681, 0.049084
5916, 0.059147, 0.387610, 0.069830, 0.059147
5967, 0.066200, 0.384201, 0.077036, 0.066200
6018, 0.071596, 0.380898, 0.083203, 0.071596
6069, 0.075337, 0.377675, 0.087431, 0.075337
6120, 0.079610, 0.374499, 0.090277, 0.079610
6171, 0.083158, 0.371312, 0.091101, 0.083158
6222, 0.086367, 0.368081, 0.093543, 0.086367
6273, 0.091204, 0.364786, 0.097973, 0.091204
6324, 0.095126, 0.361430, 0.103597, 0.095126
6375, 0.101088, 0.358037, 0.111072, 0.101088
6426, 0.105560, 0.354645, 0.116768, 0.105560
6477, 0.107381, 0.351246, 0.118580, 0.107381
6528, 0.108195, 0.347800, 0.119193, 0.108195
6579, 0.110440, 0.344283, 0.120564, 0.110440
6630, 0.113450, 0.340691, 0.122544, 0.113450
6681, 0.114955, 0.337021, 0.125290, 0.114955
6732, 0.116181, 0.333273, 0.126363, 0.116181
6783, 0.120670, 0.329455, 0.130355, 0.120670
6834, 0.125207, 0.325534, 0.133415, 0.125207
6885, 0.130030, 0.321502, 0.135855, 0.130030
6936, 0.134254, 0.317360, 0.138323, 0.134254
6987, 0.137880, 0.313091, 0.139932, 0.137880
7038, 0.142488, 0.308680, 0.142215, 0.142488
