N, Var_U, Var_CV, Var_P, Var_R
100000, 3.181555, 0.000101, 0.016764, 0.000523
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.958968, 0.988977, 0.996229, 0.958968
102, 0.922084, 0.976788, 0.992366, 0.922084
153, 0.890553, 0.964193, 0.988392, 0.890553
204, 0.862735, 0.951741, 0.984326, 0.862735
255, 0.837620, 0.939066, 0.980373, 0.837620
306, 0.815935, 0.925935, 0.976535, 0.815935
357, 0.795161, 0.912215, 0.972749, 0.795161
408, 0.774123, 0.898155, 0.968986, 0.774123
459, 0.751892, 0.883789, 0.965105, 0.751892
510, 0.729542, 0.868953, 0.961344, 0.729542
561, 0.708270, 0.853773, 0.957688, 0.708270
612, 0.689662, 0.838687, 0.954217, 0.689662
663, 0.672992, 0.823391, 0.950705, 0.672992
714, 0.657131, 0.807712, 0.947129, 0.657131
765, 0.643846, 0.791488, 0.943587, 0.643846
816, 0.629521, 0.774776, 0.939758, 0.629521
867, 0.613415, 0.757920, 0.935809, 0.613415
918, 0.595784, 0.741170, 0.931762, 0.595784
969, 0.581833, 0.725062, 0.927821, 0.581833
1020, 0.571093, 0.709439, 0.923981, 0.571093
1071, 0.560246, 0.694051, 0.920163, 0.560246
1122, 0.546531, 0.679580, 0.916133, 0.546531
1173, 0.532004, 0.666741, 0.911870, 0.532004
1224, 0.517977, 0.655329, 0.907654, 0.517977
1275, 0.503178, 0.645356, 0.903332, 0.503178
1326, 0.489240, 0.637403, 0.898806, 0.489240
1377, 0.478909, 0.630631, 0.894349, 0.478909
1428, 0.471416, 0.623916, 0.890098, 0.471416
1479, 0.462879, 0.617031, 0.885853, 0.462879
1530, 0.452507, 0.610084, 0.881461, 0.452507
1581, 0.438613, 0.603152, 0.876976, 0.438613
1632, 0.422681, 0.596705, 0.872202, 0.422681
1683, 0.408569, 0.591323, 0.867307, 0.408569
1734, 0.396987, 0.586966, 0.862216, 0.396987
1785, 0.385577, 0.583110, 0.857207, 0.385577
1836, 0.374561, 0.579553, 0.852077, 0.374561
1887, 0.364337, 0.576343, 0.846835, 0.364337
1938, 0.352826, 0.573828, 0.841620, 0.352826
1989, 0.340783, 0.572191, 0.836341, 0.340783
2040, 0.330149, 0.571411, 0.831040, 0.330149
2091, 0.319985, 0.571261, 0.825780, 0.319985
2142, 0.309360, 0.571368, 0.820506, 0.309360
2193, 0.297857, 0.571610, 0.815242, 0.297857
2244, 0.282912, 0.571834, 0.810053, 0.282912
2295, 0.267818, 0.572025, 0.805133, 0.267818
2346, 0.254595, 0.572084, 0.800299, 0.254595
2397, 0.240968, 0.572011, 0.795419, 0.240968
2448, 0.228392, 0.571804, 0.790400, 0.228392
2499, 0.215910, 0.571362, 0.785348, 0.215910
2550, 0.205482, 0.570660, 0.780498, 0.205482
2601, 0.194082, 0.569638, 0.775692, 0.194082
2652, 0.183342, 0.568260, 0.771088, 0.183342
2703, 0.174987, 0.566511, 0.766548, 0.174987
2754, 0.166536, 0.564340, 0.761987, 0.166536
2805, 0.157906, 0.561726, 0.757544, 0.157906
2856, 0.150319, 0.558696, 0.753002, 0.150319
2907, 0.146316, 0.555338, 0.748474, 0.146316
2958, 0.143332, 0.551595, 0.743758, 0.143332
3009, 0.141237, 0.547435, 0.738887, 0.141237
3060, 0.136434, 0.542892, 0.733886, 0.136434
3111, 0.131979, 0.538018, 0.728937, 0.131979
3162, 0.125582, 0.532960, 0.723612, 0.125582
3213, 0.119996, 0.527831, 0.718173, 0.119996
3264, 0.114259, 0.522493, 0.712945, 0.114259
3315, 0.108847, 0.516894, 0.707904, 0.108847
3366, 0.103661, 0.511022, 0.702565, 0.103661
3417, 0.098580, 0.504832, 0.697223, 0.098580
3468, 0.095486, 0.498302, 0.692020, 0.095486
3519, 0.093601, 0.491397, 0.686906, 0.093601
3570, 0.090137, 0.484081, 0.681774, 0.090137
3621, 0.085134, 0.476350, 0.676764, 0.085134
3672, 0.081167, 0.468322, 0.672005, 0.081167
3723, 0.078935, 0.460156, 0.667592, 0.078935
3774, 0.078932, 0.452263, 0.663360, 0.078932
3825, 0.079148, 0.444597, 0.659259, 0.079148
3876, 0.081085, 0.437114, 0.655529, 0.081085
3927, 0.082294, 0.429935, 0.651641, 0.082294
3978, 0.083335, 0.422923, 0.647863, 0.083335
4029, 0.084181, 0.416144, 0.644133, 0.084181
4080, 0.086139, 0.409610, 0.640380, 0.086139
4131, 0.087207, 0.403261, 0.636577, 0.087207
4182, 0.089171, 0.397058, 0.633034, 0.089171
4233, 0.088832, 0.390912, 0.629682, 0.088832
4284, 0.090295, 0.384677, 0.626547, 0.090295
4335, 0.090512, 0.378436, 0.623337, 0.090512
4386, 0.088728, 0.372195, 0.620284, 0.088728
4437, 0.088337, 0.365946, 0.617185, 0.088337
4488, 0.086358, 0.359681, 0.614068, 0.086358
4539, 0.085449, 0.353515, 0.610983, 0.085449
4590, 0.084480, 0.347512, 0.607911, 0.084480
4641, 0.083943, 0.342042, 0.604800, 0.083943
4692, 0.081047, 0.337095, 0.601652, 0.081047
4743, 0.078358, 0.332683, 0.598675, 0.078358
4794, 0.076406, 0.328791, 0.595858, 0.076406
4845, 0.073868, 0.325174, 0.592926, 0.073868
4896, 0.072268, 0.321925, 0.590016, 0.072268
4947, 0.070184, 0.319350, 0.587253, 0.070184
4998, 0.068628, 0.317425, 0.584438, 0.068628
5049, 0.065546, 0.315834, 0.581413, 0.065546
5100, 0.061542, 0.314400, 0.578443, 0.061542
5151, 0.056135, 0.312977, 0.575616, 0.056135
5202, 0.052136, 0.311509, 0.572890, 0.052136
5253, 0.049068, 0.309954, 0.570230, 0.049068
5304, 0.047780, 0.308342, 0.567403, 0.047780
5355, 0.049489, 0.306723, 0.564688, 0.049489
5406, 0.053006, 0.305068, 0.562027, 0.053006
5457, 0.055193, 0.303402, 0.559291, 0.055193
5508, 0.058554, 0.301889, 0.556602, 0.058554
5559, 0.060540, 0.300677, 0.553825, 0.060540
5610, 0.062348, 0.299709, 0.551037, 0.062348
5661, 0.065435, 0.298768, 0.548421, 0.065435
5712, 0.066883, 0.297816, 0.545784, 0.066883
5763, 0.063857, 0.296884, 0.543063, 0.063857
5814, 0.059631, 0.296127, 0.540439, 0.059631
5865, 0.056453, 0.295601, 0.537803, 0.056453
5916, 0.052647, 0.295158, 0.535032, 0.052647
5967, 0.048599, 0.294628, 0.532260, 0.048599
6018, 0.044345, 0.293975, 0.529489, 0.044345
6069, 0.042684, 0.293247, 0.526742, 0.042684
6120, 0.039448, 0.292525, 0.523963, 0.039448
6171, 0.036692, 0.291801, 0.521383, 0.036692
6222, 0.034437, 0.291080, 0.518870, 0.034437
6273, 0.030885, 0.290353, 0.516442, 0.030885
6324, 0.026875, 0.289629, 0.513935, 0.026875
6375, 0.023543, 0.288890, 0.511298, 0.023543
6426, 0.021243, 0.288140, 0.508613, 0.021243
6477, 0.022609, 0.287353, 0.505847, 0.022609
6528, 0.025558, 0.286525, 0.503311, 0.025558
6579, 0.026175, 0.285622, 0.501310, 0.026175
6630, 0.025715, 0.284618, 0.499144, 0.025715
6681, 0.025799, 0.283523, 0.497072, 0.025799
6732, 0.026236, 0.282287, 0.495117, 0.026236
6783, 0.025000, 0.280922, 0.493112, 0.025000
6834, 0.021209, 0.279484, 0.491125, 0.021209
6885, 0.014214, 0.278119, 0.489178, 0.014214
6936, 0.006762, 0.276930, 0.487354, 0.006762
6987, -0.002175, 0.275876, 0.485600, -0.002175
7038, -0.008557, 0.274839, 0.484085, -0.008557
7089, -0.012910, 0.273721, 0.482575, -0.012910
7140, -0.017766, 0.272468, 0.481066, -0.017766
7191, -0.024928, 0.271060, 0.479834, -0.024928
7242, -0.031612, 0.269491, 0.478651, -0.031612
7293, -0.040168, 0.267801, 0.477617, -0.040168
7344, -0.046392, 0.266022, 0.476694, -0.046392
7395, -0.051242, 0.264118, 0.475835, -0.051242
7446, -0.054771, 0.262086, 0.474778, -0.054771
7497, -0.057577, 0.259884, 0.473667, -0.057577
7548, -0.061323, 0.257487, 0.472488, -0.061323
7599, -0.063019, 0.254918, 0.471058, -0.063019
7650, -0.064397, 0.252223, 0.469641, -0.064397
7701, -0.067617, 0.249389, 0.468280, -0.067617
7752, -0.071541, 0.246363, 0.467076, -0.071541
7803, -0.074372, 0.243171, 0.465875, -0.074372
7854, -0.075420, 0.239832, 0.464557, -0.075420
7905, -0.074812, 0.236406, 0.463085, -0.074812
7956, -0.072924, 0.232916, 0.461381, -0.072924
8007, -0.072111, 0.229315, 0.459319, -0.072111
8058, -0.070580, 0.225567, 0.457340, -0.070580
8109, -0.067977, 0.221685, 0.455464, -0.067977
8160, -0.066845, 0.217670, 0.453775, -0.066845
8211, -0.066180, 0.213536, 0.451974, -0.066180
8262, -0.064259, 0.209385, 0.450306, -0.064259
