U, C_V, P, R
0.619178, 0.858679, 0.730693, 0.619178
0.619085, 0.858625, 0.730606, 0.619085
0.618993, 0.858572, 0.730519, 0.618993
0.618901, 0.858518, 0.730432, 0.618901
0.618806, 0.858465, 0.730344, 0.618806
0.618712, 0.858411, 0.730256, 0.618712
0.618617, 0.858358, 0.730169, 0.618617
0.618524, 0.858304, 0.730082, 0.618524
0.618430, 0.858250, 0.729995, 0.618430
0.618335, 0.858197, 0.729908, 0.618335
0.618243, 0.858143, 0.729822, 0.618243
0.618150, 0.858090, 0.729735, 0.618150
0.618058, 0.858036, 0.729648, 0.618058
0.617966, 0.857983, 0.729562, 0.617966
0.617872, 0.857929, 0.729475, 0.617872
0.617779, 0.857875, 0.729389, 0.617779
0.617687, 0.857822, 0.729303, 0.617687
0.617596, 0.857768, 0.729217, 0.617596
0.617504, 0.857715, 0.729130, 0.617504
0.617412, 0.857661, 0.729043, 0.617412
0.617321, 0.857607, 0.728956, 0.617321
0.617228, 0.857554, 0.728869, 0.617228
0.617136, 0.857500, 0.728781, 0.617136
0.617044, 0.857447, 0.728694, 0.617044
0.616951, 0.857393, 0.728606, 0.616951
0.616857, 0.857339, 0.728519, 0.616857
0.616762, 0.857286, 0.728432, 0.616762
0.616666, 0.857232, 0.728345, 0.616666
0.616570, 0.857178, 0.728258, 0.616570
0.616474, 0.857125, 0.728171, 0.616474
0.616377, 0.857071, 0.728083, 0.616377
0.616282, 0.857017, 0.727996, 0.616282
0.616187, 0.856964, 0.727908, 0.616187
0.616093, 0.856910, 0.727822, 0.616093
0.615999, 0.856856, 0.727736, 0.615999
0.615905, 0.856803, 0.727650, 0.615905
0.615812, 0.856749, 0.727564, 0.615812
0.615720, 0.856695, 0.727478, 0.615720
0.615629, 0.856642, 0.727393, 0.615629
0.615538, 0.856588, 0.727308, 0.615538
0.615449, 0.856534, 0.727223, 0.615449
0.615361, 0.856480, 0.727137, 0.615361
0.615274, 0.856427, 0.727053, 0.615274
0.615186, 0.856373, 0.726967, 0.615186
0.615097, 0.856319, 0.726882, 0.615097
0.615009, 0.856266, 0.726796, 0.615009
0.614921, 0.856212, 0.726711, 0.614921
0.614834, 0.856158, 0.726626, 0.614834
0.614746, 0.856104, 0.726540, 0.614746
0.614659, 0.856051, 0.726454, 0.614659
0.614573, 0.855997, 0.726369, 0.614573
0.614487, 0.855943, 0.726283, 0.614487
0.614402, 0.855889, 0.726198, 0.614402
0.614316, 0.855836, 0.726113, 0.614316
0.614230, 0.855782, 0.726027, 0.614230
0.614144, 0.855728, 0.725942, 0.614144
0.614059, 0.855674, 0.725857, 0.614059
0.613974, 0.855621, 0.725772, 0.613974
0.613889, 0.855567, 0.725687, 0.613889
0.613802, 0.855513, 0.725601, 0.613802
0.613716, 0.855459, 0.725516, 0.613716
0.613629, 0.855405, 0.725431, 0.613629
0.613543, 0.855352, 0.725347, 0.613543
0.613459, 0.855298, 0.725263, 0.613459
0.613373, 0.855244, 0.725179, 0.613373
0.613288, 0.855190, 0.725096, 0.613288
0.613201, 0.855137, 0.725011, 0.613201
0.613114, 0.855083, 0.724927, 0.613114
0.613028, 0.855029, 0.724844, 0.613028
0.612940, 0.854975, 0.724760, 0.612940
0.612854, 0.854921, 0.724678, 0.612854
0.612768, 0.854868, 0.724595, 0.612768
0.612682, 0.854814, 0.724513, 0.612682
0.612596, 0.854760, 0.724431, 0.612596
0.612511, 0.854706, 0.724349, 0.612511
0.612425, 0.854652, 0.724266, 0.612425
0.612338, 0.854598, 0.724185, 0.612338
0.612251, 0.854545, 0.724103, 0.612251
0.612164, 0.854491, 0.724022, 0.612164
0.612077, 0.854437, 0.723942, 0.612077
0.611991, 0.854383, 0.723862, 0.611991
0.611903, 0.854329, 0.723782, 0.611903
0.611815, 0.854275, 0.723701, 0.611815
0.611726, 0.854222, 0.723621, 0.611726
0.611638, 0.854168, 0.723541, 0.611638
0.611550, 0.854114, 0.723461, 0.611550
0.611462, 0.854060, 0.723381, 0.611462
0.611375, 0.854006, 0.723301, 0.611375
0.611287, 0.853952, 0.723220, 0.611287
0.611200, 0.853898, 0.723139, 0.611200
0.611113, 0.853845, 0.723058, 0.611113
0.611025, 0.853791, 0.722977, 0.611025
0.610937, 0.853737, 0.722896, 0.610937
0.610850, 0.853683, 0.722815, 0.610850
0.610764, 0.853629, 0.722735, 0.610764
0.610677, 0.853575, 0.722655, 0.610677
0.610591, 0.853521, 0.722573, 0.610591
0.610507, 0.853467, 0.722491, 0.610507
0.610423, 0.853413, 0.722410, 0.610423
0.610337, 0.853359, 0.722328, 0.610337
0.610251, 0.853305, 0.722247, 0.610251
0.610166, 0.853251, 0.722166, 0.610166
0.610080, 0.853197, 0.722085, 0.610080
0.609994, 0.853143, 0.722004, 0.609994
0.609908, 0.853089, 0.721923, 0.609908
0.609822, 0.853035, 0.721842, 0.609822
0.609737, 0.852981, 0.721760, 0.609737
0.609650, 0.852928, 0.721679, 0.609650
0.609560, 0.852874, 0.721597, 0.609560
0.609471, 0.852819, 0.721516, 0.609471
0.609381, 0.852765, 0.721433, 0.609381
0.609289, 0.852711, 0.721351, 0.609289
0.609198, 0.852657, 0.721269, 0.609198
0.609107, 0.852603, 0.721186, 0.609107
0.609017, 0.852549, 0.721104, 0.609017
0.608930, 0.852495, 0.721021, 0.608930
0.608843, 0.852441, 0.720939, 0.608843
0.608757, 0.852387, 0.720857, 0.608757
0.608670, 0.852333, 0.720775, 0.608670
0.608584, 0.852279, 0.720692, 0.608584
0.608498, 0.852225, 0.720610, 0.608498
0.608413, 0.852171, 0.720528, 0.608413
0.608327, 0.852117, 0.720446, 0.608327
0.608243, 0.852063, 0.720365, 0.608243
0.608160, 0.852009, 0.720284, 0.608160
0.608077, 0.851955, 0.720203, 0.608077
0.607997, 0.851901, 0.720122, 0.607997
0.607917, 0.851847, 0.720041, 0.607917
0.607838, 0.851793, 0.719960, 0.607838
0.607761, 0.851738, 0.719878, 0.607761
0.607685, 0.851684, 0.719797, 0.607685
0.607608, 0.851630, 0.719714, 0.607608
0.607532, 0.851576, 0.719633, 0.607532
0.607456, 0.851522, 0.719551, 0.607456
0.607380, 0.851468, 0.719469, 0.607380
0.607304, 0.851414, 0.719388, 0.607304
0.607227, 0.851360, 0.719306, 0.607227
0.607150, 0.851306, 0.719225, 0.607150
0.607070, 0.851251, 0.719144, 0.607070
0.606991, 0.851197, 0.719063, 0.606991
0.606913, 0.851143, 0.718983, 0.606913
0.606834, 0.851089, 0.718901, 0.606834
0.606756, 0.851035, 0.718820, 0.606756
0.606677, 0.850981, 0.718739, 0.606677
0.606599, 0.850926, 0.718658, 0.606599
0.606519, 0.850872, 0.718577, 0.606519
0.606441, 0.850818, 0.718496, 0.606441
0.606362, 0.850764, 0.718414, 0.606362
0.606285, 0.850710, 0.718333, 0.606285
0.606209, 0.850656, 0.718252, 0.606209
0.606131, 0.850601, 0.718171, 0.606131
0.606053, 0.850547, 0.718090, 0.606053
0.605975, 0.850493, 0.718009, 0.605975
0.605896, 0.850439, 0.717928, 0.605896
0.605816, 0.850384, 0.717846, 0.605816
0.605735, 0.850330, 0.717765, 0.605735
0.605653, 0.850276, 0.717683, 0.605653
0.605571, 0.850222, 0.717602, 0.605571
0.605490, 0.850167, 0.717521, 0.605490
0.605408, 0.850113, 0.717441, 0.605408
0.605327, 0.850059, 0.717360, 0.605327
0.605245, 0.850005, 0.717280, 0.605245
0.605164, 0.849950, 0.717201, 0.605164
0.605085, 0.849896, 0.717122, 0.605085
0.605008, 0.849842, 0.717043, 0.605008
0.604929, 0.849787, 0.716965, 0.604929
0.604851, 0.849733, 0.716887, 0.604851
0.604773, 0.849679, 0.716808, 0.604773
0.604694, 0.849624, 0.716730, 0.604694
0.604614, 0.849570, 0.716652, 0.604614
0.604534, 0.849516, 0.716574, 0.604534
0.604454, 0.849461, 0.716495, 0.604454
0.604373, 0.849407, 0.716415, 0.604373
0.604293, 0.849353, 0.716336, 0.604293
0.604211, 0.849298, 0.716256, 0.604211
0.604127, 0.849244, 0.716176, 0.604127
0.604044, 0.849189, 0.716096, 0.604044
0.603960, 0.849135, 0.716016, 0.603960
0.603876, 0.849081, 0.715936, 0.603876
0.603791, 0.849026, 0.715856, 0.603791
0.603706, 0.848972, 0.715775, 0.603706
0.603621, 0.848917, 0.715695, 0.603621
0.603537, 0.848863, 0.715615, 0.603537
0.603453, 0.848809, 0.715535, 0.603453
0.603368, 0.848754, 0.715456, 0.603368
0.603286, 0.848700, 0.715377, 0.603286
0.603203, 0.848645, 0.715297, 0.603203
0.603122, 0.848591, 0.715218, 0.603122
0.603042, 0.848536, 0.715139, 0.603042
0.602961, 0.848482, 0.715060, 0.602961
0.602880, 0.848427, 0.714981, 0.602880
0.602798, 0.848373, 0.714902, 0.602798
0.602716, 0.848318, 0.714823, 0.602716
0.602633, 0.848264, 0.714743, 0.602633
0.602549, 0.848209, 0.714664, 0.602549
0.602466, 0.848155, 0.714584, 0.602466
0.602382, 0.848100, 0.714505, 0.602382
0.602298, 0.848046, 0.714425, 0.602298
0.602213, 0.847991, 0.714346, 0.602213
0.602130, 0.847937, 0.714267, 0.602130
0.602045, 0.847882, 0.714188, 0.602045
0.601959, 0.847828, 0.714108, 0.601959
0.601873, 0.847773, 0.714029, 0.601873
0.601785, 0.847718, 0.713949, 0.601785
0.601695, 0.847664, 0.713869, 0.601695
0.601607, 0.847609, 0.713789, 0.601607
0.601518, 0.847555, 0.713710, 0.601518
0.601429, 0.847500, 0.713631, 0.601429
0.601341, 0.847446, 0.713552, 0.601341
0.601251, 0.847391, 0.713472, 0.601251
0.601162, 0.847336, 0.713393, 0.601162
0.601075, 0.847282, 0.713314, 0.601075
0.600988, 0.847227, 0.713235, 0.600988
0.600900, 0.847172, 0.713155, 0.600900
0.600813, 0.847118, 0.713075, 0.600813
0.600725, 0.847063, 0.712995, 0.600725
0.600636, 0.847009, 0.712915, 0.600636
0.600547, 0.846954, 0.712836, 0.600547
0.600458, 0.846899, 0.712756, 0.600458
0.600369, 0.846845, 0.712676, 0.600369
0.600281, 0.846790, 0.712597, 0.600281
0.600194, 0.846735, 0.712518, 0.600194
0.600106, 0.846681, 0.712438, 0.600106
0.600018, 0.846626, 0.712358, 0.600018
0.599931, 0.846571, 0.712279, 0.599931
0.599844, 0.846517, 0.712199, 0.599844
0.599758, 0.846462, 0.712119, 0.599758
0.599670, 0.846407, 0.712039, 0.599670
0.599584, 0.846353, 0.711960, 0.599584
0.599496, 0.846298, 0.711880, 0.599496
0.599409, 0.846243, 0.711801, 0.599409
0.599321, 0.846189, 0.711722, 0.599321
0.599231, 0.846134, 0.711642, 0.599231
0.599141, 0.846079, 0.711563, 0.599141
0.599051, 0.846025, 0.711483, 0.599051
0.598964, 0.845970, 0.711404, 0.598964
0.598877, 0.845915, 0.711324, 0.598877
0.598790, 0.845860, 0.711245, 0.598790
0.598704, 0.845806, 0.711166, 0.598704
0.598618, 0.845751, 0.711086, 0.598618
0.598531, 0.845696, 0.711008, 0.598531
0.598443, 0.845641, 0.710929, 0.598443
0.598353, 0.845587, 0.710850, 0.598353
0.598264, 0.845532, 0.710771, 0.598264
0.598177, 0.845477, 0.710692, 0.598177
0.598090, 0.845423, 0.710614, 0.598090
0.598001, 0.845368, 0.710535, 0.598001
0.597912, 0.845313, 0.710455, 0.597912
0.597823, 0.845258, 0.710376, 0.597823
0.597733, 0.845203, 0.710296, 0.597733
0.597645, 0.845149, 0.710217, 0.597645
0.597557, 0.845094, 0.710138, 0.597557
0.597469, 0.845039, 0.710060, 0.597469
0.597381, 0.844984, 0.709980, 0.597381
0.597294, 0.844930, 0.709901, 0.597294
0.597207, 0.844875, 0.709822, 0.597207
0.597119, 0.844820, 0.709743, 0.597119
0.597032, 0.844765, 0.709664, 0.597032
0.596945, 0.844710, 0.709585, 0.596945
0.596857, 0.844655, 0.709507, 0.596857
0.596770, 0.844601, 0.709429, 0.596770
0.596683, 0.844546, 0.709352, 0.596683
0.596593, 0.844491, 0.709274, 0.596593
0.596504, 0.844436, 0.709195, 0.596504
0.596415, 0.844381, 0.709117, 0.596415
0.596325, 0.844326, 0.709039, 0.596325
0.596237, 0.844272, 0.708961, 0.596237
0.596147, 0.844217, 0.708883, 0.596147
0.596057, 0.844162, 0.708804, 0.596057
0.595967, 0.844107, 0.708726, 0.595967
0.595877, 0.844052, 0.708648, 0.595877
0.595785, 0.843997, 0.708569, 0.595785
0.595691, 0.843942, 0.708490, 0.595691
0.595598, 0.843887, 0.708411, 0.595598
0.595505, 0.843832, 0.708331, 0.595505
0.595413, 0.843778, 0.708251, 0.595413
0.595321, 0.843723, 0.708171, 0.595321
0.595228, 0.843668, 0.708091, 0.595228
0.595135, 0.843613, 0.708011, 0.595135
0.595044, 0.843558, 0.707930, 0.595044
0.594953, 0.843503, 0.707849, 0.594953
0.594864, 0.843448, 0.707768, 0.594864
0.594776, 0.843393, 0.707687, 0.594776
0.594686, 0.843338, 0.707606, 0.594686
0.594596, 0.843283, 0.707525, 0.594596
0.594506, 0.843228, 0.707444, 0.594506
0.594417, 0.843173, 0.707363, 0.594417
0.594325, 0.843118, 0.707282, 0.594325
0.594234, 0.843063, 0.707200, 0.594234
0.594142, 0.843008, 0.707118, 0.594142
0.594051, 0.842953, 0.707037, 0.594051
0.593962, 0.842898, 0.706955, 0.593962
0.593872, 0.842843, 0.706874, 0.593872
0.593783, 0.842788, 0.706792, 0.593783
0.593692, 0.842733, 0.706711, 0.593692
0.593601, 0.842678, 0.706630, 0.593601
0.593511, 0.842623, 0.706549, 0.593511
0.593420, 0.842568, 0.706468, 0.593420
0.593329, 0.842513, 0.706387, 0.593329
0.593237, 0.842458, 0.706306, 0.593237
0.593144, 0.842403, 0.706225, 0.593144
0.593051, 0.842348, 0.706145, 0.593051
0.592957, 0.842293, 0.706064, 0.592957
0.592863, 0.842238, 0.705984, 0.592863
0.592769, 0.842183, 0.705904, 0.592769
0.592676, 0.842128, 0.705824, 0.592676
0.592584, 0.842073, 0.705745, 0.592584
0.592490, 0.842017, 0.705665, 0.592490
0.592396, 0.841962, 0.705586, 0.592396
0.592302, 0.841907, 0.705506, 0.592302
0.592207, 0.841852, 0.705427, 0.592207
0.592112, 0.841797, 0.705348, 0.592112
0.592016, 0.841742, 0.705268, 0.592016
0.591920, 0.841687, 0.705189, 0.591920
0.591825, 0.841632, 0.705109, 0.591825
0.591732, 0.841577, 0.705029, 0.591732
0.591638, 0.841522, 0.704949, 0.591638
0.591545, 0.841466, 0.704869, 0.591545
0.591451, 0.841411, 0.704789, 0.591451
0.591358, 0.841356, 0.704709, 0.591358
0.591264, 0.841301, 0.704629, 0.591264
0.591170, 0.841246, 0.704549, 0.591170
0.591076, 0.841191, 0.704470, 0.591076
0.590983, 0.841135, 0.704390, 0.590983
0.590888, 0.841080, 0.704311, 0.590888
0.590793, 0.841025, 0.704232, 0.590793
0.590698, 0.840970, 0.704152, 0.590698
0.590604, 0.840915, 0.704073, 0.590604
0.590511, 0.840860, 0.703994, 0.590511
0.590419, 0.840804, 0.703915, 0.590419
0.590328, 0.840749, 0.703837, 0.590328
0.590237, 0.840694, 0.703758, 0.590237
0.590146, 0.840639, 0.703679, 0.590146
0.590055, 0.840584, 0.703601, 0.590055
0.589966, 0.840528, 0.703522, 0.589966
0.589877, 0.840473, 0.703443, 0.589877
0.589790, 0.840418, 0.703365, 0.589790
0.589701, 0.840363, 0.703287, 0.589701
0.589611, 0.840307, 0.703208, 0.589611
0.589519, 0.840252, 0.703128, 0.589519
0.589428, 0.840197, 0.703049, 0.589428
0.589337, 0.840142, 0.702969, 0.589337
0.589247, 0.840086, 0.702889, 0.589247
0.589157, 0.840031, 0.702810, 0.589157
0.589067, 0.839976, 0.702731, 0.589067
0.588980, 0.839921, 0.702653, 0.588980
0.588891, 0.839865, 0.702573, 0.588891
0.588802, 0.839810, 0.702494, 0.588802
0.588713, 0.839755, 0.702414, 0.588713
0.588623, 0.839699, 0.702334, 0.588623
0.588532, 0.839644, 0.702254, 0.588532
0.588441, 0.839589, 0.702174, 0.588441
0.588349, 0.839534, 0.702094, 0.588349
0.588256, 0.839478, 0.702015, 0.588256
0.588161, 0.839423, 0.701935, 0.588161
0.588069, 0.839368, 0.701856, 0.588069
0.587976, 0.839312, 0.701778, 0.587976
0.587883, 0.839257, 0.701700, 0.587883
0.587792, 0.839202, 0.701622, 0.587792
0.587701, 0.839146, 0.701544, 0.587701
0.587610, 0.839091, 0.701467, 0.587610
0.587520, 0.839036, 0.701389, 0.587520
0.587428, 0.838980, 0.701311, 0.587428
0.587335, 0.838925, 0.701233, 0.587335
0.587243, 0.838870, 0.701156, 0.587243
0.587151, 0.838814, 0.701079, 0.587151
0.587060, 0.838759, 0.701002, 0.587060
0.586966, 0.838704, 0.700925, 0.586966
0.586872, 0.838648, 0.700849, 0.586872
0.586777, 0.838593, 0.700771, 0.586777
0.586683, 0.838537, 0.700694, 0.586683
0.586587, 0.838482, 0.700617, 0.586587
0.586490, 0.838427, 0.700539, 0.586490
0.586395, 0.838371, 0.700462, 0.586395
0.586300, 0.838316, 0.700385, 0.586300
0.586205, 0.838260, 0.700309, 0.586205
0.586109, 0.838205, 0.700232, 0.586109
0.586014, 0.838150, 0.700156, 0.586014
0.585921, 0.838094, 0.700080, 0.585921
0.585828, 0.838039, 0.700004, 0.585828
0.585734, 0.837983, 0.699927, 0.585734
0.585640, 0.837928, 0.699849, 0.585640
0.585546, 0.837872, 0.699772, 0.585546
0.585451, 0.837817, 0.699694, 0.585451
0.585356, 0.837762, 0.699616, 0.585356
0.585262, 0.837706, 0.699539, 0.585262
0.585166, 0.837651, 0.699462, 0.585166
0.585069, 0.837595, 0.699385, 0.585069
0.584974, 0.837540, 0.699307, 0.584974
0.584878, 0.837484, 0.699229, 0.584878
0.584783, 0.837429, 0.699151, 0.584783
0.584688, 0.837373, 0.699073, 0.584688
0.584595, 0.837318, 0.698994, 0.584595
0.584500, 0.837262, 0.698915, 0.584500
0.584405, 0.837207, 0.698837, 0.584405
0.584308, 0.837151, 0.698758, 0.584308
0.584214, 0.837095, 0.698678, 0.584214
0.584120, 0.837040, 0.698599, 0.584120
0.584024, 0.836984, 0.698521, 0.584024
0.583928, 0.836929, 0.698442, 0.583928
0.583831, 0.836873, 0.698363, 0.583831
0.583734, 0.836818, 0.698284, 0.583734
0.583637, 0.836762, 0.698205, 0.583637
0.583541, 0.836707, 0.698127, 0.583541
0.583446, 0.836651, 0.698049, 0.583446
0.583350, 0.836595, 0.697970, 0.583350
0.583254, 0.836540, 0.697892, 0.583254
0.583158, 0.836484, 0.697814, 0.583158
0.583060, 0.836429, 0.697736, 0.583060
0.582961, 0.836373, 0.697657, 0.582961
0.582863, 0.836317, 0.697579, 0.582863
0.582763, 0.836262, 0.697500, 0.582763
0.582664, 0.836206, 0.697422, 0.582664
0.582566, 0.836150, 0.697343, 0.582566
0.582469, 0.836095, 0.697264, 0.582469
0.582373, 0.836039, 0.697186, 0.582373
0.582276, 0.835983, 0.697108, 0.582276
0.582180, 0.835928, 0.697029, 0.582180
0.582084, 0.835872, 0.696951, 0.582084
0.581988, 0.835816, 0.696872, 0.581988
0.581893, 0.835761, 0.696795, 0.581893
0.581801, 0.835705, 0.696718, 0.581801
0.581707, 0.835649, 0.696640, 0.581707
0.581614, 0.835594, 0.696562, 0.581614
0.581522, 0.835538, 0.696485, 0.581522
0.581429, 0.835482, 0.696408, 0.581429
0.581336, 0.835426, 0.696330, 0.581336
0.581243, 0.835371, 0.696253, 0.581243
0.581152, 0.835315, 0.696176, 0.581152
0.581060, 0.835259, 0.696097, 0.581060
0.580969, 0.835203, 0.696019, 0.580969
0.580877, 0.835148, 0.695941, 0.580877
0.580785, 0.835092, 0.695862, 0.580785
0.580694, 0.835036, 0.695784, 0.580694
0.580604, 0.834980, 0.695706, 0.580604
0.580514, 0.834925, 0.695628, 0.580514
0.580425, 0.834869, 0.695551, 0.580425
0.580336, 0.834813, 0.695473, 0.580336
0.580248, 0.834757, 0.695395, 0.580248
0.580161, 0.834701, 0.695318, 0.580161
0.580073, 0.834646, 0.695241, 0.580073
0.579988, 0.834590, 0.695164, 0.579988
0.579903, 0.834534, 0.695088, 0.579903
0.579818, 0.834478, 0.695012, 0.579818
0.579735, 0.834422, 0.694936, 0.579735
0.579654, 0.834366, 0.694860, 0.579654
0.579573, 0.834311, 0.694785, 0.579573
0.579492, 0.834255, 0.694710, 0.579492
0.579411, 0.834199, 0.694635, 0.579411
0.579331, 0.834143, 0.694560, 0.579331
0.579249, 0.834087, 0.694484, 0.579249
0.579167, 0.834031, 0.694409, 0.579167
0.579087, 0.833975, 0.694334, 0.579087
0.579007, 0.833919, 0.694259, 0.579007
0.578926, 0.833864, 0.694183, 0.578926
0.578844, 0.833808, 0.694107, 0.578844
0.578761, 0.833752, 0.694029, 0.578761
0.578679, 0.833696, 0.693952, 0.578679
0.578595, 0.833640, 0.693875, 0.578595
0.578511, 0.833584, 0.693799, 0.578511
0.578426, 0.833528, 0.693722, 0.578426
0.578341, 0.833472, 0.693645, 0.578341
0.578254, 0.833416, 0.693568, 0.578254
0.578166, 0.833360, 0.693491, 0.578166
0.578078, 0.833304, 0.693413, 0.578078
0.577991, 0.833248, 0.693336, 0.577991
0.577903, 0.833192, 0.693259, 0.577903
0.577818, 0.833136, 0.693183, 0.577818
0.577734, 0.833080, 0.693106, 0.577734
0.577651, 0.833024, 0.693030, 0.577651
0.577567, 0.832968, 0.692953, 0.577567
0.577484, 0.832912, 0.692877, 0.577484
0.577398, 0.832856, 0.692800, 0.577398
0.577312, 0.832800, 0.692723, 0.577312
0.577227, 0.832744, 0.692646, 0.577227
0.577141, 0.832688, 0.692568, 0.577141
0.577055, 0.832632, 0.692491, 0.577055
0.576969, 0.832576, 0.692413, 0.576969
0.576884, 0.832520, 0.692334, 0.576884
0.576799, 0.832464, 0.692256, 0.576799
0.576714, 0.832408, 0.692177, 0.576714
0.576628, 0.832352, 0.692098, 0.576628
0.576544, 0.832296, 0.692019, 0.576544
0.576460, 0.832240, 0.691940, 0.576460
0.576374, 0.832184, 0.691861, 0.576374
0.576288, 0.832127, 0.691782, 0.576288
0.576205, 0.832071, 0.691703, 0.576205
0.576122, 0.832015, 0.691624, 0.576122
0.576040, 0.831959, 0.691546, 0.576040
0.575958, 0.831903, 0.691468, 0.575958
0.575877, 0.831847, 0.691390, 0.575877
0.575796, 0.831791, 0.691313, 0.575796
0.575717, 0.831735, 0.691236, 0.575717
0.575639, 0.831678, 0.691158, 0.575639
0.575561, 0.831622, 0.691081, 0.575561
0.575482, 0.831566, 0.691003, 0.575482
0.575403, 0.831510, 0.690926, 0.575403
0.575325, 0.831454, 0.690849, 0.575325
0.575247, 0.831397, 0.690772, 0.575247
0.575169, 0.831341, 0.690695, 0.575169
0.575092, 0.831285, 0.690618, 0.575092
0.575014, 0.831229, 0.690542, 0.575014
0.574934, 0.831173, 0.690466, 0.574934
0.574854, 0.831116, 0.690390, 0.574854
0.574774, 0.831060, 0.690314, 0.574774
0.574692, 0.831004, 0.690238, 0.574692
0.574611, 0.830948, 0.690162, 0.574611
0.574530, 0.830891, 0.690086, 0.574530
0.574450, 0.830835, 0.690011, 0.574450
0.574370, 0.830779, 0.689936, 0.574370
0.574290, 0.830723, 0.689861, 0.574290
0.574211, 0.830666, 0.689786, 0.574211
0.574132, 0.830610, 0.689711, 0.574132
0.574052, 0.830554, 0.689636, 0.574052
0.573971, 0.830498, 0.689561, 0.573971
0.573891, 0.830441, 0.689486, 0.573891
0.573811, 0.830385, 0.689412, 0.573811
0.573731, 0.830329, 0.689337, 0.573731
0.573649, 0.830272, 0.689262, 0.573649
0.573567, 0.830216, 0.689187, 0.573567
0.573484, 0.830160, 0.689112, 0.573484
0.573401, 0.830103, 0.689038, 0.573401
0.573318, 0.830047, 0.688964, 0.573318
0.573235, 0.829991, 0.688890, 0.573235
0.573151, 0.829934, 0.688817, 0.573151
0.573067, 0.829878, 0.688744, 0.573067
0.572980, 0.829822, 0.688671, 0.572980
0.572893, 0.829765, 0.688597, 0.572893
0.572804, 0.829709, 0.688523, 0.572804
0.572716, 0.829652, 0.688448, 0.572716
0.572630, 0.829596, 0.688373, 0.572630
0.572544, 0.829540, 0.688299, 0.572544
0.572459, 0.829483, 0.688225, 0.572459
0.572373, 0.829427, 0.688152, 0.572373
0.572288, 0.829370, 0.688078, 0.572288
0.572203, 0.829314, 0.688004, 0.572203
0.572118, 0.829257, 0.687930, 0.572118
0.572032, 0.829201, 0.687855, 0.572032
0.571948, 0.829145, 0.687780, 0.571948
0.571861, 0.829088, 0.687704, 0.571861
0.571775, 0.829032, 0.687628, 0.571775
0.571687, 0.828975, 0.687552, 0.571687
0.571598, 0.828919, 0.687475, 0.571598
0.571508, 0.828862, 0.687398, 0.571508
0.571417, 0.828806, 0.687321, 0.571417
0.571327, 0.828749, 0.687244, 0.571327
