N, Var_U, Var_CV, Var_P, Var_R
100000, 1.619783, 0.000041, 0.003314, 0.000266
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.924807, 0.996214, 0.985583, 0.924807
102, 0.856693, 0.990070, 0.971554, 0.856693
153, 0.796520, 0.981794, 0.958018, 0.796520
204, 0.745204, 0.971821, 0.944578, 0.745204
255, 0.698826, 0.960198, 0.931003, 0.698826
306, 0.652759, 0.947142, 0.917086, 0.652759
357, 0.611808, 0.933034, 0.902998, 0.611808
408, 0.572660, 0.918141, 0.888656, 0.572660
459, 0.532311, 0.902742, 0.873921, 0.532311
510, 0.492192, 0.887059, 0.859292, 0.492192
561, 0.455722, 0.870726, 0.844636, 0.455722
612, 0.420924, 0.853641, 0.829837, 0.420924
663, 0.387932, 0.835894, 0.815140, 0.387932
714, 0.358072, 0.817658, 0.800514, 0.358072
765, 0.329203, 0.799081, 0.785932, 0.329203
816, 0.300097, 0.780060, 0.771508, 0.300097
867, 0.272249, 0.760670, 0.756613, 0.272249
918, 0.243495, 0.740975, 0.741303, 0.243495
969, 0.219623, 0.721164, 0.726188, 0.219623
1020, 0.195318, 0.701771, 0.711440, 0.195318
1071, 0.173633, 0.682889, 0.696318, 0.173633
1122, 0.156351, 0.664476, 0.681908, 0.156351
1173, 0.147638, 0.646589, 0.667809, 0.147638
1224, 0.138403, 0.629635, 0.653984, 0.138403
1275, 0.129789, 0.614217, 0.640422, 0.129789
1326, 0.122201, 0.600036, 0.627249, 0.122201
1377, 0.114471, 0.587284, 0.614775, 0.114471
1428, 0.109683, 0.575993, 0.602581, 0.109683
1479, 0.104718, 0.565959, 0.590037, 0.104718
1530, 0.100034, 0.556937, 0.577939, 0.100034
1581, 0.095608, 0.548669, 0.566946, 0.095608
1632, 0.085140, 0.540546, 0.556023, 0.085140
1683, 0.070852, 0.532250, 0.546023, 0.070852
1734, 0.058153, 0.523920, 0.536359, 0.058153
1785, 0.048692, 0.515826, 0.526484, 0.048692
1836, 0.044211, 0.508091, 0.517134, 0.044211
1887, 0.043797, 0.500618, 0.507489, 0.043797
1938, 0.044113, 0.493578, 0.497201, 0.044113
1989, 0.044887, 0.487118, 0.486703, 0.044887
2040, 0.045672, 0.481381, 0.476172, 0.045672
2091, 0.050025, 0.476418, 0.465795, 0.050025
2142, 0.052064, 0.471977, 0.455173, 0.052064
2193, 0.047460, 0.467849, 0.444503, 0.047460
2244, 0.041059, 0.463825, 0.433449, 0.041059
2295, 0.037086, 0.459896, 0.422768, 0.037086
2346, 0.037409, 0.456017, 0.412829, 0.037409
2397, 0.036872, 0.452149, 0.401886, 0.036872
2448, 0.032653, 0.448303, 0.390956, 0.032653
2499, 0.028340, 0.444485, 0.380219, 0.028340
2550, 0.022351, 0.440700, 0.369176, 0.022351
2601, 0.016389, 0.437012, 0.358152, 0.016389
2652, 0.005003, 0.433423, 0.346830, 0.005003
2703, -0.004738, 0.429926, 0.336331, -0.004738
2754, -0.008270, 0.426585, 0.327013, -0.008270
2805, -0.012481, 0.423463, 0.318000, -0.012481
2856, -0.017593, 0.420671, 0.309363, -0.017593
2907, -0.024962, 0.418273, 0.300755, -0.024962
2958, -0.031099, 0.416314, 0.291683, -0.031099
3009, -0.036155, 0.414794, 0.282491, -0.036155
3060, -0.041626, 0.413639, 0.273862, -0.041626
3111, -0.046658, 0.412739, 0.266305, -0.046658
3162, -0.050502, 0.412135, 0.259499, -0.050502
3213, -0.057283, 0.411833, 0.252280, -0.057283
3264, -0.066584, 0.411750, 0.245032, -0.066584
3315, -0.073146, 0.411788, 0.237885, -0.073146
3366, -0.076362, 0.411901, 0.231724, -0.076362
3417, -0.079744, 0.412048, 0.225685, -0.079744
3468, -0.080179, 0.412200, 0.220111, -0.080179
3519, -0.082634, 0.412313, 0.215058, -0.082634
3570, -0.078766, 0.412384, 0.209805, -0.078766
3621, -0.076035, 0.412395, 0.204981, -0.076035
3672, -0.077096, 0.412366, 0.199461, -0.077096
3723, -0.076818, 0.412316, 0.193616, -0.076818
3774, -0.078420, 0.412284, 0.188102, -0.078420
3825, -0.078908, 0.412237, 0.182399, -0.078908
3876, -0.079002, 0.412122, 0.175982, -0.079002
3927, -0.079084, 0.411923, 0.169758, -0.079084
3978, -0.077342, 0.411637, 0.164975, -0.077342
4029, -0.077283, 0.411270, 0.161221, -0.077283
4080, -0.078889, 0.410807, 0.157250, -0.078889
4131, -0.080430, 0.410144, 0.152776, -0.080430
4182, -0.079968, 0.409228, 0.148899, -0.079968
4233, -0.076063, 0.408064, 0.144468, -0.076063
4284, -0.070123, 0.406665, 0.140249, -0.070123
4335, -0.061303, 0.405050, 0.137297, -0.061303
4386, -0.054080, 0.403243, 0.134563, -0.054080
4437, -0.044988, 0.401302, 0.131814, -0.044988
4488, -0.036238, 0.399271, 0.128947, -0.036238
4539, -0.029956, 0.397159, 0.125149, -0.029956
4590, -0.024139, 0.394956, 0.121687, -0.024139
4641, -0.020519, 0.392654, 0.118083, -0.020519
4692, -0.016823, 0.390258, 0.115018, -0.016823
4743, -0.012102, 0.387777, 0.112127, -0.012102
4794, -0.007201, 0.385208, 0.109262, -0.007201
4845, -0.006333, 0.382526, 0.106444, -0.006333
4896, -0.007104, 0.379695, 0.103470, -0.007104
4947, -0.007810, 0.376717, 0.101064, -0.007810
4998, -0.007770, 0.373605, 0.099026, -0.007770
5049, -0.008897, 0.370385, 0.096801, -0.008897
5100, -0.015913, 0.367057, 0.094692, -0.015913
5151, -0.016951, 0.363623, 0.091166, -0.016951
5202, -0.015714, 0.360085, 0.087541, -0.015714
5253, -0.012072, 0.356449, 0.084541, -0.012072
5304, -0.007537, 0.352745, 0.080991, -0.007537
5355, -0.002260, 0.349057, 0.076413, -0.002260
5406, 0.002773, 0.345480, 0.071637, 0.002773
5457, 0.006413, 0.341961, 0.067177, 0.006413
5508, 0.013429, 0.338502, 0.062941, 0.013429
5559, 0.025864, 0.335129, 0.059543, 0.025864
5610, 0.036456, 0.331880, 0.056528, 0.036456
5661, 0.043360, 0.328775, 0.052829, 0.043360
5712, 0.049113, 0.325777, 0.049117, 0.049113
5763, 0.053278, 0.322803, 0.045986, 0.053278
5814, 0.058347, 0.319828, 0.042604, 0.058347
5865, 0.059591, 0.316869, 0.039455, 0.059591
5916, 0.060036, 0.313956, 0.035130, 0.060036
5967, 0.062001, 0.311116, 0.029920, 0.062001
6018, 0.065646, 0.308296, 0.024047, 0.065646
6069, 0.067896, 0.305496, 0.017581, 0.067896
6120, 0.069042, 0.302724, 0.010323, 0.069042
6171, 0.069184, 0.300031, 0.002616, 0.069184
6222, 0.069407, 0.297459, -0.004777, 0.069407
6273, 0.067416, 0.295011, -0.011623, 0.067416
6324, 0.061887, 0.292725, -0.017510, 0.061887
6375, 0.058007, 0.290548, -0.023511, 0.058007
6426, 0.053218, 0.288445, -0.028878, 0.053218
6477, 0.050209, 0.286383, -0.033808, 0.050209
6528, 0.046119, 0.284348, -0.038201, 0.046119
6579, 0.042539, 0.282382, -0.042293, 0.042539
6630, 0.034134, 0.280512, -0.046459, 0.034134
6681, 0.027070, 0.278768, -0.049265, 0.027070
6732, 0.017197, 0.277143, -0.051968, 0.017197
6783, 0.007768, 0.275625, -0.054888, 0.007768
6834, 0.007039, 0.274196, -0.057766, 0.007039
6885, 0.010754, 0.272859, -0.060706, 0.010754
6936, 0.014372, 0.271611, -0.062695, 0.014372
6987, 0.014038, 0.270419, -0.064219, 0.014038
7038, 0.007422, 0.269249, -0.065689, 0.007422
7089, -0.000475, 0.268085, -0.067650, -0.000475
7140, -0.007506, 0.266917, -0.070618, -0.007506
7191, -0.011342, 0.265744, -0.074417, -0.011342
7242, -0.013574, 0.264534, -0.078717, -0.013574
7293, -0.014035, 0.263288, -0.082953, -0.014035
7344, -0.008792, 0.262023, -0.086936, -0.008792
7395, 0.000668, 0.260734, -0.090782, 0.000668
7446, 0.008051, 0.259413, -0.093537, 0.008051
7497, 0.015274, 0.258083, -0.095860, 0.015274
7548, 0.023792, 0.256772, -0.098291, 0.023792
7599, 0.032825, 0.255477, -0.099436, 0.032825
7650, 0.044782, 0.254214, -0.099095, 0.044782
7701, 0.053157, 0.252949, -0.098384, 0.053157
7752, 0.062783, 0.251676, -0.097803, 0.062783
7803, 0.072905, 0.250388, -0.097108, 0.072905
7854, 0.078487, 0.249081, -0.095787, 0.078487
7905, 0.082590, 0.247757, -0.094482, 0.082590
7956, 0.087350, 0.246417, -0.093043, 0.087350
8007, 0.090844, 0.245069, -0.092066, 0.090844
8058, 0.090433, 0.243725, -0.090512, 0.090433
8109, 0.087664, 0.242390, -0.088178, 0.087664
8160, 0.085987, 0.241067, -0.085248, 0.085987
8211, 0.086553, 0.239757, -0.082178, 0.086553
8262, 0.089979, 0.238468, -0.078362, 0.089979
8313, 0.097449, 0.237212, -0.074984, 0.097449
8364, 0.105748, 0.236000, -0.070900, 0.105748
8415, 0.114090, 0.234834, -0.066061, 0.114090
8466, 0.119580, 0.233709, -0.060393, 0.119580
8517, 0.121575, 0.232637, -0.054351, 0.121575
8568, 0.120527, 0.231640, -0.048408, 0.120527
8619, 0.118995, 0.230747, -0.041416, 0.118995
8670, 0.114740, 0.229987, -0.034039, 0.114740
8721, 0.109059, 0.229314, -0.025623, 0.109059
8772, 0.106850, 0.228704, -0.016980, 0.106850
8823, 0.105667, 0.228153, -0.008444, 0.105667
8874, 0.101483, 0.227652, 0.000230, 0.101483
8925, 0.092799, 0.227197, 0.008812, 0.092799
8976, 0.087096, 0.226804, 0.016915, 0.087096
9027, 0.082308, 0.226477, 0.024570, 0.082308
9078, 0.076315, 0.226208, 0.031308, 0.076315
9129, 0.067943, 0.226003, 0.037824, 0.067943
9180, 0.060952, 0.225898, 0.044014, 0.060952
9231, 0.054003, 0.225922, 0.049755, 0.054003
9282, 0.046951, 0.226055, 0.056122, 0.046951
9333, 0.040360, 0.226301, 0.062437, 0.040360
9384, 0.037150, 0.226619, 0.069031, 0.037150
9435, 0.034760, 0.227001, 0.075302, 0.034760
9486, 0.030682, 0.227449, 0.081038, 0.030682
9537, 0.024414, 0.227952, 0.085942, 0.024414
9588, 0.018990, 0.228487, 0.090254, 0.018990
9639, 0.013632, 0.229041, 0.093827, 0.013632
9690, 0.008180, 0.229604, 0.097263, 0.008180
9741, 0.009116, 0.230174, 0.100221, 0.009116
9792, 0.012778, 0.230753, 0.102389, 0.012778
9843, 0.011735, 0.231346, 0.104367, 0.011735
9894, 0.007437, 0.231955, 0.106436, 0.007437
9945, 0.004805, 0.232566, 0.107916, 0.004805
9996, 0.001336, 0.233170, 0.109374, 0.001336
10047, -0.001530, 0.233770, 0.111439, -0.001530
10098, -0.006059, 0.234378, 0.113597, -0.006059
10149, -0.010380, 0.234987, 0.114872, -0.010380
10200, -0.014680, 0.235577, 0.116119, -0.014680
10251, -0.011520, 0.236145, 0.117556, -0.011520
10302, -0.007660, 0.236685, 0.119082, -0.007660
10353, -0.007407, 0.237197, 0.121078, -0.007407
10404, -0.004911, 0.237685, 0.122729, -0.004911
10455, -0.000927, 0.238172, 0.124266, -0.000927
10506, 0.007065, 0.238667, 0.125800, 0.007065
10557, 0.014883, 0.239185, 0.127034, 0.014883
10608, 0.017286, 0.239741, 0.129010, 0.017286
10659, 0.011565, 0.240334, 0.130894, 0.011565
10710, 0.002360, 0.240955, 0.132353, 0.002360
10761, -0.007004, 0.241591, 0.133715, -0.007004
10812, -0.014721, 0.242239, 0.136126, -0.014721
10863, -0.021749, 0.242904, 0.139220, -0.021749
10914, -0.028141, 0.243584, 0.142272, -0.028141
10965, -0.028698, 0.244259, 0.143546, -0.028698
11016, -0.036757, 0.244912, 0.143804, -0.036757
11067, -0.042069, 0.245530, 0.145313, -0.042069
11118, -0.044018, 0.246104, 0.146839, -0.044018
11169, -0.045142, 0.246627, 0.147363, -0.045142
11220, -0.048266, 0.247060, 0.148127, -0.048266
11271, -0.051240, 0.247367, 0.149050, -0.051240
11322, -0.054250, 0.247521, 0.150098, -0.054250
11373, -0.056559, 0.247501, 0.151052, -0.056559
11424, -0.063995, 0.247318, 0.151950, -0.063995
11475, -0.074759, 0.246961, 0.154143, -0.074759
11526, -0.082575, 0.246420, 0.155824, -0.082575
11577, -0.093577, 0.245705, 0.155912, -0.093577
11628, -0.102917, 0.244842, 0.155969, -0.102917
11679, -0.113261, 0.243840, 0.155547, -0.113261
11730, -0.121179, 0.242734, 0.154774, -0.121179
11781, -0.126888, 0.241474, 0.153613, -0.126888
11832, -0.132441, 0.240006, 0.152412, -0.132441
11883, -0.135778, 0.238320, 0.151644, -0.135778
11934, -0.137645, 0.236429, 0.150070, -0.137645
11985, -0.138544, 0.234351, 0.148205, -0.138544
12036, -0.139621, 0.232104, 0.146464, -0.139621
12087, -0.140136, 0.229706, 0.145135, -0.140136
12138, -0.135943, 0.227177, 0.144002, -0.135943
12189, -0.132753, 0.224539, 0.143252, -0.132753
12240, -0.125649, 0.221809, 0.142359, -0.125649
12291, -0.120031, 0.218999, 0.141433, -0.120031
12342, -0.113797, 0.216130, 0.140432, -0.113797
12393, -0.101342, 0.213227, 0.139189, -0.101342
12444, -0.086873, 0.210305, 0.138270, -0.086873
12495, -0.075406, 0.207375, 0.137714, -0.075406
12546, -0.066130, 0.204463, 0.137540, -0.066130
12597, -0.059038, 0.201579, 0.137006, -0.059038
12648, -0.053381, 0.198703, 0.136440, -0.053381
12699, -0.052927, 0.195848, 0.136113, -0.052927
12750, -0.052526, 0.193052, 0.135968, -0.052526
12801, -0.047243, 0.190361, 0.136179, -0.047243
12852, -0.042736, 0.187779, 0.136466, -0.042736
12903, -0.041178, 0.185280, 0.136858, -0.041178
12954, -0.038363, 0.182849, 0.137698, -0.038363
13005, -0.041415, 0.180466, 0.137237, -0.041415
13056, -0.044674, 0.178137, 0.136151, -0.044674
13107, -0.050765, 0.175857, 0.134857, -0.050765
13158, -0.058093, 0.173652, 0.132902, -0.058093
13209, -0.060965, 0.171564, 0.130897, -0.060965
13260, -0.061125, 0.169639, 0.128546, -0.061125
13311, -0.061372, 0.167894, 0.125267, -0.061372
13362, -0.061488, 0.166279, 0.121348, -0.061488
13413, -0.063344, 0.164737, 0.118277, -0.063344
13464, -0.066790, 0.163210, 0.116089, -0.066790
13515, -0.067327, 0.161699, 0.113911, -0.067327
13566, -0.063665, 0.160201, 0.112191, -0.063665
13617, -0.060502, 0.158723, 0.110261, -0.060502
13668, -0.056197, 0.157263, 0.108515, -0.056197
13719, -0.052676, 0.155813, 0.107189, -0.052676
13770, -0.047736, 0.154374, 0.105214, -0.047736
13821, -0.046371, 0.152955, 0.102914, -0.046371
13872, -0.044932, 0.151563, 0.099768, -0.044932
13923, -0.041788, 0.150194, 0.097384, -0.041788
13974, -0.043063, 0.148846, 0.094603, -0.043063
14025, -0.044017, 0.147513, 0.091929, -0.044017
