N, Var_U, Var_CV, Var_P, Var_R
4284, 0.065959, 0.721143, 0.074838, 0.065959
4335, 0.063883, 0.719119, 0.070283, 0.063883
4386, 0.060177, 0.717142, 0.065777, 0.060177
4437, 0.054356, 0.715198, 0.061328, 0.054356
4488, 0.049969, 0.713272, 0.057367, 0.049969
4539, 0.046851, 0.711341, 0.054990, 0.046851
4590, 0.043454, 0.709410, 0.052194, 0.043454
4641, 0.040473, 0.707509, 0.049510, 0.040473
4692, 0.037973, 0.705651, 0.046600, 0.037973
4743, 0.034413, 0.703833, 0.043842, 0.034413
4794, 0.031737, 0.702045, 0.041418, 0.031737
4845, 0.029318, 0.700284, 0.038758, 0.029318
4896, 0.027576, 0.698546, 0.035734, 0.027576
4947, 0.026178, 0.696813, 0.033059, 0.026178
4998, 0.023100, 0.695073, 0.029019, 0.023100
5049, 0.021109, 0.693326, 0.023951, 0.021109
5100, 0.018585, 0.691582, 0.019273, 0.018585
5151, 0.015477, 0.689844, 0.015231, 0.015477
5202, 0.012565, 0.688126, 0.011213, 0.012565
5253, 0.008740, 0.686415, 0.006851, 0.008740
5304, 0.005516, 0.684701, 0.001492, 0.005516
5355, 0.000355, 0.682987, -0.004301, 0.000355
5406, -0.007784, 0.681270, -0.012205, -0.007784
5457, -0.016533, 0.679549, -0.022150, -0.016533
5508, -0.028010, 0.677822, -0.033731, -0.028010
5559, -0.039837, 0.676087, -0.045517, -0.039837
5610, -0.051182, 0.674342, -0.056540, -0.051182
5661, -0.064243, 0.672600, -0.067559, -0.064243
5712, -0.076836, 0.670874, -0.078356, -0.076836
5763, -0.089786, 0.669161, -0.088981, -0.089786
5814, -0.101301, 0.667463, -0.097940, -0.101301
5865, -0.110893, 0.665778, -0.106117, -0.110893
5916, -0.115693, 0.664089, -0.112788, -0.115693
5967, -0.120864, 0.662380, -0.120124, -0.120864
6018, -0.123636, 0.660654, -0.125200, -0.123636
6069, -0.125278, 0.658919, -0.129215, -0.125278
6120, -0.125051, 0.657185, -0.131718, -0.125051
6171, -0.122415, 0.655454, -0.133169, -0.122415
6222, -0.118458, 0.653729, -0.133059, -0.118458
6273, -0.117631, 0.651997, -0.134169, -0.117631
6324, -0.116687, 0.650256, -0.134456, -0.116687
6375, -0.115260, 0.648504, -0.134791, -0.115260
6426, -0.112206, 0.646745, -0.135250, -0.112206
6477, -0.109022, 0.644978, -0.136913, -0.109022
6528, -0.105976, 0.643197, -0.139584, -0.105976
6579, -0.101766, 0.641404, -0.142349, -0.101766
6630, -0.099640, 0.639595, -0.145582, -0.099640
6681, -0.101712, 0.637769, -0.151190, -0.101712
6732, -0.105378, 0.635922, -0.158125, -0.105378
6783, -0.111030, 0.634053, -0.165137, -0.111030
6834, -0.118239, 0.632159, -0.173482, -0.118239
6885, -0.125884, 0.630239, -0.182070, -0.125884
6936, -0.133271, 0.628292, -0.190006, -0.133271
6987, -0.139391, 0.626317, -0.197247, -0.139391
7038, -0.147515, 0.624321, -0.205602, -0.147515
7089, -0.158364, 0.622305, -0.216269, -0.158364
7140, -0.169148, 0.620262, -0.227589, -0.169148
7191, -0.179802, 0.618187, -0.239376, -0.179802
7242, -0.188885, 0.616078, -0.250350, -0.188885
7293, -0.199088, 0.613931, -0.261967, -0.199088
7344, -0.210828, 0.611745, -0.273929, -0.210828
7395, -0.222083, 0.609525, -0.284217, -0.222083
7446, -0.231630, 0.607282, -0.293472, -0.231630
7497, -0.241234, 0.605033, -0.302033, -0.241234
7548, -0.249983, 0.602789, -0.309737, -0.249983
7599, -0.258986, 0.600516, -0.317135, -0.258986
7650, -0.270220, 0.598203, -0.325234, -0.270220
7701, -0.280865, 0.595859, -0.331939, -0.280865
7752, -0.292536, 0.593482, -0.338905, -0.292536
7803, -0.301833, 0.591071, -0.345586, -0.301833
7854, -0.309212, 0.588631, -0.349807, -0.309212
7905, -0.317067, 0.586153, -0.353482, -0.317067
7956, -0.322317, 0.583627, -0.355361, -0.322317
8007, -0.327666, 0.581052, -0.357502, -0.327666
8058, -0.332890, 0.578422, -0.359899, -0.332890
8109, -0.335583, 0.575733, -0.362239, -0.335583
8160, -0.339856, 0.572979, -0.364634, -0.339856
8211, -0.345905, 0.570155, -0.368653, -0.345905
8262, -0.351260, 0.567254, -0.372852, -0.351260
8313, -0.355223, 0.564270, -0.376275, -0.355223
8364, -0.360147, 0.561198, -0.379437, -0.360147
8415, -0.362886, 0.558036, -0.381601, -0.362886
8466, -0.364785, 0.554786, -0.382390, -0.364785
8517, -0.363517, 0.551452, -0.382450, -0.363517
8568, -0.360954, 0.548035, -0.381261, -0.360954
8619, -0.356676, 0.544543, -0.378564, -0.356676
8670, -0.354095, 0.540988, -0.376426, -0.354095
8721, -0.352033, 0.537373, -0.374283, -0.352033
8772, -0.347403, 0.533718, -0.370625, -0.347403
8823, -0.341837, 0.530040, -0.367231, -0.341837
8874, -0.336904, 0.526361, -0.364759, -0.336904
8925, -0.330601, 0.522710, -0.359935, -0.330601
8976, -0.327447, 0.519118, -0.355039, -0.327447
9027, -0.327262, 0.515549, -0.351578, -0.327262
9078, -0.326581, 0.511979, -0.347685, -0.326581
9129, -0.324748, 0.508386, -0.342997, -0.324748
9180, -0.320307, 0.504771, -0.336976, -0.320307
9231, -0.316992, 0.501121, -0.331765, -0.316992
9282, -0.313177, 0.497422, -0.326952, -0.313177
9333, -0.308160, 0.493665, -0.321843, -0.308160
9384, -0.300828, 0.489848, -0.315095, -0.300828
9435, -0.293420, 0.485974, -0.308137, -0.293420
9486, -0.286535, 0.482050, -0.300417, -0.286535
9537, -0.278479, 0.478080, -0.293150, -0.278479
9588, -0.271992, 0.474062, -0.287973, -0.271992
9639, -0.265425, 0.469995, -0.282703, -0.265425
9690, -0.258446, 0.465885, -0.277006, -0.258446
9741, -0.251033, 0.461740, -0.270744, -0.251033
9792, -0.244124, 0.457574, -0.263439, -0.244124
9843, -0.238846, 0.453421, -0.258272, -0.238846
9894, -0.235068, 0.449301, -0.254311, -0.235068
9945, -0.231374, 0.445192, -0.250599, -0.231374
9996, -0.227267, 0.441084, -0.247306, -0.227267
10047, -0.223417, 0.436962, -0.243802, -0.223417
10098, -0.220226, 0.432814, -0.240286, -0.220226
10149, -0.217949, 0.428637, -0.236241, -0.217949
10200, -0.216694, 0.424431, -0.232550, -0.216694
10251, -0.214358, 0.420198, -0.228826, -0.214358
10302, -0.210088, 0.415943, -0.224029, -0.210088
10353, -0.204397, 0.411665, -0.218829, -0.204397
10404, -0.198969, 0.407358, -0.213293, -0.198969
10455, -0.194095, 0.403020, -0.208676, -0.194095
10506, -0.190669, 0.398651, -0.205595, -0.190669
10557, -0.189096, 0.394254, -0.202761, -0.189096
10608, -0.189198, 0.389850, -0.201019, -0.189198
10659, -0.189831, 0.385454, -0.200648, -0.189831
10710, -0.190352, 0.381050, -0.197888, -0.190352
10761, -0.191800, 0.376632, -0.194911, -0.191800
10812, -0.194994, 0.372195, -0.193147, -0.194994
10863, -0.198673, 0.367769, -0.190820, -0.198673
10914, -0.200452, 0.363370, -0.187727, -0.200452
10965, -0.200788, 0.358994, -0.185381, -0.200788
11016, -0.201291, 0.354629, -0.182475, -0.201291
11067, -0.199933, 0.350294, -0.179615, -0.199933
11118, -0.199401, 0.346020, -0.177822, -0.199401
11169, -0.200437, 0.341802, -0.176702, -0.200437
11220, -0.202400, 0.337645, -0.176285, -0.202400
11271, -0.202255, 0.333627, -0.174734, -0.202255
11322, -0.202646, 0.329768, -0.173601, -0.202646
11373, -0.199652, 0.326065, -0.170850, -0.199652
11424, -0.195590, 0.322533, -0.166722, -0.195590
11475, -0.190869, 0.319186, -0.162270, -0.190869
11526, -0.186003, 0.316012, -0.158089, -0.186003
11577, -0.180084, 0.312985, -0.152357, -0.180084
11628, -0.173607, 0.310093, -0.145187, -0.173607
11679, -0.167463, 0.307302, -0.137740, -0.167463
11730, -0.158914, 0.304624, -0.130605, -0.158914
11781, -0.148762, 0.302026, -0.123806, -0.148762
11832, -0.139578, 0.299489, -0.115714, -0.139578
11883, -0.131146, 0.296978, -0.106738, -0.131146
11934, -0.121066, 0.294472, -0.097424, -0.121066
11985, -0.111613, 0.291983, -0.088536, -0.111613
12036, -0.103426, 0.289520, -0.080489, -0.103426
12087, -0.093675, 0.287096, -0.072614, -0.093675
12138, -0.084932, 0.284718, -0.064521, -0.084932
12189, -0.077085, 0.282396, -0.058264, -0.077085
12240, -0.070917, 0.280148, -0.053358, -0.070917
12291, -0.068317, 0.277977, -0.050066, -0.068317
12342, -0.067921, 0.275859, -0.048894, -0.067921
12393, -0.066521, 0.273763, -0.047565, -0.066521
12444, -0.064847, 0.271670, -0.046845, -0.064847
12495, -0.062536, 0.269576, -0.045865, -0.062536
12546, -0.062427, 0.267473, -0.045356, -0.062427
12597, -0.061264, 0.265356, -0.044244, -0.061264
12648, -0.060898, 0.263226, -0.043090, -0.060898
12699, -0.059069, 0.261089, -0.041116, -0.059069
12750, -0.056014, 0.258945, -0.038971, -0.056014
12801, -0.049193, 0.256795, -0.035499, -0.049193
12852, -0.040349, 0.254659, -0.030416, -0.040349
12903, -0.029981, 0.252555, -0.024717, -0.029981
12954, -0.022430, 0.250463, -0.019705, -0.022430
13005, -0.012888, 0.248394, -0.012382, -0.012888
13056, -0.002665, 0.246343, -0.004858, -0.002665
13107, 0.007328, 0.244307, 0.003133, 0.007328
13158, 0.017923, 0.242287, 0.010373, 0.017923
13209, 0.028079, 0.240269, 0.017162, 0.028079
13260, 0.036579, 0.238246, 0.023369, 0.036579
13311, 0.044246, 0.236231, 0.029100, 0.044246
13362, 0.050375, 0.234233, 0.033947, 0.050375
13413, 0.056062, 0.232283, 0.038999, 0.056062
13464, 0.061996, 0.230403, 0.043130, 0.061996
13515, 0.067367, 0.228595, 0.046004, 0.067367
13566, 0.074023, 0.226855, 0.051066, 0.074023
13617, 0.080903, 0.225161, 0.055980, 0.080903
13668, 0.085795, 0.223502, 0.059995, 0.085795
13719, 0.090146, 0.221884, 0.062521, 0.090146
13770, 0.092664, 0.220302, 0.064981, 0.092664
13821, 0.095884, 0.218765, 0.067522, 0.095884
13872, 0.099998, 0.217280, 0.069954, 0.099998
13923, 0.104402, 0.215831, 0.071565, 0.104402
13974, 0.107683, 0.214408, 0.073086, 0.107683
14025, 0.111478, 0.213011, 0.075033, 0.111478
14076, 0.114434, 0.211632, 0.077458, 0.114434
14127, 0.118129, 0.210255, 0.079771, 0.118129
14178, 0.121226, 0.208873, 0.082241, 0.121226
14229, 0.123285, 0.207482, 0.085173, 0.123285
14280, 0.124869, 0.206082, 0.089766, 0.124869
14331, 0.126246, 0.204671, 0.095024, 0.126246
14382, 0.126145, 0.203251, 0.099277, 0.126145
14433, 0.124624, 0.201826, 0.101735, 0.124624
14484, 0.123029, 0.200397, 0.104388, 0.123029
14535, 0.122661, 0.198964, 0.108530, 0.122661
14586, 0.122414, 0.197524, 0.112086, 0.122414
14637, 0.121565, 0.196077, 0.115189, 0.121565
14688, 0.118354, 0.194620, 0.115674, 0.118354
14739, 0.114567, 0.193150, 0.116066, 0.114567
14790, 0.108705, 0.191669, 0.116728, 0.108705
14841, 0.102490, 0.190176, 0.116954, 0.102490
14892, 0.095956, 0.188672, 0.116320, 0.095956
14943, 0.087494, 0.187158, 0.113663, 0.087494
14994, 0.080055, 0.185635, 0.111109, 0.080055
15045, 0.074186, 0.184099, 0.110266, 0.074186
15096, 0.070600, 0.182550, 0.111351, 0.070600
15147, 0.069781, 0.180992, 0.114312, 0.069781
15198, 0.069105, 0.179432, 0.117431, 0.069105
15249, 0.068982, 0.177884, 0.119721, 0.068982
15300, 0.067684, 0.176358, 0.122095, 0.067684
15351, 0.067256, 0.174849, 0.124329, 0.067256
15402, 0.068781, 0.173349, 0.126757, 0.068781
15453, 0.070227, 0.171855, 0.129593, 0.070227
15504, 0.072967, 0.170359, 0.134470, 0.072967
15555, 0.076429, 0.168853, 0.140234, 0.076429
15606, 0.078203, 0.167345, 0.145271, 0.078203
15657, 0.081794, 0.165833, 0.150137, 0.081794
15708, 0.087132, 0.164311, 0.155840, 0.087132
15759, 0.095896, 0.162777, 0.163412, 0.095896
15810, 0.103013, 0.161236, 0.169370, 0.103013
15861, 0.108631, 0.159681, 0.173213, 0.108631
15912, 0.112656, 0.158105, 0.176277, 0.112656
15963, 0.114635, 0.156507, 0.178867, 0.114635
16014, 0.117046, 0.154887, 0.182004, 0.117046
16065, 0.120336, 0.153247, 0.184360, 0.120336
16116, 0.125636, 0.151587, 0.185936, 0.125636
16167, 0.131482, 0.149908, 0.187822, 0.131482
16218, 0.136916, 0.148217, 0.190004, 0.136916
16269, 0.140978, 0.146507, 0.192866, 0.140978
16320, 0.144471, 0.144775, 0.195303, 0.144471
16371, 0.143739, 0.143018, 0.195700, 0.143739
16422, 0.143273, 0.141228, 0.196088, 0.143273
16473, 0.143812, 0.139406, 0.196618, 0.143812
16524, 0.144459, 0.137553, 0.196960, 0.144459
16575, 0.144681, 0.135669, 0.195786, 0.144681
16626, 0.143755, 0.133749, 0.194546, 0.143755
16677, 0.144129, 0.131790, 0.193436, 0.144129
16728, 0.144904, 0.129788, 0.192397, 0.144904
16779, 0.144621, 0.127743, 0.192219, 0.144621
16830, 0.144210, 0.125653, 0.191577, 0.144210
16881, 0.145442, 0.123517, 0.191158, 0.145442
16932, 0.146979, 0.121333, 0.190353, 0.146979
16983, 0.147028, 0.119099, 0.189277, 0.147028
17034, 0.145340, 0.116818, 0.187780, 0.145340
17085, 0.143304, 0.114493, 0.186319, 0.143304
17136, 0.141730, 0.112136, 0.183611, 0.141730
17187, 0.138735, 0.109742, 0.178864, 0.138735
17238, 0.136908, 0.107309, 0.174766, 0.136908
17289, 0.136289, 0.104834, 0.171027, 0.136289
17340, 0.134739, 0.102316, 0.167568, 0.134739
17391, 0.135299, 0.099752, 0.164944, 0.135299
17442, 0.133629, 0.097138, 0.160276, 0.133629
17493, 0.131743, 0.094473, 0.156640, 0.131743
17544, 0.129401, 0.091763, 0.152962, 0.129401
17595, 0.124644, 0.089016, 0.147615, 0.124644
17646, 0.117632, 0.086240, 0.141168, 0.117632
17697, 0.110163, 0.083428, 0.133898, 0.110163
17748, 0.101063, 0.080585, 0.127142, 0.101063
17799, 0.092229, 0.077718, 0.120647, 0.092229
17850, 0.084344, 0.074834, 0.114434, 0.084344
17901, 0.075919, 0.071929, 0.107265, 0.075919
17952, 0.068135, 0.069006, 0.101177, 0.068135
18003, 0.060321, 0.066064, 0.095414, 0.060321
18054, 0.052994, 0.063111, 0.088883, 0.052994
18105, 0.046216, 0.060147, 0.083130, 0.046216
18156, 0.041919, 0.057177, 0.078938, 0.041919
18207, 0.037404, 0.054216, 0.074658, 0.037404
18258, 0.032947, 0.051262, 0.072149, 0.032947
18309, 0.030124, 0.048302, 0.070658, 0.030124
18360, 0.031210, 0.045330, 0.071841, 0.031210
18411, 0.034156, 0.042337, 0.072581, 0.034156
18462, 0.037182, 0.039319, 0.073320, 0.037182
18513, 0.040811, 0.036276, 0.073925, 0.040811
18564, 0.042504, 0.033207, 0.073305, 0.042504
18615, 0.043464, 0.030109, 0.071969, 0.043464
18666, 0.043485, 0.026984, 0.069524, 0.043485
18717, 0.044780, 0.023831, 0.067999, 0.044780
18768, 0.044961, 0.020651, 0.065148, 0.044961
18819, 0.044532, 0.017447, 0.061751, 0.044532
18870, 0.039365, 0.014217, 0.055778, 0.039365
18921, 0.034827, 0.010968, 0.051450, 0.034827
18972, 0.032180, 0.007696, 0.048579, 0.032180
19023, 0.032712, 0.004398, 0.047102, 0.032712
19074, 0.034437, 0.001071, 0.045477, 0.034437
19125, 0.035536, -0.002289, 0.044327, 0.035536
19176, 0.032866, -0.005677, 0.041198, 0.032866
19227, 0.031523, -0.009084, 0.037543, 0.031523
19278, 0.027917, -0.012498, 0.032077, 0.027917
19329, 0.024731, -0.015911, 0.027762, 0.024731
19380, 0.023363, -0.019322, 0.025190, 0.023363
19431, 0.023244, -0.022720, 0.023374, 0.023244
19482, 0.023967, -0.026091, 0.020592, 0.023967
19533, 0.026414, -0.029430, 0.019995, 0.026414
19584, 0.028548, -0.032734, 0.018653, 0.028548
19635, 0.029171, -0.036003, 0.016681, 0.029171
19686, 0.029155, -0.039247, 0.015046, 0.029155
19737, 0.027624, -0.042443, 0.013192, 0.027624
19788, 0.025227, -0.045576, 0.011635, 0.025227
19839, 0.022104, -0.048629, 0.010015, 0.022104
19890, 0.021936, -0.051608, 0.008417, 0.021936
19941, 0.020838, -0.054516, 0.006032, 0.020838
19992, 0.017468, -0.057340, 0.004071, 0.017468
20043, 0.016814, -0.060084, 0.002742, 0.016814
20094, 0.019175, -0.062728, 0.003633, 0.019175
20145, 0.019422, -0.065279, 0.004584, 0.019422
20196, 0.020162, -0.067742, 0.005734, 0.020162
20247, 0.019563, -0.070142, 0.005091, 0.019563
20298, 0.018511, -0.072491, 0.003872, 0.018511
20349, 0.018442, -0.074791, 0.000650, 0.018442
20400, 0.017800, -0.077056, -0.003010, 0.017800
20451, 0.017142, -0.079283, -0.006563, 0.017142
20502, 0.017484, -0.081452, -0.010138, 0.017484
20553, 0.017783, -0.083545, -0.013257, 0.017783
20604, 0.017643, -0.085561, -0.017115, 0.017643
20655, 0.016364, -0.087487, -0.021231, 0.016364
20706, 0.017879, -0.089292, -0.024742, 0.017879
20757, 0.020921, -0.090983, -0.028069, 0.020921
20808, 0.022919, -0.092574, -0.031202, 0.022919
20859, 0.024611, -0.094072, -0.034082, 0.024611
20910, 0.024506, -0.095489, -0.036227, 0.024506
20961, 0.022161, -0.096848, -0.038908, 0.022161
21012, 0.018463, -0.098177, -0.042835, 0.018463
21063, 0.014500, -0.099492, -0.045897, 0.014500
21114, 0.010828, -0.100809, -0.048881, 0.010828
21165, 0.008159, -0.102126, -0.051109, 0.008159
21216, 0.007057, -0.103437, -0.052599, 0.007057
21267, 0.003395, -0.104737, -0.054226, 0.003395
21318, -0.003181, -0.106008, -0.056779, -0.003181
21369, -0.012487, -0.107251, -0.061687, -0.012487
21420, -0.020473, -0.108468, -0.065834, -0.020473
21471, -0.029036, -0.109654, -0.071389, -0.029036
21522, -0.038843, -0.110815, -0.077330, -0.038843
21573, -0.049188, -0.111947, -0.084641, -0.049188
21624, -0.061100, -0.113052, -0.091880, -0.061100
21675, -0.070616, -0.114134, -0.096783, -0.070616
21726, -0.080815, -0.115188, -0.102588, -0.080815
21777, -0.090014, -0.116211, -0.108459, -0.090014
21828, -0.097432, -0.117215, -0.112693, -0.097432
21879, -0.104569, -0.118202, -0.115994, -0.104569
21930, -0.111073, -0.119183, -0.118096, -0.111073
21981, -0.118709, -0.120156, -0.120712, -0.118709
22032, -0.127074, -0.121115, -0.123953, -0.127074
22083, -0.133310, -0.122060, -0.127036, -0.133310
22134, -0.137439, -0.122996, -0.128659, -0.137439
22185, -0.139851, -0.123921, -0.128835, -0.139851
22236, -0.140548, -0.124832, -0.128224, -0.140548
22287, -0.139570, -0.125724, -0.127085, -0.139570
22338, -0.137551, -0.126590, -0.126284, -0.137551
22389, -0.135404, -0.127423, -0.124423, -0.135404
22440, -0.132325, -0.128230, -0.121428, -0.132325
22491, -0.126518, -0.129018, -0.117259, -0.126518
22542, -0.120175, -0.129801, -0.112491, -0.120175
22593, -0.114113, -0.130594, -0.107854, -0.114113
22644, -0.109189, -0.131398, -0.102180, -0.109189
22695, -0.104120, -0.132213, -0.096723, -0.104120
22746, -0.097560, -0.133030, -0.090622, -0.097560
22797, -0.091093, -0.133834, -0.084905, -0.091093
22848, -0.084443, -0.134607, -0.079549, -0.084443
22899, -0.077837, -0.135358, -0.074630, -0.077837
22950, -0.072829, -0.136099, -0.071601, -0.072829
23001, -0.070866, -0.136831, -0.069168, -0.070866
23052, -0.072220, -0.137549, -0.067779, -0.072220
23103, -0.074119, -0.138241, -0.067105, -0.074119
23154, -0.076512, -0.138897, -0.067657, -0.076512
23205, -0.078376, -0.139498, -0.068821, -0.078376
23256, -0.080200, -0.140034, -0.069551, -0.080200
23307, -0.081623, -0.140498, -0.070310, -0.081623
23358, -0.082288, -0.140913, -0.071497, -0.082288
23409, -0.083840, -0.141288, -0.074077, -0.083840
23460, -0.086491, -0.141616, -0.076746, -0.086491
23511, -0.087121, -0.141909, -0.076855, -0.087121
23562, -0.087592, -0.142156, -0.076501, -0.087592
23613, -0.090685, -0.142354, -0.077483, -0.090685
23664, -0.092445, -0.142510, -0.079195, -0.092445
23715, -0.092874, -0.142653, -0.080737, -0.092874
23766, -0.093679, -0.142793, -0.082875, -0.093679
23817, -0.096199, -0.142930, -0.085685, -0.096199
23868, -0.101144, -0.143061, -0.091247, -0.101144
23919, -0.106471, -0.143183, -0.097547, -0.106471
23970, -0.111334, -0.143305, -0.103425, -0.111334
24021, -0.118447, -0.143428, -0.109588, -0.118447
24072, -0.124768, -0.143555, -0.115361, -0.124768
24123, -0.129933, -0.143686, -0.120409, -0.129933
24174, -0.134635, -0.143823, -0.125197, -0.134635
24225, -0.141537, -0.143966, -0.131220, -0.141537
24276, -0.147841, -0.144118, -0.137194, -0.147841
24327, -0.152308, -0.144279, -0.140409, -0.152308
24378, -0.157490, -0.144449, -0.143438, -0.157490
24429, -0.162724, -0.144631, -0.145966, -0.162724
24480, -0.169564, -0.144823, -0.148356, -0.169564
24531, -0.176358, -0.145025, -0.149512, -0.176358
24582, -0.180870, -0.145237, -0.149837, -0.180870
24633, -0.182990, -0.145463, -0.149783, -0.182990
24684, -0.184228, -0.145704, -0.151594, -0.184228
24735, -0.183030, -0.145958, -0.151817, -0.183030
24786, -0.183416, -0.146227, -0.151912, -0.183416
24837, -0.184294, -0.146515, -0.151875, -0.184294
24888, -0.185987, -0.146820, -0.152561, -0.185987
24939, -0.187424, -0.147143, -0.153780, -0.187424
24990, -0.186805, -0.147478, -0.154097, -0.186805
25041, -0.185955, -0.147825, -0.153244, -0.185955
25092, -0.185264, -0.148191, -0.152495, -0.185264
25143, -0.186137, -0.148576, -0.153601, -0.186137
25194, -0.188151, -0.148980, -0.155339, -0.188151
25245, -0.188753, -0.149404, -0.154940, -0.188753
25296, -0.188318, -0.149848, -0.152710, -0.188318
25347, -0.187889, -0.150311, -0.150798, -0.187889
25398, -0.188278, -0.150791, -0.150574, -0.188278
25449, -0.187737, -0.151288, -0.150104, -0.187737
25500, -0.185234, -0.151801, -0.148282, -0.185234
25551, -0.182975, -0.152332, -0.146515, -0.182975
25602, -0.180428, -0.152881, -0.145015, -0.180428
25653, -0.177571, -0.153447, -0.144659, -0.177571
25704, -0.173649, -0.154031, -0.144062, -0.173649
25755, -0.168077, -0.154632, -0.143990, -0.168077
25806, -0.163370, -0.155249, -0.144422, -0.163370
25857, -0.161668, -0.155878, -0.146137, -0.161668
25908, -0.161061, -0.156521, -0.148028, -0.161061
25959, -0.162182, -0.157178, -0.148727, -0.162182
26010, -0.162455, -0.157844, -0.148912, -0.162455
26061, -0.160579, -0.158518, -0.147272, -0.160579
26112, -0.157896, -0.159195, -0.145334, -0.157896
26163, -0.153153, -0.159864, -0.141315, -0.153153
26214, -0.150187, -0.160529, -0.136627, -0.150187
26265, -0.149054, -0.161198, -0.132352, -0.149054
