N, Var_U, Var_CV, Var_P, Var_R
100000, 2.932734, 0.000168, 0.005354, 0.000482
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.955911, 0.995603, 0.990895, 0.955911
102, 0.914608, 0.990795, 0.981793, 0.914608
153, 0.877605, 0.985573, 0.972722, 0.877605
204, 0.845138, 0.980098, 0.963479, 0.845138
255, 0.814998, 0.974200, 0.953606, 0.814998
306, 0.786914, 0.967921, 0.943283, 0.786914
357, 0.759641, 0.961316, 0.932975, 0.759641
408, 0.732444, 0.954391, 0.922425, 0.732444
459, 0.708997, 0.947217, 0.912063, 0.708997
510, 0.685962, 0.939781, 0.901938, 0.685962
561, 0.665595, 0.932051, 0.891864, 0.665595
612, 0.645643, 0.924047, 0.882379, 0.645643
663, 0.625186, 0.915856, 0.873402, 0.625186
714, 0.604612, 0.907485, 0.864426, 0.604612
765, 0.584039, 0.898893, 0.855311, 0.584039
816, 0.563856, 0.890117, 0.846692, 0.563856
867, 0.544294, 0.881342, 0.838186, 0.544294
918, 0.526154, 0.872764, 0.830026, 0.526154
969, 0.509467, 0.864570, 0.821776, 0.509467
1020, 0.494773, 0.856618, 0.813552, 0.494773
1071, 0.483211, 0.848885, 0.805759, 0.483211
1122, 0.471049, 0.841110, 0.797817, 0.471049
1173, 0.457842, 0.833454, 0.789779, 0.457842
1224, 0.443635, 0.825901, 0.781746, 0.443635
1275, 0.429750, 0.818381, 0.773353, 0.429750
1326, 0.415909, 0.810824, 0.764559, 0.415909
1377, 0.402228, 0.803215, 0.755703, 0.402228
1428, 0.387728, 0.795549, 0.746773, 0.387728
1479, 0.372681, 0.787859, 0.737316, 0.372681
1530, 0.357616, 0.780156, 0.727563, 0.357616
1581, 0.341718, 0.772389, 0.717846, 0.341718
1632, 0.326727, 0.764577, 0.707883, 0.326727
1683, 0.315895, 0.756763, 0.697621, 0.315895
1734, 0.305622, 0.748980, 0.687576, 0.305622
1785, 0.294721, 0.741229, 0.677533, 0.294721
1836, 0.283827, 0.733456, 0.667083, 0.283827
1887, 0.274507, 0.725704, 0.656603, 0.274507
1938, 0.263954, 0.718088, 0.646356, 0.263954
