N, Var_U, Var_CV, Var_P, Var_R
100000, 8.667645, 0.007536, 0.001438, 0.001425
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.974806, 0.998796, 0.983251, 0.974806
102, 0.950420, 0.997480, 0.966742, 0.950420
153, 0.927527, 0.996107, 0.951002, 0.927527
204, 0.903901, 0.994748, 0.935009, 0.903901
255, 0.882153, 0.993541, 0.919758, 0.882153
306, 0.862955, 0.992570, 0.906455, 0.862955
357, 0.845074, 0.991808, 0.893363, 0.845074
408, 0.828223, 0.991210, 0.880550, 0.828223
459, 0.812413, 0.990661, 0.868086, 0.812413
510, 0.798281, 0.990161, 0.856308, 0.798281
561, 0.785948, 0.989640, 0.845211, 0.785948
612, 0.773820, 0.989082, 0.834161, 0.773820
663, 0.761766, 0.988467, 0.823267, 0.761766
714, 0.751076, 0.987755, 0.812344, 0.751076
765, 0.740719, 0.986954, 0.801928, 0.740719
816, 0.729409, 0.986067, 0.790915, 0.729409
867, 0.718849, 0.985097, 0.779948, 0.718849
918, 0.709552, 0.984056, 0.769384, 0.709552
969, 0.701218, 0.982974, 0.759216, 0.701218
1020, 0.692508, 0.981867, 0.749806, 0.692508
1071, 0.683307, 0.980747, 0.741806, 0.683307
1122, 0.674537, 0.979635, 0.734789, 0.674537
1173, 0.664985, 0.978533, 0.726551, 0.664985
1224, 0.655266, 0.977434, 0.717493, 0.655266
1275, 0.646128, 0.976298, 0.708477, 0.646128
1326, 0.638045, 0.975108, 0.700285, 0.638045
1377, 0.628738, 0.973880, 0.691828, 0.628738
1428, 0.618348, 0.972633, 0.682649, 0.618348
1479, 0.608335, 0.971365, 0.674008, 0.608335
1530, 0.598250, 0.970081, 0.665271, 0.598250
1581, 0.587082, 0.968763, 0.655804, 0.587082
1632, 0.575755, 0.967400, 0.645862, 0.575755
1683, 0.565425, 0.965994, 0.636647, 0.565425
1734, 0.555758, 0.964550, 0.627239, 0.555758
1785, 0.545090, 0.963067, 0.617369, 0.545090
1836, 0.534838, 0.961550, 0.607208, 0.534838
1887, 0.524213, 0.960010, 0.596911, 0.524213
1938, 0.513187, 0.958443, 0.586522, 0.513187
1989, 0.501623, 0.956846, 0.576268, 0.501623
2040, 0.489500, 0.955236, 0.565818, 0.489500
2091, 0.478108, 0.953604, 0.555029, 0.478108
2142, 0.468274, 0.951938, 0.545036, 0.468274
2193, 0.459317, 0.950243, 0.534904, 0.459317
2244, 0.452608, 0.948527, 0.525779, 0.452608
2295, 0.444943, 0.946785, 0.515941, 0.444943
2346, 0.436066, 0.945017, 0.504942, 0.436066
2397, 0.426648, 0.943232, 0.493776, 0.426648
2448, 0.417323, 0.941440, 0.482793, 0.417323
2499, 0.408213, 0.939634, 0.471794, 0.408213
2550, 0.398202, 0.937818, 0.460739, 0.398202
2601, 0.389420, 0.935998, 0.449560, 0.389420
2652, 0.379764, 0.934165, 0.438364, 0.379764
2703, 0.370228, 0.932312, 0.427074, 0.370228
2754, 0.359868, 0.930435, 0.414530, 0.359868
2805, 0.349101, 0.928530, 0.402212, 0.349101
2856, 0.337070, 0.926599, 0.389522, 0.337070
2907, 0.324177, 0.924644, 0.377348, 0.324177
2958, 0.310425, 0.922679, 0.365227, 0.310425
3009, 0.296795, 0.920715, 0.353173, 0.296795
3060, 0.284026, 0.918755, 0.341543, 0.284026
3111, 0.272129, 0.916792, 0.330917, 0.272129
3162, 0.262335, 0.914823, 0.321511, 0.262335
3213, 0.251812, 0.912841, 0.311782, 0.251812
3264, 0.239939, 0.910842, 0.301917, 0.239939
3315, 0.228577, 0.908829, 0.292239, 0.228577
3366, 0.217470, 0.906806, 0.282197, 0.217470
3417, 0.205623, 0.904778, 0.271285, 0.205623
3468, 0.194635, 0.902746, 0.261333, 0.194635
3519, 0.183287, 0.900707, 0.251204, 0.183287
3570, 0.173806, 0.898660, 0.242370, 0.173806
3621, 0.166521, 0.896602, 0.234754, 0.166521
3672, 0.158806, 0.894533, 0.226690, 0.158806
3723, 0.150324, 0.892449, 0.218069, 0.150324
3774, 0.141285, 0.890350, 0.209320, 0.141285
3825, 0.132973, 0.888246, 0.200967, 0.132973
3876, 0.124374, 0.886128, 0.192519, 0.124374
3927, 0.117455, 0.883995, 0.185356, 0.117455
3978, 0.111516, 0.881855, 0.179569, 0.111516
4029, 0.106989, 0.879714, 0.173904, 0.106989
4080, 0.102451, 0.877566, 0.167327, 0.102451
4131, 0.097907, 0.875422, 0.160917, 0.097907
4182, 0.094461, 0.873287, 0.155152, 0.094461
4233, 0.089730, 0.871168, 0.149552, 0.089730
4284, 0.084392, 0.869074, 0.143445, 0.084392
4335, 0.078943, 0.867010, 0.137281, 0.078943
4386, 0.073442, 0.864964, 0.130910, 0.073442
4437, 0.067708, 0.862919, 0.124861, 0.067708
4488, 0.062428, 0.860863, 0.118655, 0.062428
4539, 0.057930, 0.858801, 0.112591, 0.057930
4590, 0.053729, 0.856727, 0.105554, 0.053729
4641, 0.047965, 0.854638, 0.097289, 0.047965
4692, 0.040589, 0.852539, 0.088503, 0.040589
