N, Var_U, Var_CV, Var_P, Var_R
100000, 0.108350, 0.000006, 0.000005, 0.000018
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.929135, 0.993510, 0.932379, 0.929135
102, 0.866895, 0.986565, 0.870296, 0.866895
153, 0.800943, 0.979228, 0.804468, 0.800943
204, 0.737029, 0.971555, 0.741070, 0.737029
255, 0.681147, 0.963617, 0.685260, 0.681147
306, 0.625622, 0.955464, 0.629504, 0.625622
357, 0.579421, 0.947109, 0.583095, 0.579421
408, 0.536071, 0.938570, 0.539564, 0.536071
459, 0.494321, 0.929887, 0.498398, 0.494321
510, 0.457935, 0.921074, 0.462053, 0.457935
561, 0.425200, 0.912145, 0.428896, 0.425200
612, 0.395265, 0.903117, 0.398862, 0.395265
663, 0.369148, 0.893992, 0.372171, 0.369148
714, 0.341479, 0.884874, 0.344011, 0.341479
765, 0.318480, 0.876346, 0.320279, 0.318480
816, 0.297720, 0.868334, 0.299200, 0.297720
867, 0.281084, 0.860731, 0.281716, 0.281084
918, 0.265621, 0.853491, 0.266374, 0.265621
969, 0.252224, 0.846571, 0.253377, 0.252224
1020, 0.241875, 0.839831, 0.242103, 0.241875
1071, 0.232384, 0.833240, 0.232966, 0.232384
1122, 0.226078, 0.826700, 0.226672, 0.226078
1173, 0.220488, 0.820087, 0.221108, 0.220488
1224, 0.216015, 0.813362, 0.216366, 0.216015
1275, 0.210590, 0.806564, 0.211287, 0.210590
1326, 0.208363, 0.799724, 0.208555, 0.208363
1377, 0.207224, 0.792988, 0.206996, 0.207224
1428, 0.205527, 0.786327, 0.205690, 0.205527
1479, 0.201928, 0.779720, 0.202357, 0.201928
1530, 0.197222, 0.773158, 0.197887, 0.197222
1581, 0.191075, 0.766640, 0.191228, 0.191075
1632, 0.188751, 0.760177, 0.188670, 0.188751
1683, 0.183807, 0.753762, 0.184010, 0.183807
1734, 0.176116, 0.747360, 0.176459, 0.176116
1785, 0.166088, 0.740967, 0.166380, 0.166088
1836, 0.155809, 0.734552, 0.155852, 0.155809
1887, 0.147688, 0.728123, 0.146829, 0.147688
1938, 0.138819, 0.721672, 0.137858, 0.138819
1989, 0.132351, 0.715202, 0.130693, 0.132351
2040, 0.121581, 0.708727, 0.119900, 0.121581
2091, 0.111639, 0.702487, 0.109434, 0.111639
2142, 0.098631, 0.696771, 0.096919, 0.098631
2193, 0.079760, 0.691532, 0.078934, 0.079760
2244, 0.060556, 0.686733, 0.059741, 0.060556
2295, 0.045981, 0.682319, 0.044982, 0.045981
2346, 0.032406, 0.677981, 0.031369, 0.032406
2397, 0.017160, 0.673543, 0.016078, 0.017160
2448, 0.003224, 0.669042, 0.002250, 0.003224
2499, -0.008399, 0.664759, -0.009494, -0.008399
2550, -0.018297, 0.660734, -0.019583, -0.018297
2601, -0.027918, 0.656926, -0.028703, -0.027918
2652, -0.034108, 0.653323, -0.034698, -0.034108
2703, -0.036590, 0.649890, -0.037360, -0.036590
