N, Var_U, Var_CV, Var_P, Var_R
100000, 12.177674, 0.002829, 0.003292, 0.002002
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.982310, 0.996106, 0.989162, 0.982310
102, 0.965608, 0.992111, 0.978642, 0.965608
153, 0.949273, 0.988077, 0.967510, 0.949273
204, 0.932936, 0.984134, 0.955821, 0.932936
255, 0.917187, 0.980195, 0.943857, 0.917187
306, 0.901174, 0.976162, 0.931501, 0.901174
357, 0.886093, 0.972043, 0.919946, 0.886093
408, 0.871450, 0.967856, 0.908384, 0.871450
459, 0.856710, 0.963682, 0.897207, 0.856710
510, 0.841918, 0.959588, 0.886616, 0.841918
561, 0.829170, 0.955550, 0.876570, 0.829170
612, 0.819158, 0.951471, 0.867752, 0.819158
663, 0.808829, 0.947317, 0.859364, 0.808829
714, 0.798417, 0.943094, 0.851580, 0.798417
765, 0.788678, 0.938839, 0.844028, 0.788678
816, 0.779214, 0.934537, 0.837226, 0.779214
867, 0.769689, 0.930185, 0.830999, 0.769689
918, 0.760218, 0.925786, 0.825151, 0.760218
969, 0.751438, 0.921338, 0.819005, 0.751438
1020, 0.742726, 0.916863, 0.812884, 0.742726
1071, 0.734103, 0.912355, 0.806479, 0.734103
1122, 0.725964, 0.907808, 0.799760, 0.725964
1173, 0.717971, 0.903231, 0.792913, 0.717971
1224, 0.709473, 0.898681, 0.786306, 0.709473
1275, 0.701029, 0.894151, 0.779642, 0.701029
1326, 0.693121, 0.889630, 0.773602, 0.693121
1377, 0.684938, 0.885147, 0.767248, 0.684938
1428, 0.676836, 0.880676, 0.760963, 0.676836
1479, 0.668734, 0.876171, 0.754675, 0.668734
1530, 0.659964, 0.871630, 0.747654, 0.659964
1581, 0.652676, 0.867055, 0.741494, 0.652676
1632, 0.645185, 0.862451, 0.735347, 0.645185
1683, 0.637563, 0.857813, 0.729497, 0.637563
1734, 0.631377, 0.853163, 0.723882, 0.631377
1785, 0.625173, 0.848504, 0.718065, 0.625173
1836, 0.619084, 0.843817, 0.711991, 0.619084
1887, 0.612906, 0.839107, 0.705574, 0.612906
1938, 0.606746, 0.834377, 0.698877, 0.606746
1989, 0.600607, 0.829619, 0.692324, 0.600607
2040, 0.594112, 0.824836, 0.685640, 0.594112
2091, 0.588071, 0.820031, 0.679135, 0.588071
2142, 0.581823, 0.815234, 0.672199, 0.581823
2193, 0.576403, 0.810434, 0.665396, 0.576403
2244, 0.570669, 0.805609, 0.658180, 0.570669
2295, 0.564943, 0.800750, 0.651850, 0.564943
2346, 0.559346, 0.795853, 0.646006, 0.559346
2397, 0.553424, 0.790921, 0.639830, 0.553424
2448, 0.546284, 0.785968, 0.633389, 0.546284
2499, 0.538641, 0.781015, 0.627243, 0.538641
2550, 0.531060, 0.776111, 0.621242, 0.531060
2601, 0.523401, 0.771217, 0.614573, 0.523401
2652, 0.516453, 0.766346, 0.607799, 0.516453
2703, 0.508774, 0.761519, 0.601335, 0.508774
2754, 0.500629, 0.756715, 0.594392, 0.500629
2805, 0.492333, 0.751891, 0.587053, 0.492333
2856, 0.483767, 0.747042, 0.579503, 0.483767
2907, 0.475924, 0.742175, 0.572096, 0.475924
2958, 0.467942, 0.737280, 0.564442, 0.467942
3009, 0.460671, 0.732365, 0.556503, 0.460671
3060, 0.453544, 0.727461, 0.548292, 0.453544
3111, 0.446420, 0.722553, 0.540202, 0.446420
3162, 0.438990, 0.717618, 0.531832, 0.438990
3213, 0.431818, 0.712655, 0.523828, 0.431818
3264, 0.424573, 0.707671, 0.515321, 0.424573
3315, 0.418281, 0.702670, 0.507336, 0.418281
3366, 0.412490, 0.697649, 0.499155, 0.412490
3417, 0.406962, 0.692615, 0.491054, 0.406962
3468, 0.401749, 0.687572, 0.483161, 0.401749
3519, 0.395692, 0.682507, 0.474828, 0.395692
3570, 0.389450, 0.677419, 0.466835, 0.389450
3621, 0.382789, 0.672314, 0.458538, 0.382789
3672, 0.375794, 0.667191, 0.450562, 0.375794
3723, 0.368634, 0.662053, 0.442607, 0.368634
3774, 0.362018, 0.656903, 0.434651, 0.362018
3825, 0.355909, 0.651743, 0.426073, 0.355909
3876, 0.350412, 0.646568, 0.417741, 0.350412
3927, 0.344987, 0.641381, 0.409846, 0.344987
3978, 0.339933, 0.636184, 0.402526, 0.339933
4029, 0.335153, 0.630980, 0.394936, 0.335153
4080, 0.329787, 0.625769, 0.387466, 0.329787
4131, 0.324549, 0.620544, 0.379810, 0.324549
4182, 0.319308, 0.615308, 0.372191, 0.319308
4233, 0.315370, 0.610054, 0.365414, 0.315370
4284, 0.311729, 0.604787, 0.359103, 0.311729
4335, 0.308181, 0.599509, 0.352341, 0.308181
4386, 0.304270, 0.594224, 0.345609, 0.304270
4437, 0.300079, 0.588935, 0.339611, 0.300079
4488, 0.296538, 0.583645, 0.334417, 0.296538
4539, 0.294943, 0.578350, 0.329589, 0.294943
4590, 0.293862, 0.573052, 0.325274, 0.293862
4641, 0.292810, 0.567757, 0.320836, 0.292810
4692, 0.291232, 0.562475, 0.316348, 0.291232
4743, 0.288937, 0.557190, 0.311522, 0.288937
4794, 0.285162, 0.551897, 0.306156, 0.285162
4845, 0.281923, 0.546599, 0.300854, 0.281923
4896, 0.279049, 0.541293, 0.295636, 0.279049
