N, Var_U, Var_CV, Var_P, Var_R
100000, 3.431409, 0.000214, 0.011961, 0.000564
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.960819, 0.995226, 0.994688, 0.960819
102, 0.925724, 0.990012, 0.989325, 0.925724
153, 0.892944, 0.984665, 0.983838, 0.892944
204, 0.864777, 0.979456, 0.978473, 0.864777
255, 0.840256, 0.974720, 0.973494, 0.840256
306, 0.818955, 0.970024, 0.968734, 0.818955
357, 0.798329, 0.964957, 0.964014, 0.798329
408, 0.779232, 0.959499, 0.959525, 0.779232
459, 0.759827, 0.953736, 0.955307, 0.759827
510, 0.740964, 0.948011, 0.950864, 0.740964
561, 0.723280, 0.942607, 0.946296, 0.723280
612, 0.707626, 0.937600, 0.941751, 0.707626
663, 0.693357, 0.932722, 0.937068, 0.693357
714, 0.682542, 0.928143, 0.932044, 0.682542
765, 0.672570, 0.923406, 0.926845, 0.672570
816, 0.662087, 0.918381, 0.921697, 0.662087
867, 0.651437, 0.913161, 0.916896, 0.651437
918, 0.641822, 0.907949, 0.912479, 0.641822
969, 0.631720, 0.902889, 0.908502, 0.631720
1020, 0.622026, 0.897924, 0.904857, 0.622026
1071, 0.612422, 0.892918, 0.901627, 0.612422
1122, 0.603941, 0.887726, 0.898302, 0.603941
1173, 0.594650, 0.882603, 0.894978, 0.594650
1224, 0.583644, 0.877847, 0.891410, 0.583644
1275, 0.574247, 0.873534, 0.887559, 0.574247
1326, 0.564355, 0.869465, 0.883833, 0.564355
1377, 0.555450, 0.865733, 0.880131, 0.555450
1428, 0.547890, 0.862286, 0.876373, 0.547890
1479, 0.540712, 0.858932, 0.872564, 0.540712
1530, 0.534960, 0.855664, 0.868979, 0.534960
1581, 0.530227, 0.852324, 0.865440, 0.530227
1632, 0.523640, 0.848921, 0.862024, 0.523640
1683, 0.518632, 0.845491, 0.858689, 0.518632
1734, 0.514710, 0.842015, 0.855529, 0.514710
1785, 0.510013, 0.838541, 0.852478, 0.510013
1836, 0.503083, 0.835011, 0.849243, 0.503083
1887, 0.494677, 0.831376, 0.846091, 0.494677
1938, 0.486640, 0.827645, 0.843131, 0.486640
1989, 0.476518, 0.823799, 0.840235, 0.476518
2040, 0.463863, 0.819847, 0.837244, 0.463863
2091, 0.451397, 0.815765, 0.834291, 0.451397
2142, 0.439190, 0.811554, 0.831380, 0.439190
2193, 0.425442, 0.807237, 0.828336, 0.425442
2244, 0.412214, 0.802810, 0.825597, 0.412214
2295, 0.400744, 0.798294, 0.823014, 0.400744
2346, 0.386791, 0.793688, 0.820214, 0.386791
2397, 0.374072, 0.789033, 0.817309, 0.374072
2448, 0.362507, 0.784358, 0.814436, 0.362507
2499, 0.351103, 0.779669, 0.811322, 0.351103
2550, 0.341034, 0.774992, 0.808016, 0.341034
2601, 0.333125, 0.770237, 0.804789, 0.333125
2652, 0.327497, 0.765337, 0.801500, 0.327497
2703, 0.322774, 0.760313, 0.798232, 0.322774
