N, Var_U, Var_CV, Var_P, Var_R
100000, 4.759308, 0.003094, 0.000398, 0.000782
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.964151, 0.998057, 0.971184, 0.964151
102, 0.931728, 0.996020, 0.943122, 0.931728
153, 0.902602, 0.993886, 0.915793, 0.902602
204, 0.876603, 0.991762, 0.890112, 0.876603
255, 0.852076, 0.989658, 0.866765, 0.852076
306, 0.827860, 0.987521, 0.843685, 0.827860
357, 0.804755, 0.985273, 0.823018, 0.804755
408, 0.784035, 0.982978, 0.803155, 0.784035
459, 0.763970, 0.980767, 0.783606, 0.763970
510, 0.745554, 0.978578, 0.765081, 0.745554
561, 0.727588, 0.976311, 0.747269, 0.727588
612, 0.710177, 0.973942, 0.729895, 0.710177
663, 0.692957, 0.971472, 0.711894, 0.692957
714, 0.674949, 0.968919, 0.693303, 0.674949
765, 0.656548, 0.966292, 0.675243, 0.656548
816, 0.635998, 0.963599, 0.656391, 0.635998
867, 0.617324, 0.960833, 0.639225, 0.617324
918, 0.600041, 0.957995, 0.623651, 0.600041
969, 0.584071, 0.955090, 0.608749, 0.584071
1020, 0.567261, 0.952139, 0.592975, 0.567261
1071, 0.551707, 0.949160, 0.578544, 0.551707
1122, 0.535631, 0.946127, 0.563911, 0.535631
1173, 0.520328, 0.943040, 0.549749, 0.520328
1224, 0.505345, 0.939897, 0.534770, 0.505345
1275, 0.491742, 0.936700, 0.521549, 0.491742
1326, 0.480170, 0.933481, 0.509933, 0.480170
1377, 0.467689, 0.930230, 0.497613, 0.467689
1428, 0.456998, 0.926931, 0.486247, 0.456998
1479, 0.447500, 0.923582, 0.476102, 0.447500
1530, 0.438435, 0.920179, 0.466365, 0.438435
1581, 0.429632, 0.916718, 0.456987, 0.429632
1632, 0.420273, 0.913205, 0.446746, 0.420273
1683, 0.411741, 0.909653, 0.436137, 0.411741
1734, 0.403969, 0.906049, 0.426082, 0.403969
1785, 0.395632, 0.902385, 0.415617, 0.395632
1836, 0.387971, 0.898660, 0.405889, 0.387971
1887, 0.380079, 0.894894, 0.395558, 0.380079
1938, 0.370730, 0.891140, 0.384923, 0.370730
1989, 0.360323, 0.887459, 0.373365, 0.360323
2040, 0.352178, 0.883869, 0.364605, 0.352178
2091, 0.345978, 0.880325, 0.357155, 0.345978
2142, 0.339260, 0.876771, 0.349865, 0.339260
2193, 0.331674, 0.873193, 0.343353, 0.331674
2244, 0.325120, 0.869585, 0.336777, 0.325120
2295, 0.321568, 0.865950, 0.331308, 0.321568
