N, Var_U, Var_CV, Var_P, Var_R
100000, 0.863484, 0.000130, 0.000044, 0.000142
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.934994, 0.996408, 0.943050, 0.934994
102, 0.878180, 0.992859, 0.889237, 0.878180
153, 0.824908, 0.989309, 0.837053, 0.824908
204, 0.776616, 0.986278, 0.789539, 0.776616
255, 0.732623, 0.983046, 0.745699, 0.732623
306, 0.693935, 0.979694, 0.706222, 0.693935
357, 0.656023, 0.976371, 0.667736, 0.656023
408, 0.619270, 0.972904, 0.632242, 0.619270
459, 0.588277, 0.969522, 0.601848, 0.588277
510, 0.562784, 0.966550, 0.575723, 0.562784
561, 0.537960, 0.963641, 0.550642, 0.537960
612, 0.512902, 0.960764, 0.525532, 0.512902
663, 0.489559, 0.957762, 0.503072, 0.489559
714, 0.468327, 0.954661, 0.482017, 0.468327
765, 0.452676, 0.951465, 0.467126, 0.452676
816, 0.440522, 0.948142, 0.454988, 0.440522
867, 0.425828, 0.944842, 0.439936, 0.425828
918, 0.409643, 0.941783, 0.423455, 0.409643
969, 0.393893, 0.939136, 0.406315, 0.393893
1020, 0.377970, 0.936688, 0.390379, 0.377970
1071, 0.361996, 0.934398, 0.373986, 0.361996
1122, 0.349181, 0.932154, 0.360457, 0.349181
1173, 0.336904, 0.929844, 0.345853, 0.336904
1224, 0.325317, 0.927497, 0.332876, 0.325317
1275, 0.312824, 0.925110, 0.318191, 0.312824
1326, 0.297463, 0.922671, 0.301836, 0.297463
1377, 0.284235, 0.920209, 0.286525, 0.284235
1428, 0.268471, 0.917676, 0.270582, 0.268471
1479, 0.251643, 0.915102, 0.253077, 0.251643
1530, 0.234925, 0.912541, 0.236568, 0.234925
1581, 0.216326, 0.909951, 0.217863, 0.216326
1632, 0.198989, 0.907294, 0.200248, 0.198989
1683, 0.184067, 0.904562, 0.185137, 0.184067
1734, 0.167763, 0.901745, 0.169571, 0.167763
1785, 0.151497, 0.898845, 0.153124, 0.151497
1836, 0.132820, 0.895873, 0.135610, 0.132820
1887, 0.115486, 0.892832, 0.118122, 0.115486
1938, 0.101913, 0.889740, 0.103060, 0.101913
1989, 0.094055, 0.886619, 0.093213, 0.094055
2040, 0.086447, 0.883463, 0.084709, 0.086447
2091, 0.078954, 0.880275, 0.075051, 0.078954
2142, 0.071069, 0.877031, 0.066407, 0.071069
2193, 0.061108, 0.873774, 0.055253, 0.061108
2244, 0.049559, 0.870490, 0.043950, 0.049559
2295, 0.034121, 0.867192, 0.030178, 0.034121
2346, 0.020280, 0.863864, 0.018017, 0.020280
2397, 0.008399, 0.860495, 0.009929, 0.008399
2448, 0.002092, 0.857077, 0.004711, 0.002092
2499, -0.004283, 0.853661, 0.000403, -0.004283
2550, -0.008891, 0.850260, -0.003149, -0.008891
2601, -0.011531, 0.846904, -0.005808, -0.011531
2652, -0.017072, 0.843688, -0.011944, -0.017072
2703, -0.024675, 0.840550, -0.020707, -0.024675
2754, -0.033187, 0.837387, -0.029331, -0.033187
2805, -0.039462, 0.834197, -0.036154, -0.039462
2856, -0.046254, 0.830973, -0.044145, -0.046254
2907, -0.050667, 0.827719, -0.049414, -0.050667
2958, -0.058031, 0.824509, -0.057605, -0.058031
3009, -0.065941, 0.821370, -0.067288, -0.065941
3060, -0.069238, 0.818294, -0.071089, -0.069238
3111, -0.073273, 0.815215, -0.074350, -0.073273
3162, -0.076402, 0.812136, -0.076758, -0.076402
3213, -0.078210, 0.809127, -0.078906, -0.078210
3264, -0.080431, 0.806133, -0.082009, -0.080431
3315, -0.082512, 0.803194, -0.085907, -0.082512
3366, -0.082154, 0.800351, -0.086210, -0.082154
3417, -0.081634, 0.797626, -0.085404, -0.081634
3468, -0.079762, 0.795066, -0.083704, -0.079762
3519, -0.081128, 0.792550, -0.084557, -0.081128
3570, -0.084143, 0.790004, -0.086567, -0.084143
3621, -0.088817, 0.787433, -0.089739, -0.088817
3672, -0.094796, 0.784873, -0.095681, -0.094796
3723, -0.100350, 0.782354, -0.101592, -0.100350
3774, -0.109306, 0.779833, -0.111454, -0.109306
3825, -0.118562, 0.777300, -0.120676, -0.118562
3876, -0.128343, 0.774758, -0.130981, -0.128343
3927, -0.137596, 0.772197, -0.140876, -0.137596
3978, -0.145128, 0.769615, -0.148122, -0.145128
4029, -0.150710, 0.767019, -0.152641, -0.150710
4080, -0.155707, 0.764409, -0.159630, -0.155707
4131, -0.159019, 0.761752, -0.165758, -0.159019
4182, -0.162292, 0.759050, -0.169634, -0.162292
4233, -0.164079, 0.756336, -0.172983, -0.164079
4284, -0.164343, 0.753598, -0.174654, -0.164343
4335, -0.168673, 0.750843, -0.177909, -0.168673
4386, -0.173049, 0.748096, -0.181575, -0.173049
4437, -0.177653, 0.745350, -0.185707, -0.177653
4488, -0.180955, 0.742586, -0.187367, -0.180955
4539, -0.182591, 0.739791, -0.187433, -0.182591
4590, -0.184156, 0.736960, -0.188894, -0.184156
4641, -0.186647, 0.734085, -0.188845, -0.186647
4692, -0.186651, 0.731164, -0.187466, -0.186651
4743, -0.184796, 0.728188, -0.185574, -0.184796
4794, -0.181435, 0.725158, -0.183424, -0.181435
4845, -0.174877, 0.722118, -0.178093, -0.174877
4896, -0.169829, 0.719070, -0.174411, -0.169829
4947, -0.164324, 0.716092, -0.169745, -0.164324
4998, -0.161042, 0.713222, -0.165262, -0.161042
5049, -0.154911, 0.710493, -0.158936, -0.154911
5100, -0.148802, 0.707935, -0.152723, -0.148802
5151, -0.143185, 0.705555, -0.145670, -0.143185
5202, -0.137146, 0.703368, -0.139529, -0.137146
5253, -0.136194, 0.701206, -0.138112, -0.136194
5304, -0.136125, 0.699054, -0.137797, -0.136125
5355, -0.136696, 0.696909, -0.137695, -0.136696
5406, -0.135383, 0.694765, -0.136192, -0.135383
5457, -0.130977, 0.692589, -0.132205, -0.130977
5508, -0.126586, 0.690408, -0.127467, -0.126586
5559, -0.123351, 0.688202, -0.123300, -0.123351
5610, -0.121993, 0.686003, -0.120055, -0.121993
5661, -0.120583, 0.683873, -0.117412, -0.120583
5712, -0.118118, 0.681826, -0.114753, -0.118118
5763, -0.115354, 0.679878, -0.112124, -0.115354
5814, -0.114980, 0.678012, -0.111780, -0.114980
5865, -0.118193, 0.676222, -0.113908, -0.118193
5916, -0.121751, 0.674458, -0.116106, -0.121751
5967, -0.125199, 0.672671, -0.118311, -0.125199
6018, -0.124637, 0.670857, -0.119064, -0.124637
6069, -0.123905, 0.669023, -0.120073, -0.123905
6120, -0.123246, 0.667170, -0.118802, -0.123246
6171, -0.122486, 0.665298, -0.117293, -0.122486
6222, -0.120347, 0.663413, -0.115917, -0.120347
6273, -0.116324, 0.661528, -0.112219, -0.116324
6324, -0.109185, 0.659653, -0.107227, -0.109185
6375, -0.103871, 0.657790, -0.101996, -0.103871
6426, -0.097242, 0.655931, -0.095210, -0.097242
6477, -0.089218, 0.654073, -0.087210, -0.089218
6528, -0.082905, 0.652190, -0.081168, -0.082905
6579, -0.076379, 0.650267, -0.075077, -0.076379
6630, -0.070801, 0.648301, -0.066817, -0.070801
6681, -0.067913, 0.646285, -0.060262, -0.067913
6732, -0.068654, 0.644220, -0.057530, -0.068654
6783, -0.066329, 0.642135, -0.053283, -0.066329
6834, -0.064325, 0.640083, -0.050957, -0.064325
6885, -0.060626, 0.638107, -0.047002, -0.060626
6936, -0.057190, 0.636181, -0.042763, -0.057190
6987, -0.053178, 0.634283, -0.037757, -0.053178
7038, -0.047522, 0.632356, -0.032840, -0.047522
7089, -0.045956, 0.630402, -0.030956, -0.045956
7140, -0.045559, 0.628420, -0.031645, -0.045559
7191, -0.045989, 0.626432, -0.033751, -0.045989
7242, -0.051871, 0.624432, -0.041308, -0.051871
7293, -0.059340, 0.622425, -0.050028, -0.059340
7344, -0.067260, 0.620413, -0.058644, -0.067260
7395, -0.072270, 0.618412, -0.064590, -0.072270
7446, -0.073514, 0.616453, -0.065943, -0.073514
7497, -0.073522, 0.614506, -0.063981, -0.073522
7548, -0.070803, 0.612552, -0.060594, -0.070803
7599, -0.069432, 0.610588, -0.058061, -0.069432
7650, -0.068556, 0.608626, -0.056332, -0.068556
7701, -0.070139, 0.606640, -0.058313, -0.070139
7752, -0.068025, 0.604618, -0.056048, -0.068025
7803, -0.066482, 0.602553, -0.054112, -0.066482
7854, -0.067407, 0.600455, -0.054754, -0.067407
7905, -0.069903, 0.598323, -0.056822, -0.069903
7956, -0.069456, 0.596157, -0.056145, -0.069456
8007, -0.062519, 0.593980, -0.050205, -0.062519
8058, -0.053397, 0.591838, -0.041885, -0.053397
8109, -0.045477, 0.589720, -0.033649, -0.045477
8160, -0.036181, 0.587629, -0.024862, -0.036181
8211, -0.025961, 0.585534, -0.015326, -0.025961
8262, -0.018278, 0.583430, -0.008242, -0.018278
8313, -0.011355, 0.581322, -0.000501, -0.011355
8364, -0.004510, 0.579192, 0.005457, -0.004510
8415, 0.001894, 0.577025, 0.011075, 0.001894
8466, 0.006860, 0.574815, 0.015228, 0.006860
8517, 0.010334, 0.572561, 0.018773, 0.010334
8568, 0.014246, 0.570264, 0.022109, 0.014246
8619, 0.017003, 0.567919, 0.024340, 0.017003
8670, 0.020604, 0.565532, 0.026288, 0.020604
8721, 0.019575, 0.563115, 0.025345, 0.019575
8772, 0.014956, 0.560676, 0.021791, 0.014956
8823, 0.010221, 0.558216, 0.018287, 0.010221
8874, 0.004144, 0.555745, 0.013889, 0.004144
8925, -0.003283, 0.553263, 0.007011, -0.003283
8976, -0.011665, 0.550760, -0.002343, -0.011665
9027, -0.014377, 0.548233, -0.005635, -0.014377
9078, -0.016837, 0.545691, -0.008637, -0.016837
9129, -0.022716, 0.543134, -0.015035, -0.022716
9180, -0.027633, 0.540563, -0.021468, -0.027633
9231, -0.032885, 0.537976, -0.026972, -0.032885
9282, -0.036477, 0.535369, -0.030211, -0.036477
9333, -0.042590, 0.532739, -0.036362, -0.042590
9384, -0.049853, 0.530089, -0.043515, -0.049853
9435, -0.055032, 0.527427, -0.050565, -0.055032
9486, -0.062190, 0.524750, -0.060051, -0.062190
9537, -0.067776, 0.522073, -0.066421, -0.067776
9588, -0.073082, 0.519378, -0.070298, -0.073082
9639, -0.075408, 0.516647, -0.071707, -0.075408
9690, -0.073427, 0.513895, -0.070523, -0.073427
9741, -0.074542, 0.511141, -0.073645, -0.074542
9792, -0.079019, 0.508368, -0.080773, -0.079019
9843, -0.083621, 0.505599, -0.087403, -0.083621
9894, -0.091659, 0.502878, -0.096556, -0.091659
9945, -0.101798, 0.500238, -0.106825, -0.101798
9996, -0.114132, 0.497626, -0.118282, -0.114132
10047, -0.124650, 0.495015, -0.128463, -0.124650
10098, -0.136932, 0.492392, -0.138485, -0.136932
10149, -0.145717, 0.489755, -0.145236, -0.145717
10200, -0.146767, 0.487093, -0.145484, -0.146767
10251, -0.143798, 0.484404, -0.143451, -0.143798
10302, -0.141644, 0.481703, -0.143434, -0.141644
10353, -0.143419, 0.479022, -0.145174, -0.143419
10404, -0.141527, 0.476359, -0.144580, -0.141527
10455, -0.138246, 0.473692, -0.141697, -0.138246
10506, -0.133032, 0.471030, -0.137925, -0.133032
10557, -0.128894, 0.468393, -0.135879, -0.128894
10608, -0.122207, 0.465756, -0.130676, -0.122207
10659, -0.116923, 0.463100, -0.125011, -0.116923
10710, -0.110951, 0.460429, -0.116821, -0.110951
10761, -0.106933, 0.457743, -0.111821, -0.106933
10812, -0.103623, 0.455052, -0.108524, -0.103623
10863, -0.102453, 0.452358, -0.109051, -0.102453
10914, -0.099792, 0.449657, -0.109547, -0.099792
10965, -0.101257, 0.446943, -0.111922, -0.101257
11016, -0.101434, 0.444214, -0.112098, -0.101434
11067, -0.102367, 0.441506, -0.112241, -0.102367
11118, -0.101411, 0.438805, -0.111003, -0.101411
11169, -0.101899, 0.436102, -0.110289, -0.101899
11220, -0.100554, 0.433395, -0.107910, -0.100554
11271, -0.096367, 0.430676, -0.103697, -0.096367
11322, -0.089966, 0.427940, -0.097075, -0.089966
11373, -0.084129, 0.425190, -0.089965, -0.084129
11424, -0.079868, 0.422425, -0.084494, -0.079868
11475, -0.074510, 0.419645, -0.079056, -0.074510
11526, -0.069414, 0.416855, -0.074797, -0.069414
11577, -0.067300, 0.414063, -0.073119, -0.067300
11628, -0.062447, 0.411305, -0.069434, -0.062447
11679, -0.056224, 0.408621, -0.065012, -0.056224
11730, -0.051387, 0.406062, -0.059883, -0.051387
11781, -0.046695, 0.403619, -0.054623, -0.046695
11832, -0.037097, 0.401259, -0.045286, -0.037097
11883, -0.026894, 0.398973, -0.035144, -0.026894
11934, -0.019610, 0.396764, -0.027803, -0.019610
11985, -0.011273, 0.394638, -0.019999, -0.011273
12036, -0.008930, 0.392554, -0.016008, -0.008930
12087, -0.009529, 0.390470, -0.015497, -0.009529
12138, -0.005454, 0.388406, -0.010139, -0.005454
12189, -0.006312, 0.386340, -0.009244, -0.006312
12240, -0.008532, 0.384269, -0.010455, -0.008532
12291, -0.013866, 0.382198, -0.013655, -0.013866
12342, -0.017045, 0.380120, -0.016016, -0.017045
12393, -0.017835, 0.378018, -0.017617, -0.017835
12444, -0.014536, 0.375868, -0.016583, -0.014536
12495, -0.007454, 0.373655, -0.011695, -0.007454
12546, -0.005079, 0.371378, -0.008886, -0.005079
12597, -0.001941, 0.369044, -0.005965, -0.001941
12648, 0.002719, 0.366660, -0.002312, 0.002719
12699, 0.008261, 0.364251, 0.002769, 0.008261
12750, 0.014932, 0.361821, 0.007895, 0.014932
12801, 0.020328, 0.359405, 0.013093, 0.020328
12852, 0.022460, 0.357035, 0.016892, 0.022460
12903, 0.024789, 0.354820, 0.020590, 0.024789
12954, 0.024162, 0.352853, 0.020709, 0.024162
13005, 0.024684, 0.351094, 0.021291, 0.024684
13056, 0.022845, 0.349516, 0.020424, 0.022845
13107, 0.026397, 0.348024, 0.023341, 0.026397
13158, 0.032518, 0.346563, 0.029162, 0.032518
13209, 0.039330, 0.345116, 0.035905, 0.039330
13260, 0.049402, 0.343688, 0.045769, 0.049402
13311, 0.060367, 0.342338, 0.056857, 0.060367
13362, 0.069113, 0.341121, 0.065892, 0.069113
13413, 0.075009, 0.340046, 0.073503, 0.075009
13464, 0.083065, 0.339189, 0.082280, 0.083065
13515, 0.089974, 0.338540, 0.089381, 0.089974
13566, 0.099245, 0.338093, 0.098864, 0.099245
13617, 0.103772, 0.337811, 0.104415, 0.103772
13668, 0.112860, 0.337647, 0.114418, 0.112860
13719, 0.123703, 0.337579, 0.126299, 0.123703
13770, 0.133600, 0.337548, 0.136533, 0.133600
13821, 0.143349, 0.337556, 0.146998, 0.143349
13872, 0.154401, 0.337569, 0.157899, 0.154401
13923, 0.165846, 0.337578, 0.170745, 0.165846
13974, 0.180518, 0.337592, 0.186714, 0.180518
14025, 0.193039, 0.337604, 0.200053, 0.193039
14076, 0.206601, 0.337599, 0.212622, 0.206601
14127, 0.220256, 0.337565, 0.225438, 0.220256
14178, 0.229699, 0.337501, 0.234199, 0.229699
14229, 0.232972, 0.337411, 0.238070, 0.232972
14280, 0.238703, 0.337335, 0.243725, 0.238703
14331, 0.239926, 0.337287, 0.246262, 0.239926
14382, 0.239549, 0.337254, 0.246295, 0.239549
14433, 0.237720, 0.337222, 0.244753, 0.237720
14484, 0.238064, 0.337228, 0.245115, 0.238064
14535, 0.240225, 0.337292, 0.249354, 0.240225
14586, 0.241674, 0.337398, 0.252294, 0.241674
14637, 0.246295, 0.337553, 0.258133, 0.246295
14688, 0.252420, 0.337772, 0.263541, 0.252420
14739, 0.258118, 0.338056, 0.268365, 0.258118
14790, 0.261101, 0.338380, 0.270383, 0.261101
14841, 0.264281, 0.338730, 0.271907, 0.264281
14892, 0.267135, 0.339102, 0.273770, 0.267135
14943, 0.268379, 0.339480, 0.275815, 0.268379
14994, 0.268761, 0.339869, 0.276585, 0.268761
15045, 0.269343, 0.340265, 0.277001, 0.269343
15096, 0.267692, 0.340662, 0.275085, 0.267692
15147, 0.265046, 0.341054, 0.271924, 0.265046
15198, 0.263046, 0.341439, 0.270590, 0.263046
15249, 0.261114, 0.341831, 0.267712, 0.261114
15300, 0.253851, 0.342233, 0.260904, 0.253851
15351, 0.247956, 0.342625, 0.255952, 0.247956
15402, 0.245981, 0.342998, 0.254193, 0.245981
15453, 0.244755, 0.343362, 0.251212, 0.244755
