N, Var_U, Var_CV, Var_P, Var_R
100000, 1.787971, 0.000024, 0.003918, 0.000294
Lag, U, C_V, P, R
0, 1.000000, 1.000000, 1.000000, 1.000000
51, 0.932347, 0.994705, 0.987481, 0.932347
102, 0.870023, 0.989026, 0.975428, 0.870023
153, 0.810694, 0.983700, 0.963340, 0.810694
204, 0.755020, 0.979665, 0.950848, 0.755020
255, 0.703390, 0.975617, 0.938204, 0.703390
306, 0.656365, 0.971165, 0.925861, 0.656365
357, 0.610040, 0.966253, 0.913921, 0.610040
408, 0.569152, 0.961004, 0.902125, 0.569152
459, 0.533116, 0.955431, 0.890083, 0.533116
510, 0.498687, 0.950317, 0.877913, 0.498687
561, 0.464613, 0.946385, 0.866315, 0.464613
612, 0.433211, 0.943173, 0.854617, 0.433211
663, 0.404247, 0.940062, 0.842565, 0.404247
714, 0.378628, 0.936670, 0.830248, 0.378628
765, 0.356846, 0.932915, 0.818428, 0.356846
816, 0.336610, 0.928958, 0.807231, 0.336610
867, 0.316471, 0.924830, 0.796521, 0.316471
918, 0.298249, 0.920783, 0.785886, 0.298249
969, 0.285447, 0.916949, 0.775428, 0.285447
1020, 0.272886, 0.913447, 0.765787, 0.272886
1071, 0.258267, 0.909888, 0.755651, 0.258267
1122, 0.247372, 0.906150, 0.746172, 0.247372
1173, 0.239093, 0.902385, 0.737342, 0.239093
1224, 0.235030, 0.898670, 0.727835, 0.235030
1275, 0.228697, 0.895218, 0.717661, 0.228697
1326, 0.221214, 0.891959, 0.706374, 0.221214
1377, 0.212854, 0.888761, 0.695291, 0.212854
1428, 0.208770, 0.885561, 0.684358, 0.208770
1479, 0.204482, 0.882355, 0.673238, 0.204482
1530, 0.195406, 0.879063, 0.661868, 0.195406
1581, 0.184414, 0.875718, 0.650078, 0.184414
1632, 0.169249, 0.872374, 0.638501, 0.169249
1683, 0.154516, 0.868960, 0.627446, 0.154516
1734, 0.140117, 0.865454, 0.616050, 0.140117
1785, 0.129584, 0.861828, 0.604890, 0.129584
1836, 0.121887, 0.858108, 0.593948, 0.121887
1887, 0.112706, 0.854294, 0.583716, 0.112706
1938, 0.106808, 0.850408, 0.573488, 0.106808
1989, 0.102637, 0.846533, 0.562787, 0.102637
2040, 0.102600, 0.842603, 0.552651, 0.102600
2091, 0.102029, 0.838596, 0.542937, 0.102029
2142, 0.102009, 0.834504, 0.533125, 0.102009
2193, 0.101726, 0.830388, 0.523077, 0.101726
2244, 0.099135, 0.826287, 0.513306, 0.099135
2295, 0.095207, 0.822335, 0.503943, 0.095207
2346, 0.089459, 0.818590, 0.494655, 0.089459
2397, 0.086967, 0.814960, 0.485147, 0.086967
2448, 0.082092, 0.811421, 0.475952, 0.082092
2499, 0.071801, 0.807860, 0.467098, 0.071801
2550, 0.062943, 0.804242, 0.457489, 0.062943
2601, 0.055572, 0.800624, 0.448210, 0.055572
2652, 0.051610, 0.797060, 0.439093, 0.051610
2703, 0.050192, 0.793504, 0.429901, 0.050192
2754, 0.051713, 0.789941, 0.420466, 0.051713
2805, 0.054178, 0.786397, 0.410928, 0.054178
2856, 0.058335, 0.782874, 0.401435, 0.058335
2907, 0.059781, 0.779357, 0.392853, 0.059781
2958, 0.059009, 0.775857, 0.384174, 0.059009
3009, 0.054966, 0.772485, 0.374884, 0.054966
3060, 0.049990, 0.769256, 0.365035, 0.049990
3111, 0.043028, 0.766039, 0.354318, 0.043028
3162, 0.033871, 0.762791, 0.343411, 0.033871
3213, 0.024014, 0.759515, 0.332978, 0.024014
3264, 0.013911, 0.756206, 0.322881, 0.013911
3315, 0.000792, 0.752868, 0.313626, 0.000792
3366, -0.013274, 0.749494, 0.304070, -0.013274
3417, -0.027343, 0.746088, 0.294514, -0.027343
3468, -0.044154, 0.742648, 0.284827, -0.044154
3519, -0.061916, 0.739200, 0.274742, -0.061916
3570, -0.081502, 0.735719, 0.265086, -0.081502
3621, -0.098076, 0.732186, 0.255911, -0.098076
3672, -0.111460, 0.728599, 0.246476, -0.111460
3723, -0.115968, 0.724973, 0.236578, -0.115968
3774, -0.119948, 0.721309, 0.226593, -0.119948
3825, -0.120446, 0.717552, 0.216843, -0.120446
3876, -0.118307, 0.713686, 0.207764, -0.118307
3927, -0.115213, 0.709681, 0.199340, -0.115213
3978, -0.110929, 0.705530, 0.191166, -0.110929
4029, -0.106482, 0.701217, 0.184151, -0.106482
4080, -0.103667, 0.696756, 0.177415, -0.103667
4131, -0.101132, 0.692185, 0.171492, -0.101132
4182, -0.097672, 0.687557, 0.165362, -0.097672
4233, -0.092016, 0.682952, 0.159103, -0.092016
4284, -0.088967, 0.678404, 0.153016, -0.088967
4335, -0.086139, 0.673876, 0.145939, -0.086139
4386, -0.082552, 0.669464, 0.138698, -0.082552
4437, -0.080080, 0.665235, 0.131412, -0.080080
4488, -0.079670, 0.661211, 0.124610, -0.079670
4539, -0.079126, 0.657396, 0.117769, -0.079126
4590, -0.078103, 0.653716, 0.111208, -0.078103
4641, -0.078000, 0.650018, 0.104987, -0.078000
4692, -0.079881, 0.646274, 0.098972, -0.079881
4743, -0.086859, 0.642440, 0.092430, -0.086859
4794, -0.093484, 0.638503, 0.085789, -0.093484
4845, -0.100480, 0.634487, 0.079480, -0.100480
4896, -0.107255, 0.630437, 0.073263, -0.107255
4947, -0.114399, 0.626412, 0.066847, -0.114399
4998, -0.120724, 0.622387, 0.060603, -0.120724
5049, -0.125555, 0.618397, 0.054472, -0.125555
5100, -0.130074, 0.614509, 0.048763, -0.130074
5151, -0.132838, 0.610758, 0.044067, -0.132838
5202, -0.133751, 0.607144, 0.039167, -0.133751
5253, -0.135138, 0.603739, 0.034224, -0.135138
5304, -0.137803, 0.600447, 0.028372, -0.137803
5355, -0.142773, 0.597233, 0.021770, -0.142773
5406, -0.148642, 0.594079, 0.015106, -0.148642
5457, -0.155007, 0.590927, 0.008156, -0.155007
5508, -0.156318, 0.587736, 0.000905, -0.156318
5559, -0.154074, 0.584498, -0.005908, -0.154074
5610, -0.155096, 0.581215, -0.013176, -0.155096
5661, -0.153305, 0.577893, -0.020839, -0.153305
5712, -0.152394, 0.574560, -0.027581, -0.152394
5763, -0.153739, 0.571220, -0.034378, -0.153739
5814, -0.154397, 0.567871, -0.041220, -0.154397
5865, -0.155532, 0.564513, -0.048395, -0.155532
5916, -0.155748, 0.561128, -0.055166, -0.155748
