Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
11, 10.979782, 10.992975, 10.986572, 10.979782
21, 20.927568, 20.974525, 20.952103, 20.927568
31, 30.847739, 30.950500, 30.900967, 30.847739
41, 40.817101, 40.997061, 40.889091, 40.817101
51, 50.608275, 50.869658, 50.739978, 50.608275
61, 60.528949, 60.917351, 60.702317, 60.528949
71, 70.335940, 70.853762, 70.577393, 70.335940
81, 80.098901, 80.760876, 80.417037, 80.098901
91, 89.694653, 90.524518, 90.138817, 89.694653
101, 99.849979, 100.930789, 100.295270, 99.849979
111, 109.083955, 110.292863, 109.722530, 109.083955
121, 119.058829, 120.577363, 119.759176, 119.058829
131, 128.845026, 130.599140, 129.614804, 128.845026
141, 138.585114, 140.709594, 139.544755, 138.585114
151, 148.387786, 150.620712, 149.321649, 148.387786
161, 158.099628, 160.787777, 159.184297, 158.099628
171, 166.713793, 169.516540, 168.165500, 166.713793
181, 176.665673, 179.967354, 178.200083, 176.665673
191, 186.179004, 189.681542, 187.862289, 186.179004
201, 195.567185, 199.659299, 197.556091, 195.567185
211, 204.193785, 208.366157, 206.404531, 204.193785
221, 214.402898, 219.450157, 216.719916, 214.402898
231, 222.771349, 227.952463, 225.395129, 222.771349
241, 232.130752, 237.554428, 234.969295, 232.130752
251, 243.029301, 249.318177, 245.876599, 243.029301
261, 253.568802, 260.310211, 256.326232, 253.568802
271, 263.560347, 270.899904, 266.408274, 263.560347
281, 269.057807, 276.633176, 272.993018, 269.057807
291, 279.752369, 287.498061, 283.475820, 279.752369
301, 290.637267, 299.585156, 294.218214, 290.637267
311, 298.477020, 307.576860, 302.821463, 298.477020
321, 308.140297, 317.466572, 312.139428, 308.140297
331, 319.046362, 330.057341, 323.488397, 319.046362
341, 327.792596, 338.960338, 332.275778, 327.792596
351, 331.348658, 344.010383, 338.183334, 331.348658
361, 348.375702, 360.748739, 352.742204, 348.375702
371, 352.906327, 366.152608, 358.623713, 352.906327
381, 361.799748, 376.542783, 368.389573, 361.799748
391, 368.561784, 383.645155, 376.285152, 368.561784
401, 381.378622, 396.959847, 387.617447, 381.378622
411, 391.348507, 407.448712, 397.934845, 391.348507
421, 398.263746, 414.874740, 405.633984, 398.263746
431, 411.944362, 430.487517, 418.682914, 411.944362
441, 412.692112, 431.645183, 422.359569, 412.692112
451, 421.377629, 441.582008, 430.995322, 421.377629
461, 426.232532, 448.797478, 437.515160, 426.232532
471, 445.426951, 466.242453, 453.699705, 445.426951
481, 443.512961, 468.015403, 455.804261, 443.512961
491, 456.811406, 480.709969, 467.959865, 456.811406
501, 466.758247, 491.236210, 477.409735, 466.758247
511, 474.135287, 499.459959, 485.651296, 474.135287
521, 476.600236, 505.234275, 491.944852, 476.600236
531, 497.741794, 524.715392, 508.453572, 497.741794
541, 494.635507, 525.634346, 509.906476, 494.635507
551, 514.204849, 541.183463, 524.569273, 514.204849
561, 525.324238, 555.354417, 536.823951, 525.324238
571, 537.250541, 567.586515, 545.862121, 537.250541
581, 547.089371, 577.734962, 557.817306, 547.089371
591, 553.541980, 585.783830, 564.706344, 553.541980
601, 558.975986, 591.508594, 571.726709, 558.975986
611, 557.283001, 595.060211, 575.352236, 557.283001
621, 585.321576, 619.336795, 597.398432, 585.321576
631, 581.877733, 618.436645, 595.730170, 581.877733
641, 600.143313, 639.919653, 614.259726, 600.143313
651, 594.757061, 634.353991, 612.515183, 594.757061
661, 615.328508, 652.188167, 628.991877, 615.328508
671, 627.495062, 668.956031, 641.212519, 627.495062
681, 611.484219, 656.779193, 633.970940, 611.484219
691, 620.443421, 669.426989, 643.449134, 620.443421
701, 633.509285, 680.600993, 654.869917, 633.509285
