Block_size, U, C_V, P, R
1, 1.000000, 1.000000, 1.000000, 1.000000
101, 95.409095, 100.837706, 99.814266, 95.409095
201, 179.921260, 199.832229, 196.599599, 179.921260
301, 258.362462, 298.224261, 290.065959, 258.362462
401, 324.702039, 391.937092, 383.124237, 324.702039
501, 381.114451, 486.726639, 473.128283, 381.114451
601, 432.395462, 571.033831, 560.793180, 432.395462
701, 488.834369, 661.962248, 647.392364, 488.834369
801, 546.054248, 761.755571, 723.889575, 546.054248
901, 583.371913, 860.150066, 809.102614, 583.371913
1001, 610.906546, 947.185737, 887.585996, 610.906546
1101, 631.179816, 1019.974714, 973.009667, 631.179816
1201, 718.515445, 1091.851133, 1057.972832, 718.515445
1301, 710.042588, 1152.762790, 1123.056172, 710.042588
1401, 704.658333, 1213.194476, 1203.137896, 704.658333
1501, 801.544582, 1269.172290, 1246.740035, 801.544582
1601, 808.287747, 1355.364869, 1330.330608, 808.287747
1701, 804.677263, 1444.392272, 1381.868691, 804.677263
1801, 900.423919, 1495.432253, 1462.349567, 900.423919
1901, 907.733779, 1575.867562, 1503.089494, 907.733779
2001, 779.388871, 1659.551759, 1491.935172, 779.388871
2101, 825.607505, 1742.120798, 1698.721707, 825.607505
2201, 904.989592, 1794.298290, 1747.511966, 904.989592
2301, 997.031943, 1858.864274, 1717.231391, 997.031943
2401, 947.901707, 1930.716763, 1770.572484, 947.901707
2501, 846.697196, 2027.902421, 1736.245596, 846.697196
2601, 914.003690, 2091.191021, 1841.191816, 914.003690
2701, 1107.993106, 2137.311764, 1998.584316, 1107.993106
2801, 959.049109, 2239.466185, 2063.438987, 959.049109
2901, 1175.222805, 2298.477539, 2050.841695, 1175.222805
3001, 1101.721162, 2341.392765, 2130.341295, 1101.721162
3101, 1067.163612, 2385.225095, 2231.021223, 1067.163612
3201, 1074.696872, 2460.402214, 2198.416416, 1074.696872
3301, 1110.079415, 2519.944748, 2257.937295, 1110.079415
3401, 929.438894, 2599.352013, 2170.817331, 929.438894
3501, 1139.267145, 2654.564811, 2478.241424, 1139.267145
3601, 833.859497, 2737.781124, 2220.154877, 833.859497
3701, 1145.902880, 2756.477328, 2624.867490, 1145.902880
3801, 1181.909461, 2871.303074, 2214.607784, 1181.909461
3901, 1050.816532, 2989.618380, 2693.418458, 1050.816532
4001, 944.150707, 3142.961869, 2430.179411, 944.150707
4101, 1236.488529, 3139.927534, 2572.706654, 1236.488529
4201, 871.113026, 3326.995950, 2796.649711, 871.113026
4301, 1161.587439, 3290.876713, 2716.850147, 1161.587439
4401, 973.940183, 3376.153936, 2503.387735, 973.940183
4501, 1330.105768, 3383.385673, 2960.420373, 1330.105768
4601, 1221.547566, 3482.251646, 2914.200876, 1221.547566
4701, 1180.496289, 3509.105597, 2675.754722, 1180.496289
4801, 1078.006814, 3692.889830, 2814.166907, 1078.006814
4901, 1105.092573, 3678.132381, 2967.999832, 1105.092573
5001, 1291.617429, 3830.628718, 3066.015773, 1291.617429
5101, 1240.531983, 3854.160561, 3105.311895, 1240.531983
5201, 943.997936, 3923.828540, 2735.991124, 943.997936
5301, 914.821571, 4066.264109, 2694.279378, 914.821571
5401, 912.652881, 3991.176320, 3074.696602, 912.652881
5501, 938.751551, 3970.129960, 3338.637467, 938.751550
5601, 892.285546, 4167.024568, 3177.901934, 892.285546
5701, 1017.054600, 4141.111357, 2743.186282, 1017.054600
5801, 1193.260152, 4113.021289, 2851.618784, 1193.260152
5901, 874.908772, 4344.598569, 3455.595965, 874.908772
6001, 803.309376, 4380.295356, 3441.089964, 803.309376
6101, 784.423564, 4443.275471, 3438.687389, 784.423564
6201, 1237.946715, 4453.438996, 3145.683699, 1237.946715
6301, 1329.315084, 4652.782952, 3142.602977, 1329.315084
6401, 1482.384171, 4646.176898, 3334.132261, 1482.384171
6501, 1451.063515, 4669.553205, 3566.614761, 1451.063515
6601, 1451.145334, 4741.865954, 3551.761218, 1451.145334
6701, 1395.629764, 5081.370800, 3484.721656, 1395.629764
6801, 1168.944946, 5113.371088, 3245.185388, 1168.944946
6901, 1001.565165, 5099.536705, 3117.515694, 1001.565165
7001, 773.297755, 5081.064314, 3084.962911, 773.297755
7101, 894.688753, 5127.862166, 2988.616167, 894.688753
7201, 834.671501, 5450.702984, 3440.825450, 834.671501
7301, 989.801314, 5480.469210, 4157.553083, 989.801314
7401, 1170.582719, 5506.048581, 4445.266692, 1170.582719
7501, 996.962526, 5519.445880, 4029.648732, 996.962526
7601, 925.668939, 5513.017275, 3619.635249, 925.668938
7701, 1050.580461, 5833.157717, 3535.274806, 1050.580461
7801, 997.127483, 5819.793618, 3111.785881, 997.127483
7901, 866.251282, 5802.802048, 2886.493187, 866.251282
8001, 969.684326, 5773.875178, 2845.391334, 969.684326
8101, 1055.240765, 5754.922313, 3211.864715, 1055.240765
8201, 1007.318414, 5767.637301, 3824.487328, 1007.318414
8301, 942.760987, 5841.846706, 4562.891998, 942.760986
8401, 816.904295, 6284.740940, 5484.536242, 816.904295
8501, 826.021620, 6308.910897, 5402.097961, 826.021620
8601, 918.649029, 6276.483029, 4760.016911, 918.649029
8701, 931.723092, 6213.077699, 4045.094405, 931.723092
8801, 1142.686330, 6159.127732, 3494.087334, 1142.686330
8901, 1413.792984, 6102.319740, 3127.784848, 1413.792984
9001, 1953.628532, 6070.087122, 3100.823907, 1953.628532
9101, 1899.345240, 6452.323688, 3306.998905, 1899.345240
9201, 1835.548036, 6460.452992, 2985.707601, 1835.548035
