0.667736,143
0.677838,196
0.682863,198
0.682863,200
0.690420,197
0.695445,198
0.695445,200
0.695445,200
0.695445,200
0.695445,200
0.683099,205
0.678123,202
0.678123,200
0.675630,201
0.675630,200
0.673136,201
0.670642,201
0.670642,200
0.668148,201
0.670655,199
0.668161,201
0.665667,201
0.663173,201
0.665680,199
0.660704,202
0.658211,201
0.650766,203
0.648273,201
0.640828,203
0.638334,201
0.638334,200
0.638334,200
0.640841,199
0.640841,200
0.638347,201
0.638347,200
0.638347,200
0.633372,202
0.633372,200
0.633372,200
0.628397,202
0.628397,200
0.628397,200
0.623421,202
0.623421,200
0.623421,200
0.623421,200
0.620928,201
0.623434,199
0.620940,201
0.620940,200
0.618446,201
0.618446,200
0.618446,200
0.618446,200
0.615953,201
0.615953,200
0.618459,199
0.615965,201
0.613471,201
0.608496,202
0.606002,201
0.603509,201
0.601015,201
0.601015,200
0.598521,201
0.596027,201
0.593534,201
0.596040,199
0.591065,202
0.588571,201
0.588571,200
0.583596,202
0.576151,203
0.576151,200
0.573658,201
0.568683,202
0.566189,201
0.566189,200
0.561214,202
0.566239,198
0.556337,204
0.551362,202
0.551362,200
0.551362,200
0.548869,201
0.546375,201
0.543881,201
0.543881,200
0.541387,201
0.541387,200
0.538893,201
0.533918,202
0.531424,201
0.531424,200
0.531424,200
0.531424,200
0.528931,201
0.526437,201
0.526437,200
0.523943,201
0.521449,201
0.518956,201
0.516462,201
0.513968,201
0.516474,199
0.511499,202
0.509005,201
0.509005,200
0.509005,200
0.509005,200
0.509005,200
0.506512,201
0.506512,200
0.504018,201
0.504018,200
0.504018,200
0.504018,200
0.504018,200
0.501524,201
0.496549,202
0.494055,201
0.489080,202
0.489080,200
0.491586,199
0.489093,201
0.486599,201
0.484105,201
0.484105,200
0.484105,200
0.484105,200
0.484105,200
0.484105,200
0.484105,200
0.484105,200
0.486611,199
0.486611,200
0.486611,200
0.486611,200
0.486611,200
0.486611,200
0.486611,200
0.486611,200
0.479167,203
0.479167,200
0.479167,200
0.479167,200
0.476673,201
0.476673,200
0.476673,200
0.479179,199
0.479179,200
0.476686,201
0.476686,200
0.476686,200
0.474192,201
0.471698,201
0.474204,199
0.469229,202
0.464254,202
0.466760,199
0.464267,201
0.464267,200
0.461773,201
0.459279,201
0.454304,202
0.446860,203
0.446860,200
0.444366,201
0.444366,200
0.444366,200
0.444366,200
0.444366,200
0.446872,199
0.444378,201
0.446885,199
0.444391,201
0.446897,199
0.444403,201
0.441910,201
0.439416,201
0.436922,201
0.434428,201
0.434428,200
0.434428,200
0.439453,198
0.441960,199
0.439466,201
0.439466,200
0.434491,202
0.434491,200
0.434491,200
0.434491,200
0.431997,201
0.431997,200
0.429503,201
0.429503,200
0.429503,200
0.432009,199
0.432009,200
0.434516,199
0.437022,199
0.434528,201
0.434528,200
0.439553,198
0.439553,200
0.437060,201
0.434566,201
0.434566,200
0.432072,201
0.432072,200
0.429578,201
0.424603,202
0.422109,201
0.422109,200
0.422109,200
0.419616,201
0.417122,201
0.419628,199
0.422134,199
0.422134,200
0.422134,200
0.419641,201
0.424666,198
0.424666,200
0.424666,200
0.424666,200
0.419691,202
0.419691,200
0.417197,201
0.417197,200
0.417197,200
0.417197,200
0.414703,201
0.414703,200
0.414703,200
0.414703,200
0.414703,200
0.412209,201
0.412209,200
0.414716,199
0.412222,201
0.414728,199
0.412234,201
0.414741,199
0.414741,200
0.414741,200
0.417247,199
0.414753,201
0.417259,199
0.417259,200
0.417259,200
0.417259,200
0.417259,200
0.417259,200
0.417259,200
0.417259,200
0.417259,200
0.412284,202
0.414790,199
0.412297,201
0.412297,200
0.414803,199
0.417309,199
0.414815,201
0.412322,201
0.412322,200
0.407346,202
0.404853,201
