its, t_max, delta_t, its_eq
20000, 20, 0.001000, 10000
E_kin, E_pot, E_tot, <T>, T, <P>, P, a
16.107088, -537.042258, -520.935170, 532.116099, 486.757808, 0.000495, 0.000694, 4.006226
16.097448, -537.023817, -520.926369, 532.095729, 486.466482, 0.000495, 0.000712, 4.006230
16.091589, -537.008961, -520.917373, 532.075298, 486.289404, 0.000495, 0.000732, 4.006234
16.089678, -536.998009, -520.908331, 532.054860, 486.231668, 0.000495, 0.000754, 4.006238
16.091826, -536.990960, -520.899133, 532.034468, 486.296592, 0.000495, 0.000777, 4.006242
16.098085, -536.988108, -520.890023, 532.014179, 486.485716, 0.000496, 0.000801, 4.006246
16.108456, -536.989554, -520.881098, 531.994048, 486.799146, 0.000496, 0.000827, 4.006251
16.122893, -536.995207, -520.872314, 531.974129, 487.235426, 0.000496, 0.000853, 4.006255
16.141297, -537.005112, -520.863815, 531.954475, 487.791590, 0.000496, 0.000881, 4.006260
16.163500, -537.019212, -520.855712, 531.935136, 488.462582, 0.000496, 0.000909, 4.006265
16.189271, -537.037354, -520.848083, 531.916161, 489.241380, 0.000496, 0.000937, 4.006270
16.218333, -537.059244, -520.840911, 531.897593, 490.119641, 0.000497, 0.000965, 4.006276
16.250343, -537.084726, -520.834382, 531.879471, 491.086991, 0.000497, 0.000994, 4.006281
16.284891, -537.113344, -520.828454, 531.861829, 492.131012, 0.000497, 0.001021, 4.006287
16.321527, -537.144729, -520.823202, 531.844693, 493.238170, 0.000497, 0.001048, 4.006292
16.359772, -537.178508, -520.818735, 531.828085, 494.393936, 0.000498, 0.001075, 4.006298
16.399099, -537.214123, -520.815024, 531.812019, 495.582410, 0.000498, 0.001100, 4.006304
16.438951, -537.251007, -520.812056, 531.796501, 496.786723, 0.000498, 0.001124, 4.006311
16.478758, -537.288731, -520.809973, 531.781529, 497.989711, 0.000498, 0.001147, 4.006317
16.517973, -537.326567, -520.808595, 531.767094, 499.174775, 0.000499, 0.001168, 4.006323
16.556068, -537.364070, -520.808002, 531.753182, 500.326028, 0.000499, 0.001187, 4.006330
16.592556, -537.400819, -520.808263, 531.739770, 501.428690, 0.000499, 0.001205, 4.006337
16.627005, -537.436171, -520.809165, 531.726831, 502.469754, 0.000500, 0.001221, 4.006343
16.659040, -537.469823, -520.810782, 531.714330, 503.437850, 0.000500, 0.001235, 4.006350
16.688342, -537.501410, -520.813068, 531.702231, 504.323341, 0.000500, 0.001249, 4.006357
16.714667, -537.530546, -520.815878, 531.690495, 505.118905, 0.000501, 0.001261, 4.006364
16.737846, -537.557103, -520.819256, 531.679078, 505.819378, 0.000501, 0.001271, 4.006371
16.757792, -537.580888, -520.823097, 531.667937, 506.422135, 0.000501, 0.001280, 4.006378
16.774518, -537.601788, -520.827270, 531.657028, 506.927604, 0.000502, 0.001288, 4.006386
16.788114, -537.619962, -520.831847, 531.646310, 507.338481, 0.000502, 0.001295, 4.006393
16.798733, -537.635381, -520.836648, 531.635744, 507.659373, 0.000502, 0.001301, 4.006400
16.806598, -537.648272, -520.841675, 531.625291, 507.897049, 0.000503, 0.001305, 4.006407
16.812004, -537.658831, -520.846827, 531.614919, 508.060423, 0.000503, 0.001309, 4.006415
16.815303, -537.667410, -520.852107, 531.604600, 508.160121, 0.000503, 0.001311, 4.006422
16.816889, -537.674371, -520.857482, 531.594311, 508.208058, 0.000504, 0.001312, 4.006430
16.817180, -537.680033, -520.862853, 531.584035, 508.216842, 0.000504, 0.001313, 4.006437
16.816618, -537.684854, -520.868236, 531.573761, 508.199873, 0.000504, 0.001312, 4.006444
16.815669, -537.689284, -520.873615, 531.563483, 508.171180, 0.000505, 0.001311, 4.006452
16.814796, -537.693746, -520.878951, 531.553203, 508.144790, 0.000505, 0.001309, 4.006459
16.814449, -537.698740, -520.884291, 531.542927, 508.134328, 0.000506, 0.001306, 4.006466
16.815049, -537.704698, -520.889649, 531.532668, 508.152436, 0.000506, 0.001303, 4.006474
16.816974, -537.711928, -520.894954, 531.522443, 508.210633, 0.000506, 0.001299, 4.006481
16.820553, -537.720881, -520.900328, 531.512275, 508.318781, 0.000507, 0.001294, 4.006488
16.826042, -537.731865, -520.905823, 531.502189, 508.484648, 0.000507, 0.001288, 4.006496
16.833626, -537.745041, -520.911415, 531.492211, 508.713850, 0.000507, 0.001281, 4.006503
16.843422, -537.760555, -520.917134, 531.482372, 509.009872, 0.000508, 0.001274, 4.006510
16.855464, -537.778534, -520.923070, 531.472701, 509.373802, 0.000508, 0.001265, 4.006517
16.869696, -537.798964, -520.929268, 531.463226, 509.803875, 0.000508, 0.001256, 4.006525
16.885986, -537.821729, -520.935743, 531.453975, 510.296175, 0.000509, 0.001246, 4.006532
16.904152, -537.846724, -520.942572, 531.444971, 510.845161, 0.000509, 0.001236, 4.006539
16.923951, -537.873693, -520.949742, 531.436237, 511.443478, 0.000509, 0.001225, 4.006546
16.945082, -537.902426, -520.957344, 531.427789, 512.082069, 0.000510, 0.001214, 4.006552
16.967195, -537.932532, -520.965337, 531.419640, 512.750319, 0.000510, 0.001202, 4.006559
16.989918, -537.963715, -520.973797, 531.411798, 513.437004, 0.000510, 0.001189, 4.006566
17.012879, -537.995565, -520.982686, 531.404265, 514.130892, 0.000510, 0.001176, 4.006573
17.035702, -538.027808, -520.992106, 531.397039, 514.820599, 0.000511, 0.001162, 4.006579
17.058017, -538.059956, -521.001938, 531.390113, 515.494981, 0.000511, 0.001148, 4.006586
17.079481, -538.091660, -521.012178, 531.383475, 516.143625, 0.000511, 0.001135, 4.006592
17.099785, -538.122666, -521.022880, 531.377110, 516.757209, 0.000511, 0.001121, 4.006599
17.118650, -538.152648, -521.033999, 531.370999, 517.327291, 0.000512, 0.001107, 4.006605
17.135837, -538.181327, -521.045490, 531.365119, 517.846697, 0.000512, 0.001094, 4.006611
17.151172, -538.208452, -521.057280, 531.359445, 518.310109, 0.000512, 0.001081, 4.006617
17.164503, -538.233962, -521.069460, 531.353952, 518.712970, 0.000512, 0.001069, 4.006624
17.175694, -538.257497, -521.081803, 531.348610, 519.051170, 0.000513, 0.001058, 4.006630
17.184638, -538.279048, -521.094410, 531.343390, 519.321455, 0.000513, 0.001046, 4.006635
17.191263, -538.298441, -521.107178, 531.338261, 519.521673, 0.000513, 0.001037, 4.006641
17.195546, -538.315649, -521.120103, 531.333193, 519.651117, 0.000513, 0.001028, 4.006647
17.197502, -538.330628, -521.133126, 531.328155, 519.710206, 0.000514, 0.001021, 4.006653
17.197165, -538.343369, -521.146204, 531.323116, 519.700048, 0.000514, 0.001016, 4.006659
17.194584, -538.353821, -521.159237, 531.318049, 519.622033, 0.000514, 0.001013, 4.006664
17.189803, -538.361952, -521.172150, 531.312923, 519.477546, 0.000514, 0.001012, 4.006670
17.182882, -538.367917, -521.185036, 531.307711, 519.268388, 0.000514, 0.001013, 4.006676
17.173888, -538.371673, -521.197785, 531.302386, 518.996594, 0.000515, 0.001016, 4.006682
17.162876, -538.373201, -521.210325, 531.296922, 518.663808, 0.000515, 0.001020, 4.006687
17.149903, -538.372575, -521.222672, 531.291293, 518.271764, 0.000515, 0.001027, 4.006693
17.135031, -538.369776, -521.234744, 531.285475, 517.822345, 0.000515, 0.001036, 4.006699
17.118311, -538.364860, -521.246549, 531.279444, 517.317069, 0.000516, 0.001046, 4.006705
17.099785, -538.357761, -521.257976, 531.273176, 516.757201, 0.000516, 0.001056, 4.006711
17.079517, -538.348565, -521.269048, 531.266650, 516.144709, 0.000516, 0.001068, 4.006716
17.057587, -538.337287, -521.279700, 531.259843, 515.481964, 0.000516, 0.001082, 4.006722
17.034070, -538.324007, -521.289937, 531.252736, 514.771291, 0.000517, 0.001097, 4.006729
17.009067, -538.308747, -521.299680, 531.245309, 514.015684, 0.000517, 0.001113, 4.006735
16.982697, -538.291631, -521.308934, 531.237546, 513.218798, 0.000517, 0.001130, 4.006741
16.955082, -538.272742, -521.317660, 531.229430, 512.384249, 0.000517, 0.001146, 4.006747
16.926375, -538.252209, -521.325834, 531.220948, 511.516741, 0.000518, 0.001164, 4.006754
16.896786, -538.230184, -521.333398, 531.212088, 510.622553, 0.000518, 0.001181, 4.006760
16.866564, -538.206984, -521.340421, 531.202844, 509.709234, 0.000518, 0.001198, 4.006767
16.836010, -538.182773, -521.346763, 531.193210, 508.785898, 0.000519, 0.001214, 4.006774
16.805459, -538.158010, -521.352551, 531.183189, 507.862645, 0.000519, 0.001230, 4.006781
16.775283, -538.132990, -521.357707, 531.172784, 506.950725, 0.000519, 0.001246, 4.006788
16.745902, -538.108175, -521.362272, 531.162007, 506.062828, 0.000519, 0.001259, 4.006795
16.717768, -538.083983, -521.366216, 531.150875, 505.212594, 0.000520, 0.001272, 4.006802
16.691329, -538.060968, -521.369639, 531.139409, 504.413617, 0.000520, 0.001281, 4.006809
16.667034, -538.039550, -521.372516, 531.127639, 503.679415, 0.000520, 0.001290, 4.006816
16.645340, -538.020238, -521.374898, 531.115598, 503.023814, 0.000521, 0.001296, 4.006823
16.626700, -538.003539, -521.376839, 531.103326, 502.460535, 0.000521, 0.001299, 4.006831
16.611540, -537.989980, -521.378440, 531.090869, 502.002392, 0.000521, 0.001301, 4.006838
16.600226, -537.979976, -521.379750, 531.078275, 501.660471, 0.000522, 0.001299, 4.006845
16.593068, -537.973888, -521.380821, 531.065600, 501.444157, 0.000522, 0.001295, 4.006852
16.590311, -537.972031, -521.381720, 531.052901, 501.360844, 0.000522, 0.001289, 4.006860
16.592098, -537.974689, -521.382591, 531.040235, 501.414854, 0.000523, 0.001279, 4.006867
16.598459, -537.981988, -521.383529, 531.027662, 501.607066, 0.000523, 0.001267, 4.006874
16.609308, -537.993898, -521.384590, 531.015240, 501.934940, 0.000523, 0.001252, 4.006881
16.624440, -538.010321, -521.385881, 531.003023, 502.392233, 0.000524, 0.001234, 4.006888
16.643525, -538.031028, -521.387503, 530.991063, 502.968980, 0.000524, 0.001213, 4.006895
16.666115, -538.055601, -521.389486, 530.979405, 503.651647, 0.000524, 0.001189, 4.006902
16.691638, -538.083559, -521.391921, 530.968085, 504.422961, 0.000525, 0.001162, 4.006909
16.719429, -538.114337, -521.394908, 530.957132, 505.262795, 0.000525, 0.001133, 4.006915
16.748760, -538.147182, -521.398422, 530.946567, 506.149177, 0.000525, 0.001101, 4.006922
16.778868, -538.181412, -521.402544, 530.936398, 507.059052, 0.000525, 0.001067, 4.006928
16.808982, -538.216230, -521.407248, 530.926624, 507.969103, 0.000525, 0.001031, 4.006934
16.838348, -538.250885, -521.412537, 530.917237, 508.856560, 0.000526, 0.000994, 4.006940
16.866254, -538.284727, -521.418474, 530.908216, 509.699864, 0.000526, 0.000956, 4.006945
16.892033, -538.316967, -521.424934, 530.899534, 510.478925, 0.000526, 0.000916, 4.006951
16.915087, -538.346993, -521.431906, 530.891155, 511.175607, 0.000526, 0.000876, 4.006956
16.934892, -538.374209, -521.439317, 530.883037, 511.774104, 0.000526, 0.000836, 4.006961
16.951028, -538.398175, -521.447147, 530.875133, 512.261746, 0.000526, 0.000796, 4.006966
16.963201, -538.418476, -521.455274, 530.867392, 512.629623, 0.000527, 0.000756, 4.006970
16.971221, -538.434864, -521.463643, 530.859761, 512.871984, 0.000527, 0.000716, 4.006974
16.974990, -538.447174, -521.472184, 530.852184, 512.985887, 0.000527, 0.000678, 4.006978
16.974491, -538.455238, -521.480747, 530.844607, 512.970803, 0.000527, 0.000641, 4.006982
16.969776, -538.459090, -521.489313, 530.836976, 512.828327, 0.000527, 0.000606, 4.006986
16.960980, -538.458762, -521.497782, 530.829239, 512.562503, 0.000527, 0.000573, 4.006989
16.948296, -538.454399, -521.506104, 530.821347, 512.179174, 0.000527, 0.000543, 4.006992
16.931967, -538.446069, -521.514102, 530.813252, 511.685712, 0.000527, 0.000514, 4.006995
16.912280, -538.434101, -521.521821, 530.804913, 511.090796, 0.000527, 0.000488, 4.006998
16.889537, -538.418678, -521.529141, 530.796290, 510.403473, 0.000527, 0.000464, 4.007001
16.864063, -538.400061, -521.535998, 530.787349, 509.633661, 0.000527, 0.000443, 4.007004
16.836247, -538.378581, -521.542334, 530.778061, 508.793063, 0.000527, 0.000423, 4.007006
16.806499, -538.354615, -521.548116, 530.768402, 507.894082, 0.000527, 0.000406, 4.007009
16.775248, -538.328584, -521.553336, 530.758351, 506.949667, 0.000527, 0.000391, 4.007011
16.742954, -538.300822, -521.557868, 530.747898, 505.973726, 0.000526, 0.000378, 4.007013
16.710085, -538.271821, -521.561736, 530.737035, 504.980425, 0.000526, 0.000366, 4.007015
16.677113, -538.242133, -521.565020, 530.725761, 503.984013, 0.000526, 0.000356, 4.007017
16.644514, -538.212115, -521.567600, 530.714082, 502.998872, 0.000526, 0.000347, 4.007019
16.612765, -538.182306, -521.569541, 530.702008, 502.039396, 0.000526, 0.000339, 4.007021
16.582347, -538.153210, -521.570863, 530.689558, 501.120161, 0.000526, 0.000332, 4.007023
16.553768, -538.125319, -521.571551, 530.676755, 500.256511, 0.000526, 0.000325, 4.007025
16.527558, -538.099266, -521.571707, 530.663629, 499.464457, 0.000526, 0.000319, 4.007027
16.504246, -538.075584, -521.571338, 530.650219, 498.759959, 0.000526, 0.000313, 4.007029
16.484328, -538.054780, -521.570452, 530.636567, 498.158022, 0.000526, 0.000306, 4.007030
16.468284, -538.037458, -521.569174, 530.622722, 497.673173, 0.000526, 0.000300, 4.007032
16.456561, -538.024188, -521.567627, 530.608741, 497.318894, 0.000526, 0.000293, 4.007034
16.449519, -538.015331, -521.565812, 530.594682, 497.106104, 0.000525, 0.000286, 4.007035
16.447460, -538.011309, -521.563850, 530.580608, 497.043863, 0.000525, 0.000279, 4.007037
16.450608, -538.012484, -521.561875, 530.566587, 497.139016, 0.000525, 0.000271, 4.007039
16.459081, -538.019048, -521.559967, 530.552684, 497.395062, 0.000525, 0.000263, 4.007040
16.472900, -538.031141, -521.558241, 530.538968, 497.812684, 0.000525, 0.000254, 4.007042
16.492007, -538.048772, -521.556765, 530.525506, 498.390090, 0.000525, 0.000245, 4.007043
16.516228, -538.071933, -521.555705, 530.512361, 499.122049, 0.000525, 0.000236, 4.007044
16.545267, -538.100386, -521.555119, 530.499594, 499.999626, 0.000525, 0.000226, 4.007046
16.578715, -538.133896, -521.555181, 530.487260, 501.010400, 0.000525, 0.000217, 4.007047
16.616054, -538.171868, -521.555814, 530.475409, 502.138807, 0.000524, 0.000207, 4.007048
16.656680, -538.214001, -521.557321, 530.464081, 503.366520, 0.000524, 0.000197, 4.007049
16.699909, -538.259436, -521.559527, 530.453307, 504.672914, 0.000524, 0.000188, 4.007050
16.745010, -538.307682, -521.562673, 530.443112, 506.035852, 0.000524, 0.000178, 4.007051
16.791202, -538.357957, -521.566755, 530.433508, 507.431805, 0.000524, 0.000168, 4.007052
16.837672, -538.409389, -521.571718, 530.424498, 508.836119, 0.000524, 0.000158, 4.007053
16.883590, -538.461235, -521.577645, 530.416074, 510.223758, 0.000524, 0.000148, 4.007054
16.928131, -538.512571, -521.584440, 530.408218, 511.569800, 0.000523, 0.000138, 4.007055
16.970471, -538.562676, -521.592205, 530.400902, 512.849321, 0.000523, 0.000128, 4.007056
17.009813, -538.610563, -521.600749, 530.394087, 514.038251, 0.000523, 0.000118, 4.007057
17.045430, -538.655556, -521.610126, 530.387726, 515.114572, 0.000523, 0.000108, 4.007057
17.076669, -538.696862, -521.620193, 530.381763, 516.058634, 0.000523, 0.000097, 4.007058
17.102981, -538.733846, -521.630865, 530.376135, 516.853775, 0.000522, 0.000087, 4.007058
17.123915, -538.765980, -521.642065, 530.370776, 517.486404, 0.000522, 0.000078, 4.007059
17.139118, -538.792809, -521.653691, 530.365612, 517.945833, 0.000522, 0.000068, 4.007059
17.148350, -538.813882, -521.665532, 530.360568, 518.224839, 0.000522, 0.000058, 4.007060
17.151501, -538.829156, -521.677655, 530.355568, 518.320062, 0.000522, 0.000049, 4.007060
17.148590, -538.838332, -521.689742, 530.350535, 518.232091, 0.000522, 0.000040, 4.007060
17.139760, -538.841611, -521.701851, 530.345396, 517.965254, 0.000521, 0.000032, 4.007061
17.125272, -538.838939, -521.713667, 530.340079, 517.527416, 0.000521, 0.000023, 4.007061
17.105500, -538.830741, -521.725241, 530.334520, 516.929899, 0.000521, 0.000015, 4.007061
17.080902, -538.817329, -521.736426, 530.328656, 516.186566, 0.000521, 0.000007, 4.007061
17.052009, -538.799123, -521.747114, 530.322436, 515.313403, 0.000520, -0.000001, 4.007061
17.019425, -538.776599, -521.757174, 530.315814, 514.328710, 0.000520, -0.000009, 4.007061
16.983820, -538.750434, -521.766614, 530.308751, 513.252725, 0.000520, -0.000016, 4.007061
16.945897, -538.721215, -521.775318, 530.301220, 512.106698, 0.000520, -0.000024, 4.007061
16.906361, -538.689616, -521.783255, 530.293202, 510.911913, 0.000520, -0.000032, 4.007061
16.865922, -538.656351, -521.790429, 530.284684, 509.689824, 0.000519, -0.000040, 4.007060
16.825295, -538.622073, -521.796778, 530.275667, 508.462074, 0.000519, -0.000047, 4.007060
16.785180, -538.587508, -521.802328, 530.266156, 507.249816, 0.000519, -0.000055, 4.007060
16.746240, -538.553352, -521.807112, 530.256167, 506.073025, 0.000519, -0.000062, 4.007060
16.709088, -538.520150, -521.811062, 530.245723, 504.950305, 0.000518, -0.000069, 4.007059
16.674304, -538.488591, -521.814287, 530.234854, 503.899130, 0.000518, -0.000076, 4.007059
16.642433, -538.459291, -521.816858, 530.223596, 502.935977, 0.000518, -0.000082, 4.007058
16.613969, -538.432746, -521.818777, 530.211994, 502.075797, 0.000518, -0.000089, 4.007058
16.589325, -538.409477, -521.820153, 530.200094, 501.331034, 0.000517, -0.000095, 4.007058
16.568830, -538.389786, -521.820956, 530.187949, 500.711680, 0.000517, -0.000101, 4.007057
16.552760, -538.374219, -521.821459, 530.175614, 500.226045, 0.000517, -0.000108, 4.007056
16.541334, -538.362892, -521.821557, 530.163147, 499.880768, 0.000517, -0.000114, 4.007056
16.534697, -538.356171, -521.821475, 530.150608, 499.680175, 0.000516, -0.000119, 4.007055
16.532920, -538.354170, -521.821250, 530.138057, 499.626488, 0.000516, -0.000125, 4.007054
16.536024, -538.357035, -521.821012, 530.125554, 499.720277, 0.000516, -0.000130, 4.007054
16.543952, -538.364799, -521.820848, 530.113161, 499.959867, 0.000516, -0.000135, 4.007053
16.556560, -538.377411, -521.820852, 530.100934, 500.340883, 0.000515, -0.000141, 4.007052
16.573644, -538.394758, -521.821115, 530.088929, 500.857153, 0.000515, -0.000146, 4.007051
16.594967, -538.416656, -521.821689, 530.077199, 501.501560, 0.000515, -0.000152, 4.007051
16.620248, -538.442953, -521.822705, 530.065791, 502.265553, 0.000514, -0.000158, 4.007050
16.649137, -538.473347, -521.824211, 530.054751, 503.138565, 0.000514, -0.000164, 4.007049
16.681220, -538.507563, -521.826342, 530.044117, 504.108131, 0.000514, -0.000171, 4.007048
16.716024, -538.545161, -521.829138, 530.033923, 505.159899, 0.000514, -0.000179, 4.007047
16.753018, -538.585596, -521.832578, 530.024195, 506.277877, 0.000513, -0.000187, 4.007046
16.791644, -538.628421, -521.836777, 530.014952, 507.445135, 0.000513, -0.000195, 4.007045
16.831293, -538.673050, -521.841757, 530.006208, 508.643346, 0.000513, -0.000204, 4.007044
16.871299, -538.718883, -521.847584, 529.997965, 509.852329, 0.000512, -0.000213, 4.007043
16.910947, -538.765137, -521.854190, 529.990219, 511.050491, 0.000512, -0.000223, 4.007041
16.949479, -538.811041, -521.861562, 529.982954, 512.214940, 0.000512, -0.000234, 4.007040
16.986130, -538.855879, -521.869748, 529.976149, 513.322538, 0.000512, -0.000245, 4.007039
17.020142, -538.898788, -521.878646, 529.969768, 514.350385, 0.000511, -0.000257, 4.007037
17.050736, -538.938980, -521.888244, 529.963770, 515.274928, 0.000511, -0.000269, 4.007036
17.077135, -538.975616, -521.898481, 529.958103, 516.072718, 0.000511, -0.000281, 4.007035
17.098604, -539.007799, -521.909195, 529.952705, 516.721505, 0.000510, -0.000293, 4.007033
17.114449, -539.034813, -521.920365, 529.947506, 517.200337, 0.000510, -0.000306, 4.007031
17.124051, -539.055857, -521.931806, 529.942430, 517.490527, 0.000510, -0.000319, 4.007030
17.126897, -539.070346, -521.943450, 529.937393, 517.576519, 0.000509, -0.000333, 4.007028
17.122571, -539.077689, -521.955118, 529.932306, 517.445802, 0.000509, -0.000347, 4.007026
17.110763, -539.077523, -521.966760, 529.927079, 517.088962, 0.000509, -0.000361, 4.007024
17.091293, -539.069421, -521.978128, 529.921617, 516.500576, 0.000508, -0.000375, 4.007022
17.064133, -539.053156, -521.989022, 529.915825, 515.679806, 0.000508, -0.000389, 4.007020
17.029383, -539.028826, -521.999443, 529.909611, 514.629641, 0.000507, -0.000403, 4.007018
16.987254, -538.996399, -522.009145, 529.902885, 513.356499, 0.000507, -0.000415, 4.007015
16.938107, -538.956096, -522.017989, 529.895561, 511.871263, 0.000507, -0.000428, 4.007013
16.882464, -538.908273, -522.025810, 529.887560, 510.189727, 0.000506, -0.000439, 4.007011
16.820985, -538.853520, -522.032535, 529.878812, 508.331835, 0.000506, -0.000450, 4.007008
16.754459, -538.792453, -522.037994, 529.869255, 506.321405, 0.000506, -0.000459, 4.007006
16.683789, -538.725945, -522.042156, 529.858840, 504.185747, 0.000505, -0.000468, 4.007003
16.609975, -538.654870, -522.044895, 529.847529, 501.955108, 0.000505, -0.000475, 4.007000
16.534100, -538.580272, -522.046172, 529.835299, 499.662147, 0.000504, -0.000482, 4.006998
16.457301, -538.503199, -522.045898, 529.822138, 497.341275, 0.000504, -0.000488, 4.006995
16.380764, -538.424864, -522.044099, 529.808051, 495.028321, 0.000504, -0.000492, 4.006992
16.305705, -538.346521, -522.040816, 529.793058, 492.760014, 0.000503, -0.000496, 4.006989
16.233330, -538.269343, -522.036013, 529.777192, 490.572840, 0.000503, -0.000499, 4.006987
16.164795, -538.194544, -522.029748, 529.760502, 488.501724, 0.000502, -0.000502, 4.006984
16.101201, -538.123355, -522.022154, 529.743048, 486.579890, 0.000502, -0.000504, 4.006981
16.043568, -538.056836, -522.013268, 529.724905, 484.838227, 0.000502, -0.000504, 4.006978
15.992805, -537.996091, -522.003285, 529.706157, 483.304163, 0.000501, -0.000504, 4.006975
15.949685, -537.941941, -521.992256, 529.686897, 482.001055, 0.000501, -0.000504, 4.006972
15.914818, -537.895190, -521.980372, 529.667229, 480.947386, 0.000500, -0.000504, 4.006970
15.888650, -537.856463, -521.967812, 529.647257, 480.156590, 0.000500, -0.000503, 4.006967
15.871450, -537.826168, -521.954718, 529.627091, 479.636781, 0.000499, -0.000501, 4.006964
15.863300, -537.804567, -521.941266, 529.606842, 479.390516, 0.000499, -0.000498, 4.006961
15.864101, -537.791807, -521.927706, 529.586620, 479.414700, 0.000499, -0.000495, 4.006958
15.873540, -537.787672, -521.914132, 529.566529, 479.699951, 0.000498, -0.000490, 4.006955
15.891122, -537.791922, -521.900800, 529.546668, 480.231284, 0.000498, -0.000485, 4.006953
15.916197, -537.803972, -521.887775, 529.527127, 480.989045, 0.000498, -0.000479, 4.006950
15.947962, -537.823208, -521.875247, 529.507989, 481.948982, 0.000497, -0.000472, 4.006947
15.985487, -537.848888, -521.863400, 529.489322, 483.083015, 0.000497, -0.000464, 4.006945
16.027744, -537.880003, -521.852258, 529.471183, 484.360023, 0.000496, -0.000455, 4.006942
16.073620, -537.915587, -521.841967, 529.453616, 485.746390, 0.000496, -0.000445, 4.006939
16.121945, -537.954587, -521.832642, 529.436649, 487.206786, 0.000496, -0.000434, 4.006937
16.171531, -537.995798, -521.824267, 529.420298, 488.705268, 0.000495, -0.000422, 4.006934
16.221196, -538.038073, -521.816878, 529.404562, 490.206147, 0.000495, -0.000408, 4.006932
16.269789, -538.080292, -521.810504, 529.389427, 491.674629, 0.000495, -0.000392, 4.006930
16.316196, -538.121237, -521.805041, 529.374867, 493.077065, 0.000494, -0.000375, 4.006928
16.359347, -538.159887, -521.800539, 529.360842, 494.381097, 0.000494, -0.000356, 4.006925
16.398246, -538.195142, -521.796896, 529.347299, 495.556613, 0.000493, -0.000335, 4.006923
16.431997, -538.226022, -521.794025, 529.334175, 496.576584, 0.000493, -0.000312, 4.006922
16.459820, -538.251662, -521.791842, 529.321398, 497.417383, 0.000493, -0.000288, 4.006920
16.481062, -538.271255, -521.790193, 529.308888, 498.059322, 0.000493, -0.000261, 4.006918
16.495203, -538.284173, -521.788970, 529.296559, 498.486686, 0.000492, -0.000232, 4.006917
16.501846, -538.289858, -521.788012, 529.284320, 498.687426, 0.000492, -0.000201, 4.006915
16.500725, -538.287901, -521.787177, 529.272078, 498.653535, 0.000492, -0.000168, 4.006914
16.491724, -538.278003, -521.786279, 529.259736, 498.381545, 0.000491, -0.000133, 4.006913
16.474885, -538.260127, -521.785242, 529.247201, 497.872659, 0.000491, -0.000096, 4.006913
16.450402, -538.234199, -521.783797, 529.234381, 497.132785, 0.000491, -0.000058, 4.006912
16.418622, -538.200556, -521.781934, 529.221188, 496.172398, 0.000491, -0.000018, 4.006912
16.380035, -538.159392, -521.779357, 529.207540, 495.006281, 0.000491, 0.000025, 4.006912
16.335272, -538.111266, -521.775995, 529.193364, 493.653528, 0.000490, 0.000068, 4.006912
16.285103, -538.056887, -521.771783, 529.178595, 492.137434, 0.000490, 0.000113, 4.006912
16.230408, -537.996924, -521.766516, 529.163179, 490.484528, 0.000490, 0.000160, 4.006913
16.172173, -537.932331, -521.760158, 529.147074, 488.724684, 0.000490, 0.000208, 4.006914
16.111508, -537.864171, -521.752662, 529.130253, 486.891379, 0.000490, 0.000256, 4.006915
16.049606, -537.793562, -521.743956, 529.112700, 485.020695, 0.000490, 0.000304, 4.006916
15.987724, -537.721678, -521.733954, 529.094418, 483.150607, 0.000490, 0.000353, 4.006918
15.927162, -537.649923, -521.722761, 529.075422, 481.320421, 0.000490, 0.000401, 4.006920
15.869254, -537.579614, -521.710359, 529.055746, 479.570444, 0.000490, 0.000448, 4.006922
15.815322, -537.512098, -521.696777, 529.035438, 477.940597, 0.000490, 0.000495, 4.006925
15.766611, -537.448737, -521.682126, 529.014562, 476.468560, 0.000490, 0.000540, 4.006927
15.724261, -537.390773, -521.666512, 528.993194, 475.188726, 0.000490, 0.000583, 4.006931
15.689296, -537.339334, -521.650038, 528.971424, 474.132090, 0.000490, 0.000624, 4.006934
15.662622, -537.295494, -521.632872, 528.949351, 473.325997, 0.000490, 0.000663, 4.006937
15.644983, -537.260190, -521.615206, 528.927084, 472.792952, 0.000490, 0.000700, 4.006941
15.636939, -537.234124, -521.597184, 528.904739, 472.549863, 0.000490, 0.000733, 4.006945
15.638864, -537.217794, -521.578930, 528.882434, 472.608033, 0.000490, 0.000764, 4.006949
15.650925, -537.211682, -521.560756, 528.860292, 472.972514, 0.000490, 0.000792, 4.006953
15.673075, -537.215933, -521.542858, 528.838432, 473.641877, 0.000491, 0.000815, 4.006958
15.705073, -537.230458, -521.525385, 528.816972, 474.608864, 0.000491, 0.000836, 4.006962
15.746489, -537.255040, -521.508551, 528.796024, 475.860461, 0.000491, 0.000853, 4.006967
15.796706, -537.289210, -521.492504, 528.775692, 477.378024, 0.000491, 0.000867, 4.006972
15.854947, -537.332486, -521.477539, 528.756073, 479.138077, 0.000491, 0.000877, 4.006977
15.920305, -537.384011, -521.463706, 528.737249, 481.113195, 0.000491, 0.000884, 4.006982
15.991742, -537.442933, -521.451191, 528.719293, 483.272018, 0.000491, 0.000889, 4.006987
16.068110, -537.508243, -521.440133, 528.702262, 485.579865, 0.000492, 0.000891, 4.006992
16.148190, -537.578768, -521.430577, 528.686199, 487.999919, 0.000492, 0.000890, 4.006997
16.230729, -537.653365, -521.422636, 528.671133, 490.494240, 0.000492, 0.000888, 4.007002
