its, t_max, delta_t, its_eq
20000, 20, 0.001000, 10000
E_kin, E_pot, E_tot, <T>, T, <P>, P, a
16.273971, -539.596520, -523.322548, 509.562527, 491.801022, 0.000459, 0.001664, 4.020379
16.329158, -539.646402, -523.317244, 509.560489, 493.468765, 0.000459, 0.001658, 4.020388
16.388431, -539.701429, -523.312998, 509.558679, 495.260009, 0.000459, 0.001649, 4.020398
16.450365, -539.760364, -523.309999, 509.557107, 497.131677, 0.000459, 0.001637, 4.020407
16.513508, -539.821654, -523.308146, 509.555776, 499.039840, 0.000459, 0.001623, 4.020416
16.576409, -539.884091, -523.307681, 509.554686, 500.940732, 0.000459, 0.001606, 4.020425
16.637657, -539.946068, -523.308410, 509.553831, 502.791657, 0.000459, 0.001588, 4.020434
16.695917, -540.006222, -523.310306, 509.553198, 504.552256, 0.000460, 0.001569, 4.020443
16.749951, -540.063369, -523.313418, 509.552772, 506.185192, 0.000460, 0.001549, 4.020452
16.798627, -540.116240, -523.317614, 509.552532, 507.656168, 0.000460, 0.001529, 4.020461
16.840955, -540.163702, -523.322747, 509.552454, 508.935333, 0.000460, 0.001508, 4.020470
16.876125, -540.204872, -523.328746, 509.552510, 509.998187, 0.000460, 0.001488, 4.020478
16.903488, -540.238856, -523.335368, 509.552671, 510.825082, 0.000460, 0.001468, 4.020486
16.922551, -540.265162, -523.342610, 509.552905, 511.401186, 0.000460, 0.001448, 4.020495
16.933012, -540.283191, -523.350179, 509.553178, 511.717316, 0.000461, 0.001428, 4.020503
16.934751, -540.292687, -523.357936, 509.553459, 511.769868, 0.000461, 0.001410, 4.020511
16.927824, -540.293529, -523.365705, 509.553712, 511.560517, 0.000461, 0.001392, 4.020519
16.912450, -540.285798, -523.373348, 509.553907, 511.095912, 0.000461, 0.001376, 4.020527
16.889010, -540.269631, -523.380621, 509.554012, 510.387554, 0.000461, 0.001360, 4.020535
16.858049, -540.245575, -523.387526, 509.553999, 509.451908, 0.000461, 0.001345, 4.020542
16.820240, -540.213921, -523.393681, 509.553842, 508.309318, 0.000461, 0.001332, 4.020550
16.776362, -540.175455, -523.399094, 509.553518, 506.983311, 0.000461, 0.001320, 4.020557
16.727287, -540.130915, -523.403628, 509.553006, 505.500278, 0.000461, 0.001309, 4.020565
16.673957, -540.081178, -523.407222, 509.552291, 503.888625, 0.000462, 0.001299, 4.020572
16.617366, -540.027030, -523.409664, 509.551360, 502.178449, 0.000462, 0.001290, 4.020580
16.558551, -539.969584, -523.411033, 509.550205, 500.401046, 0.000462, 0.001281, 4.020587
16.498551, -539.909770, -523.411219, 509.548822, 498.587858, 0.000462, 0.001274, 4.020594
16.438397, -539.848572, -523.410174, 509.547210, 496.769996, 0.000462, 0.001267, 4.020601
16.379098, -539.787124, -523.408026, 509.545372, 494.977960, 0.000462, 0.001261, 4.020608
16.321634, -539.726201, -523.404567, 509.543315, 493.241405, 0.000462, 0.001255, 4.020616
16.266933, -539.666972, -523.400038, 509.541051, 491.588343, 0.000462, 0.001250, 4.020623
16.215837, -539.610313, -523.394476, 509.538592, 490.044202, 0.000462, 0.001245, 4.020630
16.169104, -539.556882, -523.387779, 509.535956, 488.631918, 0.000462, 0.001241, 4.020637
16.127407, -539.507629, -523.380223, 509.533162, 487.371828, 0.000463, 0.001236, 4.020644
16.091313, -539.463138, -523.371825, 509.530231, 486.281078, 0.000463, 0.001232, 4.020651
16.061281, -539.423977, -523.362696, 509.527186, 485.373516, 0.000463, 0.001227, 4.020658
16.037695, -539.390658, -523.352963, 509.524053, 484.660743, 0.000463, 0.001222, 4.020665
16.020844, -539.363682, -523.342838, 509.520855, 484.151490, 0.000463, 0.001216, 4.020672
16.010864, -539.343142, -523.332278, 509.517621, 483.849907, 0.000463, 0.001209, 4.020678
16.007758, -539.329301, -523.321543, 509.514376, 483.756038, 0.000463, 0.001202, 4.020685
16.011417, -539.322191, -523.310774, 509.511145, 483.866623, 0.000463, 0.001194, 4.020692
16.021634, -539.321686, -523.300053, 509.507954, 484.175359, 0.000463, 0.001186, 4.020699
16.038098, -539.327676, -523.289578, 509.504827, 484.672925, 0.000463, 0.001177, 4.020705
16.060406, -539.339776, -523.279370, 509.501785, 485.347070, 0.000463, 0.001167, 4.020712
16.088067, -539.357725, -523.269657, 509.498849, 486.182991, 0.000464, 0.001156, 4.020719
16.120520, -539.381027, -523.260507, 509.496038, 487.163715, 0.000464, 0.001145, 4.020725
16.157130, -539.409141, -523.252011, 509.493366, 488.270072, 0.000464, 0.001133, 4.020732
16.197201, -539.441405, -523.244204, 509.490847, 489.481015, 0.000464, 0.001121, 4.020738
16.240000, -539.477244, -523.237244, 509.488492, 490.774405, 0.000464, 0.001108, 4.020744
16.284764, -539.515896, -523.231131, 509.486308, 492.127199, 0.000464, 0.001096, 4.020751
16.330708, -539.556575, -523.225867, 509.484299, 493.515609, 0.000464, 0.001083, 4.020757
16.377045, -539.598603, -523.221558, 509.482466, 494.915923, 0.000464, 0.001071, 4.020763
16.423013, -539.641203, -523.218190, 509.480809, 496.305086, 0.000464, 0.001059, 4.020769
16.467882, -539.683617, -523.215735, 509.479323, 497.661027, 0.000464, 0.001048, 4.020775
16.510958, -539.725143, -523.214185, 509.478000, 498.962791, 0.000464, 0.001037, 4.020781
16.551582, -539.765080, -523.213499, 509.476833, 500.190438, 0.000464, 0.001027, 4.020787
16.589146, -539.802728, -523.213581, 509.475808, 501.325650, 0.000464, 0.001017, 4.020793
16.623113, -539.837577, -523.214464, 509.474913, 502.352133, 0.000465, 0.001009, 4.020798
16.653027, -539.868987, -523.215960, 509.474131, 503.256120, 0.000465, 0.001001, 4.020804
16.678500, -539.896604, -523.218104, 509.473446, 504.025940, 0.000465, 0.000994, 4.020810
16.699190, -539.919969, -523.220779, 509.472840, 504.651172, 0.000465, 0.000988, 4.020815
16.714799, -539.938591, -523.223792, 509.472294, 505.122886, 0.000465, 0.000983, 4.020821
16.725088, -539.952207, -523.227118, 509.471787, 505.433829, 0.000465, 0.000980, 4.020826
16.729869, -539.960560, -523.230691, 509.471298, 505.578293, 0.000465, 0.000977, 4.020832
16.728991, -539.963346, -523.234355, 509.470806, 505.551766, 0.000465, 0.000975, 4.020837
16.722335, -539.960337, -523.238001, 509.470288, 505.350638, 0.000465, 0.000974, 4.020843
16.709806, -539.951331, -523.241525, 509.469723, 504.971995, 0.000465, 0.000974, 4.020848
16.691332, -539.936067, -523.244735, 509.469089, 504.413705, 0.000465, 0.000973, 4.020854
16.666860, -539.914489, -523.247629, 509.468361, 503.674178, 0.000465, 0.000973, 4.020859
16.636351, -539.886342, -523.249991, 509.467518, 502.752177, 0.000465, 0.000972, 4.020865
16.599805, -539.851547, -523.251741, 509.466537, 501.647770, 0.000465, 0.000971, 4.020870
16.557276, -539.810110, -523.252834, 509.465395, 500.362515, 0.000465, 0.000969, 4.020876
16.508853, -539.761836, -523.252983, 509.464069, 498.899188, 0.000466, 0.000967, 4.020881
16.454686, -539.706925, -523.252238, 509.462539, 497.262258, 0.000466, 0.000963, 4.020887
16.394979, -539.645304, -523.250325, 509.460782, 495.457891, 0.000466, 0.000958, 4.020892
16.330016, -539.577330, -523.247314, 509.458780, 493.494695, 0.000466, 0.000953, 4.020898
16.260191, -539.503117, -523.242926, 509.456514, 491.384575, 0.000466, 0.000945, 4.020903
16.186001, -539.423201, -523.237199, 509.453967, 489.142568, 0.000466, 0.000937, 4.020908
16.108044, -539.338014, -523.229971, 509.451125, 486.786679, 0.000466, 0.000927, 4.020914
16.027018, -539.248216, -523.221198, 509.447977, 484.338086, 0.000466, 0.000915, 4.020919
15.943761, -539.154540, -523.210779, 509.444515, 481.822047, 0.000466, 0.000902, 4.020924
15.859255, -539.057935, -523.198680, 509.440734, 479.268263, 0.000466, 0.000888, 4.020929
15.774598, -538.959554, -523.184956, 509.436632, 476.709931, 0.000466, 0.000873, 4.020934
15.690974, -538.860490, -523.169516, 509.432216, 474.182778, 0.000466, 0.000856, 4.020939
15.609642, -538.762043, -523.152401, 509.427492, 471.724934, 0.000466, 0.000839, 4.020944
15.531929, -538.665649, -523.133720, 509.422476, 469.376445, 0.000466, 0.000820, 4.020949
15.459159, -538.572608, -523.113449, 509.417185, 467.177306, 0.000466, 0.000800, 4.020953
15.392648, -538.484343, -523.091695, 509.411644, 465.167349, 0.000466, 0.000780, 4.020958
15.333686, -538.402331, -523.068644, 509.405882, 463.385521, 0.000466, 0.000759, 4.020962
15.283466, -538.327856, -523.044390, 509.399931, 461.867860, 0.000466, 0.000736, 4.020967
15.243052, -538.262269, -523.019216, 509.393828, 460.646560, 0.000466, 0.000713, 4.020971
15.213351, -538.206516, -522.993165, 509.387615, 459.748975, 0.000466, 0.000690, 4.020975
15.195084, -538.161597, -522.966513, 509.381334, 459.196961, 0.000466, 0.000667, 4.020979
15.188768, -538.128256, -522.939487, 509.375031, 459.006091, 0.000467, 0.000643, 4.020982
15.194685, -538.107040, -522.912355, 509.368751, 459.184887, 0.000467, 0.000619, 4.020986
15.212862, -538.098193, -522.885332, 509.362542, 459.734188, 0.000467, 0.000595, 4.020990
15.243100, -538.101777, -522.858677, 509.356449, 460.648000, 0.000467, 0.000572, 4.020993
15.284994, -538.117610, -522.832617, 509.350516, 461.914023, 0.000467, 0.000548, 4.020996
15.337912, -538.145260, -522.807349, 509.344784, 463.513219, 0.000467, 0.000524, 4.020999
15.401020, -538.184193, -522.783173, 509.339292, 465.420351, 0.000467, 0.000501, 4.021002
15.473332, -538.233595, -522.760263, 509.334075, 467.605621, 0.000467, 0.000477, 4.021005
15.553728, -538.292537, -522.738809, 509.329162, 470.035201, 0.000467, 0.000453, 4.021008
15.640987, -538.359884, -522.718897, 509.324581, 472.672175, 0.000467, 0.000428, 4.021010
15.733835, -538.434624, -522.700789, 509.320351, 475.478055, 0.000467, 0.000403, 4.021013
15.830940, -538.515476, -522.684536, 509.316489, 478.412585, 0.000467, 0.000378, 4.021015
15.930921, -538.601177, -522.670256, 509.313006, 481.434020, 0.000467, 0.000353, 4.021017
16.032382, -538.690340, -522.657958, 509.309906, 484.500170, 0.000467, 0.000327, 4.021019
16.133955, -538.781611, -522.647656, 509.307190, 487.569709, 0.000466, 0.000301, 4.021021
16.234326, -538.873802, -522.639476, 509.304854, 490.602951, 0.000466, 0.000275, 4.021023
16.332239, -538.965510, -522.633271, 509.302889, 493.561869, 0.000466, 0.000249, 4.021024
16.426504, -539.055554, -522.629049, 509.301279, 496.410596, 0.000466, 0.000223, 4.021026
16.516035, -539.142712, -522.626677, 509.300007, 499.116211, 0.000466, 0.000196, 4.021027
16.599839, -539.226034, -522.626195, 509.299052, 501.648788, 0.000466, 0.000169, 4.021028
16.677028, -539.304323, -522.627295, 509.298388, 503.981437, 0.000466, 0.000142, 4.021029
16.746827, -539.376826, -522.629999, 509.297988, 506.090770, 0.000466, 0.000114, 4.021030
16.808586, -539.442659, -522.634073, 509.297821, 507.957123, 0.000466, 0.000085, 4.021030
16.861782, -539.501155, -522.639372, 509.297854, 509.564740, 0.000466, 0.000055, 4.021031
16.906025, -539.551750, -522.645725, 509.298054, 510.901759, 0.000466, 0.000025, 4.021031
16.941045, -539.594044, -522.652999, 509.298386, 511.960074, 0.000466, -0.000005, 4.021031
16.966698, -539.627646, -522.660948, 509.298815, 512.735307, 0.000466, -0.000036, 4.021031
16.982928, -539.652257, -522.669329, 509.299305, 513.225766, 0.000466, -0.000068, 4.021031
16.989808, -539.667917, -522.678110, 509.299820, 513.433676, 0.000466, -0.000100, 4.021031
16.987584, -539.674630, -522.687046, 509.300327, 513.366477, 0.000466, -0.000132, 4.021030
16.976632, -539.672476, -522.695844, 509.300793, 513.035507, 0.000466, -0.000165, 4.021029
16.957434, -539.661895, -522.704462, 509.301186, 512.455327, 0.000466, -0.000198, 4.021028
16.930576, -539.643207, -522.712631, 509.301478, 511.643690, 0.000466, -0.000232, 4.021027
16.896739, -539.617092, -522.720353, 509.301642, 510.621126, 0.000465, -0.000265, 4.021026
16.856691, -539.583996, -522.727305, 509.301656, 509.410876, 0.000465, -0.000299, 4.021024
16.811290, -539.544750, -522.733460, 509.301499, 508.038865, 0.000465, -0.000334, 4.021023
16.761471, -539.500245, -522.738773, 509.301154, 506.533329, 0.000465, -0.000369, 4.021021
16.708260, -539.451269, -522.743010, 509.300609, 504.925268, 0.000465, -0.000405, 4.021019
16.652736, -539.398944, -522.746207, 509.299855, 503.247341, 0.000465, -0.000440, 4.021016
16.595993, -539.344303, -522.748310, 509.298888, 501.532558, 0.000465, -0.000476, 4.021014
16.539148, -539.288433, -522.749286, 509.297707, 499.814688, 0.000465, -0.000512, 4.021011
16.483340, -539.232436, -522.749095, 509.296317, 498.128185, 0.000465, -0.000548, 4.021008
16.429714, -539.177534, -522.747820, 509.294725, 496.507581, 0.000464, -0.000584, 4.021005
16.379396, -539.124854, -522.745458, 509.292944, 494.986965, 0.000464, -0.000620, 4.021002
16.333477, -539.075617, -522.742139, 509.290991, 493.599309, 0.000464, -0.000655, 4.020998
16.292997, -539.030821, -522.737824, 509.288886, 492.375991, 0.000464, -0.000691, 4.020995
16.258918, -538.991717, -522.732799, 509.286654, 491.346111, 0.000464, -0.000726, 4.020991
16.232110, -538.959174, -522.727064, 509.284322, 490.535984, 0.000464, -0.000760, 4.020987
16.213325, -538.934130, -522.720805, 509.281919, 489.968297, 0.000464, -0.000794, 4.020982
16.203159, -538.917325, -522.714166, 509.279479, 489.661078, 0.000463, -0.000826, 4.020978
16.202054, -538.909425, -522.707372, 509.277036, 489.627678, 0.000463, -0.000858, 4.020973
16.210279, -538.910798, -522.700520, 509.274623, 489.876231, 0.000463, -0.000889, 4.020968
16.227903, -538.921772, -522.693869, 509.272278, 490.408838, 0.000463, -0.000918, 4.020963
16.254798, -538.942361, -522.687563, 509.270034, 491.221610, 0.000463, -0.000946, 4.020958
16.290632, -538.972457, -522.681824, 509.267926, 492.304527, 0.000463, -0.000972, 4.020953
16.334869, -539.011662, -522.676793, 509.265984, 493.641359, 0.000462, -0.000996, 4.020947
16.386762, -539.059459, -522.672697, 509.264237, 495.209570, 0.000462, -0.001019, 4.020942
16.445369, -539.114994, -522.669625, 509.262711, 496.980695, 0.000462, -0.001039, 4.020936
16.509585, -539.177354, -522.667770, 509.261427, 498.921289, 0.000462, -0.001058, 4.020930
16.578152, -539.245339, -522.667187, 509.260400, 500.993400, 0.000462, -0.001074, 4.020924
16.649699, -539.317688, -522.667989, 509.259641, 503.155566, 0.000461, -0.001088, 4.020918
16.722781, -539.393056, -522.670275, 509.259158, 505.364100, 0.000461, -0.001101, 4.020912
16.795899, -539.469924, -522.674026, 509.258948, 507.573729, 0.000461, -0.001111, 4.020906
16.867553, -539.546772, -522.679219, 509.259008, 509.739119, 0.000461, -0.001119, 4.020899
16.936282, -539.622158, -522.685876, 509.259325, 511.816138, 0.000461, -0.001126, 4.020893
17.000692, -539.694553, -522.693861, 509.259884, 513.762597, 0.000460, -0.001131, 4.020887
17.059491, -539.762685, -522.703194, 509.260664, 515.539515, 0.000460, -0.001135, 4.020880
17.111523, -539.825181, -522.713658, 509.261638, 517.111938, 0.000460, -0.001136, 4.020874
17.155788, -539.880946, -522.725158, 509.262778, 518.449609, 0.000460, -0.001136, 4.020867
17.191441, -539.928997, -522.737555, 509.264051, 519.527060, 0.000460, -0.001135, 4.020861
17.217806, -539.968419, -522.750613, 509.265423, 520.323799, 0.000459, -0.001132, 4.020855
17.234379, -539.998582, -522.764203, 509.266857, 520.824648, 0.000459, -0.001127, 4.020848
17.240860, -540.018991, -522.778131, 509.268314, 521.020500, 0.000459, -0.001122, 4.020842
17.237131, -540.029263, -522.792133, 509.269757, 520.907801, 0.000459, -0.001116, 4.020836
17.223232, -540.029263, -522.806031, 509.271148, 520.487775, 0.000459, -0.001109, 4.020829
17.199369, -540.019065, -522.819696, 509.272449, 519.766649, 0.000458, -0.001102, 4.020823
17.165908, -539.998739, -522.832831, 509.273625, 518.755447, 0.000458, -0.001095, 4.020817
17.123366, -539.968706, -522.845340, 509.274640, 517.469827, 0.000458, -0.001088, 4.020811
17.072383, -539.929282, -522.856899, 509.275465, 515.929101, 0.000458, -0.001080, 4.020804
17.013713, -539.881145, -522.867432, 509.276070, 514.156092, 0.000458, -0.001072, 4.020798
16.948232, -539.825048, -522.876816, 509.276429, 512.177252, 0.000458, -0.001064, 4.020792
16.876931, -539.761816, -522.884885, 509.276521, 510.022528, 0.000457, -0.001057, 4.020786
16.800911, -539.692372, -522.891461, 509.276329, 507.725188, 0.000457, -0.001049, 4.020780
16.721353, -539.617933, -522.896580, 509.275840, 505.320939, 0.000457, -0.001042, 4.020774
16.639514, -539.539608, -522.900094, 509.275044, 502.847752, 0.000457, -0.001036, 4.020768
16.556722, -539.458666, -522.901944, 509.273938, 500.345781, 0.000457, -0.001030, 4.020763
16.474357, -539.376553, -522.902196, 509.272525, 497.856715, 0.000456, -0.001025, 4.020757
16.393832, -539.294598, -522.900766, 509.270810, 495.423220, 0.000456, -0.001021, 4.020751
16.316573, -539.214281, -522.897709, 509.268808, 493.088442, 0.000456, -0.001017, 4.020745
16.243993, -539.137191, -522.893198, 509.266534, 490.895079, 0.000456, -0.001013, 4.020739
16.177464, -539.064618, -522.887154, 509.264012, 488.884568, 0.000456, -0.001010, 4.020734
16.118297, -538.998122, -522.879825, 509.261270, 487.096537, 0.000455, -0.001008, 4.020728
16.067712, -538.938992, -522.871280, 509.258339, 485.567846, 0.000455, -0.001006, 4.020722
16.026807, -538.888585, -522.861778, 509.255256, 484.331688, 0.000455, -0.001005, 4.020717
15.996529, -538.847971, -522.851442, 509.252060, 483.416689, 0.000455, -0.001005, 4.020711
15.977639, -538.818159, -522.840520, 509.248795, 482.845824, 0.000455, -0.001004, 4.020705
15.970676, -538.799863, -522.829187, 509.245504, 482.635423, 0.000455, -0.001004, 4.020699
15.975936, -538.793657, -522.817720, 509.242234, 482.794378, 0.000454, -0.001005, 4.020694
15.993459, -538.799890, -522.806431, 509.239031, 483.323904, 0.000454, -0.001005, 4.020688
16.023033, -538.818487, -522.795454, 509.235938, 484.217636, 0.000454, -0.001006, 4.020682
16.064186, -538.849266, -522.785080, 509.233000, 485.461310, 0.000454, -0.001006, 4.020677
16.116185, -538.891740, -522.775555, 509.230257, 487.032704, 0.000454, -0.001006, 4.020671
16.178051, -538.945111, -522.767060, 509.227745, 488.902297, 0.000453, -0.001006, 4.020665
16.248597, -539.008443, -522.759845, 509.225498, 491.034218, 0.000453, -0.001005, 4.020660
16.326462, -539.080527, -522.754065, 509.223542, 493.387305, 0.000453, -0.001004, 4.020654
16.410144, -539.159951, -522.749808, 509.221898, 495.916177, 0.000453, -0.001002, 4.020648
16.498039, -539.245306, -522.747267, 509.220583, 498.572373, 0.000453, -0.001000, 4.020643
16.588488, -539.334996, -522.746508, 509.219606, 501.305749, 0.000453, -0.000997, 4.020637
16.679821, -539.427369, -522.747548, 509.218970, 504.065839, 0.000452, -0.000993, 4.020631
16.770393, -539.520754, -522.750361, 509.218671, 506.802939, 0.000452, -0.000988, 4.020626
16.858621, -539.613733, -522.755111, 509.218702, 509.469203, 0.000452, -0.000983, 4.020620
16.943035, -539.704593, -522.761558, 509.219048, 512.020197, 0.000452, -0.000976, 4.020615
17.022301, -539.792033, -522.769732, 509.219689, 514.415630, 0.000452, -0.000969, 4.020609
17.095229, -539.874696, -522.779467, 509.220602, 516.619522, 0.000452, -0.000961, 4.020604
17.160808, -539.951427, -522.790619, 509.221759, 518.601317, 0.000451, -0.000953, 4.020598
17.218208, -540.021360, -522.803152, 509.223130, 520.335948, 0.000451, -0.000945, 4.020593
17.266787, -540.083540, -522.816753, 509.224682, 521.804019, 0.000451, -0.000937, 4.020587
17.306097, -540.137427, -522.831330, 509.226380, 522.991965, 0.000451, -0.000929, 4.020582
17.335889, -540.182575, -522.846687, 509.228188, 523.892272, 0.000451, -0.000921, 4.020577
17.356114, -540.218723, -522.862609, 509.230072, 524.503485, 0.000451, -0.000913, 4.020572
17.366870, -540.245788, -522.878918, 509.231994, 524.828529, 0.000450, -0.000906, 4.020567
17.368385, -540.263835, -522.895450, 509.233922, 524.874326, 0.000450, -0.000899, 4.020561
17.361016, -540.272989, -522.911973, 509.235823, 524.651628, 0.000450, -0.000893, 4.020556
17.345230, -540.273547, -522.928317, 509.237663, 524.174579, 0.000450, -0.000887, 4.020551
17.321603, -540.265960, -522.944357, 509.239416, 523.460576, 0.000450, -0.000882, 4.020546
17.290767, -540.250714, -522.959947, 509.241053, 522.528709, 0.000450, -0.000878, 4.020541
17.253385, -540.228195, -522.974810, 509.242551, 521.399007, 0.000449, -0.000876, 4.020536
17.210171, -540.199176, -522.989005, 509.243887, 520.093069, 0.000449, -0.000874, 4.020531
17.161861, -540.164179, -523.002318, 509.245044, 518.633144, 0.000449, -0.000873, 4.020526
17.109184, -540.123839, -523.014655, 509.246004, 517.041247, 0.000449, -0.000873, 4.020521
17.052870, -540.078777, -523.025907, 509.246754, 515.339415, 0.000449, -0.000875, 4.020517
16.993629, -540.029717, -523.036088, 509.247283, 513.549149, 0.000449, -0.000877, 4.020512
16.932135, -539.977184, -523.045050, 509.247584, 511.690791, 0.000448, -0.000879, 4.020507
16.869032, -539.921868, -523.052836, 509.247650, 509.783831, 0.000448, -0.000883, 4.020502
16.804941, -539.864234, -523.059293, 509.247478, 507.846988, 0.000448, -0.000886, 4.020497
16.740431, -539.804905, -523.064474, 509.247066, 505.897489, 0.000448, -0.000889, 4.020492
16.676003, -539.744398, -523.068394, 509.246414, 503.950474, 0.000448, -0.000892, 4.020487
16.612114, -539.683189, -523.071075, 509.245525, 502.019734, 0.000448, -0.000895, 4.020482
16.549201, -539.621639, -523.072439, 509.244402, 500.118491, 0.000447, -0.000898, 4.020477
16.487672, -539.560247, -523.072575, 509.243051, 498.259080, 0.000447, -0.000901, 4.020471
16.427902, -539.499333, -523.071431, 509.241478, 496.452827, 0.000447, -0.000902, 4.020466
16.370222, -539.439378, -523.069155, 509.239692, 494.709749, 0.000447, -0.000904, 4.020461
16.314937, -539.380619, -523.065682, 509.237700, 493.039010, 0.000447, -0.000904, 4.020456
16.262330, -539.323445, -523.061114, 509.235513, 491.449241, 0.000447, -0.000903, 4.020451
16.212679, -539.268213, -523.055534, 509.233143, 489.948766, 0.000446, -0.000901, 4.020446
16.166235, -539.215178, -523.048943, 509.230600, 488.545218, 0.000446, -0.000898, 4.020441
16.123224, -539.164693, -523.041469, 509.227899, 487.245443, 0.000446, -0.000893, 4.020436
16.083855, -539.116928, -523.033073, 509.225052, 486.055708, 0.000446, -0.000887, 4.020431
16.048308, -539.072175, -523.023867, 509.222073, 484.981464, 0.000446, -0.000878, 4.020426
16.016742, -539.030771, -523.014029, 509.218979, 484.027525, 0.000446, -0.000869, 4.020421
15.989272, -538.992764, -523.003492, 509.215783, 483.197387, 0.000445, -0.000857, 4.020416
15.965976, -538.958453, -522.992477, 509.212501, 482.493369, 0.000445, -0.000844, 4.020411
15.946894, -538.927836, -522.980942, 509.209149, 481.916733, 0.000445, -0.000829, 4.020406
15.932026, -538.901057, -522.969031, 509.205743, 481.467399, 0.000445, -0.000812, 4.020402
15.921315, -538.878158, -522.956842, 509.202299, 481.143734, 0.000445, -0.000793, 4.020397
15.914650, -538.859051, -522.944401, 509.198830, 480.942300, 0.000445, -0.000773, 4.020392
15.911866, -538.843732, -522.931866, 509.195352, 480.858180, 0.000445, -0.000751, 4.020388
15.912749, -538.832014, -522.919265, 509.191877, 480.884857, 0.000444, -0.000727, 4.020384
15.917028, -538.823683, -522.906656, 509.188420, 481.014165, 0.000444, -0.000702, 4.020380
15.924394, -538.818553, -522.894160, 509.184991, 481.236755, 0.000444, -0.000675, 4.020376
15.934496, -538.816310, -522.881814, 509.181600, 481.542039, 0.000444, -0.000648, 4.020372
15.946944, -538.816572, -522.869628, 509.178256, 481.918222, 0.000444, -0.000620, 4.020368
15.961321, -538.819040, -522.857719, 509.174966, 482.352701, 0.000444, -0.000590, 4.020365
15.977184, -538.823287, -522.846103, 509.171736, 482.832090, 0.000444, -0.000560, 4.020361
15.994057, -538.828867, -522.834810, 509.168569, 483.341998, 0.000443, -0.000530, 4.020358
16.011442, -538.835264, -522.823822, 509.165467, 483.867355, 0.000443, -0.000500, 4.020355
16.028851, -538.842063, -522.813212, 509.162431, 484.393471, 0.000443, -0.000470, 4.020352
16.045821, -538.848741, -522.802920, 509.159458, 484.906297, 0.000443, -0.000440, 4.020350
16.061907, -538.854909, -522.793002, 509.156545, 485.392434, 0.000443, -0.000411, 4.020347
16.076689, -538.860036, -522.783347, 509.153688, 485.839125, 0.000443, -0.000382, 4.020345
16.089781, -538.863791, -522.774010, 509.150880, 486.234787, 0.000443, -0.000354, 4.020343
16.100858, -538.865800, -522.764943, 509.148113, 486.569516, 0.000443, -0.000327, 4.020341
16.109644, -538.865749, -522.756105, 509.145380, 486.835043, 0.000443, -0.000301, 4.020339
16.115923, -538.863368, -522.747445, 509.142671, 487.024796, 0.000443, -0.000277, 4.020337
16.119531, -538.858397, -522.738865, 509.139976, 487.133838, 0.000442, -0.000254, 4.020336
16.120358, -538.850723, -522.730365, 509.137285, 487.158811, 0.000442, -0.000234, 4.020334
16.118341, -538.840236, -522.721896, 509.134586, 487.097851, 0.000442, -0.000214, 4.020333
16.113474, -538.826851, -522.713377, 509.131871, 486.950782, 0.000442, -0.000197, 4.020332
16.105803, -538.810554, -522.704750, 509.129127, 486.718977, 0.000442, -0.000181, 4.020331
16.095423, -538.791398, -522.695974, 509.126346, 486.405294, 0.000442, -0.000167, 4.020330
16.082466, -538.769470, -522.687004, 509.123518, 486.013714, 0.000442, -0.000155, 4.020329
16.067095, -538.744857, -522.677762, 509.120634, 485.549194, 0.000442, -0.000146, 4.020328
16.049504, -538.717701, -522.668197, 509.117685, 485.017604, 0.000442, -0.000137, 4.020327
16.029892, -538.688212, -522.658320, 509.114664, 484.424936, 0.000442, -0.000131, 4.020326
16.008459, -538.656496, -522.648037, 509.111565, 483.777233, 0.000442, -0.000126, 4.020325
15.985403, -538.622698, -522.637294, 509.108382, 483.080478, 0.000442, -0.000122, 4.020325
15.960897, -538.587033, -522.626135, 509.105109, 482.339906, 0.000442, -0.000120, 4.020324
15.935099, -538.549568, -522.614469, 509.101741, 481.560274, 0.000441, -0.000119, 4.020323
15.908147, -538.510449, -522.602302, 509.098274, 480.745772, 0.000441, -0.000118, 4.020323
15.880162, -538.469752, -522.589590, 509.094705, 479.900064, 0.000441, -0.000118, 4.020322
15.851242, -538.427564, -522.576321, 509.091030, 479.026120, 0.000441, -0.000118, 4.020321
15.821456, -538.383925, -522.562469, 509.087246, 478.125977, 0.000441, -0.000118, 4.020321
15.790862, -538.338890, -522.548028, 509.083350, 477.201410, 0.000441, -0.000118, 4.020320
15.759503, -538.292519, -522.533016, 509.079339, 476.253745, 0.000441, -0.000117, 4.020319
15.727408, -538.244779, -522.517371, 509.075211, 475.283842, 0.000441, -0.000116, 4.020319
15.694603, -538.195637, -522.501034, 509.070962, 474.292459, 0.000441, -0.000114, 4.020318
15.661114, -538.145197, -522.484083, 509.066591, 473.280428, 0.000441, -0.000112, 4.020317
15.626993, -538.093418, -522.466425, 509.062095, 472.249279, 0.000441, -0.000108, 4.020317
15.592322, -538.040478, -522.448155, 509.057472, 471.201529, 0.000441, -0.000104, 4.020316
15.557216, -537.986390, -522.429173, 509.052721, 470.140624, 0.000441, -0.000097, 4.020315
15.521833, -537.931268, -522.409434, 509.047841, 469.071340, 0.000441, -0.000090, 4.020315
15.486369, -537.875404, -522.389035, 509.042831, 467.999616, 0.000441, -0.000080, 4.020314
15.451052, -537.818974, -522.367922, 509.037691, 466.932319, 0.000440, -0.000070, 4.020314
