698.227641, -0.000074, 3.464360, 0.994322, 1.000000
694.263089, -0.000086, 3.464360, 0.994404, 1.000000
690.377827, -0.000095, 3.464360, 0.994485, 1.000000
686.570270, -0.000107, 3.464359, 0.994565, 1.000000
682.838865, -0.000115, 3.464359, 0.994645, 1.000000
679.182088, -0.000127, 3.464359, 0.994724, 1.000000
675.598446, -0.000135, 3.464359, 0.994802, 1.000000
672.086477, -0.000146, 3.464358, 0.994879, 1.000000
668.644747, -0.000154, 3.464358, 0.994956, 1.000000
665.271852, -0.000164, 3.464358, 0.995031, 1.000000
661.966415, -0.000171, 3.464357, 0.995107, 1.000000
658.727087, -0.000181, 3.464357, 0.995181, 1.000000
655.552545, -0.000189, 3.464356, 0.995254, 1.000000
652.441494, -0.000198, 3.464356, 0.995327, 1.000000
649.392665, -0.000205, 3.464355, 0.995399, 1.000000
646.404811, -0.000214, 3.464355, 0.995470, 1.000000
643.476715, -0.000221, 3.464354, 0.995541, 1.000000
640.607181, -0.000230, 3.464354, 0.995610, 1.000000
637.795037, -0.000236, 3.464353, 0.995679, 1.000000
635.039136, -0.000245, 3.464353, 0.995747, 0.999999
632.338354, -0.000251, 3.464352, 0.995814, 0.999999
629.691587, -0.000259, 3.464351, 0.995881, 0.999999
627.097755, -0.000265, 3.464351, 0.995946, 0.999999
624.555800, -0.000273, 3.464350, 0.996011, 0.999999
622.064684, -0.000278, 3.464350, 0.996075, 0.999999
619.623390, -0.000286, 3.464349, 0.996139, 0.999999
617.230922, -0.000291, 3.464348, 0.996201, 0.999999
614.886304, -0.000299, 3.464347, 0.996263, 0.999999
612.588578, -0.000303, 3.464347, 0.996324, 0.999999
610.336806, -0.000311, 3.464346, 0.996384, 0.999999
608.130070, -0.000315, 3.464345, 0.996444, 0.999999
605.967469, -0.000322, 3.464344, 0.996503, 0.999999
603.848119, -0.000326, 3.464344, 0.996560, 0.999999
601.771157, -0.000333, 3.464343, 0.996618, 0.999999
599.735734, -0.000337, 3.464342, 0.996674, 0.999999
597.741019, -0.000344, 3.464341, 0.996730, 0.999999
595.786199, -0.000348, 3.464340, 0.996785, 0.999999
593.870475, -0.000354, 3.464340, 0.996839, 0.999999
591.993065, -0.000358, 3.464339, 0.996892, 0.999999
