its, t_max, delta_t, its_eq
20000, 20, 0.001000, 10000
x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4
2.505824, 1.076127, 1.862521, 5.310339, 1.167050, 13.608754, 2.704143, 4.832597, 11.628913, 1.650814, 7.418981, 2.044919
2.505717, 1.071540, 1.864489, 5.312747, 1.168308, 13.604029, 2.700340, 4.833422, 11.629367, 1.652860, 7.423546, 2.048866
2.505497, 1.066958, 1.866643, 5.315295, 1.169544, 13.599466, 2.697067, 4.834558, 11.630098, 1.654857, 7.428341, 2.052917
2.505161, 1.062392, 1.868978, 5.317984, 1.170750, 13.595068, 2.694331, 4.836002, 11.631092, 1.656811, 7.433370, 2.057060
2.504712, 1.057850, 1.871488, 5.320816, 1.171922, 13.590841, 2.692136, 4.837746, 11.632337, 1.658726, 7.438638, 2.061285
2.504148, 1.053343, 1.874167, 5.323793, 1.173054, 13.586788, 2.690484, 4.839782, 11.633817, 1.660609, 7.444145, 2.065579
2.503469, 1.048881, 1.877010, 5.326918, 1.174142, 13.582912, 2.689372, 4.842097, 11.635517, 1.662465, 7.449896, 2.069932
2.502675, 1.044475, 1.880011, 5.330191, 1.175179, 13.579215, 2.688796, 4.844681, 11.637419, 1.664298, 7.455889, 2.074331
2.501766, 1.040132, 1.883163, 5.333614, 1.176164, 13.575701, 2.688748, 4.847520, 11.639506, 1.666113, 7.462124, 2.078767
2.500742, 1.035864, 1.886459, 5.337187, 1.177090, 13.572370, 2.689218, 4.850597, 11.641762, 1.667915, 7.468601, 2.083229
2.499603, 1.031679, 1.889895, 5.340911, 1.177956, 13.569224, 2.690194, 4.853897, 11.644167, 1.669709, 7.475317, 2.087705
2.498349, 1.027586, 1.893464, 5.344787, 1.178758, 13.566262, 2.691661, 4.857402, 11.646704, 1.671498, 7.482268, 2.092187
2.496980, 1.023593, 1.897159, 5.348815, 1.179494, 13.563485, 2.693602, 4.861094, 11.649353, 1.673286, 7.489449, 2.096664
2.495496, 1.019708, 1.900975, 5.352994, 1.180163, 13.560891, 2.695998, 4.864953, 11.652098, 1.675078, 7.496855, 2.101127
2.493898, 1.015939, 1.904906, 5.357323, 1.180762, 13.558480, 2.698830, 4.868961, 11.654917, 1.676875, 7.504478, 2.105567
2.492188, 1.012292, 1.908946, 5.361801, 1.181291, 13.556249, 2.702075, 4.873096, 11.657794, 1.678682, 7.512310, 2.109976
2.490365, 1.008772, 1.913091, 5.366426, 1.181749, 13.554195, 2.705712, 4.877339, 11.660710, 1.680501, 7.520342, 2.114346
2.488431, 1.005387, 1.917334, 5.371197, 1.182138, 13.552315, 2.709717, 4.881669, 11.663646, 1.682335, 7.528562, 2.118670
2.486389, 1.002141, 1.921672, 5.376110, 1.182456, 13.550606, 2.714065, 4.886065, 11.666584, 1.684185, 7.536960, 2.122940
2.484240, 0.999038, 1.926099, 5.381163, 1.182706, 13.549063, 2.718731, 4.890506, 11.669506, 1.686055, 7.545523, 2.127150
2.481987, 0.996081, 1.930611, 5.386351, 1.182888, 13.547681, 2.723691, 4.894971, 11.672394, 1.687945, 7.554237, 2.131294
2.479632, 0.993275, 1.935205, 5.391671, 1.183005, 13.546456, 2.728918, 4.899442, 11.675232, 1.689857, 7.563087, 2.135367
2.477180, 0.990620, 1.939877, 5.397117, 1.183059, 13.545380, 2.734388, 4.903897, 11.678002, 1.691794, 7.572060, 2.139365
2.474633, 0.988119, 1.944624, 5.402685, 1.183051, 13.544449, 2.740074, 4.908317, 11.680686, 1.693755, 7.581137, 2.143282
2.471998, 0.985773, 1.949442, 5.408368, 1.182984, 13.543656, 2.745952, 4.912684, 11.683269, 1.695742, 7.590302, 2.147115
2.469278, 0.983582, 1.954328, 5.414160, 1.182861, 13.542993, 2.751997, 4.916979, 11.685735, 1.697755, 7.599538, 2.150860
2.466479, 0.981545, 1.959282, 5.420054, 1.182686, 13.542454, 2.758183, 4.921185, 11.688067, 1.699796, 7.608826, 2.154515
2.463608, 0.979662, 1.964300, 5.426043, 1.182460, 13.542031, 2.764487, 4.925286, 11.690251, 1.701863, 7.618148, 2.158076
2.460670, 0.977931, 1.969380, 5.432117, 1.182187, 13.541717, 2.770884, 4.929265, 11.692271, 1.703958, 7.627485, 2.161541
2.457674, 0.976350, 1.974522, 5.438270, 1.181870, 13.541505, 2.777353, 4.933109, 11.694113, 1.706079, 7.636817, 2.164907
2.454626, 0.974917, 1.979723, 5.444490, 1.181513, 13.541385, 2.783870, 4.936803, 11.695764, 1.708226, 7.646124, 2.168174
2.451535, 0.973627, 1.984983, 5.450770, 1.181117, 13.541351, 2.790414, 4.940334, 11.697208, 1.710399, 7.655387, 2.171340
2.448409, 0.972477, 1.990301, 5.457099, 1.180686, 13.541395, 2.796964, 4.943691, 11.698434, 1.712595, 7.664587, 2.174402
2.445257, 0.971463, 1.995676, 5.463465, 1.180222, 13.541508, 2.803499, 4.946864, 11.699430, 1.714814, 7.673704, 2.177359
2.442089, 0.970580, 2.001108, 5.469860, 1.179729, 13.541684, 2.810001, 4.949843, 11.700182, 1.717053, 7.682719, 2.180211
2.438914, 0.969824, 2.006596, 5.476270, 1.179207, 13.541913, 2.816450, 4.952620, 11.700680, 1.719312, 7.691613, 2.182955
2.435743, 0.969189, 2.012141, 5.482684, 1.178661, 13.542190, 2.822830, 4.955189, 11.700914, 1.721586, 7.700368, 2.185591
2.432584, 0.968669, 2.017741, 5.489092, 1.178090, 13.542506, 2.829122, 4.957545, 11.700874, 1.723873, 7.708967, 2.188116
2.429450, 0.968258, 2.023397, 5.495480, 1.177498, 13.542855, 2.835312, 4.959683, 11.700551, 1.726169, 7.717392, 2.190530
2.426349, 0.967951, 2.029109, 5.501836, 1.176885, 13.543230, 2.841384, 4.961600, 11.699936, 1.728472, 7.725629, 2.192830
2.423293, 0.967741, 2.034877, 5.508148, 1.176253, 13.543624, 2.847325, 4.963294, 11.699022, 1.730777, 7.733661, 2.195016
2.420291, 0.967622, 2.040702, 5.514403, 1.175602, 13.544032, 2.853120, 4.964766, 11.697803, 1.733079, 7.741474, 2.197084
2.417353, 0.967587, 2.046582, 5.520590, 1.174935, 13.544447, 2.858758, 4.966015, 11.696274, 1.735374, 7.749057, 2.199032
2.414491, 0.967631, 2.052520, 5.526694, 1.174250, 13.544864, 2.864227, 4.967045, 11.694429, 1.737656, 7.756396, 2.200859
2.411712, 0.967747, 2.058514, 5.532705, 1.173549, 13.545278, 2.869518, 4.967859, 11.692264, 1.739920, 7.763483, 2.202561
2.409027, 0.967929, 2.064565, 5.538609, 1.172831, 13.545684, 2.874620, 4.968460, 11.689777, 1.742158, 7.770307, 2.204135
2.406445, 0.968170, 2.070673, 5.544395, 1.172098, 13.546077, 2.879526, 4.968856, 11.686967, 1.744367, 7.776862, 2.205578
2.403973, 0.968466, 2.076838, 5.550051, 1.171349, 13.546455, 2.884227, 4.969052, 11.683832, 1.746537, 7.783141, 2.206886
2.401619, 0.968810, 2.083060, 5.555566, 1.170584, 13.546813, 2.888718, 4.969056, 11.680372, 1.748663, 7.789139, 2.208057
2.399392, 0.969196, 2.089340, 5.560928, 1.169803, 13.547148, 2.892992, 4.968878, 11.676588, 1.750737, 7.794853, 2.209086
2.397296, 0.969621, 2.095677, 5.566127, 1.169005, 13.547457, 2.897045, 4.968528, 11.672483, 1.752751, 7.800281, 2.209970
2.395339, 0.970078, 2.102072, 5.571153, 1.168191, 13.547739, 2.900873, 4.968015, 11.668059, 1.754700, 7.805422, 2.210703
2.393526, 0.970564, 2.108523, 5.575995, 1.167361, 13.547990, 2.904473, 4.967354, 11.663320, 1.756574, 7.810278, 2.211283
2.391859, 0.971075, 2.115032, 5.580646, 1.166515, 13.548211, 2.907841, 4.966554, 11.658270, 1.758367, 7.814851, 2.211706
2.390344, 0.971607, 2.121598, 5.585095, 1.165653, 13.548399, 2.910977, 4.965632, 11.652915, 1.760071, 7.819144, 2.211967
2.388983, 0.972156, 2.128221, 5.589335, 1.164775, 13.548554, 2.913878, 4.964599, 11.647260, 1.761679, 7.823162, 2.212062
2.387776, 0.972721, 2.134900, 5.593359, 1.163883, 13.548676, 2.916545, 4.963471, 11.641313, 1.763183, 7.826910, 2.211988
2.386727, 0.973299, 2.141636, 5.597160, 1.162976, 13.548765, 2.918978, 4.962263, 11.635082, 1.764578, 7.830395, 2.211741
2.385833, 0.973889, 2.148427, 5.600731, 1.162057, 13.548822, 2.921177, 4.960991, 11.628573, 1.765857, 7.833626, 2.211319
2.385095, 0.974489, 2.155273, 5.604068, 1.161127, 13.548848, 2.923142, 4.959671, 11.621796, 1.767012, 7.836610, 2.210718
2.384510, 0.975098, 2.162174, 5.607165, 1.160188, 13.548844, 2.924875, 4.958318, 11.614759, 1.768040, 7.839358, 2.209936
2.384077, 0.975717, 2.169127, 5.610018, 1.159241, 13.548811, 2.926379, 4.956950, 11.607471, 1.768935, 7.841879, 2.208971
2.383791, 0.976345, 2.176133, 5.612625, 1.158289, 13.548752, 2.927653, 4.955583, 11.599944, 1.769691, 7.844184, 2.207822
2.383649, 0.976985, 2.183188, 5.614982, 1.157336, 13.548669, 2.928702, 4.954233, 11.592186, 1.770305, 7.846285, 2.206488
2.383647, 0.977637, 2.190293, 5.617088, 1.156384, 13.548565, 2.929527, 4.952918, 11.584208, 1.770774, 7.848193, 2.204967
2.383777, 0.978303, 2.197444, 5.618942, 1.155437, 13.548443, 2.930131, 4.951652, 11.576021, 1.771094, 7.849920, 2.203261
2.384035, 0.978987, 2.204639, 5.620544, 1.154499, 13.548305, 2.930517, 4.950453, 11.567634, 1.771263, 7.851480, 2.201369
2.384413, 0.979690, 2.211876, 5.621893, 1.153574, 13.548155, 2.930688, 4.949335, 11.559060, 1.771280, 7.852883, 2.199293
2.384905, 0.980418, 2.219151, 5.622990, 1.152667, 13.547997, 2.930648, 4.948314, 11.550308, 1.771143, 7.854145, 2.197035
2.385503, 0.981173, 2.226460, 5.623839, 1.151783, 13.547834, 2.930400, 4.947403, 11.541391, 1.770852, 7.855276, 2.194598
2.386198, 0.981961, 2.233800, 5.624440, 1.150927, 13.547670, 2.929949, 4.946617, 11.532318, 1.770407, 7.856291, 2.191983
2.386981, 0.982786, 2.241165, 5.624797, 1.150105, 13.547510, 2.929299, 4.945968, 11.523100, 1.769809, 7.857202, 2.189194
2.387845, 0.983654, 2.248552, 5.624914, 1.149323, 13.547356, 2.928454, 4.945468, 11.513748, 1.769059, 7.858021, 2.186236
2.388781, 0.984571, 2.255953, 5.624794, 1.148586, 13.547213, 2.927419, 4.945128, 11.504274, 1.768159, 7.858762, 2.183112
2.389778, 0.985543, 2.263363, 5.624444, 1.147900, 13.547085, 2.926201, 4.944957, 11.494687, 1.767111, 7.859436, 2.179828
2.390828, 0.986577, 2.270776, 5.623867, 1.147273, 13.546975, 2.924804, 4.944965, 11.484998, 1.765918, 7.860055, 2.176388
2.391922, 0.987679, 2.278185, 5.623070, 1.146710, 13.546889, 2.923236, 4.945158, 11.475217, 1.764584, 7.860631, 2.172798
2.393050, 0.988856, 2.285581, 5.622059, 1.146218, 13.546829, 2.921503, 4.945542, 11.465355, 1.763112, 7.861175, 2.169064
2.394203, 0.990117, 2.292958, 5.620841, 1.145804, 13.546799, 2.919612, 4.946124, 11.455421, 1.761507, 7.861698, 2.165191
2.395373, 0.991469, 2.300306, 5.619423, 1.145473, 13.546802, 2.917571, 4.946906, 11.445425, 1.759772, 7.862210, 2.161186
2.396550, 0.992920, 2.307616, 5.617813, 1.145232, 13.546842, 2.915390, 4.947890, 11.435376, 1.757913, 7.862720, 2.157055
2.397727, 0.994477, 2.314880, 5.616019, 1.145087, 13.546922, 2.913077, 4.949077, 11.425285, 1.755934, 7.863238, 2.152805
2.398895, 0.996150, 2.322088, 5.614048, 1.145044, 13.547044, 2.910643, 4.950466, 11.415160, 1.753842, 7.863773, 2.148443
2.400046, 0.997947, 2.329231, 5.611910, 1.145109, 13.547212, 2.908098, 4.952055, 11.405011, 1.751641, 7.864333, 2.143974
2.401174, 0.999876, 2.336298, 5.609613, 1.145287, 13.547426, 2.905454, 4.953841, 11.394848, 1.749338, 7.864924, 2.139406
2.402271, 1.001945, 2.343279, 5.607167, 1.145584, 13.547690, 2.902721, 4.955818, 11.384678, 1.746939, 7.865554, 2.134744
2.403331, 1.004163, 2.350165, 5.604581, 1.146005, 13.548004, 2.899914, 4.957980, 11.374512, 1.744450, 7.866230, 2.129997
2.404347, 1.006538, 2.356945, 5.601865, 1.146553, 13.548371, 2.897045, 4.960321, 11.364358, 1.741877, 7.866956, 2.125169
2.405315, 1.009079, 2.363610, 5.599028, 1.147234, 13.548791, 2.894127, 4.962830, 11.354225, 1.739226, 7.867739, 2.120268
2.406228, 1.011794, 2.370150, 5.596082, 1.148050, 13.549265, 2.891176, 4.965499, 11.344124, 1.736505, 7.868582, 2.115300
2.407084, 1.014690, 2.376556, 5.593035, 1.149006, 13.549794, 2.888206, 4.968317, 11.334061, 1.733720, 7.869490, 2.110270
2.407877, 1.017776, 2.382819, 5.589899, 1.150103, 13.550379, 2.885231, 4.971272, 11.324048, 1.730877, 7.870467, 2.105184
2.408604, 1.021058, 2.388930, 5.586684, 1.151345, 13.551018, 2.882269, 4.974351, 11.314092, 1.727983, 7.871515, 2.100049
2.409263, 1.024544, 2.394880, 5.583400, 1.152733, 13.551712, 2.879333, 4.977542, 11.304203, 1.725045, 7.872636, 2.094870
2.409850, 1.028240, 2.400663, 5.580058, 1.154268, 13.552459, 2.876441, 4.980831, 11.294389, 1.722070, 7.873834, 2.089652
2.410363, 1.032153, 2.406270, 5.576670, 1.155951, 13.553260, 2.873608, 4.984202, 11.284660, 1.719064, 7.875109, 2.084401
2.410802, 1.036290, 2.411696, 5.573246, 1.157783, 13.554113, 2.870850, 4.987641, 11.275025, 1.716034, 7.876464, 2.079122
2.411165, 1.040654, 2.416935, 5.569797, 1.159762, 13.555016, 2.868183, 4.991133, 11.265492, 1.712987, 7.877898, 2.073819
2.411451, 1.045253, 2.421982, 5.566335, 1.161888, 13.555967, 2.865623, 4.994663, 11.256071, 1.709929, 7.879413, 2.068498
2.411661, 1.050089, 2.426832, 5.562870, 1.164160, 13.556965, 2.863186, 4.998213, 11.246770, 1.706867, 7.881008, 2.063162
2.411794, 1.055168, 2.431483, 5.559414, 1.166574, 13.558007, 2.860886, 5.001769, 11.237599, 1.703806, 7.882685, 2.057817
2.411850, 1.060492, 2.435931, 5.555979, 1.169129, 13.559091, 2.858738, 5.005314, 11.228565, 1.700755, 7.884441, 2.052466
2.411831, 1.066065, 2.440176, 5.552576, 1.171821, 13.560214, 2.856757, 5.008833, 11.219677, 1.697717, 7.886278, 2.047115
2.411738, 1.071888, 2.444217, 5.549217, 1.174646, 13.561372, 2.854956, 5.012309, 11.210944, 1.694701, 7.888194, 2.041765
2.411572, 1.077965, 2.448053, 5.545913, 1.177599, 13.562562, 2.853348, 5.015728, 11.202372, 1.691711, 7.890187, 2.036422
2.411335, 1.084296, 2.451686, 5.542676, 1.180676, 13.563781, 2.851946, 5.019073, 11.193969, 1.688752, 7.892258, 2.031090
2.411029, 1.090882, 2.455119, 5.539518, 1.183871, 13.565024, 2.850760, 5.022330, 11.185743, 1.685832, 7.894404, 2.025771
2.410655, 1.097723, 2.458353, 5.536451, 1.187176, 13.566288, 2.849800, 5.025485, 11.177700, 1.682955, 7.896624, 2.020468
2.410217, 1.104818, 2.461393, 5.533487, 1.190586, 13.567567, 2.849076, 5.028522, 11.169846, 1.680126, 7.898917, 2.015186
2.409716, 1.112166, 2.464243, 5.530637, 1.194093, 13.568857, 2.848595, 5.031430, 11.162186, 1.677349, 7.901280, 2.009927
2.409155, 1.119766, 2.466907, 5.527913, 1.197689, 13.570152, 2.848364, 5.034196, 11.154726, 1.674631, 7.903711, 2.004694
2.408537, 1.127614, 2.469393, 5.525327, 1.201365, 13.571448, 2.848389, 5.036807, 11.147469, 1.671975, 7.906208, 1.999489
2.407865, 1.135707, 2.471706, 5.522892, 1.205112, 13.572738, 2.848674, 5.039252, 11.140419, 1.669385, 7.908768, 1.994316
2.407140, 1.144043, 2.473852, 5.520618, 1.208920, 13.574016, 2.849221, 5.041522, 11.133577, 1.666866, 7.911390, 1.989177
2.406367, 1.152616, 2.475840, 5.518518, 1.212779, 13.575277, 2.850033, 5.043606, 11.126946, 1.664421, 7.914070, 1.984074
2.405548, 1.161422, 2.477677, 5.516604, 1.216680, 13.576512, 2.851107, 5.045498, 11.120524, 1.662053, 7.916806, 1.979009
2.404686, 1.170455, 2.479371, 5.514885, 1.220609, 13.577716, 2.852444, 5.047190, 11.114312, 1.659766, 7.919594, 1.973985
2.403783, 1.179710, 2.480929, 5.513375, 1.224558, 13.578881, 2.854040, 5.048675, 11.108308, 1.657563, 7.922431, 1.969002
2.402843, 1.189179, 2.482361, 5.512083, 1.228512, 13.580000, 2.855890, 5.049950, 11.102509, 1.655446, 7.925315, 1.964063
2.401868, 1.198856, 2.483676, 5.511021, 1.232462, 13.581064, 2.857989, 5.051009, 11.096910, 1.653418, 7.928240, 1.959170
2.400861, 1.208734, 2.484880, 5.510199, 1.236393, 13.582067, 2.860330, 5.051851, 11.091507, 1.651480, 7.931204, 1.954323
2.399824, 1.218804, 2.485982, 5.509626, 1.240295, 13.583000, 2.862904, 5.052474, 11.086294, 1.649636, 7.934203, 1.949523
2.398760, 1.229058, 2.486991, 5.509314, 1.244155, 13.583854, 2.865701, 5.052877, 11.081263, 1.647885, 7.937232, 1.944773
2.397671, 1.239487, 2.487915, 5.509270, 1.247960, 13.584622, 2.868712, 5.053062, 11.076407, 1.646230, 7.940288, 1.940072
2.396560, 1.250082, 2.488760, 5.509504, 1.251697, 13.585295, 2.871923, 5.053029, 11.071717, 1.644672, 7.943366, 1.935421
2.395427, 1.260833, 2.489535, 5.510022, 1.255356, 13.585866, 2.875322, 5.052781, 11.067183, 1.643212, 7.946461, 1.930821
2.394276, 1.271731, 2.490245, 5.510834, 1.258923, 13.586324, 2.878895, 5.052323, 11.062795, 1.641849, 7.949569, 1.926273
2.393108, 1.282765, 2.490898, 5.511944, 1.262386, 13.586663, 2.882629, 5.051658, 11.058543, 1.640585, 7.952685, 1.921776
2.391924, 1.293924, 2.491499, 5.513359, 1.265735, 13.586874, 2.886507, 5.050793, 11.054415, 1.639419, 7.955804, 1.917330
2.390726, 1.305197, 2.492053, 5.515084, 1.268958, 13.586949, 2.890515, 5.049734, 11.050398, 1.638352, 7.958921, 1.912936
2.389515, 1.316574, 2.492566, 5.517122, 1.272045, 13.586880, 2.894637, 5.048487, 11.046482, 1.637382, 7.962031, 1.908593
2.388292, 1.328042, 2.493041, 5.519477, 1.274986, 13.586661, 2.898856, 5.047062, 11.042654, 1.636510, 7.965128, 1.904300
2.387057, 1.339591, 2.493481, 5.522151, 1.277771, 13.586283, 2.903156, 5.045465, 11.038902, 1.635734, 7.968207, 1.900057
2.385813, 1.351208, 2.493889, 5.525144, 1.280392, 13.585740, 2.907522, 5.043708, 11.035214, 1.635053, 7.971264, 1.895863
2.384558, 1.362881, 2.494266, 5.528457, 1.282841, 13.585026, 2.911936, 5.041799, 11.031577, 1.634466, 7.974291, 1.891717
2.383293, 1.374598, 2.494615, 5.532089, 1.285111, 13.584134, 2.916383, 5.039748, 11.027979, 1.633970, 7.977285, 1.887618
2.382018, 1.386346, 2.494935, 5.536037, 1.287195, 13.583059, 2.920848, 5.037567, 11.024410, 1.633566, 7.980240, 1.883564
2.380734, 1.398113, 2.495227, 5.540298, 1.289088, 13.581796, 2.925314, 5.035266, 11.020858, 1.633250, 7.983149, 1.879554
2.379438, 1.409885, 2.495488, 5.544869, 1.290785, 13.580340, 2.929766, 5.032857, 11.017312, 1.633021, 7.986009, 1.875587
2.378132, 1.421649, 2.495718, 5.549743, 1.292283, 13.578687, 2.934192, 5.030352, 11.013762, 1.632875, 7.988814, 1.871660
2.376812, 1.433393, 2.495914, 5.554915, 1.293579, 13.576834, 2.938577, 5.027762, 11.010199, 1.632811, 7.991558, 1.867772
2.375480, 1.445103, 2.496072, 5.560378, 1.294672, 13.574778, 2.942908, 5.025099, 11.006615, 1.632826, 7.994238, 1.863920
2.374132, 1.456766, 2.496189, 5.566122, 1.295559, 13.572515, 2.947172, 5.022376, 11.003000, 1.632917, 7.996848, 1.860102
2.372767, 1.468369, 2.496260, 5.572138, 1.296242, 13.570045, 2.951360, 5.019605, 10.999348, 1.633081, 7.999384, 1.856316
2.371383, 1.479899, 2.496281, 5.578418, 1.296720, 13.567367, 2.955458, 5.016798, 10.995653, 1.633313, 8.001842, 1.852559
2.369977, 1.491344, 2.496246, 5.584948, 1.296996, 13.564479, 2.959458, 5.013969, 10.991908, 1.633612, 8.004218, 1.848828
2.368546, 1.502691, 2.496148, 5.591719, 1.297073, 13.561381, 2.963349, 5.011130, 10.988109, 1.633972, 8.006509, 1.845121
2.367089, 1.513927, 2.495981, 5.598717, 1.296953, 13.558074, 2.967124, 5.008293, 10.984252, 1.634390, 8.008710, 1.841435
2.365600, 1.525041, 2.495739, 5.605930, 1.296640, 13.554559, 2.970775, 5.005470, 10.980333, 1.634863, 8.010819, 1.837765
2.364077, 1.536022, 2.495414, 5.613344, 1.296140, 13.550837, 2.974293, 5.002675, 10.976352, 1.635385, 8.012834, 1.834110
2.362516, 1.546859, 2.494999, 5.620945, 1.295458, 13.546911, 2.977674, 4.999918, 10.972306, 1.635953, 8.014751, 1.830466
2.360911, 1.557541, 2.494486, 5.628718, 1.294599, 13.542784, 2.980910, 4.997211, 10.968194, 1.636562, 8.016569, 1.826830
2.359259, 1.568058, 2.493867, 5.636649, 1.293572, 13.538457, 2.983999, 4.994567, 10.964018, 1.637208, 8.018287, 1.823198
2.357555, 1.578403, 2.493135, 5.644722, 1.292383, 13.533934, 2.986934, 4.991994, 10.959777, 1.637885, 8.019901, 1.819567
2.355793, 1.588567, 2.492283, 5.652924, 1.291040, 13.529220, 2.989712, 4.989505, 10.955475, 1.638590, 8.021412, 1.815933
2.353968, 1.598543, 2.491302, 5.661237, 1.289551, 13.524318, 2.992331, 4.987109, 10.951115, 1.639316, 8.022819, 1.812293
2.352074, 1.608325, 2.490185, 5.669648, 1.287925, 13.519233, 2.994788, 4.984815, 10.946698, 1.640061, 8.024120, 1.808644
2.350106, 1.617907, 2.488926, 5.678140, 1.286173, 13.513970, 2.997081, 4.982634, 10.942231, 1.640817, 8.025317, 1.804982
2.348057, 1.627285, 2.487518, 5.686698, 1.284302, 13.508534, 2.999209, 4.980572, 10.937717, 1.641581, 8.026408, 1.801305
2.345922, 1.636457, 2.485956, 5.695306, 1.282323, 13.502930, 3.001170, 4.978640, 10.933162, 1.642347, 8.027396, 1.797608
2.343693, 1.645421, 2.484232, 5.703950, 1.280247, 13.497165, 3.002965, 4.976844, 10.928573, 1.643111, 8.028279, 1.793889
2.341365, 1.654175, 2.482344, 5.712613, 1.278084, 13.491243, 3.004594, 4.975191, 10.923957, 1.643867, 8.029059, 1.790146
2.338931, 1.662719, 2.480286, 5.721282, 1.275845, 13.485172, 3.006057, 4.973688, 10.919321, 1.644610, 8.029738, 1.786375
2.336386, 1.671056, 2.478055, 5.729940, 1.273540, 13.478957, 3.007355, 4.972340, 10.914673, 1.645336, 8.030316, 1.782574
2.333722, 1.679188, 2.475648, 5.738574, 1.271182, 13.472605, 3.008490, 4.971153, 10.910022, 1.646040, 8.030795, 1.778741
2.330935, 1.687118, 2.473063, 5.747169, 1.268780, 13.466123, 3.009463, 4.970131, 10.905378, 1.646716, 8.031178, 1.774874
2.328018, 1.694852, 2.470299, 5.755711, 1.266346, 13.459517, 3.010276, 4.969279, 10.900749, 1.647360, 8.031466, 1.770971
2.324966, 1.702395, 2.467355, 5.764185, 1.263891, 13.452793, 3.010931, 4.968600, 10.896147, 1.647967, 8.031661, 1.767030
2.321774, 1.709753, 2.464231, 5.772579, 1.261426, 13.445960, 3.011432, 4.968097, 10.891581, 1.648533, 8.031765, 1.763050
2.318437, 1.716934, 2.460928, 5.780879, 1.258962, 13.439022, 3.011780, 4.967773, 10.887064, 1.649053, 8.031782, 1.759031
2.314950, 1.723946, 2.457448, 5.789072, 1.256510, 13.431988, 3.011980, 4.967630, 10.882605, 1.649524, 8.031712, 1.754972
2.311311, 1.730798, 2.453793, 5.797146, 1.254079, 13.424863, 3.012033, 4.967669, 10.878218, 1.649940, 8.031560, 1.750873
2.307515, 1.737499, 2.449967, 5.805089, 1.251680, 13.417655, 3.011945, 4.967892, 10.873914, 1.650299, 8.031328, 1.746734
2.303561, 1.744058, 2.445972, 5.812889, 1.249323, 13.410369, 3.011718, 4.968298, 10.869706, 1.650596, 8.031017, 1.742555
2.299446, 1.750487, 2.441813, 5.820536, 1.247017, 13.403013, 3.011357, 4.968890, 10.865607, 1.650827, 8.030632, 1.738338
2.295169, 1.756794, 2.437495, 5.828018, 1.244770, 13.395593, 3.010865, 4.969666, 10.861629, 1.650990, 8.030175, 1.734083
2.290729, 1.762990, 2.433022, 5.835326, 1.242590, 13.388116, 3.010246, 4.970626, 10.857785, 1.651082, 8.029648, 1.729793
2.286126, 1.769086, 2.428400, 5.842449, 1.240486, 13.380587, 3.009506, 4.971771, 10.854088, 1.651099, 8.029054, 1.725469
2.281361, 1.775091, 2.423634, 5.849379, 1.238464, 13.373013, 3.008647, 4.973099, 10.850552, 1.651038, 8.028395, 1.721114
2.276435, 1.781017, 2.418730, 5.856106, 1.236529, 13.365400, 3.007675, 4.974610, 10.847190, 1.650899, 8.027675, 1.716731
2.271351, 1.786872, 2.413694, 5.862623, 1.234688, 13.357754, 3.006594, 4.976303, 10.844015, 1.650678, 8.026896, 1.712322
2.266110, 1.792666, 2.408532, 5.868922, 1.232945, 13.350082, 3.005409, 4.978177, 10.841039, 1.650373, 8.026060, 1.707891
2.260718, 1.798408, 2.403251, 5.874997, 1.231302, 13.342389, 3.004125, 4.980231, 10.838277, 1.649984, 8.025170, 1.703443
2.255179, 1.804107, 2.397856, 5.880839, 1.229764, 13.334681, 3.002747, 4.982465, 10.835740, 1.649508, 8.024227, 1.698980
2.249496, 1.809770, 2.392353, 5.886445, 1.228330, 13.326964, 3.001279, 4.984878, 10.833440, 1.648945, 8.023235, 1.694509
2.243677, 1.815405, 2.386748, 5.891808, 1.227003, 13.319243, 2.999728, 4.987469, 10.831391, 1.648294, 8.022195, 1.690032
2.237726, 1.821018, 2.381047, 5.896924, 1.225781, 13.311525, 2.998098, 4.990236, 10.829602, 1.647554, 8.021109, 1.685556
2.231652, 1.826617, 2.375255, 5.901789, 1.224663, 13.303814, 2.996396, 4.993181, 10.828086, 1.646726, 8.019979, 1.681085
2.225461, 1.832205, 2.369378, 5.906400, 1.223645, 13.296118, 2.994627, 4.996301, 10.826851, 1.645809, 8.018808, 1.676625
2.219160, 1.837789, 2.363420, 5.910753, 1.222725, 13.288440, 2.992797, 4.999598, 10.825909, 1.644804, 8.017596, 1.672181
2.212760, 1.843372, 2.357387, 5.914848, 1.221897, 13.280787, 2.990913, 5.003070, 10.825267, 1.643712, 8.016346, 1.667759
2.206267, 1.848958, 2.351282, 5.918682, 1.221156, 13.273164, 2.988981, 5.006717, 10.824934, 1.642534, 8.015059, 1.663365
2.199692, 1.854548, 2.345110, 5.922255, 1.220493, 13.265578, 2.987008, 5.010540, 10.824915, 1.641271, 8.013737, 1.659004
2.193045, 1.860146, 2.338874, 5.925567, 1.219901, 13.258032, 2.985002, 5.014539, 10.825218, 1.639924, 8.012382, 1.654683
2.186334, 1.865752, 2.332578, 5.928617, 1.219371, 13.250533, 2.982970, 5.018713, 10.825847, 1.638497, 8.010994, 1.650407
2.179571, 1.871367, 2.326224, 5.931409, 1.218891, 13.243086, 2.980920, 5.023063, 10.826805, 1.636991, 8.009575, 1.646182
