its, t_max, delta_t, its_eq
20000, 20, 0.001000, 10000
x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4
2.488314, 1.505972, 2.376776, 5.256070, 1.207177, 12.860904, 2.664432, 5.598208, 11.374001, 2.127786, 6.895950, 1.962126
2.487302, 1.506396, 2.376393, 5.254480, 1.210306, 12.853890, 2.668016, 5.600386, 11.369405, 2.128077, 6.892259, 1.962052
2.486279, 1.506710, 2.376109, 5.252918, 1.213543, 12.846832, 2.671700, 5.602810, 11.364811, 2.128259, 6.888565, 1.961956
2.485248, 1.506913, 2.375925, 5.251386, 1.216891, 12.839733, 2.675479, 5.605487, 11.360231, 2.128330, 6.884869, 1.961850
2.484211, 1.507002, 2.375841, 5.249889, 1.220352, 12.832597, 2.679347, 5.608422, 11.355678, 2.128290, 6.881173, 1.961748
2.483172, 1.506974, 2.375855, 5.248431, 1.223929, 12.825426, 2.683298, 5.611618, 11.351166, 2.128138, 6.877479, 1.961664
2.482133, 1.506827, 2.375966, 5.247015, 1.227624, 12.818224, 2.687326, 5.615079, 11.346706, 2.127873, 6.873787, 1.961610
2.481099, 1.506558, 2.376175, 5.245645, 1.231437, 12.810993, 2.691425, 5.618809, 11.342311, 2.127497, 6.870101, 1.961600
2.480071, 1.506166, 2.376480, 5.244325, 1.235371, 12.803735, 2.695592, 5.622808, 11.337992, 2.127009, 6.866422, 1.961646
2.479055, 1.505650, 2.376879, 5.243058, 1.239425, 12.796453, 2.699818, 5.627079, 11.333761, 2.126410, 6.862754, 1.961761
2.478053, 1.505006, 2.377372, 5.241849, 1.243601, 12.789149, 2.704101, 5.631620, 11.329628, 2.125701, 6.859099, 1.961958
2.477069, 1.504234, 2.377956, 5.240702, 1.247899, 12.781824, 2.708433, 5.636432, 11.325603, 2.124884, 6.855460, 1.962248
2.476106, 1.503332, 2.378629, 5.239620, 1.252318, 12.774479, 2.712811, 5.641513, 11.321696, 2.123961, 6.851840, 1.962642
2.475169, 1.502300, 2.379391, 5.238606, 1.256859, 12.767117, 2.717229, 5.646860, 11.317915, 2.122933, 6.848243, 1.963151
2.474261, 1.501135, 2.380238, 5.237666, 1.261519, 12.759738, 2.721681, 5.652470, 11.314269, 2.121802, 6.844672, 1.963786
2.473387, 1.499838, 2.381168, 5.236801, 1.266298, 12.752344, 2.726165, 5.658338, 11.310766, 2.120573, 6.841131, 1.964556
2.472549, 1.498407, 2.382180, 5.236016, 1.271193, 12.744936, 2.730673, 5.664458, 11.307410, 2.119248, 6.837622, 1.965470
2.471751, 1.496842, 2.383269, 5.235314, 1.276203, 12.737515, 2.735203, 5.670825, 11.304210, 2.117829, 6.834151, 1.966536
2.470998, 1.495144, 2.384435, 5.234699, 1.281324, 12.730081, 2.739749, 5.677431, 11.301169, 2.116322, 6.830720, 1.967762
2.470293, 1.493313, 2.385673, 5.234172, 1.286553, 12.722637, 2.744308, 5.684269, 11.298293, 2.114728, 6.827333, 1.969154
2.469640, 1.491348, 2.386980, 5.233738, 1.291886, 12.715183, 2.748874, 5.691327, 11.295584, 2.113054, 6.823994, 1.970717
2.469043, 1.489250, 2.388355, 5.233398, 1.297318, 12.707720, 2.753445, 5.698598, 11.293047, 2.111301, 6.820706, 1.972457
2.468505, 1.487021, 2.389792, 5.233156, 1.302846, 12.700250, 2.758016, 5.706069, 11.290682, 2.109476, 6.817474, 1.974378
2.468029, 1.484661, 2.391290, 5.233012, 1.308463, 12.692773, 2.762583, 5.713729, 11.288492, 2.107582, 6.814300, 1.976482
2.467619, 1.482171, 2.392843, 5.232970, 1.314164, 12.685293, 2.767143, 5.721566, 11.286477, 2.105625, 6.811188, 1.978771
2.467279, 1.479554, 2.394450, 5.233031, 1.319942, 12.677809, 2.771693, 5.729565, 11.284636, 2.103608, 6.808142, 1.981246
2.467012, 1.476812, 2.396105, 5.233196, 1.325790, 12.670324, 2.776230, 5.737712, 11.282970, 2.101537, 6.805165, 1.983906
2.466820, 1.473945, 2.397806, 5.233466, 1.331702, 12.662842, 2.780750, 5.745993, 11.281477, 2.099416, 6.802259, 1.986752
2.466708, 1.470957, 2.399548, 5.233843, 1.337667, 12.655363, 2.785252, 5.754391, 11.280155, 2.097251, 6.799429, 1.989779
2.466676, 1.467851, 2.401327, 5.234325, 1.343680, 12.647890, 2.789732, 5.762889, 11.279001, 2.095045, 6.796677, 1.992985
2.466729, 1.464628, 2.403139, 5.234914, 1.349730, 12.640428, 2.794188, 5.771470, 11.278013, 2.092805, 6.794007, 1.996364
2.466869, 1.461293, 2.404980, 5.235610, 1.355809, 12.632979, 2.798618, 5.780117, 11.277187, 2.090534, 6.791421, 1.999912
2.467098, 1.457848, 2.406846, 5.236411, 1.361906, 12.625546, 2.803020, 5.788809, 11.276519, 2.088238, 6.788922, 2.003620
2.467417, 1.454297, 2.408733, 5.237316, 1.368013, 12.618134, 2.807393, 5.797528, 11.276004, 2.085921, 6.786512, 2.007482
2.467830, 1.450644, 2.410635, 5.238324, 1.374118, 12.610747, 2.811735, 5.806254, 11.275639, 2.083587, 6.784196, 2.011487
2.468338, 1.446893, 2.412549, 5.239432, 1.380212, 12.603390, 2.816045, 5.814966, 11.275417, 2.081242, 6.781975, 2.015626
2.468942, 1.443048, 2.414469, 5.240640, 1.386284, 12.596067, 2.820323, 5.823645, 11.275333, 2.078890, 6.779852, 2.019887
2.469644, 1.439113, 2.416392, 5.241944, 1.392322, 12.588784, 2.824567, 5.832268, 11.275382, 2.076535, 6.777829, 2.024258
2.470444, 1.435094, 2.418313, 5.243340, 1.398317, 12.581547, 2.828778, 5.840814, 11.275557, 2.074180, 6.775910, 2.028725
2.471344, 1.430994, 2.420227, 5.244826, 1.404257, 12.574362, 2.832955, 5.849261, 11.275852, 2.071831, 6.774097, 2.033274
2.472344, 1.426819, 2.422129, 5.246398, 1.410130, 12.567234, 2.837098, 5.857587, 11.276261, 2.069491, 6.772392, 2.037889
2.473444, 1.422574, 2.424015, 5.248051, 1.415927, 12.560171, 2.841209, 5.865769, 11.276778, 2.067163, 6.770799, 2.042554
2.474645, 1.418265, 2.425880, 5.249780, 1.421637, 12.553179, 2.845286, 5.873785, 11.277395, 2.064852, 6.769320, 2.047253
2.475946, 1.413896, 2.427718, 5.251580, 1.427247, 12.546265, 2.849332, 5.881612, 11.278106, 2.062560, 6.767957, 2.051967
2.477346, 1.409475, 2.429524, 5.253447, 1.432749, 12.539438, 2.853348, 5.889228, 11.278905, 2.060291, 6.766713, 2.056679
2.478846, 1.405005, 2.431295, 5.255374, 1.438131, 12.532704, 2.857334, 5.896608, 11.279785, 2.058047, 6.765591, 2.061369
2.480443, 1.400495, 2.433023, 5.257355, 1.443384, 12.526072, 2.861293, 5.903732, 11.280738, 2.055832, 6.764594, 2.066018
2.482137, 1.395949, 2.434706, 5.259384, 1.448497, 12.519550, 2.865226, 5.910576, 11.281759, 2.053648, 6.763723, 2.070606
2.483926, 1.391375, 2.436336, 5.261454, 1.453463, 12.513145, 2.869136, 5.917119, 11.282840, 2.051497, 6.762983, 2.075114
2.485809, 1.386778, 2.437910, 5.263558, 1.458271, 12.506866, 2.873023, 5.923339, 11.283975, 2.049382, 6.762375, 2.079522
2.487782, 1.382165, 2.439422, 5.265689, 1.462914, 12.500721, 2.876892, 5.929214, 11.285157, 2.047304, 6.761902, 2.083810
2.489844, 1.377542, 2.440868, 5.267839, 1.467384, 12.494719, 2.880744, 5.934725, 11.286380, 2.045266, 6.761566, 2.087958
2.491991, 1.372917, 2.442241, 5.270000, 1.471674, 12.488868, 2.884581, 5.939852, 11.287637, 2.043268, 6.761370, 2.091947
2.494222, 1.368295, 2.443537, 5.272164, 1.475778, 12.483175, 2.888407, 5.944576, 11.288921, 2.041313, 6.761315, 2.095760
2.496532, 1.363684, 2.444751, 5.274322, 1.479690, 12.477650, 2.892224, 5.948879, 11.290226, 2.039401, 6.761405, 2.099377
2.498917, 1.359091, 2.445878, 5.276467, 1.483405, 12.472301, 2.896035, 5.952744, 11.291547, 2.037534, 6.761639, 2.102783
2.501375, 1.354522, 2.446914, 5.278589, 1.486918, 12.467135, 2.899843, 5.956155, 11.292877, 2.035711, 6.762020, 2.105961
2.503899, 1.349985, 2.447853, 5.280679, 1.490227, 12.462161, 2.903649, 5.959098, 11.294210, 2.033934, 6.762549, 2.108898
2.506487, 1.345486, 2.448691, 5.282729, 1.493329, 12.457387, 2.907458, 5.961561, 11.295542, 2.032203, 6.763226, 2.111578
2.509133, 1.341031, 2.449423, 5.284729, 1.496222, 12.452819, 2.911270, 5.963532, 11.296866, 2.030517, 6.764052, 2.113992
2.511832, 1.336629, 2.450046, 5.286671, 1.498905, 12.448466, 2.915089, 5.965000, 11.298178, 2.028877, 6.765026, 2.116130
2.514578, 1.332286, 2.450555, 5.288545, 1.501378, 12.444334, 2.918916, 5.965958, 11.299473, 2.027282, 6.766148, 2.117982
2.517366, 1.328008, 2.450946, 5.290342, 1.503640, 12.440431, 2.922754, 5.966399, 11.300747, 2.025731, 6.767416, 2.119543
2.520189, 1.323803, 2.451216, 5.292054, 1.505695, 12.436762, 2.926605, 5.966319, 11.301994, 2.024225, 6.768829, 2.120808
2.523041, 1.319676, 2.451361, 5.293671, 1.507543, 12.433334, 2.930469, 5.965714, 11.303213, 2.022761, 6.770384, 2.121775
2.525915, 1.315635, 2.451378, 5.295185, 1.509189, 12.430154, 2.934348, 5.964584, 11.304399, 2.021339, 6.772078, 2.122445
2.528805, 1.311687, 2.451264, 5.296588, 1.510634, 12.427225, 2.938242, 5.962931, 11.305550, 2.019958, 6.773908, 2.122817
2.531702, 1.307836, 2.451017, 5.297870, 1.511885, 12.424553, 2.942154, 5.960755, 11.306664, 2.018616, 6.775869, 2.122897
2.534598, 1.304090, 2.450636, 5.299025, 1.512945, 12.422143, 2.946082, 5.958063, 11.307737, 2.017312, 6.777957, 2.122689
2.537487, 1.300455, 2.450117, 5.300044, 1.513820, 12.420000, 2.950027, 5.954862, 11.308770, 2.016045, 6.780167, 2.122202
2.540359, 1.296937, 2.449461, 5.300921, 1.514516, 12.418125, 2.953988, 5.951158, 11.309761, 2.014813, 6.782491, 2.121445
2.543206, 1.293541, 2.448666, 5.301649, 1.515041, 12.416523, 2.957966, 5.946962, 11.310711, 2.013615, 6.784924, 2.120429
2.546020, 1.290273, 2.447733, 5.302221, 1.515401, 12.415196, 2.961959, 5.942287, 11.311618, 2.012449, 6.787459, 2.119166
2.548790, 1.287138, 2.446661, 5.302632, 1.515603, 12.414147, 2.965966, 5.937144, 11.312484, 2.011314, 6.790088, 2.117670
2.551508, 1.284142, 2.445452, 5.302876, 1.515655, 12.413376, 2.969986, 5.931550, 11.313311, 2.010208, 6.792804, 2.115958
2.554164, 1.281290, 2.444107, 5.302950, 1.515567, 12.412883, 2.974017, 5.925520, 11.314100, 2.009132, 6.795597, 2.114045
2.556748, 1.278585, 2.442628, 5.302848, 1.515345, 12.412671, 2.978058, 5.919071, 11.314853, 2.008083, 6.798460, 2.111948
2.559251, 1.276033, 2.441018, 5.302567, 1.514998, 12.412736, 2.982106, 5.912222, 11.315573, 2.007060, 6.801383, 2.109686
2.561662, 1.273637, 2.439279, 5.302106, 1.514536, 12.413080, 2.986158, 5.904993, 11.316264, 2.006064, 6.804358, 2.107278
2.563970, 1.271403, 2.437417, 5.301461, 1.513967, 12.413698, 2.990213, 5.897404, 11.316930, 2.005092, 6.807374, 2.104744
2.566167, 1.269332, 2.435435, 5.300632, 1.513299, 12.414590, 2.994268, 5.889477, 11.317574, 2.004146, 6.810423, 2.102102
2.568240, 1.267428, 2.433339, 5.299618, 1.512542, 12.415751, 2.998320, 5.881233, 11.318202, 2.003224, 6.813494, 2.099372
2.570180, 1.265695, 2.431135, 5.298420, 1.511705, 12.417178, 3.002365, 5.872696, 11.318817, 2.002326, 6.816578, 2.096575
2.571976, 1.264135, 2.428829, 5.297037, 1.510795, 12.418866, 3.006401, 5.863890, 11.319426, 2.001453, 6.819665, 2.093731
2.573618, 1.262749, 2.426428, 5.295471, 1.509822, 12.420809, 3.010424, 5.854837, 11.320034, 2.000605, 6.822746, 2.090859
2.575095, 1.261541, 2.423939, 5.293726, 1.508794, 12.423002, 3.014432, 5.845563, 11.320646, 1.999783, 6.825810, 2.087979
2.576398, 1.260512, 2.421372, 5.291802, 1.507718, 12.425438, 3.018419, 5.836092, 11.321269, 1.998987, 6.828849, 2.085109
2.577517, 1.259662, 2.418735, 5.289705, 1.506604, 12.428109, 3.022382, 5.826450, 11.321907, 1.998217, 6.831852, 2.082268
2.578442, 1.258992, 2.416037, 5.287438, 1.505459, 12.431007, 3.026318, 5.816661, 11.322568, 1.997475, 6.834811, 2.079475
2.579164, 1.258503, 2.413288, 5.285006, 1.504289, 12.434125, 3.030221, 5.806752, 11.323256, 1.996762, 6.837716, 2.076746
2.579673, 1.258195, 2.410497, 5.282414, 1.503102, 12.437453, 3.034088, 5.796748, 11.323979, 1.996079, 6.840559, 2.074098
2.579963, 1.258066, 2.407677, 5.279667, 1.501906, 12.440981, 3.037914, 5.786675, 11.324741, 1.995426, 6.843332, 2.071547
2.580024, 1.258117, 2.404837, 5.276771, 1.500705, 12.444700, 3.041692, 5.776560, 11.325548, 1.994806, 6.846025, 2.069107
2.579850, 1.258345, 2.401988, 5.273734, 1.499507, 12.448600, 3.045419, 5.766428, 11.326407, 1.994220, 6.848632, 2.066794
2.579435, 1.258749, 2.399142, 5.270561, 1.498317, 12.452669, 3.049088, 5.756305, 11.327323, 1.993668, 6.851145, 2.064619
2.578772, 1.259326, 2.396310, 5.267259, 1.497140, 12.456896, 3.052693, 5.746219, 11.328300, 1.993151, 6.853556, 2.062597
2.577857, 1.260073, 2.393503, 5.263837, 1.495982, 12.461270, 3.056227, 5.736196, 11.329345, 1.992672, 6.855860, 2.060737
2.576686, 1.260986, 2.390733, 5.260301, 1.494847, 12.465780, 3.059683, 5.726261, 11.330461, 1.992232, 6.858051, 2.059050
2.575255, 1.262062, 2.388011, 5.256658, 1.493739, 12.470413, 3.063054, 5.716441, 11.331654, 1.991830, 6.860122, 2.057545
2.573564, 1.263296, 2.385348, 5.252917, 1.492662, 12.475159, 3.066333, 5.706761, 11.332929, 1.991468, 6.862069, 2.056231
2.571610, 1.264683, 2.382754, 5.249086, 1.491620, 12.480004, 3.069511, 5.697248, 11.334288, 1.991148, 6.863887, 2.055115
2.569394, 1.266217, 2.380241, 5.245171, 1.490615, 12.484937, 3.072579, 5.687926, 11.335737, 1.990869, 6.865573, 2.054204
2.566917, 1.267891, 2.377817, 5.241181, 1.489650, 12.489945, 3.075529, 5.678820, 11.337278, 1.990633, 6.867123, 2.053502
2.564182, 1.269699, 2.375492, 5.237123, 1.488728, 12.495017, 3.078352, 5.669954, 11.338913, 1.990439, 6.868535, 2.053013
2.561193, 1.271634, 2.373277, 5.233004, 1.487851, 12.500140, 3.081039, 5.661353, 11.340647, 1.990288, 6.869807, 2.052742
2.557954, 1.273687, 2.371178, 5.228833, 1.487021, 12.505304, 3.083580, 5.653038, 11.342480, 1.990179, 6.870937, 2.052690
2.554472, 1.275849, 2.369206, 5.224616, 1.486238, 12.510495, 3.085967, 5.645032, 11.344416, 1.990114, 6.871925, 2.052858
2.550754, 1.278112, 2.367366, 5.220361, 1.485504, 12.515703, 3.088190, 5.637354, 11.346455, 1.990091, 6.872770, 2.053247
2.546808, 1.280466, 2.365666, 5.216074, 1.484819, 12.520917, 3.090240, 5.630026, 11.348598, 1.990110, 6.873474, 2.053856
2.542644, 1.282900, 2.364111, 5.211763, 1.484185, 12.526125, 3.092109, 5.623064, 11.350847, 1.990171, 6.874038, 2.054683
2.538274, 1.285405, 2.362709, 5.207433, 1.483601, 12.531317, 3.093787, 5.616487, 11.353201, 1.990272, 6.874464, 2.055726
2.533709, 1.287969, 2.361463, 5.203090, 1.483067, 12.536483, 3.095268, 5.610308, 11.355660, 1.990414, 6.874754, 2.056981
2.528962, 1.290580, 2.360378, 5.198742, 1.482583, 12.541613, 3.096544, 5.604543, 11.358225, 1.990594, 6.874913, 2.058444
2.524046, 1.293228, 2.359457, 5.194394, 1.482149, 12.546697, 3.097608, 5.599202, 11.360893, 1.990811, 6.874943, 2.060110
2.518977, 1.295901, 2.358703, 5.190052, 1.481764, 12.551727, 3.098454, 5.594295, 11.363664, 1.991064, 6.874850, 2.061973
2.513769, 1.298586, 2.358118, 5.185721, 1.481427, 12.556695, 3.099079, 5.589831, 11.366534, 1.991353, 6.874638, 2.064027
2.508440, 1.301271, 2.357704, 5.181405, 1.481137, 12.561592, 3.099477, 5.585816, 11.369503, 1.991674, 6.874314, 2.066263
2.503004, 1.303944, 2.357461, 5.177111, 1.480893, 12.566411, 3.099646, 5.582253, 11.372567, 1.992027, 6.873884, 2.068674
2.497480, 1.306593, 2.357390, 5.172843, 1.480695, 12.571145, 3.099584, 5.579144, 11.375723, 1.992410, 6.873354, 2.071251
2.491885, 1.309205, 2.357490, 5.168606, 1.480540, 12.575789, 3.099291, 5.576489, 11.378967, 1.992821, 6.872731, 2.073984
2.486236, 1.311770, 2.357759, 5.164403, 1.480428, 12.580337, 3.098768, 5.574285, 11.382295, 1.993258, 6.872024, 2.076864
2.480551, 1.314275, 2.358198, 5.160240, 1.480358, 12.584783, 3.098016, 5.572529, 11.385703, 1.993720, 6.871239, 2.079880
2.474848, 1.316708, 2.358802, 5.156119, 1.480327, 12.589124, 3.097039, 5.571213, 11.389185, 1.994205, 6.870386, 2.083021
2.469144, 1.319060, 2.359570, 5.152045, 1.480336, 12.593356, 3.095840, 5.570329, 11.392737, 1.994711, 6.869473, 2.086276
2.463458, 1.321318, 2.360498, 5.148022, 1.480382, 12.597476, 3.094425, 5.569868, 11.396354, 1.995236, 6.868509, 2.089631
2.457806, 1.323475, 2.361582, 5.144052, 1.480464, 12.601482, 3.092800, 5.569816, 11.400029, 1.995779, 6.867503, 2.093076
2.452206, 1.325519, 2.362819, 5.140139, 1.480581, 12.605373, 3.090971, 5.570161, 11.403757, 1.996337, 6.866464, 2.096597
2.446674, 1.327442, 2.364203, 5.136286, 1.480732, 12.609147, 3.088948, 5.570888, 11.407531, 1.996910, 6.865402, 2.100182
2.441225, 1.329236, 2.365730, 5.132497, 1.480916, 12.612805, 3.086739, 5.571979, 11.411347, 1.997495, 6.864326, 2.103816
2.435875, 1.330893, 2.367394, 5.128773, 1.481132, 12.616347, 3.084353, 5.573418, 11.415197, 1.998091, 6.863247, 2.107487
2.430639, 1.332408, 2.369190, 5.125118, 1.481378, 12.619774, 3.081799, 5.575185, 11.419077, 1.998697, 6.862173, 2.111181
2.425531, 1.333774, 2.371111, 5.121534, 1.481654, 12.623088, 3.079088, 5.577261, 11.422978, 1.999312, 6.861115, 2.114884
2.420563, 1.334986, 2.373152, 5.118024, 1.481959, 12.626292, 3.076231, 5.579625, 11.426897, 1.999934, 6.860082, 2.118582
2.415748, 1.336041, 2.375305, 5.114590, 1.482293, 12.629388, 3.073238, 5.582257, 11.430826, 2.000561, 6.859084, 2.122262
2.411098, 1.336934, 2.377564, 5.111233, 1.482654, 12.632380, 3.070120, 5.585134, 11.434759, 2.001194, 6.858131, 2.125909
2.406623, 1.337665, 2.379921, 5.107957, 1.483042, 12.635273, 3.066888, 5.588234, 11.438692, 2.001830, 6.857232, 2.129509
2.402332, 1.338231, 2.382369, 5.104762, 1.483456, 12.638070, 3.063552, 5.591535, 11.442619, 2.002470, 6.856397, 2.133048
2.398234, 1.338632, 2.384901, 5.101652, 1.483897, 12.640778, 3.060122, 5.595016, 11.446534, 2.003112, 6.855635, 2.136513
2.394337, 1.338869, 2.387509, 5.098626, 1.484362, 12.643402, 3.056610, 5.598652, 11.450433, 2.003757, 6.854954, 2.139891
2.390648, 1.338942, 2.390184, 5.095686, 1.484853, 12.645947, 3.053025, 5.602422, 11.454311, 2.004402, 6.854365, 2.143167
2.387172, 1.338855, 2.392918, 5.092834, 1.485367, 12.648420, 3.049377, 5.606303, 11.458162, 2.005049, 6.853875, 2.146330
2.383915, 1.338610, 2.395704, 5.090071, 1.485907, 12.650829, 3.045675, 5.610274, 11.461983, 2.005696, 6.853493, 2.149366
2.380880, 1.338210, 2.398531, 5.087397, 1.486469, 12.653179, 3.041928, 5.614313, 11.465770, 2.006343, 6.853226, 2.152262
2.378071, 1.337662, 2.401392, 5.084814, 1.487055, 12.655477, 3.038145, 5.618398, 11.469519, 2.006991, 6.853083, 2.155007
2.375490, 1.336970, 2.404276, 5.082321, 1.487664, 12.657733, 3.034333, 5.622510, 11.473226, 2.007639, 6.853071, 2.157589
2.373139, 1.336140, 2.407176, 5.079919, 1.488295, 12.659951, 3.030501, 5.626627, 11.476889, 2.008287, 6.853196, 2.159997
2.371019, 1.335179, 2.410080, 5.077609, 1.488948, 12.662142, 3.026655, 5.630731, 11.480503, 2.008935, 6.853465, 2.162220
2.369130, 1.334095, 2.412979, 5.075390, 1.489621, 12.664311, 3.022802, 5.634804, 11.484068, 2.009583, 6.853885, 2.164248
2.367473, 1.332895, 2.415862, 5.073263, 1.490316, 12.666466, 3.018950, 5.638826, 11.487580, 2.010232, 6.854461, 2.166070
2.366046, 1.331588, 2.418721, 5.071227, 1.491030, 12.668616, 3.015103, 5.642781, 11.491037, 2.010880, 6.855197, 2.167679
2.364849, 1.330183, 2.421543, 5.069282, 1.491763, 12.670767, 3.011267, 5.646652, 11.494438, 2.011529, 6.856099, 2.169065
2.363880, 1.328690, 2.424318, 5.067426, 1.492515, 12.672927, 3.007448, 5.650426, 11.497780, 2.012179, 6.857171, 2.170220
2.363137, 1.327117, 2.427035, 5.065661, 1.493284, 12.675103, 3.003651, 5.654086, 11.501064, 2.012829, 6.858416, 2.171137
2.362617, 1.325474, 2.429683, 5.063984, 1.494070, 12.677302, 2.999879, 5.657620, 11.504287, 2.013480, 6.859836, 2.171809
2.362320, 1.323773, 2.432251, 5.062394, 1.494871, 12.679531, 2.996138, 5.661016, 11.507449, 2.014132, 6.861434, 2.172230
2.362240, 1.322022, 2.434726, 5.060892, 1.495688, 12.681797, 2.992431, 5.664261, 11.510549, 2.014785, 6.863212, 2.172394
2.362377, 1.320233, 2.437098, 5.059474, 1.496519, 12.684105, 2.988763, 5.667347, 11.513587, 2.015439, 6.865170, 2.172297
2.362726, 1.318416, 2.439356, 5.058140, 1.497363, 12.686462, 2.985135, 5.670263, 11.516563, 2.016094, 6.867308, 2.171934
2.363285, 1.316581, 2.441487, 5.056889, 1.498219, 12.688874, 2.981551, 5.673001, 11.519476, 2.016751, 6.869625, 2.171301
2.364051, 1.314738, 2.443481, 5.055718, 1.499087, 12.691345, 2.978015, 5.675554, 11.522327, 2.017408, 6.872121, 2.170397
2.365019, 1.312897, 2.445327, 5.054627, 1.499965, 12.693880, 2.974529, 5.677918, 11.525117, 2.018067, 6.874793, 2.169218
2.366187, 1.311069, 2.447013, 5.053612, 1.500853, 12.696484, 2.971094, 5.680086, 11.527845, 2.018728, 6.877639, 2.167763
2.367550, 1.309262, 2.448530, 5.052673, 1.501750, 12.699162, 2.967714, 5.682055, 11.530512, 2.019390, 6.880654, 2.166030
2.369106, 1.307487, 2.449868, 5.051807, 1.502655, 12.701917, 2.964389, 5.683822, 11.533119, 2.020053, 6.883836, 2.164019
2.370851, 1.305751, 2.451017, 5.051013, 1.503568, 12.704752, 2.961123, 5.685387, 11.535666, 2.020718, 6.887179, 2.161731
2.372780, 1.304065, 2.451970, 5.050288, 1.504488, 12.707671, 2.957916, 5.686749, 11.538155, 2.021385, 6.890678, 2.159165
2.374890, 1.302436, 2.452717, 5.049631, 1.505415, 12.710675, 2.954769, 5.687908, 11.540585, 2.022053, 6.894326, 2.156323
2.377176, 1.300871, 2.453253, 5.049039, 1.506348, 12.713768, 2.951684, 5.688866, 11.542958, 2.022724, 6.898118, 2.153206
2.379634, 1.299378, 2.453571, 5.048510, 1.507288, 12.716951, 2.948661, 5.689627, 11.545275, 2.023397, 6.902046, 2.149817
2.382260, 1.297964, 2.453667, 5.048042, 1.508234, 12.720226, 2.945702, 5.690194, 11.547536, 2.024072, 6.906102, 2.146157
2.385049, 1.296634, 2.453537, 5.047633, 1.509186, 12.723593, 2.942806, 5.690571, 11.549741, 2.024750, 6.910278, 2.142231
2.387996, 1.295396, 2.453177, 5.047282, 1.510145, 12.727053, 2.939974, 5.690765, 11.551892, 2.025431, 6.914565, 2.138041
2.391095, 1.294252, 2.452587, 5.046985, 1.511111, 12.730607, 2.937205, 5.690781, 11.553988, 2.026116, 6.918955, 2.133591
2.394341, 1.293209, 2.451767, 5.046742, 1.512084, 12.734255, 2.934500, 5.690627, 11.556030, 2.026804, 6.923437, 2.128885
2.397728, 1.292270, 2.450717, 5.046550, 1.513066, 12.737997, 2.931859, 5.690311, 11.558018, 2.027497, 6.928002, 2.123928
2.401250, 1.291439, 2.449439, 5.046408, 1.514056, 12.741831, 2.929280, 5.689841, 11.559952, 2.028195, 6.932639, 2.118724
2.404900, 1.290718, 2.447939, 5.046314, 1.515056, 12.745757, 2.926764, 5.689226, 11.561832, 2.028898, 6.937339, 2.113280
2.408672, 1.290110, 2.446219, 5.046266, 1.516066, 12.749774, 2.924308, 5.688477, 11.563657, 2.029608, 6.942089, 2.107599
2.412558, 1.289616, 2.444287, 5.046263, 1.517088, 12.753880, 2.921913, 5.687603, 11.565427, 2.030323, 6.946879, 2.101688
2.416552, 1.289238, 2.442150, 5.046303, 1.518124, 12.758073, 2.919577, 5.686616, 11.567140, 2.031046, 6.951698, 2.095554
2.420644, 1.288977, 2.439816, 5.046385, 1.519173, 12.762352, 2.917298, 5.685525, 11.568797, 2.031776, 6.956535, 2.089202
2.424828, 1.288832, 2.437294, 5.046508, 1.520238, 12.766715, 2.915075, 5.684343, 11.570394, 2.032514, 6.961377, 2.082640
2.429096, 1.288804, 2.434595, 5.046671, 1.521319, 12.771158, 2.912906, 5.683080, 11.571932, 2.033261, 6.966213, 2.075873
2.433438, 1.288892, 2.431729, 5.046873, 1.522419, 12.775680, 2.910789, 5.681749, 11.573408, 2.034016, 6.971030, 2.068911
2.437847, 1.289096, 2.428709, 5.047112, 1.523537, 12.780278, 2.908722, 5.680362, 11.574821, 2.034781, 6.975818, 2.061760
2.442312, 1.289413, 2.425547, 5.047389, 1.524677, 12.784948, 2.906703, 5.678930, 11.576167, 2.035554, 6.980564, 2.054428
2.446827, 1.289843, 2.422256, 5.047702, 1.525839, 12.789688, 2.904729, 5.677466, 11.577446, 2.036337, 6.985256, 2.046923
2.451382, 1.290383, 2.418849, 5.048052, 1.527024, 12.794495, 2.902797, 5.675981, 11.578654, 2.037130, 6.989883, 2.039255
2.455967, 1.291031, 2.415340, 5.048438, 1.528234, 12.799364, 2.900905, 5.674487, 11.579789, 2.037932, 6.994432, 2.031433
2.460575, 1.291784, 2.411743, 5.048859, 1.529472, 12.804294, 2.899050, 5.672996, 11.580847, 2.038744, 6.998894, 2.023465
2.465196, 1.292641, 2.408072, 5.049315, 1.530737, 12.809280, 2.897229, 5.671520, 11.581826, 2.039565, 7.003258, 2.015362
2.469822, 1.293597, 2.404341, 5.049807, 1.532031, 12.814318, 2.895438, 5.670071, 11.582722, 2.040396, 7.007512, 2.007134
2.474445, 1.294651, 2.400563, 5.050335, 1.533356, 12.819406, 2.893675, 5.668659, 11.583533, 2.041236, 7.011647, 1.998791
2.479055, 1.295799, 2.396754, 5.050899, 1.534713, 12.824539, 2.891935, 5.667297, 11.584254, 2.042084, 7.015651, 1.990344
2.483645, 1.297037, 2.392925, 5.051499, 1.536102, 12.829713, 2.890216, 5.665994, 11.584881, 2.042939, 7.019515, 1.981803
2.488207, 1.298364, 2.389090, 5.052136, 1.537525, 12.834925, 2.888513, 5.664761, 11.585412, 2.043801, 7.023230, 1.973180
