its, t_max, delta_t, its_eq, -, -, -, -
27.370901, -519.061656, -491.690755, 1170.081485, 827.151360, 720.224009, 136.678186, 4.001173
27.069416, -518.777728, -491.708312, 1166.336367, 818.040437, 713.918869, 127.540822, 4.001175
26.803787, -518.526754, -491.722967, 1162.585596, 810.013111, 707.641931, 117.609707, 4.001177
26.573909, -518.308946, -491.735038, 1158.840602, 803.066158, 701.382953, 106.780090, 4.001179
26.379367, -518.124209, -491.744842, 1155.112215, 797.187085, 695.130643, 94.908859, 4.001181
26.219491, -517.972272, -491.752781, 1151.410617, 792.355629, 688.875268, 82.103886, 4.001183
26.093366, -517.852464, -491.759098, 1147.745299, 788.544106, 682.607187, 68.335299, 4.001184
25.999869, -517.764049, -491.764180, 1144.125032, 785.718637, 676.316986, 53.587041, 4.001186
25.937722, -517.706061, -491.768338, 1140.557859, 783.840535, 669.996431, 37.940976, 4.001187
25.905490, -517.677432, -491.771942, 1137.051081, 782.866469, 663.637882, 21.424451, 4.001187
25.901607, -517.676793, -491.775186, 1133.611256, 782.749135, 657.233696, 4.006727, 4.001188
25.924411, -517.702862, -491.778451, 1130.244208, 783.438265, 650.776454, -14.319532, 4.001188
25.972137, -517.754062, -491.781925, 1126.955031, 784.880558, 644.259813, -33.470849, 4.001187
26.042909, -517.828826, -491.785917, 1123.748090, 787.019295, 637.676547, -53.566408, 4.001187
26.134730, -517.925375, -491.790644, 1120.627025, 789.794146, 631.020867, -74.481174, 4.001186
26.245509, -518.041804, -491.796295, 1117.594755, 793.141892, 624.287714, -96.159677, 4.001185
26.373046, -518.176124, -491.803077, 1114.653483, 796.996083, 617.472736, -118.544879, 4.001183
26.515020, -518.326174, -491.811155, 1111.804692, 801.286522, 610.572895, -141.509818, 4.001181
26.669001, -518.489764, -491.820763, 1109.049153, 805.939848, 603.585712, -165.004352, 4.001178
26.832443, -518.664327, -491.831884, 1106.386920, 810.879079, 596.509313, -188.970963, 4.001175
27.002699, -518.847382, -491.844683, 1103.817339, 816.024253, 589.342369, -213.355348, 4.001172
27.177031, -519.036244, -491.859213, 1101.339052, 821.292574, 582.084748, -238.026418, 4.001168
27.352624, -519.228158, -491.875534, 1098.950008, 826.599024, 574.737722, -262.823312, 4.001164
27.526684, -519.420373, -491.893689, 1096.647500, 831.859125, 567.303124, -287.675648, 4.001160
27.696422, -519.610010, -491.913587, 1094.428194, 836.988634, 559.783218, -312.525873, 4.001154
27.859092, -519.794286, -491.935194, 1092.288163, 841.904511, 552.182177, -337.139580, 4.001149
28.012112, -519.970525, -491.958413, 1090.222958, 846.528792, 544.504998, -361.402139, 4.001143
28.153098, -520.136387, -491.983289, 1088.227678, 850.789406, 536.757369, -385.210459, 4.001137
28.279874, -520.289344, -492.009470, 1086.297041, 854.620606, 528.944961, -408.543977, 4.001130
28.390522, -520.427493, -492.036971, 1084.425462, 857.964395, 521.073886, -431.326184, 4.001123
28.483373, -520.548931, -492.065558, 1082.607128, 860.770358, 513.151852, -453.336380, 4.001115
28.557014, -520.652067, -492.095053, 1080.836069, 862.995792, 505.186237, -474.584378, 4.001107
28.610308, -520.735642, -492.125335, 1079.106231, 864.606335, 497.184361, -495.048224, 4.001099
28.642433, -520.798541, -492.156108, 1077.411556, 865.577172, 489.153529, -514.700448, 4.001090
28.652931, -520.840080, -492.187148, 1075.746067, 865.894429, 481.102585, -533.316473, 4.001081
28.641668, -520.859996, -492.218328, 1074.103942, 865.554053, 473.039443, -550.979567, 4.001072
28.608795, -520.858167, -492.249372, 1072.479575, 864.560623, 464.971950, -567.667176, 4.001062
28.554770, -520.834836, -492.280066, 1070.867639, 862.927974, 456.908297, -583.302871, 4.001052
28.480352, -520.790550, -492.310198, 1069.263146, 860.679064, 448.855770, -597.972803, 4.001042
28.386581, -520.726165, -492.339583, 1067.661496, 857.845308, 440.821184, -611.709573, 4.001031
28.274765, -520.642784, -492.368019, 1066.058524, 854.466203, 432.812276, -624.363561, 4.001021
28.146470, -520.541788, -492.395318, 1064.450543, 850.589121, 424.836181, -635.984448, 4.001010
28.003498, -520.424810, -492.421313, 1062.834380, 846.268475, 416.898753, -646.716647, 4.000999
27.847825, -520.293733, -492.445908, 1061.207392, 841.564041, 409.005868, -656.533527, 4.000987
27.681556, -520.150495, -492.468939, 1059.567480, 836.539359, 401.162776, -665.497744, 4.000976
27.506895, -519.997211, -492.490315, 1057.913086, 831.261109, 393.374566, -673.610263, 4.000964
27.326137, -519.836100, -492.509963, 1056.243197, 825.798566, 385.645945, -680.903746, 4.000952
27.141624, -519.669416, -492.527791, 1054.557335, 820.222586, 377.981107, -687.431386, 4.000940
26.955706, -519.499526, -492.543820, 1052.855539, 814.604105, 370.383498, -693.281644, 4.000928
26.770677, -519.328688, -492.558011, 1051.138335, 809.012508, 362.856709, -698.420678, 4.000916
26.588740, -519.159142, -492.570402, 1049.406699, 803.514353, 355.403659, -702.929389, 4.000904
26.411974, -518.992948, -492.580974, 1047.662017, 798.172470, 348.025924, -706.990156, 4.000891
26.242328, -518.832097, -492.589769, 1045.906043, 793.045770, 340.723384, -710.842434, 4.000879
26.081579, -518.678530, -492.596951, 1044.140850, 788.187911, 333.496856, -714.349727, 4.000867
25.931315, -518.533876, -492.602562, 1042.368782, 783.646903, 326.347343, -717.481448, 4.000854
25.792897, -518.399551, -492.606654, 1040.592398, 779.463904, 319.275541, -720.279435, 4.000841
25.667395, -518.276828, -492.609433, 1038.814403, 775.671235, 312.282215, -722.730001, 4.000829
25.555630, -518.166574, -492.610944, 1037.037599, 772.293679, 305.366794, -725.030906, 4.000816
25.458149, -518.069548, -492.611399, 1035.264818, 769.347791, 298.529401, -727.079574, 4.000803
25.375170, -517.986047, -492.610877, 1033.498867, 766.840155, 291.770547, -728.816386, 4.000791
25.306606, -517.916158, -492.609552, 1031.742457, 764.768154, 285.090978, -730.203583, 4.000778
25.252086, -517.859669, -492.607583, 1029.998159, 763.120533, 278.490624, -731.363435, 4.000765
25.210915, -517.816035, -492.605120, 1028.268341, 761.876364, 271.969699, -732.252865, 4.000752
25.182074, -517.784312, -492.602239, 1026.555113, 761.004763, 265.527907, -732.949815, 4.000739
25.164209, -517.763288, -492.599079, 1024.860270, 760.464895, 259.164785, -733.482286, 4.000726
25.155680, -517.751430, -492.595750, 1023.185251, 760.207135, 252.879734, -733.873159, 4.000714
25.154620, -517.747037, -492.592418, 1021.531099, 760.175112, 246.672398, -734.086758, 4.000701
25.158955, -517.747960, -492.589005, 1019.898443, 760.306119, 240.542983, -734.033954, 4.000688
25.166471, -517.752161, -492.585690, 1018.287479, 760.533262, 234.491157, -733.801081, 4.000675
25.174947, -517.757402, -492.582456, 1016.697984, 760.789389, 228.516457, -733.410190, 4.000662
25.182213, -517.761543, -492.579330, 1015.129340, 761.008975, 222.618252, -732.891023, 4.000649
25.186221, -517.762366, -492.576145, 1013.580564, 761.130111, 216.795713, -732.278083, 4.000636
25.185171, -517.758274, -492.573103, 1012.050369, 761.098381, 211.048228, -731.539279, 4.000624
25.177544, -517.747536, -492.569992, 1010.537222, 760.867879, 205.375248, -730.666551, 4.000611
25.162152, -517.728916, -492.566763, 1009.039410, 760.402738, 199.775959, -729.705990, 4.000598
25.138238, -517.701611, -492.563373, 1007.555129, 759.680042, 194.249287, -728.704845, 4.000585
25.105493, -517.665222, -492.559730, 1006.082557, 758.690477, 188.794175, -727.664610, 4.000572
25.064016, -517.619713, -492.555697, 1004.619936, 757.437061, 183.408910, -726.700996, 4.000559
25.014334, -517.565561, -492.551228, 1003.165642, 755.935648, 178.091952, -725.790911, 4.000547
24.957422, -517.503698, -492.546276, 1001.718259, 754.215766, 172.841605, -724.967623, 4.000534
24.894650, -517.435355, -492.540705, 1000.276644, 752.318801, 167.656645, -724.156614, 4.000521
24.827718, -517.362217, -492.534500, 998.839974, 750.296092, 162.535938, -723.346239, 4.000509
24.758582, -517.286186, -492.527605, 997.407784, 748.206800, 157.478233, -722.562542, 4.000496
24.689424, -517.209410, -492.519986, 995.979995, 746.116833, 152.482325, -721.801508, 4.000483
24.622570, -517.134276, -492.511706, 994.556924, 744.096510, 147.546501, -721.158515, 4.000471
24.560419, -517.063142, -492.502722, 993.139292, 742.218312, 142.668670, -720.707461, 4.000458
24.505348, -516.998467, -492.493118, 991.728201, 740.554061, 137.847091, -720.393919, 4.000445
24.459607, -516.942584, -492.482977, 990.325109, 739.171751, 133.079967, -720.235193, 4.000433
24.425235, -516.897632, -492.472396, 988.931783, 738.133028, 128.365280, -720.278375, 4.000420
24.404015, -516.865489, -492.461474, 987.550244, 737.491753, 123.700776, -720.574544, 4.000407
24.397442, -516.847803, -492.450362, 986.182719, 737.293104, 119.083938, -721.180488, 4.000395
24.406684, -516.845885, -492.439201, 984.831576, 737.572415, 114.512280, -722.101117, 4.000382
24.432532, -516.860647, -492.428115, 983.499262, 738.353530, 109.984233, -723.176430, 4.000369
24.475359, -516.892725, -492.417366, 982.188233, 739.647778, 105.498089, -724.438660, 4.000357
24.535132, -516.942104, -492.406971, 980.900885, 741.454139, 101.052563, -725.815168, 4.000344
24.611380, -517.008648, -492.397268, 979.639488, 743.758338, 96.646830, -727.225267, 4.000331
24.703238, -517.091560, -492.388322, 978.406127, 746.534297, 92.280679, -728.555710, 4.000318
24.809505, -517.189867, -492.380362, 977.202652, 749.745698, 87.953905, -729.806441, 4.000306
24.928651, -517.302035, -492.373384, 976.030629, 753.346311, 83.666700, -730.902171, 4.000293
25.058872, -517.426587, -492.367714, 974.891311, 757.281614, 79.419405, -731.814001, 4.000280
25.198143, -517.561453, -492.363310, 973.785607, 761.490380, 75.212875, -732.440786, 4.000267
25.344247, -517.704580, -492.360332, 972.714061, 765.905674, 71.048087, -732.755995, 4.000254
25.494858, -517.853706, -492.358848, 971.676846, 770.457125, 66.926133, -732.732964, 4.000241
25.647614, -518.006463, -492.358850, 970.673767, 775.073436, 62.848520, -732.286015, 4.000229
25.800188, -518.160562, -492.360374, 969.704277, 779.684238, 58.816983, -731.364424, 4.000216
25.950342, -518.313790, -492.363448, 968.767497, 784.221908, 54.833036, -730.004414, 4.000203
26.095977, -518.463999, -492.368022, 967.862249, 788.623027, 50.898561, -728.127443, 4.000190
26.235173, -518.609222, -492.374050, 966.987085, 792.829522, 47.015207, -725.772217, 4.000177
26.366209, -518.747638, -492.381429, 966.140331, 796.789455, 43.184650, -722.926762, 4.000165
26.487608, -518.877792, -492.390184, 965.320122, 800.458150, 39.409246, -719.447134, 4.000152
26.598178, -518.998222, -492.400043, 964.524454, 803.799592, 35.691284, -715.337014, 4.000139
26.697022, -519.108021, -492.410999, 963.751230, 806.786654, 32.032835, -710.632299, 4.000127
26.783501, -519.206482, -492.422981, 962.998297, 809.400066, 28.435686, -705.382634, 4.000114
26.857232, -519.293004, -492.435772, 962.263491, 811.628230, 24.901820, -699.540831, 4.000102
26.918046, -519.367313, -492.449267, 961.544663, 813.466032, 21.432823, -693.180365, 4.000090
26.965996, -519.429331, -492.463336, 960.839713, 814.915066, 18.029905, -686.374271, 4.000077
27.001414, -519.479320, -492.477907, 960.146630, 815.985406, 14.693961, -679.182398, 4.000065
27.024870, -519.517651, -492.492781, 959.463523, 816.694255, 11.425197, -671.746506, 4.000053
27.037132, -519.544948, -492.507816, 958.788648, 817.064810, 8.224177, -663.989993, 4.000042
27.039134, -519.562125, -492.522990, 958.120425, 817.125325, 5.090938, -656.022392, 4.000030
27.031930, -519.570106, -492.538175, 957.457454, 816.907618, 2.025628, -647.820153, 4.000019
27.016653, -519.569908, -492.553255, 956.798522, 816.445945, -0.971896, -639.444517, 4.000007
26.994512, -519.562656, -492.568144, 956.142607, 815.776836, -3.901619, -630.862236, 3.999996
26.966762, -519.549581, -492.582819, 955.488883, 814.938219, -6.764028, -622.182039, 3.999985
26.934637, -519.531801, -492.597164, 954.836710, 813.967399, -9.559880, -613.463846, 3.999974
26.899272, -519.510543, -492.611270, 954.185618, 812.898683, -12.289487, -604.614305, 3.999963
26.861680, -519.486614, -492.624933, 953.535285, 811.762643, -14.953691, -595.750175, 3.999953
26.822739, -519.460974, -492.638236, 952.885515, 810.585824, -17.553447, -586.899983, 3.999942
26.783106, -519.434306, -492.651200, 952.236205, 809.388116, -20.089949, -578.120350, 3.999932
26.743186, -519.406928, -492.663742, 951.587311, 808.181728, -22.564194, -569.372460, 3.999922
26.703153, -519.379022, -492.675870, 950.938812, 806.971923, -24.977433, -560.716385, 3.999912
26.662968, -519.350562, -492.687594, 950.290681, 805.757548, -27.330784, -552.128136, 3.999902
26.622377, -519.321290, -492.698913, 949.642860, 804.530877, -29.625618, -543.668452, 3.999892
26.580928, -519.290780, -492.709852, 948.995229, 803.278289, -31.863298, -535.341177, 3.999883
26.538038, -519.258396, -492.720358, 948.347594, 801.982129, -34.044389, -526.971018, 3.999873
26.493025, -519.223479, -492.730454, 947.699674, 800.621843, -36.169573, -518.586207, 3.999864
26.445187, -519.185238, -492.740051, 947.051100, 799.176182, -38.240147, -510.331054, 3.999855
26.393860, -519.142990, -492.749130, 946.401421, 797.625068, -40.257611, -502.256865, 3.999846
26.338460, -519.096162, -492.757702, 945.750120, 795.950870, -42.223082, -494.281581, 3.999837
26.278540, -519.044207, -492.765666, 945.096629, 794.140094, -44.137806, -486.438982, 3.999828
26.213839, -518.986897, -492.773058, 944.440355, 792.184807, -46.002960, -478.718683, 3.999820
26.144307, -518.924034, -492.779728, 943.780710, 790.083543, -47.819589, -471.094078, 3.999812
26.070152, -518.855836, -492.785684, 943.117144, 787.842588, -49.589091, -463.652555, 3.999803
25.991841, -518.782748, -492.790907, 942.449173, 785.476027, -51.312723, -456.366395, 3.999795
25.910061, -518.705340, -492.795279, 941.776411, 783.004621, -52.991466, -449.174697, 3.999787
25.825705, -518.624529, -492.798824, 941.098592, 780.455362, -54.626333, -442.089800, 3.999779
25.739866, -518.541364, -492.801498, 940.415591, 777.861295, -56.218374, -435.124217, 3.999771
25.653809, -518.457117, -492.803308, 939.727445, 775.260650, -57.768499, -428.248288, 3.999764
25.568931, -518.373167, -492.804236, 939.034367, 772.695630, -59.277745, -421.496923, 3.999756
25.486753, -518.291029, -492.804277, 938.336755, 770.212193, -60.746805, -414.790059, 3.999749
25.408888, -518.212394, -492.803506, 937.635201, 767.859122, -62.176605, -408.188384, 3.999742
25.336963, -518.138933, -492.801971, 936.930489, 765.685523, -63.567978, -401.671602, 3.999735
25.272591, -518.072278, -492.799687, 936.223590, 763.740204, -64.921328, -395.138696, 3.999727
25.217374, -518.014076, -492.796702, 935.515655, 762.071542, -66.237087, -388.598083, 3.999721
25.172852, -517.966090, -492.793238, 934.808004, 760.726095, -67.515858, -382.093343, 3.999714
25.140447, -517.929741, -492.789294, 934.102113, 759.746803, -68.757995, -375.565925, 3.999707
25.121436, -517.906506, -492.785070, 933.399583, 759.172290, -69.963813, -369.006780, 3.999700
25.116969, -517.897575, -492.780606, 932.702134, 759.037292, -71.133847, -362.472288, 3.999694
25.127993, -517.904068, -492.776076, 932.011569, 759.370436, -72.268230, -355.863996, 3.999688
25.155202, -517.926947, -492.771745, 931.329749, 760.192703, -73.366957, -349.147318, 3.999681
25.199064, -517.966663, -492.767599, 930.658557, 761.518214, -74.429990, -342.314399, 3.999675
25.259790, -518.023721, -492.763930, 929.999875, 763.353373, -75.457540, -335.427526, 3.999669
25.337315, -518.098220, -492.760905, 929.355547, 765.696174, -76.449537, -328.416973, 3.999663
25.431318, -518.189983, -492.758665, 928.727349, 768.536951, -77.405674, -321.220465, 3.999658
25.541224, -518.298590, -492.757366, 928.116964, 771.858333, -78.325670, -313.844753, 3.999652
25.666197, -518.423362, -492.757165, 927.525948, 775.635025, -79.209560, -306.369352, 3.999646
25.805143, -518.563358, -492.758214, 926.955709, 779.833995, -80.057036, -298.705804, 3.999641
25.956733, -518.717468, -492.760735, 926.407476, 784.415036, -80.868097, -290.932875, 3.999636
26.119448, -518.884196, -492.764748, 925.882284, 789.332308, -81.642221, -282.914475, 3.999631
26.291625, -519.062032, -492.770407, 925.380960, 794.535532, -82.379142, -274.715320, 3.999626
26.471461, -519.249242, -492.777781, 924.904113, 799.970180, -83.078733, -266.371830, 3.999621
26.657017, -519.444013, -492.786996, 924.452119, 805.577709, -83.740796, -257.863183, 3.999616
26.846248, -519.644302, -492.798054, 924.025116, 811.296283, -84.364789, -249.099003, 3.999612
27.037057, -519.848138, -492.811081, 923.623001, 817.062536, -84.950134, -240.066628, 3.999607
27.227333, -520.053319, -492.825986, 923.245434, 822.812709, -85.496430, -230.811182, 3.999603
27.414971, -520.257743, -492.842773, 922.891844, 828.483131, -86.003083, -221.279251, 3.999599
27.597893, -520.459344, -492.861451, 922.561432, 834.011062, -86.469409, -211.444844, 3.999595
27.774100, -520.656091, -492.881991, 922.253190, 839.336063, -86.894712, -201.301374, 3.999591
27.941658, -520.845957, -492.904299, 921.965908, 844.399691, -87.278120, -190.798278, 3.999588
28.098688, -521.026935, -492.928247, 921.698184, 849.145137, -87.618843, -179.954533, 3.999585
28.243441, -521.197168, -492.953727, 921.448446, 853.519590, -87.916141, -168.781190, 3.999581
28.374339, -521.355001, -492.980662, 921.214967, 857.475351, -88.169031, -157.208167, 3.999578
28.489947, -521.498855, -493.008908, 920.995891, 860.969024, -88.376454, -145.210183, 3.999576
28.589014, -521.627259, -493.038245, 920.789250, 863.962839, -88.537265, -132.760345, 3.999573
28.670512, -521.739040, -493.068528, 920.592991, 866.425728, -88.650777, -119.980140, 3.999571
28.733631, -521.833291, -493.099660, 920.405006, 868.333188, -88.716295, -106.864694, 3.999569
28.777792, -521.909107, -493.131314, 920.223152, 869.667742, -88.733105, -93.406514, 3.999567
28.802713, -521.966093, -493.163380, 920.045287, 870.420858, -88.700430, -79.583962, 3.999565
28.808402, -522.004070, -493.195668, 919.869300, 870.592769, -88.617570, -65.416923, 3.999564
28.795127, -522.023066, -493.227939, 919.693137, 870.191606, -88.484214, -51.011022, 3.999563
28.763462, -522.023556, -493.260094, 919.514839, 869.234685, -88.300296, -36.435470, 3.999562
28.714287, -522.006106, -493.291819, 919.332564, 867.748617, -88.065686, -21.671162, 3.999561
28.648759, -521.971776, -493.323017, 919.144619, 865.768349, -87.780234, -6.711703, 3.999561
28.568286, -521.921840, -493.353554, 918.949486, 863.336437, -87.443933, 8.401755, 3.999561
28.474517, -521.857721, -493.383204, 918.745838, 860.502737, -87.056656, 23.704516, 3.999561
28.369316, -521.781265, -493.411949, 918.532566, 857.323544, -86.618705, 39.073314, 3.999561
28.254701, -521.694317, -493.439616, 918.308785, 853.859865, -86.130223, 54.552665, 3.999562
