its, t_max, delta_t, its_eq, -, -, -, -, -, -, -, -
20000, 20, 0.001000, 20000, 0, 0, 0, 0, 0, 0, 0, 0
x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4
2.561762, 0.852054, 3.013332, -1.783411, 7.524425, 9.267802, -1.736863, 4.157126, 9.863257, 1.425146, 4.536863, 4.715203
2.567911, 0.850519, 3.009039, -1.793193, 7.520611, 9.258026, -1.742317, 4.154284, 9.860282, 1.433008, 4.548315, 4.707105
2.574438, 0.848493, 3.005243, -1.802793, 7.516269, 9.248559, -1.747637, 4.151495, 9.857203, 1.440818, 4.559958, 4.699168
2.581334, 0.845979, 3.001929, -1.812208, 7.511385, 9.239427, -1.752818, 4.148761, 9.854026, 1.448556, 4.571789, 4.691399
2.588590, 0.842987, 2.999078, -1.821438, 7.505945, 9.230657, -1.757857, 4.146088, 9.850755, 1.456203, 4.583805, 4.683801
2.596190, 0.839532, 2.996667, -1.830481, 7.499940, 9.222272, -1.762749, 4.143477, 9.847399, 1.463741, 4.596002, 4.676379
2.604120, 0.835630, 2.994668, -1.839340, 7.493360, 9.214293, -1.767491, 4.140934, 9.843962, 1.471152, 4.608377, 4.669132
2.612359, 0.831302, 2.993049, -1.848015, 7.486201, 9.206740, -1.772080, 4.138460, 9.840452, 1.478421, 4.620927, 4.662061
2.620887, 0.826572, 2.991776, -1.856509, 7.478457, 9.199628, -1.776512, 4.136059, 9.836876, 1.485529, 4.633648, 4.655163
2.629682, 0.821464, 2.990813, -1.864827, 7.470128, 9.192970, -1.780783, 4.133735, 9.833240, 1.492464, 4.646539, 4.648435
2.638718, 0.816008, 2.990121, -1.872971, 7.461214, 9.186777, -1.784893, 4.131491, 9.829553, 1.499209, 4.659594, 4.641874
2.647970, 0.810230, 2.989659, -1.880947, 7.451720, 9.181054, -1.788838, 4.129330, 9.825821, 1.505752, 4.672812, 4.635474
2.657412, 0.804160, 2.989386, -1.888759, 7.441651, 9.175804, -1.792615, 4.127256, 9.822054, 1.512080, 4.686187, 4.629229
2.667016, 0.797828, 2.989262, -1.896414, 7.431016, 9.171028, -1.796223, 4.125272, 9.818260, 1.518182, 4.699717, 4.623133
2.676753, 0.791263, 2.989245, -1.903918, 7.419828, 9.166720, -1.799660, 4.123383, 9.814447, 1.524047, 4.713395, 4.617181
2.686594, 0.784495, 2.989293, -1.911276, 7.408099, 9.162873, -1.802923, 4.121592, 9.810624, 1.529667, 4.727219, 4.611366
2.696512, 0.777551, 2.989368, -1.918497, 7.395847, 9.159477, -1.806012, 4.119902, 9.806802, 1.535033, 4.741181, 4.605683
2.706475, 0.770460, 2.989430, -1.925585, 7.383089, 9.156516, -1.808925, 4.118319, 9.802990, 1.540139, 4.755276, 4.600126
2.716456, 0.763248, 2.989443, -1.932549, 7.369846, 9.153975, -1.811660, 4.116846, 9.799198, 1.544980, 4.769498, 4.594692
2.726426, 0.755942, 2.989372, -1.939396, 7.356141, 9.151833, -1.814217, 4.115487, 9.795437, 1.549553, 4.783839, 4.589377
2.736354, 0.748567, 2.989184, -1.946131, 7.341998, 9.150069, -1.816595, 4.114247, 9.791719, 1.553854, 4.798290, 4.584182
2.746213, 0.741147, 2.988849, -1.952763, 7.327442, 9.148658, -1.818793, 4.113131, 9.788054, 1.557883, 4.812842, 4.579104
2.755974, 0.733704, 2.988341, -1.959298, 7.312501, 9.147574, -1.820809, 4.112143, 9.784454, 1.561641, 4.827484, 4.574147
2.765610, 0.726263, 2.987634, -1.965743, 7.297201, 9.146790, -1.822645, 4.111287, 9.780931, 1.565130, 4.842206, 4.569314
2.775092, 0.718843, 2.986709, -1.972106, 7.281573, 9.146276, -1.824300, 4.110569, 9.777497, 1.568353, 4.856994, 4.564609
2.784395, 0.711466, 2.985548, -1.978393, 7.265645, 9.146004, -1.825774, 4.109993, 9.774164, 1.571314, 4.871834, 4.560042
2.793491, 0.704152, 2.984139, -1.984612, 7.249448, 9.145943, -1.827066, 4.109563, 9.770944, 1.574021, 4.886712, 4.555620
2.802354, 0.696922, 2.982469, -1.990772, 7.233011, 9.146062, -1.828178, 4.109284, 9.767850, 1.576481, 4.901612, 4.551355
2.810961, 0.689793, 2.980535, -1.996879, 7.216366, 9.146331, -1.829109, 4.109160, 9.764894, 1.578702, 4.916516, 4.547261
2.819286, 0.682786, 2.978332, -2.002942, 7.199544, 9.146718, -1.829862, 4.109193, 9.762087, 1.580694, 4.931407, 4.543351
2.827306, 0.675921, 2.975863, -2.008969, 7.182574, 9.147193, -1.830436, 4.109389, 9.759442, 1.582470, 4.946266, 4.539643
2.834998, 0.669215, 2.973130, -2.014969, 7.165488, 9.147726, -1.830834, 4.109749, 9.756969, 1.584040, 4.961072, 4.536155
2.842341, 0.662688, 2.970143, -2.020951, 7.148315, 9.148288, -1.831056, 4.110275, 9.754681, 1.585417, 4.975806, 4.532906
2.849313, 0.656359, 2.966910, -2.026923, 7.131086, 9.148850, -1.831105, 4.110971, 9.752587, 1.586616, 4.990446, 4.529917
2.855894, 0.650247, 2.963447, -2.032896, 7.113830, 9.149385, -1.830983, 4.111836, 9.750698, 1.587650, 5.004973, 4.527209
2.862065, 0.644371, 2.959768, -2.038879, 7.096577, 9.149867, -1.830692, 4.112872, 9.749024, 1.588534, 5.019364, 4.524804
2.867809, 0.638750, 2.955891, -2.044881, 7.079354, 9.150272, -1.830235, 4.114076, 9.747572, 1.589284, 5.033600, 4.522727
2.873110, 0.633402, 2.951836, -2.050913, 7.062192, 9.150577, -1.829615, 4.115449, 9.746351, 1.589915, 5.047658, 4.520999
2.877951, 0.628344, 2.947624, -2.056985, 7.045117, 9.150760, -1.828835, 4.116988, 9.745369, 1.590442, 5.061520, 4.519644
2.882320, 0.623594, 2.943276, -2.063106, 7.028156, 9.150803, -1.827898, 4.118688, 9.744630, 1.590880, 5.075165, 4.518684
2.886203, 0.619169, 2.938815, -2.069286, 7.011337, 9.150687, -1.826809, 4.120547, 9.744141, 1.591245, 5.088576, 4.518143
2.889592, 0.615083, 2.934264, -2.075536, 6.994685, 9.150399, -1.825570, 4.122557, 9.743906, 1.591551, 5.101734, 4.518039
2.892477, 0.611350, 2.929646, -2.081863, 6.978225, 9.149925, -1.824188, 4.124713, 9.743927, 1.591812, 5.114623, 4.518395
2.894851, 0.607982, 2.924982, -2.088278, 6.961982, 9.149258, -1.822665, 4.127007, 9.744206, 1.592040, 5.127230, 4.519226
2.896711, 0.604991, 2.920294, -2.094789, 6.945978, 9.148389, -1.821007, 4.129429, 9.744745, 1.592247, 5.139541, 4.520549
2.898053, 0.602384, 2.915605, -2.101404, 6.930236, 9.147316, -1.819219, 4.131970, 9.745544, 1.592445, 5.151546, 4.522378
2.898878, 0.600167, 2.910932, -2.108130, 6.914777, 9.146038, -1.817306, 4.134618, 9.746601, 1.592643, 5.163237, 4.524721
2.899187, 0.598345, 2.906294, -2.114973, 6.899621, 9.144557, -1.815272, 4.137362, 9.747914, 1.592848, 5.174606, 4.527588
2.898985, 0.596920, 2.901710, -2.121938, 6.884787, 9.142878, -1.813125, 4.140188, 9.749480, 1.593066, 5.185652, 4.530981
2.898277, 0.595890, 2.897193, -2.129028, 6.870295, 9.141010, -1.810869, 4.143081, 9.751294, 1.593301, 5.196371, 4.534902
2.897071, 0.595253, 2.892759, -2.136247, 6.856162, 9.138966, -1.808511, 4.146027, 9.753352, 1.593557, 5.206765, 4.539347
2.895377, 0.595004, 2.888419, -2.143595, 6.842404, 9.136759, -1.806056, 4.149010, 9.755647, 1.593833, 5.216835, 4.544311
2.893207, 0.595134, 2.884185, -2.151072, 6.829036, 9.134408, -1.803510, 4.152013, 9.758173, 1.594129, 5.226587, 4.549782
2.890575, 0.595635, 2.880065, -2.158677, 6.816072, 9.131933, -1.800879, 4.155019, 9.760922, 1.594442, 5.236027, 4.555748
2.887493, 0.596494, 2.876067, -2.166407, 6.803527, 9.129357, -1.798170, 4.158012, 9.763886, 1.594766, 5.245162, 4.562190
2.883979, 0.597699, 2.872198, -2.174257, 6.791413, 9.126707, -1.795389, 4.160972, 9.767056, 1.595097, 5.254001, 4.569089
2.880049, 0.599234, 2.868463, -2.182223, 6.779741, 9.124011, -1.792542, 4.163882, 9.770425, 1.595427, 5.262554, 4.576422
2.875720, 0.601083, 2.864866, -2.190296, 6.768523, 9.121297, -1.789636, 4.166725, 9.773981, 1.595746, 5.270831, 4.584161
2.871009, 0.603229, 2.861408, -2.198470, 6.757768, 9.118598, -1.786676, 4.169481, 9.777716, 1.596045, 5.278845, 4.592279
2.865936, 0.605653, 2.858093, -2.206735, 6.747486, 9.115946, -1.783670, 4.172135, 9.781620, 1.596311, 5.286607, 4.600745
2.860519, 0.608335, 2.854921, -2.215082, 6.737685, 9.113374, -1.780623, 4.174669, 9.785683, 1.596534, 5.294129, 4.609526
2.854777, 0.611258, 2.851893, -2.223499, 6.728372, 9.110914, -1.777542, 4.177067, 9.789895, 1.596700, 5.301421, 4.618588
2.848727, 0.614399, 2.849008, -2.231976, 6.719554, 9.108602, -1.774433, 4.179314, 9.794246, 1.596794, 5.308496, 4.627897
2.842388, 0.617741, 2.846265, -2.240501, 6.711237, 9.106468, -1.771302, 4.181394, 9.798726, 1.596804, 5.315365, 4.637415
2.835778, 0.621261, 2.843664, -2.249063, 6.703425, 9.104545, -1.768156, 4.183296, 9.803326, 1.596712, 5.322037, 4.647106
2.828914, 0.624942, 2.841202, -2.257649, 6.696122, 9.102863, -1.765002, 4.185007, 9.808036, 1.596506, 5.328524, 4.656934
2.821812, 0.628763, 2.838879, -2.266247, 6.689330, 9.101451, -1.761844, 4.186516, 9.812848, 1.596168, 5.334833, 4.666859
2.814489, 0.632706, 2.836692, -2.274847, 6.683052, 9.100334, -1.758690, 4.187815, 9.817753, 1.595683, 5.340974, 4.676847
2.806960, 0.636753, 2.834640, -2.283436, 6.677287, 9.099537, -1.755544, 4.188894, 9.822742, 1.595035, 5.346955, 4.686860
2.799239, 0.640887, 2.832722, -2.292005, 6.672033, 9.099080, -1.752415, 4.189750, 9.827807, 1.594209, 5.352784, 4.696861
2.791339, 0.645091, 2.830935, -2.300544, 6.667290, 9.098982, -1.749306, 4.190376, 9.832942, 1.593187, 5.358466, 4.706815
2.783274, 0.649350, 2.829279, -2.309043, 6.663054, 9.099257, -1.746224, 4.190770, 9.838139, 1.591956, 5.364010, 4.716688
2.775055, 0.653649, 2.827752, -2.317493, 6.659318, 9.099917, -1.743176, 4.190931, 9.843391, 1.590499, 5.369421, 4.726446
2.766693, 0.657976, 2.826354, -2.325887, 6.656079, 9.100970, -1.740165, 4.190860, 9.848693, 1.588802, 5.374705, 4.736056
2.758198, 0.662318, 2.825084, -2.334219, 6.653327, 9.102421, -1.737199, 4.190557, 9.854039, 1.586850, 5.379867, 4.745488
2.749579, 0.666664, 2.823942, -2.342482, 6.651055, 9.104272, -1.734281, 4.190026, 9.859424, 1.584630, 5.384912, 4.754711
2.740844, 0.671003, 2.822928, -2.350670, 6.649252, 9.106521, -1.731418, 4.189273, 9.864843, 1.582129, 5.389846, 4.763698
2.732002, 0.675328, 2.822042, -2.358780, 6.647908, 9.109163, -1.728615, 4.188302, 9.870293, 1.579334, 5.394673, 4.772423
2.723059, 0.679629, 2.821284, -2.366806, 6.647011, 9.112191, -1.725875, 4.187122, 9.875770, 1.576235, 5.399398, 4.780861
2.714022, 0.683898, 2.820654, -2.374747, 6.646548, 9.115594, -1.723204, 4.185740, 9.881270, 1.572822, 5.404026, 4.788989
2.704897, 0.688130, 2.820154, -2.382598, 6.646506, 9.119362, -1.720606, 4.184165, 9.886790, 1.569086, 5.408561, 4.796786
2.695690, 0.692319, 2.819785, -2.390358, 6.646869, 9.123478, -1.718086, 4.182409, 9.892329, 1.565021, 5.413008, 4.804234
2.686407, 0.696459, 2.819547, -2.398025, 6.647623, 9.127927, -1.715646, 4.180480, 9.897884, 1.560621, 5.417372, 4.811314
2.677052, 0.700545, 2.819442, -2.405597, 6.648753, 9.132691, -1.713291, 4.178392, 9.903453, 1.555882, 5.421657, 4.818013
2.667632, 0.704573, 2.819471, -2.413072, 6.650242, 9.137749, -1.711024, 4.176155, 9.909034, 1.550802, 5.425867, 4.824317
2.658151, 0.708540, 2.819635, -2.420450, 6.652075, 9.143083, -1.708847, 4.173782, 9.914627, 1.545381, 5.430007, 4.830214
2.648614, 0.712442, 2.819935, -2.427729, 6.654236, 9.148671, -1.706763, 4.171284, 9.920229, 1.539620, 5.434082, 4.835695
2.639026, 0.716278, 2.820372, -2.434908, 6.656707, 9.154491, -1.704776, 4.168675, 9.925840, 1.533523, 5.438095, 4.840753
2.629390, 0.720044, 2.820947, -2.441986, 6.659473, 9.160522, -1.702885, 4.165967, 9.931459, 1.527094, 5.442050, 4.845382
2.619711, 0.723740, 2.821661, -2.448963, 6.662518, 9.166740, -1.701093, 4.163173, 9.937083, 1.520343, 5.445950, 4.849579
2.609994, 0.727364, 2.822515, -2.455837, 6.665825, 9.173124, -1.699402, 4.160303, 9.942713, 1.513277, 5.449798, 4.853341
2.600243, 0.730915, 2.823508, -2.462606, 6.669379, 9.179651, -1.697811, 4.157371, 9.948347, 1.505908, 5.453596, 4.856669
2.590461, 0.734393, 2.824643, -2.469271, 6.673164, 9.186302, -1.696322, 4.154388, 9.953984, 1.498249, 5.457346, 4.859565
2.580652, 0.737797, 2.825918, -2.475829, 6.677165, 9.193053, -1.694933, 4.151365, 9.959620, 1.490312, 5.461048, 4.862031
2.570821, 0.741128, 2.827333, -2.482279, 6.681369, 9.199886, -1.693646, 4.148312, 9.965255, 1.482114, 5.464704, 4.864074
2.560970, 0.744387, 2.828890, -2.488619, 6.685760, 9.206781, -1.692460, 4.145241, 9.970885, 1.473670, 5.468314, 4.865700
2.551104, 0.747574, 2.830586, -2.494848, 6.690325, 9.213720, -1.691372, 4.142161, 9.976508, 1.464997, 5.471875, 4.866918
2.541225, 0.750690, 2.832423, -2.500964, 6.695052, 9.220686, -1.690383, 4.139080, 9.982120, 1.456113, 5.475387, 4.867736
2.531337, 0.753737, 2.834398, -2.506964, 6.699929, 9.227662, -1.689491, 4.136007, 9.987719, 1.447037, 5.478846, 4.868168
2.521443, 0.756717, 2.836512, -2.512846, 6.704944, 9.234633, -1.688694, 4.132950, 9.993299, 1.437788, 5.482249, 4.868224
2.511547, 0.759632, 2.838763, -2.518608, 6.710087, 9.241586, -1.687989, 4.129916, 9.998855, 1.428385, 5.485590, 4.867920
2.501650, 0.762484, 2.841150, -2.524248, 6.715346, 9.248507, -1.687374, 4.126911, 10.004383, 1.418847, 5.488865, 4.867269
2.491756, 0.765275, 2.843671, -2.529763, 6.720713, 9.255387, -1.686848, 4.123941, 10.009875, 1.409193, 5.492066, 4.866287
2.481868, 0.768009, 2.846326, -2.535150, 6.726179, 9.262212, -1.686407, 4.121011, 10.015325, 1.399444, 5.495185, 4.864991
2.471987, 0.770688, 2.849112, -2.540408, 6.731735, 9.268976, -1.686049, 4.118125, 10.020726, 1.389617, 5.498215, 4.863399
2.462116, 0.773315, 2.852029, -2.545533, 6.737373, 9.275667, -1.685771, 4.115287, 10.026070, 1.379732, 5.501143, 4.861529
2.452257, 0.775894, 2.855073, -2.550523, 6.743086, 9.282280, -1.685571, 4.112498, 10.031346, 1.369807, 5.503961, 4.859400
2.442412, 0.778428, 2.858243, -2.555376, 6.748867, 9.288806, -1.685446, 4.109762, 10.036547, 1.359860, 5.506655, 4.857030
2.432583, 0.780921, 2.861538, -2.560089, 6.754711, 9.295239, -1.685394, 4.107080, 10.041660, 1.349908, 5.509213, 4.854441
2.422772, 0.783375, 2.864955, -2.564660, 6.760610, 9.301572, -1.685414, 4.104451, 10.046675, 1.339968, 5.511621, 4.851652
2.412981, 0.785796, 2.868492, -2.569088, 6.766560, 9.307801, -1.685502, 4.101876, 10.051580, 1.330055, 5.513864, 4.848684
2.403211, 0.788186, 2.872149, -2.573369, 6.772554, 9.313921, -1.685657, 4.099355, 10.056361, 1.320186, 5.515926, 4.845556
2.393465, 0.790550, 2.875922, -2.577503, 6.778589, 9.319926, -1.685878, 4.096886, 10.061003, 1.310373, 5.517791, 4.842292
2.383743, 0.792890, 2.879810, -2.581487, 6.784660, 9.325813, -1.686163, 4.094466, 10.065493, 1.300632, 5.519443, 4.838909
2.374046, 0.795212, 2.883812, -2.585320, 6.790761, 9.331577, -1.686513, 4.092094, 10.069813, 1.290974, 5.520863, 4.835431
2.364377, 0.797517, 2.887925, -2.589001, 6.796890, 9.337215, -1.686925, 4.089766, 10.073948, 1.281413, 5.522033, 4.831876
2.354737, 0.799811, 2.892149, -2.592527, 6.803041, 9.342723, -1.687400, 4.087479, 10.077879, 1.271959, 5.522937, 4.828265
2.345126, 0.802097, 2.896481, -2.595897, 6.809211, 9.348099, -1.687938, 4.085229, 10.081588, 1.262624, 5.523554, 4.824618
2.335547, 0.804378, 2.900921, -2.599111, 6.815396, 9.353338, -1.688541, 4.083011, 10.085054, 1.253418, 5.523867, 4.820954
2.326000, 0.806658, 2.905466, -2.602167, 6.821593, 9.358439, -1.689207, 4.080821, 10.088259, 1.244352, 5.523858, 4.817292
2.316486, 0.808940, 2.910116, -2.605064, 6.827797, 9.363398, -1.689940, 4.078653, 10.091181, 1.235434, 5.523510, 4.813649
2.307009, 0.811228, 2.914869, -2.607801, 6.834005, 9.368214, -1.690741, 4.076503, 10.093800, 1.226673, 5.522805, 4.810042
2.297567, 0.813525, 2.919725, -2.610378, 6.840214, 9.372884, -1.691611, 4.074365, 10.096092, 1.218080, 5.521726, 4.806488
2.288164, 0.815834, 2.924681, -2.612794, 6.846421, 9.377407, -1.692553, 4.072235, 10.098037, 1.209661, 5.520259, 4.803001
2.278801, 0.818158, 2.929739, -2.615048, 6.852621, 9.381779, -1.693568, 4.070106, 10.099613, 1.201425, 5.518390, 4.799594
2.269478, 0.820500, 2.934896, -2.617139, 6.858812, 9.385999, -1.694660, 4.067974, 10.100798, 1.193381, 5.516105, 4.796281
2.260199, 0.822863, 2.940152, -2.619068, 6.864991, 9.390067, -1.695832, 4.065835, 10.101571, 1.185536, 5.513393, 4.793071
2.250965, 0.825249, 2.945507, -2.620835, 6.871153, 9.393979, -1.697085, 4.063685, 10.101911, 1.177900, 5.510245, 4.789976
2.241777, 0.827660, 2.950959, -2.622438, 6.877295, 9.397735, -1.698423, 4.061519, 10.101799, 1.170482, 5.506652, 4.787001
2.232637, 0.830098, 2.956509, -2.623879, 6.883413, 9.401334, -1.699847, 4.059336, 10.101216, 1.163291, 5.502610, 4.784154
2.223549, 0.832566, 2.962155, -2.625158, 6.889505, 9.404774, -1.701361, 4.057134, 10.100147, 1.156336, 5.498113, 4.781438
2.214513, 0.835064, 2.967899, -2.626274, 6.895565, 9.408055, -1.702965, 4.054911, 10.098576, 1.149627, 5.493160, 4.778857
2.205533, 0.837595, 2.973738, -2.627230, 6.901592, 9.411174, -1.704661, 4.052668, 10.096491, 1.143174, 5.487754, 4.776411
2.196610, 0.840158, 2.979674, -2.628025, 6.907580, 9.414132, -1.706451, 4.050407, 10.093883, 1.136987, 5.481895, 4.774098
2.187749, 0.842756, 2.985706, -2.628661, 6.913526, 9.416927, -1.708334, 4.048130, 10.090743, 1.131077, 5.475590, 4.771917
2.178951, 0.845388, 2.991833, -2.629139, 6.919425, 9.419558, -1.710311, 4.045841, 10.087069, 1.125454, 5.468847, 4.769863
2.170219, 0.848054, 2.998056, -2.629460, 6.925275, 9.422024, -1.712380, 4.043545, 10.082860, 1.120129, 5.461674, 4.767929
2.161558, 0.850755, 3.004374, -2.629625, 6.931070, 9.424325, -1.714540, 4.041250, 10.078118, 1.115113, 5.454086, 4.766107
2.152970, 0.853489, 3.010787, -2.629638, 6.936807, 9.426459, -1.716789, 4.038964, 10.072852, 1.110417, 5.446095, 4.764387
2.144460, 0.856256, 3.017296, -2.629499, 6.942482, 9.428425, -1.719123, 4.036695, 10.067071, 1.106053, 5.437717, 4.762758
2.136031, 0.859054, 3.023899, -2.629211, 6.948090, 9.430222, -1.721538, 4.034455, 10.060790, 1.102031, 5.428971, 4.761208
2.127688, 0.861882, 3.030597, -2.628776, 6.953627, 9.431849, -1.724030, 4.032254, 10.054028, 1.098361, 5.419875, 4.759721
2.119434, 0.864737, 3.037389, -2.628196, 6.959089, 9.433305, -1.726594, 4.030106, 10.046809, 1.095054, 5.410450, 4.758283
2.111276, 0.867617, 3.044274, -2.627476, 6.964471, 9.434589, -1.729223, 4.028024, 10.039157, 1.092120, 5.400719, 4.756876
2.103218, 0.870519, 3.051254, -2.626616, 6.969770, 9.435699, -1.731911, 4.026021, 10.031104, 1.089567, 5.390704, 4.755482
2.095265, 0.873440, 3.058327, -2.625622, 6.974982, 9.436635, -1.734651, 4.024112, 10.022683, 1.087403, 5.380428, 4.754083
2.087422, 0.876375, 3.065492, -2.624495, 6.980102, 9.437395, -1.737436, 4.022312, 10.013932, 1.085637, 5.369917, 4.752658
2.079696, 0.879321, 3.072749, -2.623239, 6.985126, 9.437977, -1.740258, 4.020636, 10.004888, 1.084275, 5.359195, 4.751187
2.072093, 0.882273, 3.080098, -2.621858, 6.990051, 9.438381, -1.743109, 4.019099, 9.995596, 1.083322, 5.348287, 4.749648
2.064620, 0.885226, 3.087537, -2.620355, 6.994873, 9.438604, -1.745982, 4.017715, 9.986098, 1.082783, 5.337217, 4.748020
2.057283, 0.888174, 3.095066, -2.618734, 6.999589, 9.438647, -1.748869, 4.016498, 9.976442, 1.082660, 5.326012, 4.746282
2.050089, 0.891112, 3.102684, -2.616999, 7.004194, 9.438506, -1.751762, 4.015463, 9.966673, 1.082957, 5.314694, 4.744410
2.043045, 0.894033, 3.110391, -2.615154, 7.008686, 9.438182, -1.754655, 4.014623, 9.956839, 1.083673, 5.303289, 4.742384
2.036158, 0.896932, 3.118184, -2.613202, 7.013062, 9.437673, -1.757539, 4.013989, 9.946988, 1.084810, 5.291819, 4.740182
2.029435, 0.899803, 3.126064, -2.611148, 7.017320, 9.436978, -1.760410, 4.013574, 9.937166, 1.086365, 5.280307, 4.737782
2.022883, 0.902638, 3.134028, -2.608995, 7.021456, 9.436096, -1.763261, 4.013388, 9.927420, 1.088336, 5.268777, 4.735164
2.016509, 0.905432, 3.142075, -2.606748, 7.025468, 9.435026, -1.766087, 4.013440, 9.917794, 1.090720, 5.257248, 4.732308
2.010321, 0.908179, 3.150205, -2.604411, 7.029356, 9.433769, -1.768885, 4.013738, 9.908330, 1.093512, 5.245742, 4.729196
2.004325, 0.910871, 3.158415, -2.601986, 7.033115, 9.432323, -1.771649, 4.014290, 9.899068, 1.096709, 5.234278, 4.725809
1.998528, 0.913503, 3.166704, -2.599478, 7.036746, 9.430689, -1.774379, 4.015100, 9.890045, 1.100304, 5.222876, 4.722132
1.992937, 0.916068, 3.175071, -2.596891, 7.040248, 9.428867, -1.777071, 4.016172, 9.881296, 1.104291, 5.211552, 4.718152
1.987559, 0.918562, 3.183513, -2.594228, 7.043619, 9.426858, -1.779725, 4.017509, 9.872849, 1.108663, 5.200324, 4.713855
1.982398, 0.920979, 3.192029, -2.591492, 7.046859, 9.424663, -1.782340, 4.019111, 9.864733, 1.113414, 5.189209, 4.709232
1.977463, 0.923313, 3.200616, -2.588688, 7.049969, 9.422283, -1.784916, 4.020978, 9.856969, 1.118536, 5.178220, 4.704276
1.972757, 0.925561, 3.209272, -2.585818, 7.052950, 9.419720, -1.787456, 4.023108, 9.849577, 1.124021, 5.167374, 4.698981
1.968286, 0.927719, 3.217996, -2.582886, 7.055801, 9.416975, -1.789960, 4.025497, 9.842570, 1.129864, 5.156683, 4.693346
1.964055, 0.929782, 3.226783, -2.579895, 7.058525, 9.414053, -1.792432, 4.028141, 9.835961, 1.136056, 5.146162, 4.687372
1.960068, 0.931749, 3.235631, -2.576848, 7.061123, 9.410954, -1.794875, 4.031033, 9.829756, 1.142590, 5.135823, 4.681063
1.956330, 0.933617, 3.244537, -2.573748, 7.063597, 9.407684, -1.797292, 4.034167, 9.823958, 1.149459, 5.125679, 4.674425
1.952844, 0.935386, 3.253497, -2.570598, 7.065950, 9.404246, -1.799687, 4.037534, 9.818568, 1.156657, 5.115741, 4.667469
1.949613, 0.937054, 3.262509, -2.567399, 7.068184, 9.400645, -1.802065, 4.041125, 9.813582, 1.164177, 5.106024, 4.660206
1.946640, 0.938624, 3.271568, -2.564156, 7.070303, 9.396885, -1.804431, 4.044930, 9.808996, 1.172015, 5.096537, 4.652654
1.943926, 0.940095, 3.280670, -2.560871, 7.072309, 9.392973, -1.806792, 4.048939, 9.804802, 1.180163, 5.087293, 4.644828
1.941475, 0.941472, 3.289811, -2.557545, 7.074207, 9.388914, -1.809151, 4.053141, 9.800991, 1.188619, 5.078304, 4.636749
1.939286, 0.942756, 3.298984, -2.554181, 7.076000, 9.384716, -1.811516, 4.057523, 9.797550, 1.197376, 5.069582, 4.628440
1.937362, 0.943953, 3.308186, -2.550782, 7.077691, 9.380385, -1.813892, 4.062075, 9.794468, 1.206432, 5.061140, 4.619925
1.935701, 0.945069, 3.317409, -2.547349, 7.079285, 9.375931, -1.816287, 4.066784, 9.791732, 1.215783, 5.052988, 4.611229
1.934305, 0.946109, 3.326649, -2.543885, 7.080787, 9.371360, -1.818707, 4.071638, 9.789328, 1.225427, 5.045140, 4.602381
1.933173, 0.947082, 3.335897, -2.540392, 7.082200, 9.366684, -1.821159, 4.076624, 9.787242, 1.235360, 5.037607, 4.593409
1.932303, 0.947995, 3.345147, -2.536872, 7.083529, 9.361912, -1.823649, 4.081731, 9.785459, 1.245583, 5.030402, 4.584341
1.931694, 0.948858, 3.354391, -2.533326, 7.084779, 9.357054, -1.826185, 4.086946, 9.783966, 1.256093, 5.023537, 4.575209
1.931345, 0.949682, 3.363621, -2.529757, 7.085953, 9.352122, -1.828774, 4.092257, 9.782750, 1.266890, 5.017024, 4.566041
1.931252, 0.950478, 3.372828, -2.526167, 7.087056, 9.347128, -1.831422, 4.097653, 9.781796, 1.277974, 5.010876, 4.556868
1.931415, 0.951257, 3.382004, -2.522558, 7.088093, 9.342084, -1.834137, 4.103122, 9.781094, 1.289345, 5.005102, 4.547719
1.931830, 0.952033, 3.391139, -2.518931, 7.089067, 9.337004, -1.836926, 4.108654, 9.780630, 1.301004, 4.999714, 4.538623
1.932494, 0.952818, 3.400224, -2.515289, 7.089984, 9.331901, -1.839795, 4.114237, 9.780395, 1.312952, 4.994723, 4.529607
1.933406, 0.953626, 3.409249, -2.511634, 7.090848, 9.326792, -1.842750, 4.119861, 9.780377, 1.325190, 4.990138, 4.520700
1.934562, 0.954471, 3.418204, -2.507967, 7.091663, 9.321689, -1.845797, 4.125516, 9.780568, 1.337719, 4.985966, 4.511927
1.935959, 0.955366, 3.427078, -2.504292, 7.092432, 9.316611, -1.848943, 4.131194, 9.780958, 1.350541, 4.982215, 4.503311
1.937594, 0.956325, 3.435862, -2.500610, 7.093161, 9.311572, -1.852192, 4.136884, 9.781541, 1.363657, 4.978889, 4.494876
1.939463, 0.957362, 3.444545, -2.496923, 7.093854, 9.306589, -1.855549, 4.142580, 9.782308, 1.377069, 4.975993, 4.486643
1.941564, 0.958491, 3.453116, -2.493233, 7.094514, 9.301681, -1.859019, 4.148272, 9.783254, 1.390778, 4.973526, 4.478629
1.943894, 0.959725, 3.461567, -2.489544, 7.095146, 9.296864, -1.862604, 4.153954, 9.784373, 1.404786, 4.971489, 4.470853
1.946448, 0.961075, 3.469885, -2.485856, 7.095755, 9.292156, -1.866309, 4.159619, 9.785660, 1.419093, 4.969877, 4.463330
1.949224, 0.962554, 3.478063, -2.482173, 7.096345, 9.287577, -1.870135, 4.165261, 9.787110, 1.433700, 4.968687, 4.456071
