its, t_max, delta_t, its_eq, -, -, -, -, -, -, -, -
20000, 20, 0.001000, 20000, 0, 0, 0, 0, 0, 0, 0, 0
x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4
10.407455, 5.494220, 1.515313, 0.348452, 7.595932, -0.209411, 1.387572, 9.023306, 13.510997, 10.357575, 2.574414, 1.488367
10.408571, 5.491216, 1.522745, 0.339255, 7.593216, -0.214138, 1.378382, 9.027026, 13.513185, 10.358781, 2.564959, 1.486669
10.409539, 5.488181, 1.530401, 0.330182, 7.590442, -0.218705, 1.369025, 9.031040, 13.515355, 10.360220, 2.555616, 1.484689
10.410365, 5.485110, 1.538264, 0.321237, 7.587615, -0.223107, 1.359508, 9.035346, 13.517495, 10.361895, 2.546413, 1.482439
10.411059, 5.481996, 1.546320, 0.312426, 7.584740, -0.227342, 1.349841, 9.039940, 13.519596, 10.363809, 2.537377, 1.479936
10.411629, 5.478832, 1.554551, 0.303752, 7.581824, -0.231405, 1.340034, 9.044819, 13.521644, 10.365966, 2.528537, 1.477194
10.412083, 5.475614, 1.562941, 0.295219, 7.578870, -0.235295, 1.330096, 9.049980, 13.523631, 10.368367, 2.519920, 1.474226
10.412429, 5.472334, 1.571475, 0.286830, 7.575884, -0.239007, 1.320039, 9.055419, 13.525546, 10.371015, 2.511553, 1.471048
10.412676, 5.468988, 1.580135, 0.278588, 7.572870, -0.242539, 1.309873, 9.061131, 13.527378, 10.373909, 2.503464, 1.467672
10.412832, 5.465569, 1.588905, 0.270496, 7.569832, -0.245889, 1.299611, 9.067112, 13.529118, 10.377052, 2.495682, 1.464112
10.412903, 5.462071, 1.597767, 0.262555, 7.566773, -0.249054, 1.289265, 9.073356, 13.530756, 10.380442, 2.488232, 1.460380
10.412897, 5.458489, 1.606705, 0.254767, 7.563699, -0.252032, 1.278848, 9.079858, 13.532285, 10.384079, 2.481142, 1.456490
10.412821, 5.454818, 1.615702, 0.247133, 7.560611, -0.254821, 1.268374, 9.086612, 13.533697, 10.387961, 2.474441, 1.452451
10.412680, 5.451053, 1.624740, 0.239655, 7.557514, -0.257419, 1.257854, 9.093613, 13.534983, 10.392085, 2.468155, 1.448276
10.412479, 5.447188, 1.633802, 0.232333, 7.554411, -0.259823, 1.247304, 9.100854, 13.536139, 10.396449, 2.462312, 1.443976
10.412225, 5.443220, 1.642871, 0.225168, 7.551304, -0.262033, 1.236738, 9.108328, 13.537157, 10.401049, 2.456938, 1.439560
10.411921, 5.439143, 1.651929, 0.218161, 7.548198, -0.264047, 1.226169, 9.116030, 13.538034, 10.405882, 2.452061, 1.435039
10.411571, 5.434954, 1.660958, 0.211310, 7.545094, -0.265863, 1.215613, 9.123952, 13.538764, 10.410943, 2.447708, 1.430422
10.411178, 5.430650, 1.669940, 0.204617, 7.541997, -0.267480, 1.205084, 9.132088, 13.539345, 10.416227, 2.443903, 1.425718
10.410745, 5.426227, 1.678858, 0.198080, 7.538908, -0.268897, 1.194597, 9.140430, 13.539774, 10.421729, 2.440675, 1.420937
10.410274, 5.421683, 1.687694, 0.191700, 7.535831, -0.270113, 1.184168, 9.148972, 13.540051, 10.427444, 2.438049, 1.416088
10.409765, 5.417015, 1.696427, 0.185474, 7.532768, -0.271127, 1.173812, 9.157705, 13.540173, 10.433368, 2.436049, 1.411179
10.409220, 5.412221, 1.705040, 0.179403, 7.529723, -0.271939, 1.163543, 9.166623, 13.540142, 10.439494, 2.434700, 1.406220
10.408638, 5.407300, 1.713512, 0.173486, 7.526698, -0.272549, 1.153379, 9.175718, 13.539958, 10.445817, 2.434025, 1.401218
10.408018, 5.402252, 1.721824, 0.167719, 7.523697, -0.272956, 1.143334, 9.184981, 13.539624, 10.452334, 2.434046, 1.396184
10.407359, 5.397074, 1.729956, 0.162103, 7.520721, -0.273159, 1.133424, 9.194406, 13.539142, 10.459040, 2.434785, 1.391125
10.406659, 5.391768, 1.737886, 0.156634, 7.517775, -0.273160, 1.123664, 9.203983, 13.538517, 10.465930, 2.436261, 1.386050
10.405916, 5.386332, 1.745594, 0.151312, 7.514861, -0.272958, 1.114070, 9.213706, 13.537752, 10.473001, 2.438492, 1.380969
10.405126, 5.380767, 1.753059, 0.146133, 7.511983, -0.272553, 1.104656, 9.223565, 13.536853, 10.480250, 2.441494, 1.375891
10.404288, 5.375074, 1.760260, 0.141094, 7.509143, -0.271946, 1.095439, 9.233553, 13.535827, 10.487674, 2.445281, 1.370824
10.403398, 5.369253, 1.767175, 0.136194, 7.506344, -0.271138, 1.086433, 9.243662, 13.534681, 10.495273, 2.449864, 1.365779
10.402451, 5.363305, 1.773784, 0.131430, 7.503590, -0.270129, 1.077652, 9.253882, 13.533421, 10.503045, 2.455253, 1.360764
10.401446, 5.357231, 1.780064, 0.126798, 7.500884, -0.268920, 1.069112, 9.264207, 13.532057, 10.510989, 2.461453, 1.355789
10.400376, 5.351032, 1.785995, 0.122295, 7.498228, -0.267512, 1.060826, 9.274626, 13.530599, 10.519106, 2.468469, 1.350862
10.399240, 5.344709, 1.791556, 0.117917, 7.495627, -0.265905, 1.052809, 9.285132, 13.529055, 10.527397, 2.476301, 1.345994
10.398032, 5.338265, 1.796728, 0.113662, 7.493082, -0.264102, 1.045074, 9.295715, 13.527437, 10.535862, 2.484947, 1.341192
10.396749, 5.331699, 1.801491, 0.109525, 7.490598, -0.262102, 1.037636, 9.306368, 13.525756, 10.544505, 2.494400, 1.336464
10.395387, 5.325014, 1.805827, 0.105503, 7.488176, -0.259908, 1.030507, 9.317080, 13.524024, 10.553326, 2.504652, 1.331819
10.393942, 5.318213, 1.809719, 0.101592, 7.485821, -0.257520, 1.023701, 9.327843, 13.522254, 10.562328, 2.515688, 1.327265
10.392411, 5.311296, 1.813153, 0.097788, 7.483535, -0.254939, 1.017229, 9.338648, 13.520459, 10.571515, 2.527494, 1.322806
10.390790, 5.304268, 1.816113, 0.094088, 7.481322, -0.252168, 1.011106, 9.349485, 13.518651, 10.580889, 2.540050, 1.318450
10.389077, 5.297132, 1.818588, 0.090488, 7.479184, -0.249207, 1.005341, 9.360344, 13.516846, 10.590452, 2.553330, 1.314201
10.387269, 5.289891, 1.820569, 0.086984, 7.477124, -0.246058, 0.999947, 9.371218, 13.515057, 10.600207, 2.567309, 1.310062
10.385364, 5.282552, 1.822049, 0.083574, 7.475145, -0.242723, 0.994936, 9.382095, 13.513298, 10.610157, 2.581955, 1.306038
10.383360, 5.275121, 1.823024, 0.080253, 7.473251, -0.239203, 0.990317, 9.392967, 13.511585, 10.620304, 2.597233, 1.302129
10.381254, 5.267606, 1.823493, 0.077017, 7.471443, -0.235499, 0.986102, 9.403823, 13.509932, 10.630650, 2.613106, 1.298335
10.379047, 5.260017, 1.823458, 0.073865, 7.469723, -0.231613, 0.982300, 9.414654, 13.508354, 10.641196, 2.629532, 1.294656
10.376737, 5.252367, 1.822924, 0.070793, 7.468094, -0.227548, 0.978921, 9.425451, 13.506865, 10.651944, 2.646464, 1.291090
10.374322, 5.244669, 1.821901, 0.067798, 7.466558, -0.223305, 0.975972, 9.436205, 13.505480, 10.662895, 2.663854, 1.287634
10.371804, 5.236942, 1.820401, 0.064877, 7.465116, -0.218886, 0.973463, 9.446904, 13.504213, 10.674049, 2.681649, 1.284283
10.369179, 5.229204, 1.818441, 0.062027, 7.463769, -0.214294, 0.971399, 9.457542, 13.503078, 10.685407, 2.699793, 1.281031
10.366449, 5.221480, 1.816039, 0.059248, 7.462518, -0.209530, 0.969787, 9.468109, 13.502088, 10.696970, 2.718227, 1.277871
10.363611, 5.213797, 1.813219, 0.056536, 7.461364, -0.204596, 0.968633, 9.478597, 13.501255, 10.708737, 2.736887, 1.274795
10.360664, 5.206183, 1.810007, 0.053890, 7.460306, -0.199496, 0.967941, 9.488998, 13.500591, 10.720708, 2.755708, 1.271793
10.357607, 5.198672, 1.806433, 0.051309, 7.459345, -0.194232, 0.967713, 9.499304, 13.500107, 10.732884, 2.774620, 1.268856
10.354436, 5.191302, 1.802530, 0.048792, 7.458480, -0.188807, 0.967953, 9.509509, 13.499811, 10.745265, 2.793552, 1.265970
10.351149, 5.184112, 1.798332, 0.046339, 7.457710, -0.183224, 0.968661, 9.519606, 13.499711, 10.757851, 2.812429, 1.263124
10.347741, 5.177146, 1.793878, 0.043948, 7.457034, -0.177486, 0.969837, 9.529590, 13.499816, 10.770644, 2.831174, 1.260305
10.344207, 5.170449, 1.789207, 0.041620, 7.456449, -0.171597, 0.971480, 9.539456, 13.500130, 10.783644, 2.849710, 1.257497
10.340541, 5.164071, 1.784360, 0.039355, 7.455954, -0.165560, 0.973587, 9.549199, 13.500658, 10.796855, 2.867956, 1.254687
10.336735, 5.158060, 1.779380, 0.037155, 7.455546, -0.159379, 0.976155, 9.558816, 13.501402, 10.810278, 2.885832, 1.251859
10.332781, 5.152469, 1.774312, 0.035020, 7.455222, -0.153059, 0.979180, 9.568303, 13.502364, 10.823918, 2.903259, 1.248999
10.328669, 5.147348, 1.769198, 0.032953, 7.454978, -0.146604, 0.982655, 9.577659, 13.503545, 10.837775, 2.920158, 1.246091
10.324387, 5.142749, 1.764084, 0.030953, 7.454811, -0.140019, 0.986574, 9.586881, 13.504942, 10.851855, 2.936452, 1.243122
10.319925, 5.138719, 1.759014, 0.029025, 7.454715, -0.133310, 0.990929, 9.595969, 13.506553, 10.866159, 2.952068, 1.240078
10.315270, 5.135305, 1.754030, 0.027169, 7.454688, -0.126481, 0.995710, 9.604921, 13.508373, 10.880690, 2.966937, 1.236948
10.310409, 5.132547, 1.749175, 0.025390, 7.454722, -0.119538, 1.000908, 9.613739, 13.510397, 10.895449, 2.980995, 1.233720
10.305329, 5.130481, 1.744488, 0.023690, 7.454814, -0.112489, 1.006512, 9.622421, 13.512619, 10.910437, 2.994187, 1.230386
10.300020, 5.129137, 1.740008, 0.022071, 7.454957, -0.105339, 1.012511, 9.630970, 13.515029, 10.925650, 3.006463, 1.226940
10.294468, 5.128537, 1.735770, 0.020538, 7.455145, -0.098096, 1.018892, 9.639387, 13.517619, 10.941084, 3.017782, 1.223378
10.288666, 5.128696, 1.731808, 0.019094, 7.455372, -0.090767, 1.025643, 9.647672, 13.520380, 10.956733, 3.028115, 1.219698
10.282606, 5.129618, 1.728152, 0.017743, 7.455631, -0.083360, 1.032751, 9.655830, 13.523299, 10.972585, 3.037438, 1.215902
10.276280, 5.131301, 1.724830, 0.016489, 7.455916, -0.075883, 1.040201, 9.663860, 13.526366, 10.988625, 3.045739, 1.211994
10.269686, 5.133735, 1.721865, 0.015335, 7.456218, -0.068346, 1.047980, 9.671766, 13.529569, 11.004834, 3.053015, 1.207981
10.262823, 5.136900, 1.719280, 0.014286, 7.456532, -0.060756, 1.056075, 9.679551, 13.532894, 11.021189, 3.059273, 1.203873
10.255693, 5.140768, 1.717092, 0.013345, 7.456850, -0.053123, 1.064470, 9.687215, 13.536329, 11.037663, 3.064526, 1.199683
10.248299, 5.145305, 1.715317, 0.012516, 7.457164, -0.045457, 1.073152, 9.694764, 13.539860, 11.054221, 3.068799, 1.195424
10.240651, 5.150470, 1.713966, 0.011804, 7.457468, -0.037768, 1.082108, 9.702198, 13.543474, 11.070829, 3.072122, 1.191115
10.232756, 5.156218, 1.713049, 0.011211, 7.457754, -0.030065, 1.091323, 9.709521, 13.547158, 11.087443, 3.074531, 1.186774
10.224628, 5.162499, 1.712573, 0.010742, 7.458014, -0.022360, 1.100785, 9.716736, 13.550899, 11.104019, 3.076068, 1.182423
10.216280, 5.169261, 1.712540, 0.010399, 7.458242, -0.014663, 1.110481, 9.723844, 13.554685, 11.120508, 3.076779, 1.178083
10.207726, 5.176448, 1.712953, 0.010187, 7.458431, -0.006986, 1.120399, 9.730850, 13.558502, 11.136858, 3.076712, 1.173779
10.198984, 5.184006, 1.713810, 0.010109, 7.458572, 0.000660, 1.130527, 9.737755, 13.562340, 11.153016, 3.075918, 1.169533
10.190070, 5.191882, 1.715110, 0.010167, 7.458661, 0.008263, 1.140853, 9.744561, 13.566186, 11.168927, 3.074447, 1.165370
10.181000, 5.200023, 1.716845, 0.010364, 7.458689, 0.015813, 1.151370, 9.751272, 13.570030, 11.184536, 3.072351, 1.161315
10.171791, 5.208379, 1.719010, 0.010702, 7.458652, 0.023296, 1.162065, 9.757890, 13.573862, 11.199789, 3.069680, 1.157389
10.162459, 5.216903, 1.721595, 0.011182, 7.458543, 0.030701, 1.172931, 9.764416, 13.577672, 11.214632, 3.066483, 1.153616
10.153019, 5.225550, 1.724588, 0.011808, 7.458357, 0.038016, 1.183960, 9.770852, 13.581453, 11.229016, 3.062808, 1.150018
10.143484, 5.234280, 1.727979, 0.012578, 7.458090, 0.045229, 1.195144, 9.777201, 13.585194, 11.242894, 3.058701, 1.146614
10.133867, 5.243055, 1.731752, 0.013495, 7.457736, 0.052329, 1.206476, 9.783464, 13.588890, 11.256223, 3.054206, 1.143423
10.124178, 5.251843, 1.735891, 0.014558, 7.457293, 0.059304, 1.217951, 9.789643, 13.592534, 11.268966, 3.049365, 1.140464
10.114427, 5.260614, 1.740381, 0.015766, 7.456757, 0.066142, 1.229561, 9.795740, 13.596118, 11.281092, 3.044220, 1.137751
10.104622, 5.269342, 1.745203, 0.017119, 7.456126, 0.072833, 1.241302, 9.801755, 13.599637, 11.292574, 3.038810, 1.135298
10.094769, 5.278004, 1.750338, 0.018614, 7.455398, 0.079364, 1.253168, 9.807689, 13.603086, 11.303395, 3.033175, 1.133117
10.084876, 5.286581, 1.755766, 0.020249, 7.454572, 0.085726, 1.265154, 9.813544, 13.606460, 11.313542, 3.027350, 1.131217
10.074945, 5.295055, 1.761467, 0.022022, 7.453648, 0.091908, 1.277257, 9.819321, 13.609755, 11.323011, 3.021374, 1.129606
10.064982, 5.303413, 1.767419, 0.023928, 7.452627, 0.097899, 1.289470, 9.825019, 13.612967, 11.331802, 3.015281, 1.128289
10.054990, 5.311642, 1.773600, 0.025963, 7.451509, 0.103689, 1.301790, 9.830640, 13.616092, 11.339926, 3.009107, 1.127268
10.044972, 5.319733, 1.779990, 0.028121, 7.450298, 0.109269, 1.314211, 9.836182, 13.619128, 11.347396, 3.002886, 1.126546
10.034930, 5.327678, 1.786567, 0.030397, 7.448995, 0.114629, 1.326728, 9.841645, 13.622071, 11.354234, 2.996654, 1.126121
10.024866, 5.335471, 1.793310, 0.032783, 7.447606, 0.119760, 1.339337, 9.847029, 13.624920, 11.360468, 2.990445, 1.125993
10.014783, 5.343107, 1.800198, 0.035272, 7.446133, 0.124653, 1.352031, 9.852332, 13.627672, 11.366130, 2.984291, 1.126157
10.004682, 5.350581, 1.807211, 0.037856, 7.444583, 0.129299, 1.364804, 9.857552, 13.630325, 11.371255, 2.978228, 1.126609
9.994565, 5.357892, 1.814330, 0.040526, 7.442962, 0.133690, 1.377650, 9.862687, 13.632879, 11.375885, 2.972287, 1.127344
9.984435, 5.365037, 1.821536, 0.043272, 7.441275, 0.137819, 1.390562, 9.867734, 13.635331, 11.380062, 2.966503, 1.128353
9.974295, 5.372013, 1.828810, 0.046082, 7.439530, 0.141677, 1.403532, 9.872689, 13.637682, 11.383832, 2.960907, 1.129631
9.964147, 5.378821, 1.836138, 0.048947, 7.437735, 0.145257, 1.416552, 9.877548, 13.639930, 11.387242, 2.955531, 1.131167
9.953996, 5.385458, 1.843502, 0.051855, 7.435898, 0.148552, 1.429613, 9.882307, 13.642075, 11.390340, 2.950406, 1.132954
9.943845, 5.391924, 1.850888, 0.054793, 7.434027, 0.151555, 1.442705, 9.886960, 13.644119, 11.393175, 2.945559, 1.134982
9.933699, 5.398218, 1.858283, 0.057749, 7.432130, 0.154261, 1.455819, 9.891501, 13.646060, 11.395795, 2.941020, 1.137239
9.923562, 5.404341, 1.865674, 0.060709, 7.430216, 0.156662, 1.468941, 9.895923, 13.647901, 11.398248, 2.936814, 1.139716
9.913441, 5.410292, 1.873050, 0.063662, 7.428294, 0.158755, 1.482061, 9.900219, 13.649641, 11.400583, 2.932965, 1.142400
9.903340, 5.416069, 1.880402, 0.066594, 7.426373, 0.160534, 1.495164, 9.904381, 13.651284, 11.402844, 2.929496, 1.145280
9.893266, 5.421674, 1.887720, 0.069491, 7.424461, 0.161995, 1.508239, 9.908400, 13.652829, 11.405076, 2.926426, 1.148342
9.883227, 5.427105, 1.894996, 0.072340, 7.422566, 0.163135, 1.521268, 9.912267, 13.654280, 11.407321, 2.923772, 1.151575
9.873229, 5.432362, 1.902224, 0.075130, 7.420695, 0.163950, 1.534238, 9.915971, 13.655637, 11.409620, 2.921546, 1.154963
9.863280, 5.437444, 1.909399, 0.077846, 7.418856, 0.164439, 1.547131, 9.919503, 13.656903, 11.412011, 2.919761, 1.158494
9.853390, 5.442351, 1.916515, 0.080478, 7.417055, 0.164601, 1.559930, 9.922852, 13.658080, 11.414531, 2.918424, 1.162151
9.843566, 5.447080, 1.923568, 0.083015, 7.415299, 0.164436, 1.572618, 9.926006, 13.659171, 11.417212, 2.917540, 1.165921
9.833820, 5.451631, 1.930556, 0.085446, 7.413592, 0.163943, 1.585178, 9.928954, 13.660179, 11.420086, 2.917110, 1.169787
9.824160, 5.456003, 1.937476, 0.087762, 7.411939, 0.163127, 1.597591, 9.931686, 13.661108, 11.423181, 2.917132, 1.173735
9.814597, 5.460194, 1.944328, 0.089954, 7.410343, 0.161988, 1.609839, 9.934190, 13.661961, 11.426525, 2.917602, 1.177748
9.805140, 5.464203, 1.951109, 0.092016, 7.408808, 0.160532, 1.621903, 9.936457, 13.662742, 11.430139, 2.918513, 1.181810
9.795799, 5.468027, 1.957819, 0.093940, 7.407334, 0.158764, 1.633766, 9.938476, 13.663456, 11.434046, 2.919855, 1.185907
9.786586, 5.471665, 1.964458, 0.095724, 7.405924, 0.156691, 1.645410, 9.940236, 13.664108, 11.438264, 2.921614, 1.190022
9.777510, 5.475114, 1.971027, 0.097363, 7.404577, 0.154321, 1.656817, 9.941730, 13.664702, 11.442810, 2.923775, 1.194140
9.768581, 5.478373, 1.977524, 0.098856, 7.403293, 0.151661, 1.667969, 9.942950, 13.665244, 11.447697, 2.926321, 1.198248
9.759811, 5.481440, 1.983951, 0.100203, 7.402070, 0.148724, 1.678851, 9.943888, 13.665739, 11.452937, 2.929233, 1.202329
9.751209, 5.484311, 1.990307, 0.101404, 7.400907, 0.145520, 1.689447, 9.944539, 13.666193, 11.458541, 2.932488, 1.206372
9.742786, 5.486985, 1.996592, 0.102462, 7.399801, 0.142061, 1.699742, 9.944897, 13.666611, 11.464514, 2.936064, 1.210363
9.734552, 5.489458, 2.002804, 0.103380, 7.398748, 0.138362, 1.709723, 9.944962, 13.666999, 11.470864, 2.939936, 1.214291
9.726515, 5.491728, 2.008943, 0.104165, 7.397746, 0.134435, 1.719378, 9.944730, 13.667364, 11.477594, 2.944079, 1.218144
9.718687, 5.493791, 2.015007, 0.104821, 7.396790, 0.130297, 1.728695, 9.944203, 13.667712, 11.484704, 2.948464, 1.221914
9.711074, 5.495644, 2.020992, 0.105356, 7.395876, 0.125964, 1.737666, 9.943383, 13.668049, 11.492197, 2.953065, 1.225592
9.703686, 5.497282, 2.026894, 0.105778, 7.395000, 0.121450, 1.746282, 9.942275, 13.668381, 11.500070, 2.957852, 1.229170
9.696531, 5.498702, 2.032709, 0.106097, 7.394157, 0.116773, 1.754539, 9.940884, 13.668714, 11.508320, 2.962796, 1.232643
9.689614, 5.499899, 2.038429, 0.106321, 7.393343, 0.111950, 1.762432, 9.939220, 13.669054, 11.516942, 2.967865, 1.236005
9.682942, 5.500868, 2.044045, 0.106461, 7.392552, 0.106997, 1.769960, 9.937292, 13.669407, 11.525932, 2.973029, 1.239254
9.676520, 5.501603, 2.049548, 0.106527, 7.391780, 0.101932, 1.777122, 9.935114, 13.669780, 11.535283, 2.978256, 1.242388
9.670351, 5.502099, 2.054925, 0.106531, 7.391023, 0.096771, 1.783921, 9.932701, 13.670178, 11.544986, 2.983515, 1.245405
9.664439, 5.502348, 2.060161, 0.106484, 7.390276, 0.091532, 1.790361, 9.930068, 13.670607, 11.555034, 2.988772, 1.248307
9.658785, 5.502343, 2.065240, 0.106396, 7.389536, 0.086230, 1.796448, 9.927234, 13.671073, 11.565415, 2.993995, 1.251095
9.653390, 5.502078, 2.070141, 0.106279, 7.388798, 0.080882, 1.802188, 9.924221, 13.671581, 11.576120, 2.999153, 1.253773
9.648251, 5.501544, 2.074842, 0.106144, 7.388058, 0.075502, 1.807591, 9.921048, 13.672137, 11.587137, 3.004211, 1.256344
9.643366, 5.500731, 2.079320, 0.106001, 7.387314, 0.070106, 1.812667, 9.917741, 13.672746, 11.598455, 3.009139, 1.258813
9.638731, 5.499633, 2.083546, 0.105862, 7.386561, 0.064709, 1.817429, 9.914323, 13.673412, 11.610059, 3.013904, 1.261186
9.634341, 5.498238, 2.087491, 0.105736, 7.385798, 0.059324, 1.821888, 9.910821, 13.674142, 11.621939, 3.018473, 1.263469
9.630187, 5.496538, 2.091122, 0.105633, 7.385021, 0.053965, 1.826058, 9.907259, 13.674940, 11.634079, 3.022816, 1.265669
9.626262, 5.494523, 2.094407, 0.105563, 7.384228, 0.048643, 1.829956, 9.903666, 13.675810, 11.646467, 3.026900, 1.267793
9.622555, 5.492183, 2.097309, 0.105534, 7.383418, 0.043371, 1.833595, 9.900069, 13.676759, 11.659087, 3.030696, 1.269848
9.619056, 5.489509, 2.099793, 0.105555, 7.382587, 0.038160, 1.836993, 9.896494, 13.677789, 11.671925, 3.034175, 1.271842
9.615751, 5.486492, 2.101822, 0.105633, 7.381735, 0.033020, 1.840165, 9.892969, 13.678905, 11.684965, 3.037307, 1.273779
9.612627, 5.483122, 2.103360, 0.105777, 7.380861, 0.027962, 1.843127, 9.889520, 13.680112, 11.698192, 3.040065, 1.275667
9.609671, 5.479392, 2.104371, 0.105992, 7.379963, 0.022993, 1.845897, 9.886173, 13.681413, 11.711588, 3.042424, 1.277508
9.606868, 5.475296, 2.104821, 0.106285, 7.379041, 0.018124, 1.848490, 9.882954, 13.682811, 11.725136, 3.044360, 1.279307
9.604205, 5.470827, 2.104681, 0.106662, 7.378093, 0.013362, 1.850923, 9.879886, 13.684309, 11.738817, 3.045849, 1.281065
9.601667, 5.465981, 2.103923, 0.107127, 7.377121, 0.008714, 1.853211, 9.876993, 13.685910, 11.752613, 3.046873, 1.282781
9.599241, 5.460757, 2.102523, 0.107686, 7.376122, 0.004188, 1.855370, 9.874294, 13.687616, 11.766502, 3.047412, 1.284452
9.596914, 5.455153, 2.100462, 0.108343, 7.375098, -0.000210, 1.857413, 9.871811, 13.689428, 11.780464, 3.047453, 1.286074
9.594676, 5.449170, 2.097728, 0.109101, 7.374048, -0.004474, 1.859356, 9.869561, 13.691348, 11.794476, 3.046982, 1.287637
9.592517, 5.442811, 2.094311, 0.109963, 7.372972, -0.008598, 1.861211, 9.867561, 13.693374, 11.808513, 3.045989, 1.289132
9.590429, 5.436082, 2.090211, 0.110933, 7.371872, -0.012578, 1.862992, 9.865824, 13.695508, 11.822550, 3.044469, 1.290544
9.588405, 5.428990, 2.085430, 0.112013, 7.370746, -0.016408, 1.864710, 9.864363, 13.697747, 11.836559, 3.042416, 1.291858
9.586441, 5.421545, 2.079979, 0.113205, 7.369596, -0.020084, 1.866379, 9.863189, 13.700090, 11.850513, 3.039829, 1.293053
9.584535, 5.413758, 2.073873, 0.114511, 7.368423, -0.023602, 1.868008, 9.862311, 13.702534, 11.864380, 3.036711, 1.294107
9.582686, 5.405642, 2.067133, 0.115933, 7.367227, -0.026959, 1.869609, 9.861734, 13.705076, 11.878131, 3.033066, 1.294995
9.580897, 5.397213, 2.059786, 0.117471, 7.366008, -0.030151, 1.871191, 9.861463, 13.707711, 11.891731, 3.028900, 1.295690
9.579170, 5.388487, 2.051862, 0.119127, 7.364768, -0.033174, 1.872765, 9.861500, 13.710435, 11.905147, 3.024222, 1.296163
9.577510, 5.379484, 2.043396, 0.120901, 7.363507, -0.036026, 1.874340, 9.861848, 13.713242, 11.918345, 3.019045, 1.296383
9.575924, 5.370222, 2.034426, 0.122795, 7.362227, -0.038704, 1.875923, 9.862506, 13.716126, 11.931290, 3.013380, 1.296319
9.574419, 5.360722, 2.024993, 0.124807, 7.360928, -0.041206, 1.877524, 9.863471, 13.719080, 11.943947, 3.007243, 1.295939
9.573003, 5.351006, 2.015140, 0.126939, 7.359611, -0.043529, 1.879150, 9.864740, 13.722096, 11.956283, 3.000647, 1.295210
9.571685, 5.341096, 2.004911, 0.129190, 7.358276, -0.045672, 1.880807, 9.866309, 13.725168, 11.968264, 2.993611, 1.294102
9.570473, 5.331014, 1.994351, 0.131560, 7.356925, -0.047631, 1.882504, 9.868172, 13.728286, 11.979859, 2.986150, 1.292585
9.569377, 5.320784, 1.983506, 0.134050, 7.355559, -0.049406, 1.884246, 9.870323, 13.731443, 11.991039, 2.978283, 1.290631
9.568405, 5.310428, 1.972420, 0.136657, 7.354178, -0.050994, 1.886039, 9.872753, 13.734630, 12.001780, 2.970027, 1.288217
9.567565, 5.299970, 1.961137, 0.139383, 7.352783, -0.052395, 1.887889, 9.875454, 13.737838, 12.012059, 2.961401, 1.285320
9.566862, 5.289431, 1.949701, 0.142225, 7.351376, -0.053605, 1.889801, 9.878418, 13.741057, 12.021858, 2.952423, 1.281922
9.566303, 5.278836, 1.938153, 0.145185, 7.349955, -0.054624, 1.891780, 9.881634, 13.744279, 12.031162, 2.943110, 1.278009
9.565893, 5.268205, 1.926535, 0.148259, 7.348523, -0.055450, 1.893831, 9.885092, 13.747495, 12.039963, 2.933482, 1.273571
9.565636, 5.257563, 1.914885, 0.151449, 7.347080, -0.056081, 1.895958, 9.888783, 13.750696, 12.048255, 2.923556, 1.268603
9.565535, 5.246931, 1.903241, 0.154752, 7.345626, -0.056517, 1.898165, 9.892695, 13.753874, 12.056039, 2.913352, 1.263103
9.565591, 5.236331, 1.891641, 0.158168, 7.344162, -0.056755, 1.900455, 9.896818, 13.757020, 12.063319, 2.902889, 1.257072
9.565804, 5.225785, 1.880117, 0.161695, 7.342688, -0.056794, 1.902833, 9.901140, 13.760127, 12.070103, 2.892185, 1.250519
9.566175, 5.215314, 1.868705, 0.165332, 7.341205, -0.056634, 1.905301, 9.905651, 13.763185, 12.076406, 2.881260, 1.243453
9.566701, 5.204940, 1.857434, 0.169078, 7.339713, -0.056273, 1.907863, 9.910339, 13.766189, 12.082244, 2.870133, 1.235886
9.567381, 5.194683, 1.846336, 0.172932, 7.338211, -0.055711, 1.910520, 9.915194, 13.769132, 12.087636, 2.858825, 1.227836
9.568212, 5.184564, 1.835437, 0.176893, 7.336700, -0.054946, 1.913275, 9.920204, 13.772006, 12.092606, 2.847356, 1.219320
9.569190, 5.174603, 1.824765, 0.180960, 7.335181, -0.053979, 1.916130, 9.925358, 13.774805, 12.097179, 2.835748, 1.210359
9.570310, 5.164819, 1.814344, 0.185131, 7.333652, -0.052808, 1.919086, 9.930646, 13.777525, 12.101381, 2.824020, 1.200974
9.571568, 5.155232, 1.804197, 0.189406, 7.332113, -0.051434, 1.922145, 9.936057, 13.780159, 12.105240, 2.812193, 1.191187
9.572958, 5.145859, 1.794344, 0.193783, 7.330564, -0.049855, 1.925309, 9.941579, 13.782704, 12.108787, 2.800290, 1.181021
9.574477, 5.136718, 1.784807, 0.198261, 7.329004, -0.048073, 1.928576, 9.947204, 13.785154, 12.112050, 2.788330, 1.170498
9.576118, 5.127827, 1.775601, 0.202838, 7.327433, -0.046087, 1.931949, 9.952920, 13.787507, 12.115059, 2.776333, 1.159641
9.577877, 5.119202, 1.766744, 0.207514, 7.325849, -0.043897, 1.935428, 9.958718, 13.789758, 12.117843, 2.764321, 1.148472
