its, its_eq, delta_t [ps], a_0 [Å], -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.037872, 0.399940, 0.628795, 1.545148, 2.101010, 2.178864, 3.179498, 2.892447, 3.349200, 3.664924, 3.358494, 3.020080, 2.726357, 2.237964, 2.303801, 1.237451, 1.242223, 1.204591, 0.725365, 0.625811, 0.493737, 0.313607, 0.233064, 0.261452, 0.220385, 0.181441, 0.305042, 0.468974, 0.411116, 0.504430, 0.506123, 0.549870, 0.618803, 0.670792, 0.811743, 0.715734, 0.599054, 0.694836, 0.583586, 0.547047, 0.603022, 0.500624, 0.598428, 0.606709, 0.781136, 0.856261, 1.137608, 1.045513, 1.425887, 1.668650, 1.671685, 1.836287, 1.941100, 1.877094, 1.687970, 1.688789, 1.460769, 1.473244, 1.327853, 1.303266, 1.090102, 0.839876, 0.832043, 0.860197, 0.697103, 0.982345, 0.883691, 0.734848, 0.853613, 0.858511, 0.831391, 0.898665, 0.681272, 0.911584, 0.843313, 0.829712, 0.937179, 0.860063, 1.097134, 1.052582, 1.068648, 1.227576, 1.161738, 0.943141, 1.081247, 1.080112, 0.876907, 0.878574, 0.832267, 0.740071, 0.785175, 0.650309, 0.744923, 0.707725, 0.728550, 0.670825, 0.695718, 0.690398, 0.847105, 1.032283, 1.034594, 1.220175, 1.349598, 1.584231, 1.513705, 1.588607, 1.631582, 1.540636, 1.422764, 1.271825, 1.372896, 1.233124, 1.048282, 1.055843, 0.786385, 0.860143, 0.856304
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.075744, 0.327223, 0.663728, 1.612328, 2.068687, 2.209991, 3.209493, 2.834598, 3.153830, 3.772716, 3.384529, 3.045248, 2.775042, 2.308636, 2.212561, 1.104867, 1.392146, 1.183823, 0.725365, 0.606254, 0.455758, 0.350502, 0.250992, 0.226591, 0.237338, 0.214430, 0.256878, 0.453342, 0.426343, 0.534103, 0.477202, 0.549870, 0.715061, 0.630545, 0.772465, 0.754077, 0.599054, 0.707026, 0.547856, 0.558686, 0.614400, 0.467249, 0.631070, 0.574777, 0.729061, 0.897036, 1.177524, 1.035742, 1.368469, 1.781144, 1.625760, 1.818284, 1.932277, 1.816543, 1.815203, 1.655513, 1.411804, 1.513278, 1.249282, 1.326401, 1.112812, 0.899336, 0.773654, 0.831523, 0.760476, 0.961591, 0.870096, 0.721487, 0.860179, 0.839146, 0.850430, 0.917387, 0.730373, 0.905547, 0.795803, 0.823869, 0.896932, 0.944938, 1.074858, 1.036135, 1.117222, 1.201005, 1.135573, 0.968909, 1.071095, 1.040108, 0.926171, 0.873720, 0.851400, 0.744785, 0.752653, 0.636570, 0.726864, 0.712177, 0.715383, 0.705448, 0.687182, 0.690398, 0.851257, 1.007705, 1.095214, 1.156375, 1.408618, 1.576465, 1.521369, 1.611302, 1.575578, 1.540636, 1.419125, 1.243083, 1.447395, 1.215608, 0.999847, 1.069511, 0.820136, 0.846807, 0.853011
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.037872, 0.290865, 0.768528, 1.377197, 2.101010, 2.365624, 3.179498, 2.805673, 3.405020, 3.503236, 3.618842, 3.020080, 2.507275, 2.402866, 2.212561, 1.149061, 1.370729, 1.266898, 0.604471, 0.664924, 0.455758, 0.368950, 0.233064, 0.209161, 0.271243, 0.197935, 0.224768, 0.422077, 0.502475, 0.548939, 0.462741, 0.535771, 0.673807, 0.617129, 0.837929, 0.741296, 0.636495, 0.621695, 0.595496, 0.558686, 0.625778, 0.467249, 0.609309, 0.649285, 0.708230, 0.856261, 1.157566, 0.996657, 1.483305, 1.706148, 1.616575, 1.908298, 1.861692, 1.781942, 1.908508, 1.522406, 1.493411, 1.521285, 1.272853, 1.303266, 1.082532, 0.862173, 0.824744, 0.817187, 0.802725, 0.920084, 0.842905, 0.788291, 0.866745, 0.800416, 0.863123, 0.873702, 0.804024, 0.893473, 0.795803, 0.829712, 0.850936, 0.944938, 1.052581, 1.101922, 1.084839, 1.206319, 1.130340, 0.984371, 1.116781, 1.015105, 0.896613, 0.897990, 0.875315, 0.721216, 0.734069, 0.645729, 0.704291, 0.716628, 0.706606, 0.757383, 0.631695, 0.681979, 0.905239, 0.974934, 1.119463, 1.172325, 1.412553, 1.545402, 1.575020, 1.547001, 1.586778, 1.540636, 1.404570, 1.311345, 1.351611, 1.275163, 0.989468, 1.038758, 0.864011, 0.826804, 0.853011
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.037872, 0.181791, 0.943193, 1.175656, 2.197980, 2.334497, 3.149503, 2.892447, 3.432930, 3.368496, 3.749016, 2.944578, 2.531618, 2.332194, 2.166941, 1.259548, 1.349311, 1.308436, 0.604471, 0.625811, 0.455758, 0.387397, 0.250992, 0.209161, 0.254290, 0.181441, 0.224768, 0.484607, 0.472022, 0.593447, 0.404899, 0.535771, 0.687559, 0.630545, 0.811743, 0.728515, 0.648975, 0.719216, 0.535947, 0.570325, 0.568889, 0.478374, 0.641950, 0.617353, 0.718645, 0.937810, 1.067755, 1.006429, 1.464166, 1.781144, 1.543094, 1.845288, 1.932277, 1.781942, 1.866097, 1.605598, 1.452608, 1.481251, 1.367139, 1.241573, 1.127953, 0.802713, 0.897731, 0.774177, 0.859056, 0.843987, 0.849703, 0.788291, 0.893010, 0.774596, 0.863123, 0.917387, 0.767198, 0.905547, 0.807680, 0.818026, 0.827937, 0.984546, 1.002458, 1.129333, 1.090236, 1.232890, 1.098942, 0.984371, 1.086324, 1.020106, 0.906466, 0.907698, 0.889665, 0.744785, 0.715485, 0.668628, 0.672688, 0.703274, 0.724161, 0.740071, 0.631695, 0.694608, 0.926002, 0.917585, 1.151794, 1.124475, 1.463704, 1.525987, 1.536698, 1.611302, 1.553176, 1.536950, 1.397293, 1.336494, 1.355159, 1.275163, 1.020605, 1.004589, 0.837011, 0.870145, 0.836544
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.000000, 0.037872, 0.109074, 1.152792, 1.041295, 2.359596, 2.209991, 2.969531, 2.921371, 3.544570, 3.233757, 3.722982, 3.171084, 2.604645, 2.237964, 2.212561, 1.281646, 1.263641, 1.287667, 0.584322, 0.664924, 0.436768, 0.387397, 0.268920, 0.226591, 0.237338, 0.197935, 0.208713, 0.468974, 0.395890, 0.593447, 0.477202, 0.549870, 0.728812, 0.563465, 0.798651, 0.766858, 0.661455, 0.682646, 0.571676, 0.500489, 0.580267, 0.511749, 0.641950, 0.638641, 0.718645, 0.927616, 0.997902, 1.104140, 1.445027, 1.668650, 1.607390, 1.845288, 1.941100, 1.842493, 1.823686, 1.572321, 1.526054, 1.449224, 1.382853, 1.195303, 1.150663, 0.802713, 0.890432, 0.817187, 0.844973, 0.802479, 0.849703, 0.828374, 0.853613, 0.781051, 0.863123, 0.936109, 0.761061, 0.887436, 0.801741, 0.858928, 0.827937, 0.978888, 1.019165, 1.074511, 1.117222, 1.227576, 1.104175, 0.963756, 1.086324, 1.025106, 0.911392, 0.946530, 0.841833, 0.725930, 0.757299, 0.673207, 0.654629, 0.716628, 0.715383, 0.735743, 0.640232, 0.690398, 0.934307, 0.925778, 1.095214, 1.156375, 1.471573, 1.518221, 1.571187, 1.562131, 1.575578, 1.529579, 1.404570, 1.325715, 1.348064, 1.250640, 1.058662, 0.984087, 0.864011, 0.870145, 0.846424
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.000000, 0.037872, 0.145433, 1.047992, 1.276427, 2.294949, 2.272244, 2.729569, 3.008145, 3.656210, 3.260704, 3.670912, 3.196252, 2.458590, 2.237964, 2.189751, 1.347938, 1.285058, 1.225360, 0.584322, 0.723594, 0.398788, 0.405845, 0.233064, 0.244021, 0.237338, 0.214430, 0.192658, 0.515872, 0.334984, 0.637956, 0.477202, 0.507572, 0.701310, 0.643961, 0.720095, 0.817982, 0.673936, 0.658266, 0.583586, 0.523768, 0.534756, 0.556249, 0.652831, 0.596065, 0.760306, 0.917423, 0.928049, 1.152996, 1.492875, 1.659276, 1.607390, 1.818284, 1.905808, 1.937645, 1.781274, 1.547364, 1.575019, 1.401183, 1.359282, 1.125899, 1.218794, 0.839876, 0.824744, 0.896038, 0.802725, 0.823233, 0.856501, 0.821694, 0.814215, 0.800416, 0.882163, 0.973554, 0.730373, 0.905547, 0.772047, 0.864771, 0.781941, 1.018496, 1.002458, 1.063546, 1.144208, 1.254147, 1.067543, 1.025601, 1.030485, 1.060110, 0.936024, 0.917406, 0.837050, 0.692933, 0.761945, 0.673207, 0.713320, 0.672117, 0.702217, 0.740071, 0.606086, 0.732496, 0.926002, 0.946260, 1.034594, 1.212200, 1.479443, 1.518221, 1.544362, 1.577260, 1.527041, 1.606979, 1.349988, 1.365235, 1.340969, 1.222615, 1.082879, 0.970419, 0.880887, 0.876812, 0.820076
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.039483, 0.000000, 0.109074, 1.117858, 1.343607, 2.101010, 2.241118, 2.939536, 3.037069, 3.656210, 3.125965, 3.722982, 3.246586, 2.385563, 2.332194, 2.052892, 1.347938, 1.370729, 1.183823, 0.624620, 0.684481, 0.436768, 0.368950, 0.250992, 0.261452, 0.220385, 0.181441, 0.240823, 0.453342, 0.426343, 0.548939, 0.477202, 0.535771, 0.756314, 0.643961, 0.654632, 0.792420, 0.761298, 0.621695, 0.535947, 0.593604, 0.477867, 0.578499, 0.674592, 0.606709, 0.739476, 0.876648, 0.868174, 1.289792, 1.492875, 1.556157, 1.763536, 1.737271, 1.896985, 1.937645, 1.755828, 1.555683, 1.501572, 1.505271, 1.367139, 1.095052, 1.188514, 0.862173, 0.832043, 0.910375, 0.823849, 0.781725, 0.802120, 0.868457, 0.840480, 0.806871, 0.875816, 0.923628, 0.785611, 0.899510, 0.783925, 0.829712, 0.839436, 0.984546, 1.024735, 1.058064, 1.122620, 1.238204, 1.072777, 1.046216, 1.000027, 1.065111, 0.960656, 0.922260, 0.813135, 0.702360, 0.752653, 0.719004, 0.654629, 0.667665, 0.732939, 0.692464, 0.653036, 0.753544, 0.880324, 0.950356, 1.054800, 1.208212, 1.444030, 1.533753, 1.563523, 1.596172, 1.489705, 1.618037, 1.346350, 1.393977, 1.319683, 1.212105, 1.124395, 0.932832, 0.897762, 0.876812, 0.810196
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.039483, 0.000000, 0.145433, 1.013059, 1.477968, 1.810101, 2.459004, 2.969531, 3.123842, 3.656210, 2.937329, 3.801086, 3.145917, 2.507275, 2.449981, 1.847603, 1.480522, 1.392146, 0.996903, 0.725365, 0.664924, 0.455758, 0.368950, 0.250992, 0.313742, 0.169527, 0.197935, 0.305042, 0.359547, 0.426343, 0.548939, 0.477202, 0.549870, 0.783817, 0.603713, 0.707002, 0.766858, 0.736337, 0.585125, 0.571676, 0.605243, 0.500622, 0.545124, 0.663711, 0.659929, 0.729061, 0.825680, 0.928049, 1.260478, 1.445027, 1.621778, 1.708425, 1.800281, 1.861692, 1.954946, 1.798239, 1.505768, 1.509733, 1.473244, 1.390710, 1.102764, 1.188514, 0.877038, 0.788251, 0.924711, 0.866098, 0.767890, 0.795322, 0.841735, 0.853613, 0.826236, 0.856777, 0.873702, 0.859262, 0.839140, 0.837374, 0.777125, 0.833687, 1.007179, 1.041442, 1.069029, 1.090236, 1.238204, 1.057077, 1.087446, 1.025408, 1.055110, 0.965583, 0.902844, 0.779653, 0.716502, 0.775883, 0.705265, 0.677203, 0.658763, 0.750494, 0.636202, 0.665841, 0.787222, 0.863714, 0.942163, 1.070966, 1.232137, 1.361402, 1.591997, 1.571187, 1.592390, 1.467303, 1.544322, 1.415487, 1.393977, 1.326778, 1.187583, 1.145153, 0.922581, 0.924762, 0.846807, 0.846424
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.039483, 0.000000, 0.181791, 0.873327, 1.511558, 2.004040, 2.334497, 3.089512, 2.979220, 3.600390, 2.910381, 3.879191, 3.095582, 2.604645, 2.379309, 1.847603, 1.568911, 1.392146, 0.934597, 0.805962, 0.567141, 0.474747, 0.368950, 0.286848, 0.296312, 0.186480, 0.164946, 0.321097, 0.375179, 0.380663, 0.578611, 0.520584, 0.521671, 0.756314, 0.643961, 0.680817, 0.792420, 0.711377, 0.621695, 0.571676, 0.581964, 0.443733, 0.634124, 0.609309, 0.691861, 0.749891, 0.805293, 0.878153, 1.299563, 1.416317, 1.621778, 1.699240, 1.791280, 1.879338, 1.937645, 1.857615, 1.547364, 1.444447, 1.465237, 1.390710, 1.102764, 1.173374, 0.899336, 0.817446, 0.867365, 0.908346, 0.740218, 0.768132, 0.908539, 0.807649, 0.839146, 0.932935, 0.773850, 0.908363, 0.851214, 0.813619, 0.759596, 0.862435, 0.956254, 1.035873, 1.079993, 1.106428, 1.211634, 1.125107, 1.056524, 1.045713, 1.055110, 0.926171, 0.931968, 0.784436, 0.716502, 0.794467, 0.696105, 0.659144, 0.640959, 0.768049, 0.592923, 0.704255, 0.795642, 0.847105, 0.933971, 1.062883, 1.268025, 1.381075, 1.533753, 1.601845, 1.565913, 1.489705, 1.544322, 1.393654, 1.404755, 1.372896, 1.138538, 1.165912, 0.908914, 0.965263, 0.840140, 0.797022
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.039483, 0.000000, 0.218149, 0.698662, 1.746689, 1.842424, 2.241118, 3.209493, 3.123842, 3.405020, 3.206809, 3.592807, 3.145917, 2.726357, 2.308636, 1.801983, 1.568911, 1.456399, 0.789215, 0.866409, 0.625811, 0.455758, 0.387397, 0.286848, 0.244021, 0.237338, 0.181441, 0.256878, 0.390812, 0.395890, 0.548939, 0.506123, 0.563969, 0.797568, 0.603713, 0.680817, 0.792420, 0.711377, 0.609505, 0.595496, 0.547047, 0.477867, 0.634124, 0.533145, 0.777013, 0.708230, 0.764519, 0.938028, 1.260478, 1.435457, 1.584280, 1.827832, 1.764276, 1.870515, 1.842493, 1.933955, 1.514087, 1.444447, 1.433210, 1.398567, 1.064205, 1.218794, 0.869606, 0.846640, 0.860197, 0.929471, 0.774808, 0.747739, 0.895178, 0.820781, 0.845601, 0.913895, 0.811295, 0.902225, 0.814992, 0.849252, 0.712852, 0.873934, 1.001521, 1.002458, 1.107404, 1.095634, 1.163806, 1.146039, 1.071985, 1.020332, 1.050109, 0.975436, 0.897990, 0.822701, 0.711788, 0.734069, 0.737322, 0.672688, 0.645410, 0.732939, 0.597250, 0.717059, 0.791432, 0.855410, 0.950356, 1.046718, 1.236125, 1.412553, 1.537636, 1.628670, 1.497830, 1.508373, 1.570122, 1.448236, 1.386792, 1.326778, 1.131532, 1.134774, 0.963585, 0.968638, 0.810135, 0.780554
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.039483, 0.000000, 0.290865, 0.698662, 1.746689, 1.810101, 2.147738, 3.269484, 2.950296, 3.739940, 3.233757, 3.254355, 3.171084, 2.848070, 2.167291, 1.870413, 1.613106, 1.477817, 0.726909, 0.947005, 0.606254, 0.493737, 0.313607, 0.304776, 0.226591, 0.271243, 0.164946, 0.288988, 0.390812, 0.334984, 0.578611, 0.520584, 0.549870, 0.756314, 0.684208, 0.680817, 0.843544, 0.648975, 0.597315, 0.535947, 0.581964, 0.534756, 0.611874, 0.533145, 0.808945, 0.666570, 0.754325, 0.928049, 1.319105, 1.406748, 1.678025, 1.690055, 1.818284, 1.808753, 1.885744, 1.950920, 1.597279, 1.411804, 1.337129, 1.374996, 1.125899, 1.188514, 0.869606, 0.897731, 0.853028, 0.915388, 0.760972, 0.747739, 0.881818, 0.847046, 0.839146, 0.926588, 0.767610, 0.908363, 0.833103, 0.861130, 0.724538, 0.850936, 0.978888, 1.063719, 1.074511, 1.101031, 1.137235, 1.203603, 0.968909, 1.035561, 1.120116, 0.936024, 0.936822, 0.846617, 0.683505, 0.720131, 0.719004, 0.695262, 0.649861, 0.710994, 0.601578, 0.734132, 0.783013, 0.896934, 0.901200, 1.123504, 1.180300, 1.440096, 1.518221, 1.609509, 1.486483, 1.534508, 1.551693, 1.433680, 1.376014, 1.379991, 1.107009, 1.117476, 1.014840, 0.934887, 0.813469, 0.797022
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.041198, 0.039483, 0.037872, 0.290865, 0.698662, 1.813869, 1.583838, 2.147738, 3.299479, 3.181691, 3.544570, 3.287652, 3.280389, 3.045248, 2.848070, 2.214406, 1.870413, 1.613106, 1.456399, 0.789215, 0.967154, 0.567141, 0.588687, 0.239817, 0.322703, 0.209161, 0.271243, 0.197935, 0.272933, 0.375179, 0.289304, 0.563775, 0.563966, 0.620366, 0.728812, 0.697624, 0.589169, 0.894667, 0.648975, 0.597315, 0.512127, 0.570325, 0.557511, 0.622999, 0.620189, 0.734437, 0.614494, 0.795100, 0.987923, 1.289792, 1.397178, 1.696774, 1.671685, 1.746273, 1.932277, 1.816543, 1.874579, 1.663832, 1.444447, 1.321116, 1.367139, 1.172168, 1.082532, 0.951364, 0.875835, 0.853028, 0.908346, 0.726382, 0.768132, 0.881818, 0.833914, 0.877876, 0.920242, 0.798813, 0.865400, 0.833103, 0.873007, 0.718695, 0.833687, 0.995863, 1.063719, 1.112886, 1.047059, 1.126607, 1.198370, 1.030755, 1.040637, 1.105115, 0.896613, 0.985362, 0.817918, 0.678791, 0.724777, 0.714424, 0.726864, 0.614252, 0.706606, 0.618890, 0.721328, 0.820900, 0.867867, 0.884814, 1.115421, 1.192262, 1.506985, 1.483275, 1.571187, 1.471353, 1.541975, 1.548008, 1.470068, 1.361643, 1.383539, 1.107009, 1.131315, 1.011423, 0.938262, 0.820136, 0.816783
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.078966, 0.037872, 0.363581, 0.733595, 1.545148, 1.745454, 2.147738, 3.359469, 3.037069, 3.600390, 3.422392, 3.150215, 3.045248, 2.945440, 2.073061, 1.984462, 1.635203, 1.349311, 0.768446, 1.067899, 0.488915, 0.607677, 0.276712, 0.322703, 0.209161, 0.271243, 0.197935, 0.256878, 0.343914, 0.258851, 0.623120, 0.563966, 0.606267, 0.770066, 0.684208, 0.628446, 0.881887, 0.648975, 0.560745, 0.500217, 0.593604, 0.512000, 0.656374, 0.674592, 0.659929, 0.593664, 0.856261, 0.967965, 1.299563, 1.349329, 1.743646, 1.680870, 1.782278, 1.817576, 1.928995, 1.721899, 1.855172, 1.411804, 1.305102, 1.312139, 1.172168, 1.105242, 0.943931, 0.868536, 0.888870, 0.844973, 0.774808, 0.768132, 0.848415, 0.801083, 0.897241, 0.901202, 0.886183, 0.840849, 0.851214, 0.819558, 0.753753, 0.868184, 0.939279, 1.102704, 1.090957, 1.020073, 1.185063, 1.130340, 1.123523, 0.979722, 1.125117, 0.857201, 1.009632, 0.779653, 0.777782, 0.669025, 0.728163, 0.740409, 0.587546, 0.662717, 0.692464, 0.674377, 0.825110, 0.876172, 0.909392, 1.099256, 1.168337, 1.499116, 1.514338, 1.548194, 1.467571, 1.575578, 1.496407, 1.440958, 1.444275, 1.383539, 1.085990, 1.131315, 1.004589, 0.911262, 0.883480, 0.783848
