its, its_eq, delta_t [ps], a_0 [Å], -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.151489, 0.254507, 0.663728, 1.142066, 2.004040, 2.365624, 3.209493, 3.442012, 3.432930, 3.368496, 3.540738, 3.020080, 2.702015, 2.402866, 1.710743, 1.568911, 1.263641, 1.038441, 0.624620, 0.508471, 0.569697, 0.350502, 0.233064, 0.296312, 0.237338, 0.329892, 0.353207, 0.375179, 0.456796, 0.489594, 0.665191, 0.620366, 0.742563, 0.482970, 0.628446, 0.613486, 0.686416, 0.548555, 0.655046, 0.523768, 0.546133, 0.545124, 0.522265, 0.723793, 0.760306, 0.876648, 1.127629, 1.172538, 1.521584, 1.584280, 1.680870, 1.512236, 2.082271, 1.877094, 1.849132, 1.838534, 1.599501, 1.393176, 1.264996, 1.033359, 1.067391, 0.951364, 0.905029, 0.824355, 0.830891, 0.809397, 0.754536, 0.821694, 0.886444, 0.858511, 0.774272, 0.898665, 0.791749, 0.808955, 0.819558, 0.835556, 1.075169, 0.877038, 1.097134, 0.931974, 1.155003, 1.020323, 1.161738, 1.159599, 0.989874, 0.895093, 1.019774, 0.931968, 0.870532, 0.810778, 0.775883, 0.737322, 0.586909, 0.623154, 0.662717, 0.688136, 0.776814, 0.698818, 0.975831, 1.028187, 1.083090, 1.132450, 1.420422, 1.463860, 1.383411, 1.558348, 1.568110, 1.570122, 1.459152, 1.508944, 1.528988, 1.243634, 0.965250, 0.970419, 0.830261, 0.830138, 0.747620
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.075744, 0.254507, 0.698662, 1.242836, 2.004040, 2.209991, 3.359469, 3.355238, 3.488750, 3.314600, 3.488668, 3.246586, 2.434248, 2.520654, 1.756363, 1.546814, 1.285058, 0.955366, 0.705216, 0.488915, 0.569697, 0.332055, 0.250992, 0.278882, 0.237338, 0.362882, 0.305042, 0.422077, 0.395890, 0.534103, 0.636269, 0.620366, 0.715061, 0.536634, 0.654632, 0.549581, 0.773778, 0.536365, 0.619316, 0.512129, 0.568889, 0.533999, 0.544026, 0.659929, 0.781136, 0.846068, 1.117650, 1.231165, 1.483305, 1.659276, 1.616575, 1.593249, 1.905808, 1.894394, 1.942437, 1.846853, 1.550536, 1.457230, 1.178568, 1.087340, 1.067391, 0.936499, 0.978016, 0.759840, 0.816808, 0.774808, 0.808917, 0.821694, 0.860179, 0.897241, 0.780619, 0.867461, 0.822436, 0.833103, 0.766108, 0.899829, 1.040671, 0.882696, 1.063719, 0.997760, 1.057853, 1.057522, 1.187904, 1.113215, 1.005103, 0.895093, 1.059185, 0.946530, 0.827484, 0.839061, 0.738715, 0.723583, 0.613997, 0.636508, 0.631995, 0.701120, 0.802424, 0.660930, 0.938459, 1.040476, 1.087131, 1.164350, 1.381075, 1.491041, 1.440894, 1.520524, 1.579311, 1.577493, 1.480985, 1.465832, 1.493513, 1.278666, 0.951411, 0.997755, 0.826886, 0.853475, 0.724565
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.113617, 0.181791, 0.698662, 1.276427, 1.907071, 2.334497, 3.389465, 3.384163, 3.460840, 3.045121, 3.749016, 3.120750, 2.653330, 2.402866, 1.505454, 1.811982, 1.285058, 0.872290, 0.765664, 0.430245, 0.626667, 0.313607, 0.233064, 0.296312, 0.237338, 0.362882, 0.305042, 0.390812, 0.380663, 0.534103, 0.621809, 0.634465, 0.742563, 0.563465, 0.549891, 0.626267, 0.761298, 0.609505, 0.583586, 0.500489, 0.580267, 0.533999, 0.533145, 0.670573, 0.760306, 0.886842, 1.067755, 1.231165, 1.387608, 1.828016, 1.625760, 1.503235, 1.888161, 1.998197, 1.925473, 1.788619, 1.575019, 1.441217, 1.186425, 1.156745, 1.029541, 0.951364, 0.941522, 0.774177, 0.816808, 0.760972, 0.842905, 0.815013, 0.827348, 0.948881, 0.736193, 0.886183, 0.754923, 0.887436, 0.748292, 0.899829, 1.017673, 0.910988, 1.058150, 1.014207, 1.009278, 1.078779, 1.203603, 1.051370, 1.081247, 0.865090, 1.069038, 0.965946, 0.822701, 0.857917, 0.692255, 0.746482, 0.595939, 0.654312, 0.631995, 0.709776, 0.764010, 0.719866, 0.905239, 1.032283, 1.066925, 1.172325, 1.388945, 1.471626, 1.486880, 1.482700, 1.642782, 1.559065, 1.470068, 1.480203, 1.450942, 1.299685, 0.961791, 1.004589, 0.806636, 0.863477, 0.711391
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.075744, 0.254507, 0.628795, 1.343607, 1.907071, 2.178864, 3.449455, 3.470936, 3.460840, 2.829537, 3.801086, 3.296921, 2.799385, 2.214406, 1.596694, 1.789884, 1.242223, 0.851522, 0.745515, 0.488915, 0.664646, 0.258265, 0.197208, 0.261452, 0.254290, 0.412365, 0.272933, 0.422077, 0.456796, 0.489594, 0.636269, 0.563969, 0.742563, 0.576881, 0.523705, 0.651829, 0.736337, 0.597315, 0.619316, 0.512129, 0.534756, 0.533999, 0.533145, 0.702505, 0.791552, 0.907229, 1.027839, 1.162767, 1.473736, 1.753020, 1.699240, 1.467229, 1.835222, 2.050098, 1.984849, 1.821896, 1.509733, 1.433210, 1.147139, 1.256996, 0.991690, 0.914201, 0.963418, 0.788514, 0.767518, 0.760972, 0.842905, 0.855096, 0.807649, 0.961791, 0.723500, 0.867461, 0.779473, 0.881399, 0.736414, 0.940730, 0.948678, 0.922304, 1.119411, 1.008724, 0.993087, 1.062836, 1.208836, 1.051370, 1.071095, 0.905094, 1.064112, 0.961092, 0.817918, 0.853203, 0.715485, 0.737322, 0.595939, 0.676568, 0.574940, 0.757383, 0.738400, 0.732496, 0.834647, 1.073247, 1.038635, 1.240112, 1.314186, 1.502689, 1.517537, 1.456224, 1.657717, 1.559065, 1.495540, 1.465832, 1.433204, 1.268156, 1.041363, 0.990921, 0.799886, 0.846807, 0.724565
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.113617, 0.290865, 0.593862, 1.410787, 2.004040, 2.023231, 3.569436, 3.355238, 3.405020, 3.018173, 3.749016, 3.145917, 2.750700, 2.261521, 1.710743, 1.789884, 1.199388, 0.913828, 0.664918, 0.586698, 0.569697, 0.295160, 0.197208, 0.244021, 0.271243, 0.379376, 0.272933, 0.390812, 0.502475, 0.445086, 0.650730, 0.634465, 0.687559, 0.590297, 0.536798, 0.677391, 0.611534, 0.743596, 0.595496, 0.488850, 0.489244, 0.622999, 0.489623, 0.670573, 0.791552, 0.937810, 0.987923, 1.221394, 1.349329, 1.837390, 1.671685, 1.539240, 1.808753, 2.050098, 1.925473, 1.888449, 1.485251, 1.457230, 1.162854, 1.149033, 1.067391, 0.936499, 0.963418, 0.731167, 0.788642, 0.795561, 0.815715, 0.901859, 0.741986, 0.987610, 0.729847, 0.879943, 0.773336, 0.851214, 0.789864, 0.911515, 0.977426, 0.877038, 1.074858, 1.025171, 0.998484, 1.084093, 1.166972, 1.077139, 1.076171, 0.950099, 1.014847, 1.033902, 0.798785, 0.810778, 0.720131, 0.737322, 0.600453, 0.658763, 0.583718, 0.748727, 0.759741, 0.715657, 0.859562, 1.036380, 1.087131, 1.260050, 1.270904, 1.502689, 1.525201, 1.490265, 1.646516, 1.522207, 1.517372, 1.465832, 1.429657, 1.243634, 1.062121, 0.980670, 0.820136, 0.856809, 0.671870
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.113617, 0.327223, 0.593862, 1.410787, 1.939394, 2.147738, 3.239488, 3.528785, 3.460840, 3.125965, 3.670912, 3.045248, 3.018467, 1.908159, 1.893223, 1.679398, 1.349311, 0.851522, 0.664918, 0.606254, 0.531717, 0.313607, 0.233064, 0.174301, 0.339054, 0.362882, 0.240823, 0.390812, 0.517702, 0.430249, 0.694112, 0.634465, 0.646305, 0.576881, 0.576076, 0.639048, 0.636495, 0.767977, 0.583586, 0.488850, 0.489244, 0.578499, 0.565787, 0.606709, 0.781136, 0.998971, 1.027839, 1.289792, 1.301481, 1.724897, 1.680870, 1.584247, 1.773460, 1.989547, 1.916991, 1.938364, 1.477090, 1.465237, 1.209996, 1.102764, 1.074962, 0.973661, 0.941522, 0.709662, 0.802725, 0.823233, 0.781727, 0.861776, 0.807649, 0.929516, 0.799658, 0.854980, 0.797886, 0.814992, 0.789864, 0.969946, 0.948678, 0.910988, 1.019165, 1.025171, 0.987689, 1.068151, 1.198370, 1.056524, 1.066019, 0.975101, 1.049332, 1.004778, 0.817918, 0.773068, 0.734069, 0.728163, 0.632056, 0.640959, 0.605662, 0.735743, 0.751205, 0.740915, 0.851257, 0.962645, 1.115421, 1.311887, 1.239427, 1.487158, 1.567355, 1.463788, 1.642782, 1.529579, 1.521011, 1.458646, 1.422562, 1.240131, 1.079420, 0.994338, 0.820136, 0.846807, 0.671870
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.113617, 0.254507, 0.698662, 1.410787, 1.874747, 2.209991, 3.089512, 3.731256, 3.153830, 3.368496, 3.592807, 3.070415, 3.115837, 1.790371, 1.938842, 1.767787, 1.263641, 0.851522, 0.685067, 0.645368, 0.512727, 0.221370, 0.304776, 0.139441, 0.339054, 0.445355, 0.192658, 0.437709, 0.441569, 0.430249, 0.679651, 0.676763, 0.563798, 0.630545, 0.589169, 0.600705, 0.648975, 0.853307, 0.571676, 0.453932, 0.489244, 0.567374, 0.565787, 0.596065, 0.791552, 1.039746, 1.007881, 1.309334, 1.196214, 1.809267, 1.644130, 1.557243, 1.791106, 2.041448, 1.984849, 1.896768, 1.403644, 1.489258, 1.272853, 1.033359, 1.067391, 1.040554, 0.853939, 0.752672, 0.739352, 0.850905, 0.795322, 0.901859, 0.794516, 0.877876, 0.863123, 0.767610, 0.883812, 0.796881, 0.760170, 0.999161, 0.908431, 0.944938, 0.957904, 1.090957, 0.982292, 1.073465, 1.198370, 1.097754, 1.010180, 0.985102, 1.039479, 1.033902, 0.808351, 0.763640, 0.724777, 0.714424, 0.659144, 0.636508, 0.570551, 0.748727, 0.776814, 0.707237, 0.867867, 0.970838, 1.131587, 1.295937, 1.227623, 1.522104, 1.517537, 1.452441, 1.646516, 1.614351, 1.473707, 1.505352, 1.376444, 1.219111, 1.100178, 1.004589, 0.806636, 0.843474, 0.701511
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.151489, 0.145433, 0.768528, 1.511558, 1.713131, 2.241118, 3.059517, 3.789105, 3.209650, 3.233757, 3.749016, 2.894244, 3.188865, 1.743256, 2.052892, 1.834079, 1.263641, 0.789215, 0.624620, 0.762707, 0.417778, 0.202922, 0.322703, 0.156871, 0.322101, 0.428860, 0.192658, 0.453342, 0.426343, 0.415413, 0.723033, 0.676763, 0.508793, 0.711040, 0.602261, 0.524020, 0.673936, 0.828927, 0.595496, 0.488850, 0.466489, 0.533999, 0.598428, 0.617353, 0.822797, 0.958197, 1.007881, 1.338648, 1.138796, 1.874888, 1.653315, 1.557243, 1.720521, 2.076049, 2.044224, 1.813577, 1.460769, 1.529291, 1.217853, 1.079629, 0.999260, 1.062852, 0.846640, 0.767009, 0.697103, 0.899330, 0.768132, 0.908539, 0.801083, 0.858511, 0.907549, 0.748887, 0.871537, 0.845177, 0.706720, 1.005004, 0.873934, 0.978888, 1.013596, 0.992278, 1.014675, 1.110664, 1.151272, 1.102908, 0.989874, 1.035108, 0.990215, 1.067880, 0.856183, 0.725930, 0.734069, 0.705265, 0.672688, 0.574192, 0.618828, 0.722760, 0.810960, 0.677769, 0.888629, 0.925778, 1.143711, 1.283975, 1.259100, 1.498807, 1.563523, 1.463788, 1.564377, 1.662265, 1.506456, 1.429904, 1.401277, 1.233124, 1.107097, 1.028507, 0.813386, 0.796799, 0.747620
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.189361, 0.145433, 0.803461, 1.310017, 1.810101, 2.272244, 2.969531, 3.731256, 3.432930, 3.260704, 3.410564, 3.070415, 3.140180, 1.743256, 2.098512, 1.878274, 1.177970, 0.872290, 0.644769, 0.743151, 0.398788, 0.239817, 0.340631, 0.122011, 0.305148, 0.461849, 0.176604, 0.453342, 0.395890, 0.430249, 0.723033, 0.662664, 0.563798, 0.684208, 0.602261, 0.524020, 0.686416, 0.743596, 0.655046, 0.535407, 0.398222, 0.545124, 0.620189, 0.627997, 0.833212, 0.968391, 0.997902, 1.299563, 1.263202, 1.715522, 1.671685, 1.683263, 1.623466, 2.050098, 2.044224, 1.846853, 1.452608, 1.513278, 1.241425, 1.110475, 0.999260, 0.973661, 0.912328, 0.774177, 0.711186, 0.864741, 0.781727, 0.901859, 0.794516, 0.864966, 0.907549, 0.798813, 0.865400, 0.808955, 0.694842, 1.057591, 0.827937, 0.967571, 1.035873, 0.986796, 1.003881, 1.115978, 1.182671, 1.087446, 1.025408, 1.040108, 0.965583, 1.014486, 0.908797, 0.711788, 0.729423, 0.673207, 0.699776, 0.591997, 0.605662, 0.735743, 0.798155, 0.711447, 0.818037, 0.901200, 1.180083, 1.303912, 1.306316, 1.452212, 1.544362, 1.520524, 1.556910, 1.654894, 1.462791, 1.433497, 1.390634, 1.271659, 1.082879, 1.038758, 0.830261, 0.780130, 0.731152
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.189361, 0.181791, 0.908260, 1.142066, 1.745454, 2.365624, 2.999526, 3.760181, 3.237560, 3.611028, 3.254355, 3.120750, 2.921097, 1.955274, 1.984462, 1.922468, 1.092299, 0.893059, 0.745515, 0.704037, 0.417778, 0.202922, 0.340631, 0.122011, 0.288196, 0.428860, 0.240823, 0.468974, 0.411116, 0.370905, 0.766415, 0.606267, 0.605052, 0.617129, 0.576076, 0.613486, 0.711377, 0.646076, 0.714595, 0.535407, 0.386844, 0.533999, 0.652831, 0.681217, 0.781136, 0.886842, 1.087713, 1.280021, 1.263202, 1.678025, 1.680870, 1.719269, 1.694051, 1.937645, 2.095118, 1.738704, 1.517894, 1.481251, 1.312139, 1.102764, 0.984120, 1.010824, 0.912328, 0.752672, 0.690062, 0.871658, 0.808917, 0.868457, 0.814215, 0.864966, 0.882163, 0.798813, 0.853124, 0.875362, 0.688904, 0.975789, 0.856685, 0.978888, 1.024735, 1.030653, 0.982292, 1.131921, 1.166972, 1.061677, 1.086324, 1.030107, 0.921245, 1.029048, 0.918364, 0.650508, 0.803759, 0.659468, 0.695262, 0.600899, 0.601273, 0.744399, 0.781082, 0.745125, 0.809732, 0.880718, 1.176042, 1.295937, 1.298447, 1.444446, 1.555859, 1.562131, 1.553176, 1.614351, 1.433680, 1.501759, 1.355159, 1.303188, 1.079420, 1.052426, 0.867386, 0.743457, 0.708098
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.113617, 0.254507, 0.733595, 1.343607, 1.713131, 2.334497, 2.879545, 3.702332, 3.488750, 3.584080, 3.150215, 3.372423, 2.653330, 2.073061, 2.030082, 1.922468, 1.049464, 0.893059, 0.785813, 0.645368, 0.417778, 0.221370, 0.304776, 0.087151, 0.339054, 0.346387, 0.305042, 0.422077, 0.426343, 0.445086, 0.694112, 0.662664, 0.550047, 0.617129, 0.549891, 0.690172, 0.636495, 0.694836, 0.750325, 0.500489, 0.386844, 0.533999, 0.652831, 0.745081, 0.739476, 0.917423, 1.057776, 1.270250, 1.244063, 1.574906, 1.763536, 1.746273, 1.694051, 1.980896, 1.984849, 1.805257, 1.542376, 1.433210, 1.374996, 1.048782, 1.006830, 0.988526, 0.883133, 0.795682, 0.683020, 0.823233, 0.836108, 0.901859, 0.781384, 0.858511, 0.907549, 0.823776, 0.822436, 0.893473, 0.700781, 0.987475, 0.822188, 0.978888, 1.035873, 1.030653, 0.971498, 1.094722, 1.245467, 1.004986, 1.096476, 1.015105, 0.911392, 1.048464, 0.927930, 0.683505, 0.780529, 0.641150, 0.713320, 0.591997, 0.618828, 0.709776, 0.768278, 0.778803, 0.788970, 0.917585, 1.135628, 1.347775, 1.278774, 1.471626, 1.506041, 1.550783, 1.609180, 1.603294, 1.462791, 1.473017, 1.330326, 1.306691, 1.082879, 1.072928, 0.853886, 0.723454, 0.731152
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.075744, 0.363581, 0.768528, 1.276427, 1.648485, 2.521257, 2.699574, 3.760181, 3.600390, 3.691872, 2.915902, 3.296921, 2.604645, 2.332194, 1.801983, 1.856176, 1.220805, 0.872290, 0.826111, 0.645368, 0.379798, 0.239817, 0.304776, 0.122011, 0.322101, 0.329892, 0.337152, 0.343914, 0.411116, 0.370905, 0.867640, 0.578068, 0.550047, 0.576881, 0.654632, 0.677391, 0.574093, 0.707026, 0.762235, 0.535407, 0.375467, 0.511749, 0.663711, 0.755725, 0.770721, 0.866455, 1.087713, 1.260478, 1.282341, 1.509285, 1.827832, 1.701266, 1.658759, 2.006847, 1.959402, 1.855172, 1.575019, 1.409190, 1.390710, 1.017936, 0.976550, 0.995959, 0.868536, 0.781345, 0.753435, 0.795561, 0.829310, 0.915220, 0.774818, 0.864966, 0.939281, 0.792573, 0.816299, 0.887436, 0.748292, 0.882300, 0.891183, 0.973229, 1.013596, 1.014207, 0.998484, 1.110664, 1.229768, 1.015293, 1.091400, 1.005104, 0.965583, 1.009632, 0.932713, 0.721216, 0.734069, 0.664048, 0.677203, 0.587546, 0.667106, 0.688136, 0.759741, 0.770383, 0.780665, 0.942163, 1.123504, 1.335812, 1.298447, 1.421148, 1.582684, 1.550783, 1.601713, 1.588551, 1.484623, 1.422719, 1.369349, 1.268156, 1.103637, 1.062677, 0.857261, 0.733455, 0.744326
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.039483, 0.113617, 0.399940, 0.628795, 1.276427, 1.648485, 2.708017, 2.729569, 3.557709, 3.767850, 3.557132, 2.994006, 3.246586, 2.434248, 2.426424, 1.870413, 1.745690, 1.285058, 0.893059, 0.866409, 0.645368, 0.379798, 0.239817, 0.286848, 0.139441, 0.305148, 0.313398, 0.385317, 0.265752, 0.456796, 0.400577, 0.853179, 0.535771, 0.577549, 0.576881, 0.641539, 0.664610, 0.636495, 0.719216, 0.726505, 0.523768, 0.375467, 0.511749, 0.641950, 0.766369, 0.822797, 0.876648, 1.077734, 1.211623, 1.301481, 1.509285, 1.717611, 1.755274, 1.658759, 2.076049, 1.840650, 1.905087, 1.632144, 1.425203, 1.343567, 1.025647, 1.037111, 0.981094, 0.788251, 0.838692, 0.739352, 0.795561, 0.870096, 0.901859, 0.748553, 0.858511, 0.907549, 0.817535, 0.810161, 0.905547, 0.795803, 0.823869, 0.879683, 0.990204, 1.035873, 0.981313, 0.987689, 1.131921, 1.219302, 1.035908, 1.066019, 1.045109, 0.931098, 1.009632, 0.908797, 0.763640, 0.710839, 0.696105, 0.654629, 0.569741, 0.706606, 0.688136, 0.725596, 0.783013, 0.826342, 0.938067, 1.038635, 1.343787, 1.302382, 1.475509, 1.544362, 1.581043, 1.616647, 1.555379, 1.477346, 1.440683, 1.390634, 1.219111, 1.152073, 1.076345, 0.833636, 0.726787, 0.731152
