E_T_avg, N_sprinters, N_survived/N_sprinters (%), E_T
-2.911221, 1022, 100.196078, -2.922100
-2.911222, 1019, 99.706458, -2.920632
-2.911222, 1012, 99.313052, -2.917186
-2.911223, 1013, 100.098814, -2.917680
-2.911224, 1025, 101.184600, -2.923569
-2.911225, 1025, 100.000000, -2.923570
-2.911226, 1019, 99.414634, -2.920636
-2.911227, 1016, 99.705594, -2.919163
-2.911228, 1012, 99.606299, -2.917191
-2.911228, 1009, 99.703557, -2.915708
-2.911229, 1007, 99.801784, -2.914716
-2.911229, 1006, 99.900695, -2.914220
-2.911229, 1005, 99.900596, -2.913723
-2.911229, 1006, 100.099502, -2.914220
-2.911229, 1002, 99.602386, -2.912228
-2.911229, 996, 99.401198, -2.909225
-2.911229, 994, 99.799197, -2.908220
-2.911229, 992, 99.798793, -2.907213
-2.911228, 995, 100.302419, -2.908722
-2.911228, 995, 100.000000, -2.908722
-2.911228, 995, 100.000000, -2.908722
-2.911228, 999, 100.402010, -2.910728
-2.911228, 999, 100.000000, -2.910728
-2.911228, 998, 99.899900, -2.910227
-2.911227, 997, 99.899800, -2.909725
-2.911227, 994, 99.699097, -2.908218
-2.911226, 985, 99.094567, -2.903670
-2.911226, 985, 100.000000, -2.903670
-2.911225, 996, 101.116751, -2.909222
-2.911225, 998, 100.200803, -2.910224
-2.911225, 1000, 100.200401, -2.911225
-2.911225, 996, 99.600000, -2.909221
-2.911225, 1000, 100.401606, -2.911225
-2.911225, 1003, 100.300000, -2.912723
-2.911225, 995, 99.202393, -2.908719
-2.911225, 997, 100.201005, -2.909723
-2.911224, 991, 99.398195, -2.906705
-2.911224, 985, 99.394551, -2.903668
-2.911223, 989, 100.406091, -2.905693
-2.911223, 987, 99.797776, -2.904681
-2.911222, 999, 101.215805, -2.910722
-2.911222, 993, 99.399399, -2.907710
-2.911222, 1001, 100.805639, -2.911722
-2.911222, 995, 99.400599, -2.908716
-2.911222, 992, 99.698492, -2.907206
-2.911221, 995, 100.302419, -2.908715
-2.911221, 997, 100.201005, -2.909719
-2.911221, 997, 100.000000, -2.909719
-2.911221, 1001, 100.401204, -2.911721
-2.911221, 990, 98.901099, -2.906196
-2.911220, 991, 100.101010, -2.906700
-2.911220, 994, 100.302725, -2.908211
-2.911219, 988, 99.396378, -2.905183
-2.911219, 993, 100.506073, -2.907707
-2.911218, 993, 100.000000, -2.907707
-2.911218, 991, 99.798590, -2.906698
-2.911218, 990, 99.899092, -2.906193
-2.911217, 993, 100.303030, -2.907705
-2.911216, 984, 99.093656, -2.903152
-2.911216, 989, 100.508130, -2.905686
-2.911215, 985, 99.595551, -2.903659
-2.911214, 986, 100.101523, -2.904166
-2.911214, 989, 100.304260, -2.905684
-2.911213, 993, 100.404449, -2.907702
-2.911213, 988, 99.496475, -2.905177
-2.911212, 992, 100.404858, -2.907197
-2.911212, 997, 100.504032, -2.909710
-2.911212, 997, 100.000000, -2.909710
-2.911212, 989, 99.197593, -2.905682
-2.911211, 987, 99.797776, -2.904669
-2.911210, 986, 99.898683, -2.904162
-2.911209, 980, 99.391481, -2.901109
-2.911208, 977, 99.693878, -2.899575
-2.911207, 981, 100.409417, -2.901617
-2.911206, 978, 99.694190, -2.900084
-2.911205, 977, 99.897751, -2.899572
-2.911204, 987, 101.023541, -2.904662
-2.911203, 976, 98.885512, -2.899058
-2.911202, 970, 99.385246, -2.895973
-2.911200, 972, 100.206186, -2.897002
-2.911199, 974, 100.205761, -2.898028
-2.911198, 975, 100.102669, -2.898540
-2.911196, 971, 99.589744, -2.896483
-2.911194, 967, 99.588054, -2.894418
-2.911193, 974, 100.723888, -2.898022
-2.911191, 958, 98.357290, -2.889739
-2.911189, 964, 100.626305, -2.892859
-2.911187, 965, 100.103734, -2.893376
-2.911186, 966, 100.103627, -2.893892
-2.911184, 966, 100.000000, -2.893890
-2.911183, 975, 100.931677, -2.898525
-2.911182, 984, 100.923077, -2.903118
-2.911181, 988, 100.406504, -2.905146
-2.911181, 983, 99.493927, -2.902608
-2.911180, 983, 100.000000, -2.902607
-2.911179, 984, 100.101729, -2.903115
-2.911178, 984, 100.000000, -2.903114
-2.911177, 982, 99.796748, -2.902096
-2.911177, 992, 101.018330, -2.907161
-2.911176, 993, 100.100806, -2.907664
-2.911176, 996, 100.302115, -2.909172
-2.911176, 998, 100.200803, -2.910175
-2.911176, 1006, 100.801603, -2.914167
-2.911177, 1004, 99.801193, -2.913172
-2.911177, 1002, 99.800797, -2.912176
-2.911177, 1006, 100.399202, -2.914168
-2.911178, 1011, 100.497018, -2.916647
-2.911179, 1020, 100.890208, -2.921079
-2.911179, 1017, 99.705882, -2.919607
-2.911180, 1022, 100.491642, -2.922060
-2.911182, 1031, 100.880626, -2.926445
-2.911184, 1036, 100.484966, -2.928866
-2.911185, 1027, 99.131274, -2.924505
-2.911186, 1021, 99.415774, -2.921576
-2.911187, 1019, 99.804114, -2.920597
-2.911188, 1025, 100.588813, -2.923533
-2.911189, 1023, 99.804878, -2.922558
-2.911190, 1019, 99.608993, -2.920600
-2.911191, 1023, 100.392542, -2.922560
-2.911192, 1023, 100.000000, -2.922561
-2.911193, 1017, 99.413490, -2.919621
-2.911194, 1015, 99.803343, -2.918638
-2.911195, 1012, 99.704433, -2.917158
-2.911195, 1008, 99.604743, -2.915179
-2.911195, 1004, 99.603175, -2.913191
-2.911195, 1003, 99.900398, -2.912693
-2.911196, 1006, 100.299103, -2.914186
-2.911196, 1014, 100.795229, -2.918147
-2.911197, 1015, 100.098619, -2.918641
-2.911198, 1025, 100.985222, -2.923543
-2.911200, 1025, 100.000000, -2.923545
-2.911201, 1024, 99.902439, -2.923058
-2.911202, 1031, 100.683594, -2.926465
-2.911204, 1032, 100.096993, -2.926952
-2.911205, 1026, 99.418605, -2.924038
-2.911207, 1031, 100.487329, -2.926470
-2.911208, 1023, 99.224054, -2.922576
-2.911209, 1033, 100.977517, -2.927441
-2.911210, 1022, 98.935140, -2.922090
-2.911212, 1027, 100.489237, -2.924531
-2.911213, 1027, 100.000000, -2.924533
-2.911214, 1022, 99.513145, -2.922094
-2.911215, 1022, 100.000000, -2.922095
-2.911216, 1020, 99.804305, -2.921116
-2.911217, 1019, 99.901961, -2.920627
-2.911218, 1023, 100.392542, -2.922587
-2.911219, 1016, 99.315738, -2.919155
-2.911220, 1022, 100.590551, -2.922100
-2.911222, 1033, 101.076321, -2.927454
-2.911223, 1035, 100.193611, -2.928422
-2.911225, 1028, 99.323671, -2.925031
-2.911226, 1026, 99.805447, -2.924059
-2.911227, 1030, 100.389864, -2.926005
-2.911229, 1028, 99.805825, -2.925035
-2.911230, 1019, 99.124514, -2.920640
-2.911231, 1021, 100.196271, -2.921621
-2.911232, 1033, 101.175318, -2.927464
-2.911234, 1035, 100.193611, -2.928433
-2.911235, 1030, 99.516908, -2.926013
-2.911236, 1020, 99.029126, -2.921137
-2.911237, 1010, 99.019608, -2.916212
-2.911237, 1002, 99.207921, -2.912236
-2.911237, 1002, 100.000000, -2.912236
-2.911237, 998, 99.600798, -2.910236
-2.911237, 1001, 100.300601, -2.911737
-2.911237, 997, 99.600400, -2.909735
-2.911236, 988, 99.097292, -2.905201
-2.911236, 985, 99.696356, -2.903679
-2.911234, 975, 98.984772, -2.898577
-2.911233, 974, 99.897436, -2.898062
-2.911232, 976, 100.205339, -2.899087
-2.911231, 980, 100.409836, -2.901130
-2.911230, 974, 99.387755, -2.898059
-2.911229, 983, 100.924025, -2.902656
-2.911228, 984, 100.101729, -2.903164
-2.911227, 979, 99.491870, -2.900616
-2.911226, 983, 100.408580, -2.902654
-2.911225, 988, 100.508647, -2.905190
-2.911225, 992, 100.404858, -2.907209
-2.911225, 993, 100.100806, -2.907713
-2.911225, 1001, 100.805639, -2.911724
-2.911225, 1004, 100.299700, -2.913221
-2.911225, 1000, 99.601594, -2.911225
-2.911225, 998, 99.800000, -2.910224
-2.911225, 998, 100.000000, -2.910224
-2.911225, 997, 99.899800, -2.909722
-2.911224, 995, 99.799398, -2.908718
-2.911224, 992, 99.698492, -2.907208
-2.911224, 995, 100.302419, -2.908718
-2.911223, 991, 99.597990, -2.906703
-2.911223, 998, 100.706357, -2.910222
-2.911223, 991, 99.298597, -2.906703
-2.911222, 987, 99.596367, -2.904680
-2.911221, 983, 99.594732, -2.902649
-2.911220, 979, 99.593082, -2.900609
-2.911219, 981, 100.204290, -2.901629
-2.911218, 978, 99.694190, -2.900096
-2.911217, 978, 100.000000, -2.900095
-2.911216, 984, 100.613497, -2.903152
-2.911216, 985, 100.101626, -2.903659
-2.911215, 986, 100.101523, -2.904166
-2.911214, 987, 100.101420, -2.904672
-2.911214, 998, 101.114488, -2.910213
-2.911214, 1002, 100.400802, -2.912213
-2.911215, 1007, 100.499002, -2.914702
-2.911215, 1013, 100.595829, -2.917673
-2.911216, 1023, 100.987167, -2.922585
-2.911218, 1034, 101.075269, -2.927934
-2.911219, 1024, 99.032882, -2.923076
-2.911220, 1025, 100.097656, -2.923565
-2.911221, 1017, 99.219512, -2.919649
-2.911222, 1009, 99.213373, -2.915701
-2.911222, 1012, 100.297324, -2.917186
-2.911223, 1016, 100.395257, -2.919159
-2.911224, 1021, 100.492126, -2.921614
-2.911225, 1020, 99.902057, -2.921125
-2.911226, 1016, 99.607843, -2.919162
-2.911227, 1025, 100.885827, -2.923572
-2.911228, 1025, 100.000000, -2.923573
-2.911229, 1016, 99.121951, -2.919165
-2.911229, 1009, 99.311024, -2.915709
-2.911230, 1008, 99.900892, -2.915213
-2.911230, 1006, 99.801587, -2.914221
-2.911230, 1007, 100.099404, -2.914718
-2.911231, 1010, 100.297915, -2.916205
-2.911231, 1001, 99.108911, -2.911731
-2.911231, 1010, 100.899101, -2.916206
-2.911232, 1016, 100.594059, -2.919168
-2.911233, 1014, 99.803150, -2.918184
-2.911233, 1010, 99.605523, -2.916208
-2.911234, 1010, 100.000000, -2.916208
-2.911234, 1007, 99.702970, -2.914722
-2.911234, 1000, 99.304866, -2.911234
-2.911234, 1001, 100.100000, -2.911734
-2.911234, 993, 99.200799, -2.907722
-2.911233, 988, 99.496475, -2.905198
-2.911233, 995, 100.708502, -2.908727
-2.911233, 992, 99.698492, -2.907217
-2.911232, 995, 100.302419, -2.908726
-2.911232, 994, 99.899497, -2.908223
-2.911232, 994, 100.000000, -2.908223
-2.911232, 998, 100.402414, -2.910231
-2.911232, 1000, 100.200401, -2.911232
-2.911231, 989, 98.900000, -2.905701
-2.911230, 981, 99.191102, -2.901640
-2.911229, 984, 100.305810, -2.903165
-2.911229, 990, 100.609756, -2.906204
-2.911228, 984, 99.393939, -2.903164
-2.911227, 986, 100.203252, -2.904179
-2.911227, 988, 100.202840, -2.905191
-2.911227, 997, 100.910931, -2.909725
-2.911226, 993, 99.598796, -2.907714
-2.911226, 1000, 100.704935, -2.911226
-2.911226, 1000, 100.000000, -2.911226
-2.911227, 1007, 100.700000, -2.914714
-2.911227, 1009, 100.198610, -2.915707
-2.911227, 1002, 99.306244, -2.912226
-2.911227, 1004, 100.199601, -2.913223
-2.911228, 1012, 100.796813, -2.917192
-2.911229, 1015, 100.296443, -2.918672
-2.911230, 1029, 101.379310, -2.925522
-2.911231, 1028, 99.902818, -2.925038
-2.911233, 1038, 100.972763, -2.929879
-2.911235, 1039, 100.096339, -2.930363
-2.911237, 1034, 99.518768, -2.927953
-2.911238, 1035, 100.096712, -2.928437
-2.911240, 1039, 100.386473, -2.930368
-2.911242, 1040, 100.096246, -2.930851
-2.911244, 1043, 100.288462, -2.932293
-2.911246, 1046, 100.287632, -2.933731
-2.911248, 1042, 99.617591, -2.931817
-2.911250, 1037, 99.520154, -2.929414
-2.911252, 1038, 100.096432, -2.929898
-2.911254, 1036, 99.807322, -2.928936
-2.911255, 1036, 100.000000, -2.928937
-2.911257, 1038, 100.193050, -2.929903
-2.911259, 1039, 100.096339, -2.930387
-2.911261, 1037, 99.807507, -2.929425
-2.911262, 1030, 99.324976, -2.926040
-2.911264, 1024, 99.417476, -2.923121
-2.911264, 1019, 99.511719, -2.920674
-2.911266, 1027, 100.785083, -2.924585
-2.911267, 1026, 99.902629, -2.924100
-2.911268, 1022, 99.610136, -2.922148
-2.911269, 1017, 99.510763, -2.919697
-2.911270, 1019, 100.196657, -2.920680
-2.911270, 1014, 99.509323, -2.918221
-2.911271, 1020, 100.591716, -2.921172
-2.911272, 1008, 98.823529, -2.915255
-2.911272, 998, 99.007937, -2.910271
-2.911271, 994, 99.599198, -2.908263
-2.911271, 986, 99.195171, -2.904222
-2.911270, 980, 99.391481, -2.901169
-2.911269, 976, 99.591837, -2.899123
-2.911267, 972, 99.590164, -2.897069
-2.911266, 977, 100.514403, -2.899633
-2.911265, 985, 100.818833, -2.903709
-2.911264, 972, 98.680203, -2.897066
-2.911263, 984, 101.234568, -2.903199
-2.911262, 982, 99.796748, -2.902181
-2.911261, 981, 99.898167, -2.901671
-2.911260, 975, 99.388379, -2.898602
-2.911259, 972, 99.692308, -2.897060
-2.911257, 974, 100.205761, -2.898087
-2.911256, 964, 98.973306, -2.892925
-2.911254, 966, 100.207469, -2.893960
-2.911252, 957, 99.068323, -2.889278
-2.911249, 946, 98.850575, -2.883496
-2.911246, 945, 99.894292, -2.882964
-2.911244, 949, 100.423280, -2.885073
-2.911242, 957, 100.842993, -2.889268
-2.911240, 964, 100.731452, -2.892910
-2.911238, 965, 100.103734, -2.893426
-2.911237, 971, 100.621762, -2.896524
-2.911236, 973, 100.205973, -2.897551
-2.911234, 970, 99.691675, -2.896006
-2.911233, 969, 99.896907, -2.895489
-2.911231, 974, 100.515996, -2.898061
-2.911230, 970, 99.589322, -2.896002
-2.911229, 975, 100.515464, -2.898571
-2.911227, 973, 99.794872, -2.897543
-2.911226, 976, 100.308325, -2.899081
-2.911225, 979, 100.307377, -2.900614
-2.911223, 963, 98.365679, -2.892374
-2.911221, 961, 99.792316, -2.891333
-2.911219, 956, 99.479709, -2.888723
-2.911217, 958, 100.209205, -2.889765
-2.911215, 960, 100.208768, -2.890806
-2.911213, 961, 100.104167, -2.891325
-2.911211, 954, 99.271592, -2.887667
-2.911209, 962, 100.838574, -2.891840
-2.911207, 967, 100.519751, -2.894431
-2.911206, 971, 100.413650, -2.896493
-2.911204, 964, 99.279094, -2.892874
-2.911203, 971, 100.726141, -2.896490
-2.911201, 969, 99.794027, -2.895457
-2.911200, 976, 100.722394, -2.899055
-2.911199, 977, 100.102459, -2.899566
-2.911198, 979, 100.204708, -2.900587
-2.911197, 978, 99.897855, -2.900075
-2.911196, 978, 100.000000, -2.900074
-2.911195, 982, 100.408998, -2.902114
-2.911194, 983, 100.101833, -2.902622
-2.911193, 984, 100.101729, -2.903129
-2.911192, 985, 100.101626, -2.903636
-2.911192, 986, 100.101523, -2.904143
-2.911191, 986, 100.000000, -2.904142
-2.911190, 987, 100.101420, -2.904649
-2.911190, 985, 99.797366, -2.903634
-2.911189, 989, 100.406091, -2.905659
-2.911188, 981, 99.191102, -2.901598
-2.911188, 985, 100.407747, -2.903631
-2.911187, 984, 99.898477, -2.903123
-2.911186, 986, 100.203252, -2.904137
-2.911185, 986, 100.000000, -2.904137
-2.911185, 997, 101.115619, -2.909683
-2.911185, 998, 100.100301, -2.910184
-2.911186, 1007, 100.901804, -2.914673
-2.911186, 1005, 99.801390, -2.913679
-2.911186, 999, 99.402985, -2.910686
-2.911186, 999, 100.000000, -2.910685
-2.911186, 997, 99.799800, -2.909683
-2.911185, 990, 99.297894, -2.906160
-2.911184, 979, 98.888889, -2.900573
-2.911183, 983, 100.408580, -2.902611
-2.911182, 982, 99.898271, -2.902101
-2.911182, 991, 100.916497, -2.906662
-2.911182, 996, 100.504541, -2.909178
-2.911182, 1001, 100.502008, -2.911681
-2.911181, 991, 99.000999, -2.906661
-2.911181, 987, 99.596367, -2.904639
-2.911180, 990, 100.303951, -2.906156
-2.911180, 992, 100.202020, -2.907164
-2.911180, 995, 100.302419, -2.908674
-2.911180, 999, 100.402010, -2.910679
-2.911179, 988, 98.898899, -2.905143
-2.911178, 984, 99.595142, -2.903114
-2.911178, 999, 101.524390, -2.910678
-2.911178, 1000, 100.100100, -2.911178
-2.911178, 1003, 100.300000, -2.912676
-2.911178, 999, 99.601196, -2.910678
-2.911178, 992, 99.299299, -2.907162
-2.911177, 989, 99.697581, -2.905647
-2.911177, 997, 100.808898, -2.909675
-2.911177, 991, 99.398195, -2.906657
-2.911176, 990, 99.899092, -2.906152
-2.911176, 992, 100.202020, -2.907160
-2.911175, 990, 99.798387, -2.906151
-2.911175, 994, 100.404040, -2.908166
-2.911175, 1002, 100.804829, -2.912174
-2.911176, 1009, 100.698603, -2.915655
-2.911176, 1010, 100.099108, -2.916151
-2.911177, 1018, 100.792079, -2.920096
-2.911177, 1010, 99.214145, -2.916152
-2.911177, 1002, 99.207921, -2.912176
-2.911178, 1009, 100.698603, -2.915657
-2.911179, 1018, 100.891972, -2.920098
-2.911179, 1004, 98.624754, -2.913175
-2.911179, 991, 98.705179, -2.906659
-2.911178, 992, 100.100908, -2.907162
-2.911177, 986, 99.395161, -2.904129
-2.911177, 983, 99.695740, -2.902604
-2.911176, 987, 100.406918, -2.904634
-2.911175, 983, 99.594732, -2.902603
-2.911174, 980, 99.694812, -2.901074
-2.911173, 976, 99.591837, -2.899028
-2.911172, 982, 100.614754, -2.902091
-2.911172, 988, 100.610998, -2.905136
-2.911171, 994, 100.607287, -2.908163
-2.911171, 994, 100.000000, -2.908162
-2.911171, 998, 100.402414, -2.910170
-2.911171, 1008, 101.002004, -2.915155
-2.911172, 1005, 99.702381, -2.913665
-2.911172, 1008, 100.298507, -2.915156
-2.911173, 1013, 100.496032, -2.917630
-2.911173, 1007, 99.407700, -2.914660
-2.911173, 1001, 99.404171, -2.911673
-2.911173, 1002, 100.099900, -2.912172
-2.911173, 1002, 100.000000, -2.912172
-2.911172, 985, 98.303393, -2.903616
-2.911172, 989, 100.406091, -2.905642
-2.911172, 994, 100.505561, -2.908163
-2.911172, 999, 100.503018, -2.910671
-2.911171, 996, 99.699700, -2.909168
-2.911172, 1004, 100.803213, -2.913167
-2.911171, 997, 99.302789, -2.909669
-2.911171, 990, 99.297894, -2.906146
-2.911170, 985, 99.494949, -2.903614
-2.911169, 982, 99.695431, -2.902088
-2.911168, 977, 99.490835, -2.899535
-2.911167, 981, 100.409417, -2.901577
-2.911166, 977, 99.592253, -2.899533
-2.911165, 984, 100.716479, -2.903101
-2.911165, 985, 100.101626, -2.903609
-2.911164, 984, 99.898477, -2.903100
-2.911163, 985, 100.101626, -2.903607
-2.911162, 977, 99.187817, -2.899529
-2.911161, 982, 100.511771, -2.902080
-2.911160, 976, 99.389002, -2.899015
-2.911159, 977, 100.102459, -2.899526
-2.911158, 988, 101.125896, -2.905123
-2.911158, 984, 99.595142, -2.903094
-2.911157, 982, 99.796748, -2.902076
-2.911156, 981, 99.898167, -2.901565
-2.911155, 979, 99.796126, -2.900544
-2.911154, 981, 100.204290, -2.901563
-2.911153, 981, 100.000000, -2.901562
-2.911152, 986, 100.509684, -2.904103
-2.911152, 997, 101.115619, -2.909650
-2.911152, 995, 99.799398, -2.908646
-2.911152, 997, 100.201005, -2.909650
-2.911152, 998, 100.100301, -2.910151
-2.911151, 991, 99.298597, -2.906631
-2.911151, 993, 100.201816, -2.907639
-2.911151, 1000, 100.704935, -2.911151
-2.911151, 1005, 100.500000, -2.913645
-2.911151, 1008, 100.298507, -2.915135
-2.911152, 1008, 100.000000, -2.915136
-2.911153, 1015, 100.694444, -2.918596
-2.911153, 1019, 100.394089, -2.920563
-2.911154, 1014, 99.509323, -2.918105
-2.911154, 1006, 99.211045, -2.914145
-2.911155, 1007, 100.099404, -2.914642
-2.911155, 1007, 100.000000, -2.914643
-2.911156, 1011, 100.397219, -2.916625
-2.911156, 1009, 99.802176, -2.915635
-2.911156, 994, 98.513380, -2.908147
-2.911155, 992, 99.798793, -2.907140
-2.911155, 996, 100.403226, -2.909151
-2.911155, 999, 100.301205, -2.910655
-2.911155, 999, 100.000000, -2.910655
-2.911155, 994, 99.499499, -2.908146
-2.911155, 994, 100.000000, -2.908146
-2.911154, 991, 99.698189, -2.906634
-2.911154, 991, 100.000000, -2.906634
-2.911153, 985, 99.394551, -2.903597
-2.911152, 982, 99.695431, -2.902071
-2.911151, 981, 99.898167, -2.901561
-2.911150, 981, 100.000000, -2.901560
-2.911149, 982, 100.101937, -2.902068
-2.911149, 982, 100.000000, -2.902067
-2.911148, 988, 100.610998, -2.905112
-2.911147, 978, 98.987854, -2.900025
-2.911146, 977, 99.897751, -2.899513
-2.911144, 971, 99.385875, -2.896431
-2.911143, 976, 100.514933, -2.898998
-2.911142, 972, 99.590164, -2.896943
-2.911141, 979, 100.720165, -2.900530
-2.911140, 978, 99.897855, -2.900018
-2.911138, 971, 99.284254, -2.896425
-2.911138, 984, 101.338826, -2.903074
-2.911136, 974, 98.983740, -2.897966
-2.911135, 980, 100.616016, -2.901035
-2.911135, 982, 100.204082, -2.902053
-2.911134, 985, 100.305499, -2.903578
-2.911133, 988, 100.304569, -2.905098
-2.911133, 997, 100.910931, -2.909631
-2.911133, 1008, 101.103310, -2.915117
-2.911134, 1013, 100.496032, -2.917592
-2.911135, 1009, 99.605133, -2.915614
-2.911135, 1005, 99.603568, -2.913628
-2.911135, 996, 99.104478, -2.909131
-2.911134, 998, 100.200803, -2.910134
-2.911134, 996, 99.799599, -2.909130
-2.911134, 994, 99.799197, -2.908125
-2.911134, 994, 100.000000, -2.908125
-2.911133, 994, 100.000000, -2.908125
-2.911133, 998, 100.402414, -2.910132
-2.911134, 1006, 100.801603, -2.914124
-2.911134, 1014, 100.795229, -2.918085
-2.911135, 1010, 99.605523, -2.916109
-2.911135, 1003, 99.306931, -2.912632
-2.911135, 1006, 100.299103, -2.914126
-2.911135, 1003, 99.701789, -2.912633
-2.911135, 998, 99.501496, -2.910134
-2.911135, 993, 99.498998, -2.907623
-2.911135, 996, 100.302115, -2.909131
-2.911134, 994, 99.799197, -2.908126
-2.911134, 992, 99.798793, -2.907118
-2.911134, 994, 100.201613, -2.908125
-2.911133, 993, 99.899396, -2.907621
-2.911133, 997, 100.402820, -2.909631
-2.911133, 997, 100.000000, -2.909631
-2.911133, 1000, 100.300903, -2.911133
-2.911133, 1000, 100.000000, -2.911133
-2.911134, 1020, 102.000000, -2.921034
-2.911135, 1010, 99.019608, -2.916109
-2.911135, 1012, 100.198020, -2.917099
-2.911135, 1007, 99.505929, -2.914623
-2.911136, 1006, 99.900695, -2.914126
-2.911136, 1009, 100.298211, -2.915616
-2.911136, 1007, 99.801784, -2.914624
-2.911137, 1008, 100.099305, -2.915121
-2.911137, 1008, 100.000000, -2.915121
-2.911138, 1010, 100.198413, -2.916112
-2.911139, 1025, 101.485149, -2.923484
-2.911140, 1029, 100.390244, -2.925433
-2.911141, 1024, 99.514091, -2.922998
-2.911142, 1022, 99.804688, -2.922022
-2.911144, 1033, 101.076321, -2.927376
-2.911146, 1037, 100.387222, -2.929310
-2.911147, 1029, 99.228544, -2.925439
-2.911148, 1023, 99.416910, -2.922517
-2.911149, 1021, 99.804497, -2.921539
-2.911150, 1020, 99.902057, -2.921050
-2.911151, 1013, 99.313725, -2.917608
-2.911152, 1025, 101.184600, -2.923497
-2.911153, 1022, 99.707317, -2.922033
-2.911154, 1025, 100.293542, -2.923499
-2.911155, 1030, 100.487805, -2.925933
-2.911156, 1022, 99.223301, -2.922036
-2.911158, 1032, 100.978474, -2.926906
-2.911159, 1022, 99.031008, -2.922039
-2.911160, 1024, 100.195695, -2.923017
-2.911161, 1024, 100.000000, -2.923018
-2.911162, 1020, 99.609375, -2.921062
-2.911163, 1028, 100.784314, -2.924970
-2.911165, 1030, 100.194553, -2.925943
-2.911166, 1035, 100.485437, -2.928366
-2.911168, 1030, 99.516908, -2.925946
-2.911169, 1023, 99.320388, -2.922538
-2.911170, 1029, 100.586510, -2.925463
-2.911172, 1029, 100.000000, -2.925464
-2.911173, 1023, 99.416910, -2.922541
-2.911174, 1024, 100.097752, -2.923031
-2.911175, 1015, 99.121094, -2.918618
-2.911175, 1011, 99.605911, -2.916644
-2.911175, 1006, 99.505440, -2.914166
-2.911176, 1010, 100.397614, -2.916150
-2.911176, 1000, 99.009901, -2.911176
-2.911176, 1002, 100.200000, -2.912175
-2.911176, 1005, 100.299401, -2.913670
-2.911176, 1001, 99.601990, -2.911676
-2.911176, 1002, 100.099900, -2.912175
-2.911176, 997, 99.500998, -2.909674
-2.911176, 992, 99.498495, -2.907160
-2.911176, 999, 100.705645, -2.910675
-2.911176, 997, 99.799800, -2.909673
-2.911175, 997, 100.000000, -2.909673
-2.911175, 996, 99.899699, -2.909171
-2.911175, 1001, 100.502008, -2.911675
-2.911175, 1002, 100.099900, -2.912174
-2.911176, 1006, 100.399202, -2.914166
-2.911176, 1010, 100.397614, -2.916151
-2.911176, 1005, 99.504950, -2.913670
-2.911176, 985, 98.009950, -2.903620
-2.911175, 985, 100.000000, -2.903619
-2.911175, 999, 101.421320, -2.910675
-2.911175, 1008, 100.900901, -2.915159
-2.911175, 1001, 99.305556, -2.911675
-2.911175, 1001, 100.000000, -2.911675
-2.911175, 998, 99.700300, -2.910174
-2.911175, 999, 100.100200, -2.910675
-2.911175, 1002, 100.300300, -2.912174
-2.911176, 1007, 100.499002, -2.914663
-2.911176, 1013, 100.595829, -2.917634
-2.911177, 1012, 99.901283, -2.917141
-2.911178, 1017, 100.494071, -2.919605
-2.911178, 1016, 99.901672, -2.919114
-2.911179, 1023, 100.688976, -2.922548
-2.911181, 1030, 100.684262, -2.925959
-2.911182, 1024, 99.417476, -2.923039
-2.911183, 1033, 100.878906, -2.927416
-2.911185, 1039, 100.580833, -2.930313
-2.911187, 1027, 98.845043, -2.924506
-2.911188, 1026, 99.902629, -2.924020
-2.911189, 1023, 99.707602, -2.922557
-2.911190, 1020, 99.706745, -2.921090
-2.911191, 1021, 100.098039, -2.921581
-2.911192, 1023, 100.195886, -2.922560
-2.911193, 1026, 100.293255, -2.924026
-2.911194, 1019, 99.317739, -2.920604
-2.911194, 1012, 99.313052, -2.917158
-2.911195, 1012, 100.000000, -2.917159
-2.911196, 1017, 100.494071, -2.919624
-2.911196, 1014, 99.705015, -2.918147
-2.911197, 1017, 100.295858, -2.919625
-2.911198, 1007, 99.016716, -2.914685
-2.911198, 1001, 99.404171, -2.911697
-2.911198, 999, 99.800200, -2.910697
-2.911197, 993, 99.399399, -2.907685
-2.911197, 996, 100.302115, -2.909193
-2.911197, 1000, 100.401606, -2.911197
-2.911197, 1007, 100.700000, -2.914685
-2.911198, 1013, 100.595829, -2.917655
-2.911199, 1016, 100.296150, -2.919135
-2.911199, 1007, 99.114173, -2.914687
-2.911199, 1001, 99.404171, -2.911699
-2.911199, 997, 99.600400, -2.909697
-2.911199, 1001, 100.401204, -2.911699
-2.911199, 993, 99.200799, -2.907687
-2.911198, 996, 100.302115, -2.909195
-2.911198, 995, 99.899598, -2.908692
-2.911198, 989, 99.396985, -2.905668
-2.911197, 992, 100.303337, -2.907182
-2.911197, 987, 99.495968, -2.904655
-2.911196, 987, 100.000000, -2.904654
-2.911196, 990, 100.303951, -2.906171
-2.911195, 991, 100.101010, -2.906675
-2.911195, 987, 99.596367, -2.904653
-2.911194, 997, 101.013171, -2.909692
-2.911194, 999, 100.200602, -2.910694
-2.911194, 996, 99.699700, -2.909190
-2.911194, 1001, 100.502008, -2.911694
-2.911195, 1007, 100.599401, -2.914682
-2.911195, 1017, 100.993049, -2.919623
-2.911196, 1018, 100.098328, -2.920115
-2.911197, 1016, 99.803536, -2.919133
-2.911198, 1022, 100.590551, -2.922078
-2.911199, 1014, 99.217221, -2.918149
