its, t_max, delta_t, its_eq, -, -, -, -
500, 10, 0.020000, 0, 0, 0, 0, 0
E_kin [eV], E_pot [eV], E_tot [eV], <T> [K], T [K], <P> [MPa], P [MPa], a [Å]
33.259564, -661.673152, -628.413589, 1005.107315, 1005.107315, 822.608693, 822.608693, 4.030000
20.555938, -643.371661, -622.815723, 813.154906, 621.202498, 1120.948760, 1419.288826, 4.030000
18.194484, -642.125821, -623.931338, 725.382971, 549.839101, 1243.494013, 1488.584520, 4.030000
21.321488, -646.728313, -625.406825, 705.121599, 644.337482, 1262.103688, 1317.932713, 4.030000
15.652471, -638.433887, -622.781417, 658.701123, 473.019219, 1330.376143, 1603.465960, 4.030000
24.080953, -649.490140, -625.409187, 670.205734, 727.728789, 1308.646024, 1199.995429, 4.030000
21.076247, -644.502151, -623.425905, 665.451525, 636.926273, 1305.363985, 1285.671754, 4.030000
19.727231, -642.705140, -622.977909, 656.789945, 596.158881, 1321.112837, 1431.354801, 4.030000
23.058612, -646.794184, -623.735571, 661.239235, 696.833559, 1325.753089, 1362.875106, 4.030000
19.615796, -641.460026, -621.844230, 654.394441, 592.791289, 1337.288935, 1441.111547, 4.030000
21.651501, -644.905926, -623.254425, 654.386811, 654.310514, 1341.506475, 1383.681879, 4.030000
21.003859, -643.439450, -622.435591, 652.749469, 634.738707, 1352.113453, 1468.790202, 4.030000
21.951799, -644.000312, -622.048512, 653.567629, 663.385554, 1357.377595, 1420.547311, 4.030000
22.498784, -644.476310, -621.977526, 655.449619, 679.915489, 1362.142740, 1424.089613, 4.030000
21.608278, -643.179634, -621.571357, 655.286598, 653.004292, 1371.070150, 1496.053899, 4.030000
22.657527, -644.437933, -621.780405, 657.125731, 684.712728, 1375.431003, 1440.843798, 4.030000
20.887988, -641.269615, -620.381627, 655.602869, 631.237075, 1386.025973, 1555.545491, 4.030000
22.281958, -642.432419, -620.150461, 656.589541, 673.362971, 1391.671910, 1487.652834, 4.030000
22.857818, -642.926851, -620.069033, 658.388277, 690.765531, 1397.644852, 1505.157810, 4.030000
22.813125, -642.522546, -619.709420, 659.939609, 689.414914, 1405.898485, 1562.717517, 4.030000
